"","Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas em famílias beneficiárias do Programa Bolsa Família"
"10678",411780,"PALMITAL","PR","03/2020",3965
"10679",411780,"PALMITAL","PR","04/2020",3962
"10680",411780,"PALMITAL","PR","04/2019",4443
"10681",411780,"PALMITAL","PR","07/2019",4045
"10682",411780,"PALMITAL","PR","04/2018",4975
"10683",411780,"PALMITAL","PR","10/2020",3925
"10684",411780,"PALMITAL","PR","08/2020",3929
"10685",411780,"PALMITAL","PR","12/2019",3685
"10686",411780,"PALMITAL","PR","10/2019",3746
"10687",411780,"PALMITAL","PR","03/2018",5007
"10688",411780,"PALMITAL","PR","05/2020",3945
"10689",411780,"PALMITAL","PR","01/2020",3663
"10690",411780,"PALMITAL","PR","07/2021",3924
"10691",411780,"PALMITAL","PR","03/2021",3966
"10692",411780,"PALMITAL","PR","01/2018",5317
"10693",411780,"PALMITAL","PR","12/2020",3913
"10694",411780,"PALMITAL","PR","05/2019",4254
"10695",411780,"PALMITAL","PR","07/2020",3937
"10696",411780,"PALMITAL","PR","06/2021",3952
"10697",411780,"PALMITAL","PR","01/2021",3906
"10698",411780,"PALMITAL","PR","09/2019",3900
"10699",411780,"PALMITAL","PR","11/2019",3753
"10700",411780,"PALMITAL","PR","02/2019",4448
"10701",411780,"PALMITAL","PR","07/2018",4815
"10702",411780,"PALMITAL","PR","05/2018",4799
"10703",411780,"PALMITAL","PR","11/2018",4639
"10704",411780,"PALMITAL","PR","06/2019",4111
"10705",411780,"PALMITAL","PR","11/2020",3921
"10706",411780,"PALMITAL","PR","06/2020",3937
"10707",411780,"PALMITAL","PR","02/2020",3748
"10708",411790,"PALOTINA","PR","03/2021",1766
"10709",411790,"PALOTINA","PR","05/2019",1453
"10710",411790,"PALOTINA","PR","03/2019",1503
"10711",411790,"PALOTINA","PR","04/2021",1737
"10712",411790,"PALOTINA","PR","10/2019",1177
"10713",411790,"PALOTINA","PR","11/2020",1461
"10714",411790,"PALOTINA","PR","09/2018",1600
"10715",411790,"PALOTINA","PR","07/2019",1409
"10716",411790,"PALOTINA","PR","01/2021",1654
"10717",411790,"PALOTINA","PR","05/2018",1623
"10718",411790,"PALOTINA","PR","07/2018",1696
"10719",411790,"PALOTINA","PR","02/2018",1931
"10720",411790,"PALOTINA","PR","03/2020",1491
"10721",411790,"PALOTINA","PR","08/2018",1552
"10722",411790,"PALOTINA","PR","04/2020",1483
"10723",411790,"PALOTINA","PR","10/2020",1462
"10724",411790,"PALOTINA","PR","08/2020",1476
"10725",411790,"PALOTINA","PR","06/2019",1412
"10726",411790,"PALOTINA","PR","02/2019",1486
"10727",411790,"PALOTINA","PR","09/2019",1239
"10728",411790,"PALOTINA","PR","08/2019",1286
"10729",411790,"PALOTINA","PR","12/2018",1511
"10730",411790,"PALOTINA","PR","10/2018",1648
"10731",411790,"PALOTINA","PR","06/2018",1629
"10732",411790,"PALOTINA","PR","09/2020",1472
"10733",411790,"PALOTINA","PR","07/2021",1707
"10734",411790,"PALOTINA","PR","05/2021",1730
"10735",411790,"PALOTINA","PR","01/2019",1503
"10736",411790,"PALOTINA","PR","02/2021",1725
"10737",411790,"PALOTINA","PR","03/2018",1677
"10738",411790,"PALOTINA","PR","04/2018",1678
"10739",411790,"PALOTINA","PR","12/2019",1385
"10740",411790,"PALOTINA","PR","05/2020",1478
"10741",411790,"PALOTINA","PR","01/2018",1926
"10742",411790,"PALOTINA","PR","07/2020",1472
"10743",411790,"PALOTINA","PR","12/2020",1459
"10744",411790,"PALOTINA","PR","06/2021",1706
"10745",411790,"PALOTINA","PR","01/2020",1375
"10746",411790,"PALOTINA","PR","11/2019",1186
"10747",411790,"PALOTINA","PR","04/2019",1536
"10748",411790,"PALOTINA","PR","11/2018",1552
"10749",411790,"PALOTINA","PR","02/2020",1415
"10750",411790,"PALOTINA","PR","06/2020",1475
"10751",411800,"PARAÍSO DO NORTE","PR","10/2020",663
"10752",411800,"PARAÍSO DO NORTE","PR","09/2020",659
"10753",411800,"PARAÍSO DO NORTE","PR","11/2020",655
"10754",411800,"PARAÍSO DO NORTE","PR","09/2019",613
"10755",411800,"PARAÍSO DO NORTE","PR","04/2019",666
"10756",411800,"PARAÍSO DO NORTE","PR","07/2019",633
"10757",411800,"PARAÍSO DO NORTE","PR","06/2021",680
"10758",411800,"PARAÍSO DO NORTE","PR","07/2020",670
"10759",411800,"PARAÍSO DO NORTE","PR","04/2018",652
"10760",411800,"PARAÍSO DO NORTE","PR","01/2018",612
"10761",411800,"PARAÍSO DO NORTE","PR","03/2021",676
"10762",411800,"PARAÍSO DO NORTE","PR","05/2020",663
"10763",411800,"PARAÍSO DO NORTE","PR","01/2020",599
"10764",411800,"PARAÍSO DO NORTE","PR","07/2021",679
"10765",411800,"PARAÍSO DO NORTE","PR","03/2018",643
"10766",411800,"PARAÍSO DO NORTE","PR","02/2021",664
"10767",411800,"PARAÍSO DO NORTE","PR","06/2018",644
"10768",411800,"PARAÍSO DO NORTE","PR","10/2018",623
"10769",411800,"PARAÍSO DO NORTE","PR","02/2019",658
"10770",411800,"PARAÍSO DO NORTE","PR","07/2018",639
"10771",411800,"PARAÍSO DO NORTE","PR","08/2018",591
"10772",411800,"PARAÍSO DO NORTE","PR","05/2018",639
"10773",411800,"PARAÍSO DO NORTE","PR","03/2019",648
"10774",411800,"PARAÍSO DO NORTE","PR","12/2020",667
"10775",411800,"PARAÍSO DO NORTE","PR","11/2019",605
"10776",411800,"PARAÍSO DO NORTE","PR","11/2018",634
"10777",411800,"PARAÍSO DO NORTE","PR","12/2018",625
"10778",411800,"PARAÍSO DO NORTE","PR","05/2019",640
"10779",411800,"PARAÍSO DO NORTE","PR","04/2021",670
"10780",411800,"PARAÍSO DO NORTE","PR","09/2018",612
"10781",411800,"PARAÍSO DO NORTE","PR","01/2021",656
"10782",411800,"PARAÍSO DO NORTE","PR","02/2018",632
"10783",411800,"PARAÍSO DO NORTE","PR","03/2020",660
"10784",411800,"PARAÍSO DO NORTE","PR","04/2020",660
"10785",411800,"PARAÍSO DO NORTE","PR","08/2020",664
"10786",411800,"PARAÍSO DO NORTE","PR","06/2020",679
"10787",411800,"PARAÍSO DO NORTE","PR","06/2019",638
"10788",411800,"PARAÍSO DO NORTE","PR","08/2019",602
"10789",411800,"PARAÍSO DO NORTE","PR","05/2021",662
"10790",411800,"PARAÍSO DO NORTE","PR","01/2019",651
"10791",411800,"PARAÍSO DO NORTE","PR","12/2019",597
"10792",411800,"PARAÍSO DO NORTE","PR","02/2020",576
"10793",411800,"PARAÍSO DO NORTE","PR","10/2019",614
"10794",411810,"PARANACITY","PR","05/2020",1439
"10795",411810,"PARANACITY","PR","05/2019",1723
"10796",411810,"PARANACITY","PR","01/2021",1385
"10797",411810,"PARANACITY","PR","06/2021",1349
"10798",411810,"PARANACITY","PR","09/2018",1695
"10799",411810,"PARANACITY","PR","05/2021",1353
"10800",411810,"PARANACITY","PR","02/2018",1872
"10801",411810,"PARANACITY","PR","08/2019",1616
"10802",411810,"PARANACITY","PR","03/2020",1445
"10803",411810,"PARANACITY","PR","02/2020",1453
"10804",411810,"PARANACITY","PR","11/2018",1759
"10805",411810,"PARANACITY","PR","06/2020",1439
"10806",411810,"PARANACITY","PR","04/2021",1348
"10807",411810,"PARANACITY","PR","08/2018",1666
"10808",411810,"PARANACITY","PR","09/2020",1439
"10809",411810,"PARANACITY","PR","07/2018",1679
"10810",411810,"PARANACITY","PR","03/2021",1370
"10811",411810,"PARANACITY","PR","07/2020",1438
"10812",411810,"PARANACITY","PR","03/2019",1756
"10813",411810,"PARANACITY","PR","12/2019",1524
"10814",411810,"PARANACITY","PR","10/2018",1726
"10815",411810,"PARANACITY","PR","01/2018",1940
"10816",411810,"PARANACITY","PR","01/2019",1710
"10817",411810,"PARANACITY","PR","10/2020",1434
"10818",411810,"PARANACITY","PR","08/2020",1428
"10819",411810,"PARANACITY","PR","12/2018",1666
"10820",411810,"PARANACITY","PR","01/2020",1507
"10821",411810,"PARANACITY","PR","04/2018",1791
"10822",411810,"PARANACITY","PR","04/2020",1445
"10823",411810,"PARANACITY","PR","10/2019",1572
"10824",411810,"PARANACITY","PR","11/2020",1428
"10825",411810,"PARANACITY","PR","02/2019",1753
"10826",411810,"PARANACITY","PR","03/2018",1767
"10827",411810,"PARANACITY","PR","11/2019",1548
"10828",411810,"PARANACITY","PR","02/2021",1366
"10829",411810,"PARANACITY","PR","12/2020",1406
"10830",411810,"PARANACITY","PR","07/2019",1687
"10831",411810,"PARANACITY","PR","04/2019",1802
"10832",411810,"PARANACITY","PR","07/2021",1290
"10833",411810,"PARANACITY","PR","06/2019",1698
"10834",411810,"PARANACITY","PR","09/2019",1624
"10835",411810,"PARANACITY","PR","05/2018",1652
"10836",411810,"PARANACITY","PR","06/2018",1639
"10837",411820,"PARANAGUÁ","PR","12/2020",16476
"10838",411820,"PARANAGUÁ","PR","01/2020",14564
"10839",411820,"PARANAGUÁ","PR","08/2019",14442
"10840",411820,"PARANAGUÁ","PR","11/2019",13681
"10841",411820,"PARANAGUÁ","PR","01/2019",14973
"10842",411820,"PARANAGUÁ","PR","05/2021",18187
"10843",411820,"PARANAGUÁ","PR","06/2021",18176
"10844",411820,"PARANAGUÁ","PR","10/2018",15937
"10845",411820,"PARANAGUÁ","PR","07/2021",18107
"10846",411820,"PARANAGUÁ","PR","04/2021",18215
"10847",411820,"PARANAGUÁ","PR","03/2019",15315
"10848",411820,"PARANAGUÁ","PR","05/2019",15351
"10849",411820,"PARANAGUÁ","PR","05/2020",16661
"10850",411820,"PARANAGUÁ","PR","07/2020",16649
"10851",411820,"PARANAGUÁ","PR","09/2018",15582
"10852",411820,"PARANAGUÁ","PR","11/2018",15370
"10853",411820,"PARANAGUÁ","PR","03/2021",18286
"10854",411820,"PARANAGUÁ","PR","07/2019",15009
"10855",411820,"PARANAGUÁ","PR","10/2019",13686
"10856",411820,"PARANAGUÁ","PR","04/2019",15701
"10857",411820,"PARANAGUÁ","PR","03/2018",15372
"10858",411820,"PARANAGUÁ","PR","05/2018",15634
"10859",411820,"PARANAGUÁ","PR","09/2020",16589
"10860",411820,"PARANAGUÁ","PR","01/2021",17562
"10861",411820,"PARANAGUÁ","PR","11/2020",16533
"10862",411820,"PARANAGUÁ","PR","06/2020",16667
"10863",411820,"PARANAGUÁ","PR","02/2018",16243
"10864",411820,"PARANAGUÁ","PR","03/2020",16645
"10865",411820,"PARANAGUÁ","PR","02/2020",16307
"10866",411820,"PARANAGUÁ","PR","08/2018",15290
"10867",411820,"PARANAGUÁ","PR","07/2018",15928
"10868",411820,"PARANAGUÁ","PR","01/2018",16174
"10869",411820,"PARANAGUÁ","PR","12/2019",14572
"10870",411820,"PARANAGUÁ","PR","12/2018",14814
"10871",411820,"PARANAGUÁ","PR","10/2020",16568
"10872",411820,"PARANAGUÁ","PR","08/2020",16619
"10873",411820,"PARANAGUÁ","PR","04/2020",16670
"10874",411820,"PARANAGUÁ","PR","09/2019",14443
"10875",411820,"PARANAGUÁ","PR","02/2021",17984
"10876",411820,"PARANAGUÁ","PR","02/2019",15149
"10877",411820,"PARANAGUÁ","PR","04/2018",15694
"10878",411820,"PARANAGUÁ","PR","06/2019",15063
"10879",411820,"PARANAGUÁ","PR","06/2018",15722
"10880",411830,"PARANAPOEMA","PR","11/2019",415
"10881",411830,"PARANAPOEMA","PR","06/2021",469
"10882",411830,"PARANAPOEMA","PR","05/2020",475
"10883",411830,"PARANAPOEMA","PR","10/2019",412
"10884",411830,"PARANAPOEMA","PR","03/2021",468
"10885",411830,"PARANAPOEMA","PR","03/2018",456
"10886",411830,"PARANAPOEMA","PR","11/2020",465
"10887",411830,"PARANAPOEMA","PR","02/2020",398
"10888",411830,"PARANAPOEMA","PR","12/2019",410
"10889",411830,"PARANAPOEMA","PR","07/2020",472
"10890",411830,"PARANAPOEMA","PR","02/2021",459
"10891",411830,"PARANAPOEMA","PR","04/2018",479
"10892",411830,"PARANAPOEMA","PR","01/2019",484
"10893",411830,"PARANAPOEMA","PR","05/2021",466
"10894",411830,"PARANAPOEMA","PR","07/2021",451
"10895",411830,"PARANAPOEMA","PR","01/2020",401
"10896",411830,"PARANAPOEMA","PR","10/2018",477
"10897",411830,"PARANAPOEMA","PR","08/2019",416
"10898",411830,"PARANAPOEMA","PR","09/2019",414
"10899",411830,"PARANAPOEMA","PR","06/2018",472
"10900",411830,"PARANAPOEMA","PR","06/2019",439
"10901",411830,"PARANAPOEMA","PR","02/2019",490
"10902",411830,"PARANAPOEMA","PR","04/2020",476
"10903",411830,"PARANAPOEMA","PR","08/2020",467
"10904",411830,"PARANAPOEMA","PR","10/2020",468
"10905",411830,"PARANAPOEMA","PR","01/2018",464
"10906",411830,"PARANAPOEMA","PR","07/2018",481
"10907",411830,"PARANAPOEMA","PR","08/2018",473
"10908",411830,"PARANAPOEMA","PR","03/2020",472
"10909",411830,"PARANAPOEMA","PR","02/2018",470
"10910",411830,"PARANAPOEMA","PR","05/2018",484
"10911",411830,"PARANAPOEMA","PR","01/2021",457
"10912",411830,"PARANAPOEMA","PR","07/2019",445
"10913",411830,"PARANAPOEMA","PR","09/2018",479
"10914",411830,"PARANAPOEMA","PR","03/2019",486
"10915",411830,"PARANAPOEMA","PR","04/2021",466
"10916",411830,"PARANAPOEMA","PR","04/2019",446
"10917",411830,"PARANAPOEMA","PR","09/2020",468
"10918",411830,"PARANAPOEMA","PR","05/2019",440
"10919",411830,"PARANAPOEMA","PR","12/2020",461
"10920",411830,"PARANAPOEMA","PR","06/2020",473
"10921",411830,"PARANAPOEMA","PR","11/2018",493
"10922",411830,"PARANAPOEMA","PR","12/2018",464
"10923",411840,"PARANAVAÍ","PR","03/2021",8080
"10924",411840,"PARANAVAÍ","PR","01/2020",8001
"10925",411840,"PARANAVAÍ","PR","03/2018",8678
"10926",411840,"PARANAVAÍ","PR","10/2018",8929
"10927",411840,"PARANAVAÍ","PR","07/2018",8805
"10928",411840,"PARANAVAÍ","PR","07/2021",8068
"10929",411840,"PARANAVAÍ","PR","01/2021",8144
"10930",411840,"PARANAVAÍ","PR","09/2020",8469
"10931",411840,"PARANAVAÍ","PR","01/2018",8998
"10932",411840,"PARANAVAÍ","PR","12/2020",8389
"10933",411840,"PARANAVAÍ","PR","02/2018",9096
"10934",411840,"PARANAVAÍ","PR","11/2020",8458
"10935",411840,"PARANAVAÍ","PR","03/2020",8477
"10936",411840,"PARANAVAÍ","PR","08/2018",8572
"10937",411840,"PARANAVAÍ","PR","06/2021",8083
"10938",411840,"PARANAVAÍ","PR","02/2020",7690
"10939",411840,"PARANAVAÍ","PR","05/2019",8877
"10940",411840,"PARANAVAÍ","PR","04/2019",9179
"10941",411840,"PARANAVAÍ","PR","02/2021",8112
"10942",411840,"PARANAVAÍ","PR","04/2018",8922
"10943",411840,"PARANAVAÍ","PR","12/2018",8673
"10944",411840,"PARANAVAÍ","PR","06/2018",8661
"10945",411840,"PARANAVAÍ","PR","04/2020",8484
"10946",411840,"PARANAVAÍ","PR","11/2019",8075
"10947",411840,"PARANAVAÍ","PR","04/2021",8084
"10948",411840,"PARANAVAÍ","PR","05/2018",8688
"10949",411840,"PARANAVAÍ","PR","03/2019",9046
"10950",411840,"PARANAVAÍ","PR","05/2020",8487
"10951",411840,"PARANAVAÍ","PR","08/2019",8277
"10952",411840,"PARANAVAÍ","PR","08/2020",8487
"10953",411840,"PARANAVAÍ","PR","07/2019",8688
"10954",411840,"PARANAVAÍ","PR","10/2019",8077
"10955",411840,"PARANAVAÍ","PR","07/2020",8482
"10956",411840,"PARANAVAÍ","PR","01/2019",8776
"10957",411840,"PARANAVAÍ","PR","12/2019",8033
"10958",411840,"PARANAVAÍ","PR","09/2019",8255
"10959",411840,"PARANAVAÍ","PR","09/2018",8693
"10960",411840,"PARANAVAÍ","PR","06/2020",8472
"10961",411840,"PARANAVAÍ","PR","10/2020",8463
"10962",411840,"PARANAVAÍ","PR","02/2019",8957
"10963",411840,"PARANAVAÍ","PR","06/2019",8654
"10964",411840,"PARANAVAÍ","PR","05/2021",8072
"10965",411840,"PARANAVAÍ","PR","11/2018",8892
"10966",411845,"PATO BRAGADO","PR","04/2020",257
"10967",411845,"PATO BRAGADO","PR","06/2018",191
"10968",411845,"PATO BRAGADO","PR","01/2020",204
"10969",411845,"PATO BRAGADO","PR","04/2018",197
"10970",411845,"PATO BRAGADO","PR","02/2019",166
"10971",411845,"PATO BRAGADO","PR","06/2019",148
"10972",411845,"PATO BRAGADO","PR","02/2021",293
"10973",411845,"PATO BRAGADO","PR","08/2020",257
"10974",411845,"PATO BRAGADO","PR","12/2019",204
"10975",411845,"PATO BRAGADO","PR","07/2020",257
"10976",411845,"PATO BRAGADO","PR","06/2021",304
"10977",411845,"PATO BRAGADO","PR","10/2020",258
"10978",411845,"PATO BRAGADO","PR","05/2021",298
"10979",411845,"PATO BRAGADO","PR","07/2018",205
"10980",411845,"PATO BRAGADO","PR","09/2020",252
"10981",411845,"PATO BRAGADO","PR","01/2018",196
"10982",411845,"PATO BRAGADO","PR","02/2020",226
"10983",411845,"PATO BRAGADO","PR","08/2018",196
"10984",411845,"PATO BRAGADO","PR","03/2021",302
"10985",411845,"PATO BRAGADO","PR","03/2020",251
"10986",411845,"PATO BRAGADO","PR","11/2020",254
"10987",411845,"PATO BRAGADO","PR","06/2020",258
"10988",411845,"PATO BRAGADO","PR","02/2018",197
"10989",411845,"PATO BRAGADO","PR","03/2018",204
"10990",411845,"PATO BRAGADO","PR","11/2019",134
"10991",411845,"PATO BRAGADO","PR","01/2021",267
"10992",411845,"PATO BRAGADO","PR","09/2018",179
"10993",411845,"PATO BRAGADO","PR","11/2018",186
"10994",411845,"PATO BRAGADO","PR","10/2019",147
"10995",411845,"PATO BRAGADO","PR","07/2019",146
"10996",411845,"PATO BRAGADO","PR","04/2021",301
"10997",411845,"PATO BRAGADO","PR","03/2019",169
"10998",411845,"PATO BRAGADO","PR","05/2018",190
"10999",411845,"PATO BRAGADO","PR","05/2019",162
"11000",411845,"PATO BRAGADO","PR","12/2020",257
"11001",411845,"PATO BRAGADO","PR","05/2020",260
"11002",411845,"PATO BRAGADO","PR","10/2018",172
"11003",411845,"PATO BRAGADO","PR","07/2021",299
"11004",411845,"PATO BRAGADO","PR","12/2018",171
"11005",411845,"PATO BRAGADO","PR","08/2019",130
"11006",411845,"PATO BRAGADO","PR","09/2019",135
"11007",411845,"PATO BRAGADO","PR","01/2019",167
"11008",411845,"PATO BRAGADO","PR","04/2019",196
"11009",411850,"PATO BRANCO","PR","06/2020",5698
"11010",411850,"PATO BRANCO","PR","04/2020",5714
"11011",411850,"PATO BRANCO","PR","03/2018",6734
"11012",411850,"PATO BRANCO","PR","12/2020",5644
"11013",411850,"PATO BRANCO","PR","01/2019",5576
"11014",411850,"PATO BRANCO","PR","01/2020",5220
"11015",411850,"PATO BRANCO","PR","12/2018",5517
"11016",411850,"PATO BRANCO","PR","11/2019",4874
"11017",411850,"PATO BRANCO","PR","08/2019",5049
"11018",411850,"PATO BRANCO","PR","05/2019",5574
"11019",411850,"PATO BRANCO","PR","05/2020",5706
"11020",411850,"PATO BRANCO","PR","07/2019",5375
"11021",411850,"PATO BRANCO","PR","10/2019",4919
"11022",411850,"PATO BRANCO","PR","09/2018",5885
"11023",411850,"PATO BRANCO","PR","06/2021",5864
"11024",411850,"PATO BRANCO","PR","04/2018",6820
"11025",411850,"PATO BRANCO","PR","07/2021",5857
"11026",411850,"PATO BRANCO","PR","02/2020",5543
"11027",411850,"PATO BRANCO","PR","08/2020",5655
"11028",411850,"PATO BRANCO","PR","03/2019",5693
"11029",411850,"PATO BRANCO","PR","09/2019",5025
"11030",411850,"PATO BRANCO","PR","08/2018",5960
"11031",411850,"PATO BRANCO","PR","07/2020",5696
"11032",411850,"PATO BRANCO","PR","02/2019",5667
"11033",411850,"PATO BRANCO","PR","10/2020",5667
"11034",411850,"PATO BRANCO","PR","11/2018",5900
"11035",411850,"PATO BRANCO","PR","01/2021",5826
"11036",411850,"PATO BRANCO","PR","11/2020",5660
"11037",411850,"PATO BRANCO","PR","05/2018",6334
"11038",411850,"PATO BRANCO","PR","12/2019",5334
"11039",411850,"PATO BRANCO","PR","09/2020",5665
"11040",411850,"PATO BRANCO","PR","03/2020",5715
"11041",411850,"PATO BRANCO","PR","07/2018",6380
"11042",411850,"PATO BRANCO","PR","10/2018",5984
"11043",411850,"PATO BRANCO","PR","05/2021",5900
"11044",411850,"PATO BRANCO","PR","04/2019",5768
"11045",411850,"PATO BRANCO","PR","06/2018",6238
"11046",411850,"PATO BRANCO","PR","01/2018",7446
"11047",411850,"PATO BRANCO","PR","06/2019",5384
"11048",411850,"PATO BRANCO","PR","02/2018",7496
"11049",411850,"PATO BRANCO","PR","02/2021",5918
"11050",411850,"PATO BRANCO","PR","04/2021",5905
"11051",411850,"PATO BRANCO","PR","03/2021",5933
"11052",411860,"PAULA FREITAS","PR","03/2020",670
"11053",411860,"PAULA FREITAS","PR","06/2021",632
"11054",411860,"PAULA FREITAS","PR","07/2020",662
"11055",411860,"PAULA FREITAS","PR","01/2021",639
"11056",411860,"PAULA FREITAS","PR","07/2018",824
"11057",411860,"PAULA FREITAS","PR","09/2018",862
"11058",411860,"PAULA FREITAS","PR","07/2021",629
"11059",411860,"PAULA FREITAS","PR","01/2019",777
"11060",411860,"PAULA FREITAS","PR","03/2021",646
"11061",411860,"PAULA FREITAS","PR","04/2019",782
"11062",411860,"PAULA FREITAS","PR","12/2019",678
"11063",411860,"PAULA FREITAS","PR","03/2019",784
"11064",411860,"PAULA FREITAS","PR","04/2018",889
"11065",411860,"PAULA FREITAS","PR","07/2019",674
"11066",411860,"PAULA FREITAS","PR","10/2019",605
"11067",411860,"PAULA FREITAS","PR","06/2018",834
"11068",411860,"PAULA FREITAS","PR","08/2020",654
"11069",411860,"PAULA FREITAS","PR","05/2018",851
"11070",411860,"PAULA FREITAS","PR","02/2019",772
"11071",411860,"PAULA FREITAS","PR","02/2021",642
"11072",411860,"PAULA FREITAS","PR","11/2018",871
"11073",411860,"PAULA FREITAS","PR","12/2020",641
"11074",411860,"PAULA FREITAS","PR","04/2021",641
"11075",411860,"PAULA FREITAS","PR","05/2020",662
"11076",411860,"PAULA FREITAS","PR","06/2020",662
"11077",411860,"PAULA FREITAS","PR","08/2019",638
"11078",411860,"PAULA FREITAS","PR","12/2018",783
"11079",411860,"PAULA FREITAS","PR","04/2020",667
"11080",411860,"PAULA FREITAS","PR","11/2019",606
"11081",411860,"PAULA FREITAS","PR","06/2019",682
"11082",411860,"PAULA FREITAS","PR","09/2019",638
"11083",411860,"PAULA FREITAS","PR","05/2021",633
"11084",411860,"PAULA FREITAS","PR","01/2020",668
"11085",411860,"PAULA FREITAS","PR","08/2018",808
"11086",411860,"PAULA FREITAS","PR","05/2019",725
"11087",411860,"PAULA FREITAS","PR","10/2020",645
"11088",411860,"PAULA FREITAS","PR","11/2020",641
"11089",411860,"PAULA FREITAS","PR","09/2020",651
"11090",411860,"PAULA FREITAS","PR","01/2018",945
"11091",411860,"PAULA FREITAS","PR","10/2018",865
"11092",411860,"PAULA FREITAS","PR","03/2018",888
"11093",411860,"PAULA FREITAS","PR","02/2018",950
"11094",411860,"PAULA FREITAS","PR","02/2020",669
"11095",411870,"PAULO FRONTIN","PR","03/2021",586
"11096",411870,"PAULO FRONTIN","PR","10/2019",502
"11097",411870,"PAULO FRONTIN","PR","01/2020",569
"11098",411870,"PAULO FRONTIN","PR","07/2021",588
"11099",411870,"PAULO FRONTIN","PR","03/2018",578
"11100",411870,"PAULO FRONTIN","PR","02/2021",579
"11101",411870,"PAULO FRONTIN","PR","04/2018",578
"11102",411870,"PAULO FRONTIN","PR","10/2018",567
"11103",411870,"PAULO FRONTIN","PR","02/2019",532
"11104",411870,"PAULO FRONTIN","PR","06/2018",565
"11105",411870,"PAULO FRONTIN","PR","07/2018",573
"11106",411870,"PAULO FRONTIN","PR","01/2018",590
"11107",411870,"PAULO FRONTIN","PR","08/2018",557
"11108",411870,"PAULO FRONTIN","PR","03/2019",534
"11109",411870,"PAULO FRONTIN","PR","12/2020",551
"11110",411870,"PAULO FRONTIN","PR","04/2021",587
"11111",411870,"PAULO FRONTIN","PR","11/2019",491
"11112",411870,"PAULO FRONTIN","PR","06/2020",559
"11113",411870,"PAULO FRONTIN","PR","04/2019",542
"11114",411870,"PAULO FRONTIN","PR","05/2018",572
"11115",411870,"PAULO FRONTIN","PR","12/2018",522
"11116",411870,"PAULO FRONTIN","PR","11/2018",541
"11117",411870,"PAULO FRONTIN","PR","06/2021",575
"11118",411870,"PAULO FRONTIN","PR","09/2020",553
"11119",411870,"PAULO FRONTIN","PR","05/2019",523
"11120",411870,"PAULO FRONTIN","PR","07/2019",501
"11121",411870,"PAULO FRONTIN","PR","12/2019",568
"11122",411870,"PAULO FRONTIN","PR","09/2018",566
"11123",411870,"PAULO FRONTIN","PR","01/2021",589
"11124",411870,"PAULO FRONTIN","PR","02/2018",575
"11125",411870,"PAULO FRONTIN","PR","03/2020",566
"11126",411870,"PAULO FRONTIN","PR","10/2020",552
"11127",411870,"PAULO FRONTIN","PR","05/2021",575
"11128",411870,"PAULO FRONTIN","PR","08/2020",553
"11129",411870,"PAULO FRONTIN","PR","04/2020",567
"11130",411870,"PAULO FRONTIN","PR","06/2019",510
"11131",411870,"PAULO FRONTIN","PR","08/2019",499
"11132",411870,"PAULO FRONTIN","PR","09/2019",508
"11133",411870,"PAULO FRONTIN","PR","07/2020",557
"11134",411870,"PAULO FRONTIN","PR","02/2020",561
"11135",411870,"PAULO FRONTIN","PR","01/2019",525
"11136",411870,"PAULO FRONTIN","PR","11/2020",554
"11137",411870,"PAULO FRONTIN","PR","05/2020",564
"11138",411880,"PEABIRU","PR","08/2019",1637
"11139",411880,"PEABIRU","PR","01/2020",1672
"11140",411880,"PEABIRU","PR","08/2018",1595
"11141",411880,"PEABIRU","PR","12/2020",2018
"11142",411880,"PEABIRU","PR","05/2021",2157
"11143",411880,"PEABIRU","PR","11/2019",1669
"11144",411880,"PEABIRU","PR","02/2018",1817
"11145",411880,"PEABIRU","PR","02/2020",1823
"11146",411880,"PEABIRU","PR","06/2020",2081
"11147",411880,"PEABIRU","PR","03/2021",2198
"11148",411880,"PEABIRU","PR","11/2020",2045
"11149",411880,"PEABIRU","PR","11/2018",1735
"11150",411880,"PEABIRU","PR","02/2019",1615
"11151",411880,"PEABIRU","PR","06/2019",1672
"11152",411880,"PEABIRU","PR","10/2020",2053
"11153",411880,"PEABIRU","PR","10/2018",1694
"11154",411880,"PEABIRU","PR","05/2020",2074
"11155",411880,"PEABIRU","PR","04/2020",2081
"11156",411880,"PEABIRU","PR","04/2019",1736
"11157",411880,"PEABIRU","PR","05/2019",1688
"11158",411880,"PEABIRU","PR","09/2019",1655
"11159",411880,"PEABIRU","PR","06/2018",1647
"11160",411880,"PEABIRU","PR","03/2020",2079
"11161",411880,"PEABIRU","PR","10/2019",1670
"11162",411880,"PEABIRU","PR","04/2021",2180
"11163",411880,"PEABIRU","PR","02/2021",2172
"11164",411880,"PEABIRU","PR","01/2019",1608
"11165",411880,"PEABIRU","PR","03/2018",1751
"11166",411880,"PEABIRU","PR","09/2020",2071
"11167",411880,"PEABIRU","PR","07/2019",1693
"11168",411880,"PEABIRU","PR","05/2018",1698
"11169",411880,"PEABIRU","PR","07/2021",2167
"11170",411880,"PEABIRU","PR","01/2018",1837
"11171",411880,"PEABIRU","PR","12/2019",1653
"11172",411880,"PEABIRU","PR","04/2018",1757
"11173",411880,"PEABIRU","PR","07/2018",1636
"11174",411880,"PEABIRU","PR","01/2021",2073
"11175",411880,"PEABIRU","PR","12/2018",1600
