"","Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas em famílias beneficiárias do Programa Bolsa Família"
"1",410010,"ABATIÁ","PR","03/2021",1314
"2",410010,"ABATIÁ","PR","07/2021",1306
"3",410010,"ABATIÁ","PR","11/2018",1173
"4",410010,"ABATIÁ","PR","10/2020",1214
"5",410010,"ABATIÁ","PR","07/2019",1080
"6",410010,"ABATIÁ","PR","01/2021",1279
"7",410010,"ABATIÁ","PR","04/2020",1219
"8",410010,"ABATIÁ","PR","03/2020",1208
"9",410010,"ABATIÁ","PR","02/2021",1297
"10",410010,"ABATIÁ","PR","06/2020",1213
"11",410010,"ABATIÁ","PR","05/2021",1307
"12",410010,"ABATIÁ","PR","05/2020",1219
"13",410010,"ABATIÁ","PR","04/2019",1162
"14",410010,"ABATIÁ","PR","08/2018",1094
"15",410010,"ABATIÁ","PR","11/2019",999
"16",410010,"ABATIÁ","PR","06/2021",1313
"17",410010,"ABATIÁ","PR","08/2020",1209
"18",410010,"ABATIÁ","PR","08/2019",1035
"19",410010,"ABATIÁ","PR","09/2018",1103
"20",410010,"ABATIÁ","PR","12/2019",978
"21",410010,"ABATIÁ","PR","01/2020",987
"22",410010,"ABATIÁ","PR","09/2019",1031
"23",410010,"ABATIÁ","PR","10/2018",1156
"24",410010,"ABATIÁ","PR","07/2018",1143
"25",410010,"ABATIÁ","PR","01/2019",1118
"26",410010,"ABATIÁ","PR","01/2018",1257
"27",410010,"ABATIÁ","PR","10/2019",1003
"28",410010,"ABATIÁ","PR","03/2019",1139
"29",410010,"ABATIÁ","PR","05/2019",1110
"30",410010,"ABATIÁ","PR","12/2018",1105
"31",410010,"ABATIÁ","PR","06/2019",1081
"32",410010,"ABATIÁ","PR","02/2018",1278
"33",410010,"ABATIÁ","PR","04/2021",1309
"34",410010,"ABATIÁ","PR","02/2020",1142
"35",410010,"ABATIÁ","PR","06/2018",1133
"36",410010,"ABATIÁ","PR","07/2020",1215
"37",410010,"ABATIÁ","PR","09/2020",1211
"38",410010,"ABATIÁ","PR","05/2018",1107
"39",410010,"ABATIÁ","PR","03/2018",1183
"40",410010,"ABATIÁ","PR","04/2018",1179
"41",410010,"ABATIÁ","PR","11/2020",1210
"42",410010,"ABATIÁ","PR","02/2019",1125
"43",410010,"ABATIÁ","PR","12/2020",1210
"44",410020,"ADRIANÓPOLIS","PR","11/2018",1413
"45",410020,"ADRIANÓPOLIS","PR","02/2019",1355
"46",410020,"ADRIANÓPOLIS","PR","02/2018",1672
"47",410020,"ADRIANÓPOLIS","PR","09/2019",1299
"48",410020,"ADRIANÓPOLIS","PR","04/2021",1340
"49",410020,"ADRIANÓPOLIS","PR","12/2020",1307
"50",410020,"ADRIANÓPOLIS","PR","02/2020",1332
"51",410020,"ADRIANÓPOLIS","PR","01/2021",1365
"52",410020,"ADRIANÓPOLIS","PR","07/2019",1356
"53",410020,"ADRIANÓPOLIS","PR","10/2020",1319
"54",410020,"ADRIANÓPOLIS","PR","06/2018",1477
"55",410020,"ADRIANÓPOLIS","PR","03/2021",1361
"56",410020,"ADRIANÓPOLIS","PR","11/2020",1313
"57",410020,"ADRIANÓPOLIS","PR","01/2020",1330
"58",410020,"ADRIANÓPOLIS","PR","04/2018",1590
"59",410020,"ADRIANÓPOLIS","PR","03/2018",1579
"60",410020,"ADRIANÓPOLIS","PR","05/2018",1512
"61",410020,"ADRIANÓPOLIS","PR","07/2020",1309
"62",410020,"ADRIANÓPOLIS","PR","09/2020",1321
"63",410020,"ADRIANÓPOLIS","PR","06/2019",1332
"64",410020,"ADRIANÓPOLIS","PR","12/2018",1372
"65",410020,"ADRIANÓPOLIS","PR","10/2018",1414
"66",410020,"ADRIANÓPOLIS","PR","03/2019",1336
"67",410020,"ADRIANÓPOLIS","PR","10/2019",1274
"68",410020,"ADRIANÓPOLIS","PR","01/2018",1653
"69",410020,"ADRIANÓPOLIS","PR","06/2020",1315
"70",410020,"ADRIANÓPOLIS","PR","01/2019",1363
"71",410020,"ADRIANÓPOLIS","PR","07/2018",1493
"72",410020,"ADRIANÓPOLIS","PR","09/2018",1420
"73",410020,"ADRIANÓPOLIS","PR","08/2019",1312
"74",410020,"ADRIANÓPOLIS","PR","08/2020",1321
"75",410020,"ADRIANÓPOLIS","PR","06/2021",1342
"76",410020,"ADRIANÓPOLIS","PR","12/2019",1343
"77",410020,"ADRIANÓPOLIS","PR","11/2019",1270
"78",410020,"ADRIANÓPOLIS","PR","08/2018",1421
"79",410020,"ADRIANÓPOLIS","PR","04/2019",1360
"80",410020,"ADRIANÓPOLIS","PR","05/2019",1353
"81",410020,"ADRIANÓPOLIS","PR","05/2020",1321
"82",410020,"ADRIANÓPOLIS","PR","05/2021",1342
"83",410020,"ADRIANÓPOLIS","PR","02/2021",1361
"84",410020,"ADRIANÓPOLIS","PR","04/2020",1324
"85",410020,"ADRIANÓPOLIS","PR","03/2020",1322
"86",410020,"ADRIANÓPOLIS","PR","07/2021",1348
"87",410030,"AGUDOS DO SUL","PR","02/2018",2104
"88",410030,"AGUDOS DO SUL","PR","05/2021",2327
"89",410030,"AGUDOS DO SUL","PR","12/2020",2412
"90",410030,"AGUDOS DO SUL","PR","03/2018",2232
"91",410030,"AGUDOS DO SUL","PR","08/2019",2203
"92",410030,"AGUDOS DO SUL","PR","09/2020",2416
"93",410030,"AGUDOS DO SUL","PR","06/2018",2299
"94",410030,"AGUDOS DO SUL","PR","05/2020",2422
"95",410030,"AGUDOS DO SUL","PR","11/2019",2218
"96",410030,"AGUDOS DO SUL","PR","11/2018",2376
"97",410030,"AGUDOS DO SUL","PR","11/2020",2430
"98",410030,"AGUDOS DO SUL","PR","02/2019",2314
"99",410030,"AGUDOS DO SUL","PR","07/2021",2337
"100",410030,"AGUDOS DO SUL","PR","06/2019",2269
"101",410030,"AGUDOS DO SUL","PR","02/2021",2380
"102",410030,"AGUDOS DO SUL","PR","04/2021",2349
"103",410030,"AGUDOS DO SUL","PR","03/2020",2426
"104",410030,"AGUDOS DO SUL","PR","02/2020",2167
"105",410030,"AGUDOS DO SUL","PR","12/2018",2327
"106",410030,"AGUDOS DO SUL","PR","10/2020",2423
"107",410030,"AGUDOS DO SUL","PR","04/2020",2430
"108",410030,"AGUDOS DO SUL","PR","01/2020",2213
"109",410030,"AGUDOS DO SUL","PR","09/2019",2210
"110",410030,"AGUDOS DO SUL","PR","06/2021",2317
"111",410030,"AGUDOS DO SUL","PR","06/2020",2416
"112",410030,"AGUDOS DO SUL","PR","04/2018",2299
"113",410030,"AGUDOS DO SUL","PR","07/2018",2305
"114",410030,"AGUDOS DO SUL","PR","04/2019",2372
"115",410030,"AGUDOS DO SUL","PR","10/2018",2408
"116",410030,"AGUDOS DO SUL","PR","07/2019",2253
"117",410030,"AGUDOS DO SUL","PR","05/2019",2310
"118",410030,"AGUDOS DO SUL","PR","08/2020",2418
"119",410030,"AGUDOS DO SUL","PR","09/2018",2341
"120",410030,"AGUDOS DO SUL","PR","05/2018",2227
"121",410030,"AGUDOS DO SUL","PR","03/2019",2313
"122",410030,"AGUDOS DO SUL","PR","01/2021",2383
"123",410030,"AGUDOS DO SUL","PR","08/2018",2315
"124",410030,"AGUDOS DO SUL","PR","01/2019",2320
"125",410030,"AGUDOS DO SUL","PR","07/2020",2405
"126",410030,"AGUDOS DO SUL","PR","12/2019",2208
"127",410030,"AGUDOS DO SUL","PR","03/2021",2365
"128",410030,"AGUDOS DO SUL","PR","10/2019",2214
"129",410030,"AGUDOS DO SUL","PR","01/2018",2055
"130",410040,"ALMIRANTE TAMANDARÉ","PR","12/2020",12494
"131",410040,"ALMIRANTE TAMANDARÉ","PR","06/2018",12244
"132",410040,"ALMIRANTE TAMANDARÉ","PR","02/2019",12327
"133",410040,"ALMIRANTE TAMANDARÉ","PR","06/2020",12629
"134",410040,"ALMIRANTE TAMANDARÉ","PR","12/2019",10932
"135",410040,"ALMIRANTE TAMANDARÉ","PR","04/2018",12332
"136",410040,"ALMIRANTE TAMANDARÉ","PR","02/2018",13227
"137",410040,"ALMIRANTE TAMANDARÉ","PR","01/2018",12967
"138",410040,"ALMIRANTE TAMANDARÉ","PR","03/2021",12933
"139",410040,"ALMIRANTE TAMANDARÉ","PR","07/2018",12412
"140",410040,"ALMIRANTE TAMANDARÉ","PR","05/2018",12271
"141",410040,"ALMIRANTE TAMANDARÉ","PR","01/2019",12131
"142",410040,"ALMIRANTE TAMANDARÉ","PR","04/2019",12689
"143",410040,"ALMIRANTE TAMANDARÉ","PR","02/2020",10430
"144",410040,"ALMIRANTE TAMANDARÉ","PR","10/2020",12554
"145",410040,"ALMIRANTE TAMANDARÉ","PR","04/2020",12666
"146",410040,"ALMIRANTE TAMANDARÉ","PR","06/2021",12918
"147",410040,"ALMIRANTE TAMANDARÉ","PR","09/2019",11346
"148",410040,"ALMIRANTE TAMANDARÉ","PR","03/2020",12686
"149",410040,"ALMIRANTE TAMANDARÉ","PR","09/2018",12115
"150",410040,"ALMIRANTE TAMANDARÉ","PR","07/2020",12589
"151",410040,"ALMIRANTE TAMANDARÉ","PR","08/2019",11364
"152",410040,"ALMIRANTE TAMANDARÉ","PR","09/2020",12592
"153",410040,"ALMIRANTE TAMANDARÉ","PR","05/2019",12185
"154",410040,"ALMIRANTE TAMANDARÉ","PR","01/2020",10919
"155",410040,"ALMIRANTE TAMANDARÉ","PR","11/2019",10964
"156",410040,"ALMIRANTE TAMANDARÉ","PR","05/2020",12657
"157",410040,"ALMIRANTE TAMANDARÉ","PR","06/2019",11978
"158",410040,"ALMIRANTE TAMANDARÉ","PR","04/2021",12924
"159",410040,"ALMIRANTE TAMANDARÉ","PR","02/2021",12671
"160",410040,"ALMIRANTE TAMANDARÉ","PR","12/2018",11918
"161",410040,"ALMIRANTE TAMANDARÉ","PR","11/2020",12548
"162",410040,"ALMIRANTE TAMANDARÉ","PR","01/2021",12238
"163",410040,"ALMIRANTE TAMANDARÉ","PR","07/2019",11943
"164",410040,"ALMIRANTE TAMANDARÉ","PR","10/2018",12626
"165",410040,"ALMIRANTE TAMANDARÉ","PR","08/2020",12614
"166",410040,"ALMIRANTE TAMANDARÉ","PR","03/2019",12382
"167",410040,"ALMIRANTE TAMANDARÉ","PR","08/2018",11782
"168",410040,"ALMIRANTE TAMANDARÉ","PR","03/2018",12053
"169",410040,"ALMIRANTE TAMANDARÉ","PR","11/2018",12330
"170",410040,"ALMIRANTE TAMANDARÉ","PR","07/2021",12853
"171",410040,"ALMIRANTE TAMANDARÉ","PR","10/2019",10982
"172",410040,"ALMIRANTE TAMANDARÉ","PR","05/2021",12924
"173",410045,"ALTAMIRA DO PARANÁ","PR","08/2019",797
"174",410045,"ALTAMIRA DO PARANÁ","PR","09/2019",791
"175",410045,"ALTAMIRA DO PARANÁ","PR","08/2020",831
"176",410045,"ALTAMIRA DO PARANÁ","PR","04/2019",823
"177",410045,"ALTAMIRA DO PARANÁ","PR","05/2020",831
"178",410045,"ALTAMIRA DO PARANÁ","PR","12/2020",832
"179",410045,"ALTAMIRA DO PARANÁ","PR","11/2019",762
"180",410045,"ALTAMIRA DO PARANÁ","PR","07/2021",864
"181",410045,"ALTAMIRA DO PARANÁ","PR","09/2020",835
"182",410045,"ALTAMIRA DO PARANÁ","PR","08/2018",811
"183",410045,"ALTAMIRA DO PARANÁ","PR","02/2019",813
"184",410045,"ALTAMIRA DO PARANÁ","PR","12/2019",843
"185",410045,"ALTAMIRA DO PARANÁ","PR","05/2018",787
"186",410045,"ALTAMIRA DO PARANÁ","PR","03/2021",879
"187",410045,"ALTAMIRA DO PARANÁ","PR","01/2021",882
"188",410045,"ALTAMIRA DO PARANÁ","PR","07/2020",843
"189",410045,"ALTAMIRA DO PARANÁ","PR","02/2018",906
"190",410045,"ALTAMIRA DO PARANÁ","PR","11/2018",830
"191",410045,"ALTAMIRA DO PARANÁ","PR","01/2020",835
"192",410045,"ALTAMIRA DO PARANÁ","PR","10/2020",828
"193",410045,"ALTAMIRA DO PARANÁ","PR","10/2018",821
"194",410045,"ALTAMIRA DO PARANÁ","PR","06/2019",825
"195",410045,"ALTAMIRA DO PARANÁ","PR","12/2018",775
"196",410045,"ALTAMIRA DO PARANÁ","PR","07/2019",831
"197",410045,"ALTAMIRA DO PARANÁ","PR","07/2018",802
"198",410045,"ALTAMIRA DO PARANÁ","PR","11/2020",831
"199",410045,"ALTAMIRA DO PARANÁ","PR","03/2019",825
"200",410045,"ALTAMIRA DO PARANÁ","PR","02/2021",871
"201",410045,"ALTAMIRA DO PARANÁ","PR","05/2021",869
"202",410045,"ALTAMIRA DO PARANÁ","PR","10/2019",773
"203",410045,"ALTAMIRA DO PARANÁ","PR","03/2018",840
"204",410045,"ALTAMIRA DO PARANÁ","PR","06/2018",805
"205",410045,"ALTAMIRA DO PARANÁ","PR","06/2020",835
"206",410045,"ALTAMIRA DO PARANÁ","PR","01/2018",915
"207",410045,"ALTAMIRA DO PARANÁ","PR","04/2018",820
"208",410045,"ALTAMIRA DO PARANÁ","PR","04/2020",830
"209",410045,"ALTAMIRA DO PARANÁ","PR","05/2019",826
"210",410045,"ALTAMIRA DO PARANÁ","PR","01/2019",804
"211",410045,"ALTAMIRA DO PARANÁ","PR","02/2020",830
"212",410045,"ALTAMIRA DO PARANÁ","PR","06/2021",867
"213",410045,"ALTAMIRA DO PARANÁ","PR","09/2018",827
"214",410045,"ALTAMIRA DO PARANÁ","PR","03/2020",833
"215",410045,"ALTAMIRA DO PARANÁ","PR","04/2021",869
"216",410050,"ALTÔNIA","PR","05/2020",1836
"217",410050,"ALTÔNIA","PR","09/2020",1842
"218",410050,"ALTÔNIA","PR","03/2021",2049
"219",410050,"ALTÔNIA","PR","06/2021",2059
"220",410050,"ALTÔNIA","PR","11/2020",1812
"221",410050,"ALTÔNIA","PR","07/2020",1831
"222",410050,"ALTÔNIA","PR","02/2018",1573
"223",410050,"ALTÔNIA","PR","05/2018",1484
"224",410050,"ALTÔNIA","PR","06/2018",1507
"225",410050,"ALTÔNIA","PR","12/2020",1814
"226",410050,"ALTÔNIA","PR","03/2020",1816
"227",410050,"ALTÔNIA","PR","12/2019",1599
"228",410050,"ALTÔNIA","PR","01/2020",1592
"229",410050,"ALTÔNIA","PR","06/2019",1616
"230",410050,"ALTÔNIA","PR","12/2018",1553
"231",410050,"ALTÔNIA","PR","07/2018",1492
"232",410050,"ALTÔNIA","PR","04/2021",2055
"233",410050,"ALTÔNIA","PR","03/2019",1705
"234",410050,"ALTÔNIA","PR","02/2021",2045
"235",410050,"ALTÔNIA","PR","10/2019",1506
"236",410050,"ALTÔNIA","PR","04/2020",1816
"237",410050,"ALTÔNIA","PR","01/2018",1581
"238",410050,"ALTÔNIA","PR","06/2020",1835
"239",410050,"ALTÔNIA","PR","01/2019",1603
"240",410050,"ALTÔNIA","PR","08/2019",1532
"241",410050,"ALTÔNIA","PR","09/2018",1469
"242",410050,"ALTÔNIA","PR","08/2020",1843
"243",410050,"ALTÔNIA","PR","01/2021",2001
"244",410050,"ALTÔNIA","PR","09/2019",1536
"245",410050,"ALTÔNIA","PR","07/2021",2046
"246",410050,"ALTÔNIA","PR","11/2019",1481
"247",410050,"ALTÔNIA","PR","02/2019",1646
"248",410050,"ALTÔNIA","PR","08/2018",1427
"249",410050,"ALTÔNIA","PR","04/2019",1732
"250",410050,"ALTÔNIA","PR","05/2019",1650
"251",410050,"ALTÔNIA","PR","02/2020",1795
"252",410050,"ALTÔNIA","PR","03/2018",1469
"253",410050,"ALTÔNIA","PR","07/2019",1600
"254",410050,"ALTÔNIA","PR","05/2021",2056
"255",410050,"ALTÔNIA","PR","10/2020",1824
"256",410050,"ALTÔNIA","PR","10/2018",1545
"257",410050,"ALTÔNIA","PR","04/2018",1504
"258",410050,"ALTÔNIA","PR","11/2018",1595
"259",410060,"ALTO PARANÁ","PR","02/2018",3038
"260",410060,"ALTO PARANÁ","PR","09/2020",2329
"261",410060,"ALTO PARANÁ","PR","09/2018",2526
"262",410060,"ALTO PARANÁ","PR","08/2019",2189
"263",410060,"ALTO PARANÁ","PR","03/2020",2364
"264",410060,"ALTO PARANÁ","PR","01/2021",2250
"265",410060,"ALTO PARANÁ","PR","02/2020",1944
"266",410060,"ALTO PARANÁ","PR","04/2018",2852
"267",410060,"ALTO PARANÁ","PR","01/2019",2385
"268",410060,"ALTO PARANÁ","PR","06/2020",2357
"269",410060,"ALTO PARANÁ","PR","01/2018",3024
"270",410060,"ALTO PARANÁ","PR","04/2020",2360
"271",410060,"ALTO PARANÁ","PR","12/2019",2032
"272",410060,"ALTO PARANÁ","PR","05/2019",2393
"273",410060,"ALTO PARANÁ","PR","10/2019",2094
"274",410060,"ALTO PARANÁ","PR","11/2018",2456
"275",410060,"ALTO PARANÁ","PR","04/2021",2528
"276",410060,"ALTO PARANÁ","PR","03/2019",2452
"277",410060,"ALTO PARANÁ","PR","07/2018",2648
"278",410060,"ALTO PARANÁ","PR","12/2018",2377
"279",410060,"ALTO PARANÁ","PR","11/2020",2318
"280",410060,"ALTO PARANÁ","PR","07/2019",2318
"281",410060,"ALTO PARANÁ","PR","03/2018",2858
"282",410060,"ALTO PARANÁ","PR","10/2018",2537
"283",410060,"ALTO PARANÁ","PR","07/2020",2355
"284",410060,"ALTO PARANÁ","PR","01/2020",2026
"285",410060,"ALTO PARANÁ","PR","02/2019",2418
"286",410060,"ALTO PARANÁ","PR","03/2021",2527
"287",410060,"ALTO PARANÁ","PR","10/2020",2315
"288",410060,"ALTO PARANÁ","PR","06/2019",2345
"289",410060,"ALTO PARANÁ","PR","12/2020",2318
"290",410060,"ALTO PARANÁ","PR","05/2018",2670
"291",410060,"ALTO PARANÁ","PR","06/2021",2516
"292",410060,"ALTO PARANÁ","PR","05/2020",2355
"293",410060,"ALTO PARANÁ","PR","02/2021",2499
"294",410060,"ALTO PARANÁ","PR","08/2018",2496
"295",410060,"ALTO PARANÁ","PR","06/2018",2616
"296",410060,"ALTO PARANÁ","PR","11/2019",2079
"297",410060,"ALTO PARANÁ","PR","07/2021",2515
"298",410060,"ALTO PARANÁ","PR","09/2019",2151
"299",410060,"ALTO PARANÁ","PR","05/2021",2517
"300",410060,"ALTO PARANÁ","PR","04/2019",2518
"301",410060,"ALTO PARANÁ","PR","08/2020",2337
"302",410070,"ALTO PIQUIRI","PR","01/2021",1757
"303",410070,"ALTO PIQUIRI","PR","01/2019",1708
"304",410070,"ALTO PIQUIRI","PR","07/2021",1695
"305",410070,"ALTO PIQUIRI","PR","05/2021",1720
"306",410070,"ALTO PIQUIRI","PR","08/2018",1667
"307",410070,"ALTO PIQUIRI","PR","07/2020",1823
"308",410070,"ALTO PIQUIRI","PR","12/2019",1570
"309",410070,"ALTO PIQUIRI","PR","02/2020",1521
"310",410070,"ALTO PIQUIRI","PR","03/2020",1805
"311",410070,"ALTO PIQUIRI","PR","05/2018",1695
"312",410070,"ALTO PIQUIRI","PR","05/2019",1741
"313",410070,"ALTO PIQUIRI","PR","02/2021",1735
"314",410070,"ALTO PIQUIRI","PR","06/2021",1698
"315",410070,"ALTO PIQUIRI","PR","08/2020",1826
"316",410070,"ALTO PIQUIRI","PR","10/2019",1587
"317",410070,"ALTO PIQUIRI","PR","06/2019",1697
"318",410070,"ALTO PIQUIRI","PR","11/2018",1752
"319",410070,"ALTO PIQUIRI","PR","08/2019",1625
"320",410070,"ALTO PIQUIRI","PR","01/2018",1936
"321",410070,"ALTO PIQUIRI","PR","09/2018",1690
"322",410070,"ALTO PIQUIRI","PR","06/2018",1722
"323",410070,"ALTO PIQUIRI","PR","04/2020",1802
"324",410070,"ALTO PIQUIRI","PR","04/2021",1724
"325",410070,"ALTO PIQUIRI","PR","12/2020",1794
"326",410070,"ALTO PIQUIRI","PR","03/2018",1792
"327",410070,"ALTO PIQUIRI","PR","04/2019",1769
"328",410070,"ALTO PIQUIRI","PR","07/2018",1762
"329",410070,"ALTO PIQUIRI","PR","06/2020",1819
"330",410070,"ALTO PIQUIRI","PR","09/2019",1610
"331",410070,"ALTO PIQUIRI","PR","02/2018",1970
"332",410070,"ALTO PIQUIRI","PR","12/2018",1658
"333",410070,"ALTO PIQUIRI","PR","10/2018",1729
"334",410070,"ALTO PIQUIRI","PR","01/2020",1566
"335",410070,"ALTO PIQUIRI","PR","09/2020",1822
"336",410070,"ALTO PIQUIRI","PR","03/2021",1730
"337",410070,"ALTO PIQUIRI","PR","11/2020",1808
"338",410070,"ALTO PIQUIRI","PR","04/2018",1790
"339",410070,"ALTO PIQUIRI","PR","11/2019",1590
"340",410070,"ALTO PIQUIRI","PR","05/2020",1823
"341",410070,"ALTO PIQUIRI","PR","02/2019",1732
"342",410070,"ALTO PIQUIRI","PR","07/2019",1686
"343",410070,"ALTO PIQUIRI","PR","10/2020",1809
"344",410070,"ALTO PIQUIRI","PR","03/2019",1746
"345",410080,"ALVORADA DO SUL","PR","05/2021",1538
"346",410080,"ALVORADA DO SUL","PR","06/2020",1530
"347",410080,"ALVORADA DO SUL","PR","11/2019",1322
"348",410080,"ALVORADA DO SUL","PR","05/2018",1491
"349",410080,"ALVORADA DO SUL","PR","03/2021",1553
"350",410080,"ALVORADA DO SUL","PR","06/2018",1483
"351",410080,"ALVORADA DO SUL","PR","04/2021",1551
"352",410080,"ALVORADA DO SUL","PR","12/2019",1317
"353",410080,"ALVORADA DO SUL","PR","02/2018",1573
"354",410080,"ALVORADA DO SUL","PR","03/2019",1531
"355",410080,"ALVORADA DO SUL","PR","04/2019",1555
"356",410080,"ALVORADA DO SUL","PR","07/2021",1532
"357",410080,"ALVORADA DO SUL","PR","03/2020",1530
"358",410080,"ALVORADA DO SUL","PR","12/2020",1496
"359",410080,"ALVORADA DO SUL","PR","10/2020",1529
"360",410080,"ALVORADA DO SUL","PR","07/2019",1446
"361",410080,"ALVORADA DO SUL","PR","07/2020",1527
"362",410080,"ALVORADA DO SUL","PR","08/2018",1534
"363",410080,"ALVORADA DO SUL","PR","08/2019",1399
"364",410080,"ALVORADA DO SUL","PR","05/2020",1528
"365",410080,"ALVORADA DO SUL","PR","06/2019",1454
"366",410080,"ALVORADA DO SUL","PR","04/2020",1531
"367",410080,"ALVORADA DO SUL","PR","01/2019",1522
"368",410080,"ALVORADA DO SUL","PR","05/2019",1501
"369",410080,"ALVORADA DO SUL","PR","06/2021",1539
"370",410080,"ALVORADA DO SUL","PR","10/2018",1562
"371",410080,"ALVORADA DO SUL","PR","12/2018",1500
"372",410080,"ALVORADA DO SUL","PR","03/2018",1521
"373",410080,"ALVORADA DO SUL","PR","01/2021",1542
"374",410080,"ALVORADA DO SUL","PR","09/2019",1373
"375",410080,"ALVORADA DO SUL","PR","11/2020",1519
"376",410080,"ALVORADA DO SUL","PR","08/2020",1533
"377",410080,"ALVORADA DO SUL","PR","01/2018",1587
"378",410080,"ALVORADA DO SUL","PR","07/2018",1515
"379",410080,"ALVORADA DO SUL","PR","04/2018",1518
"380",410080,"ALVORADA DO SUL","PR","09/2018",1550
"381",410080,"ALVORADA DO SUL","PR","02/2019",1539
"382",410080,"ALVORADA DO SUL","PR","02/2020",1509
"383",410080,"ALVORADA DO SUL","PR","01/2020",1307
"384",410080,"ALVORADA DO SUL","PR","02/2021",1547
"385",410080,"ALVORADA DO SUL","PR","11/2018",1543
"386",410080,"ALVORADA DO SUL","PR","10/2019",1331
"387",410080,"ALVORADA DO SUL","PR","09/2020",1532
"388",410090,"AMAPORÃ","PR","10/2018",1666
"389",410090,"AMAPORÃ","PR","02/2020",1524
"390",410090,"AMAPORÃ","PR","09/2018",1523
"391",410090,"AMAPORÃ","PR","05/2019",1615
"392",410090,"AMAPORÃ","PR","02/2021",1461
"393",410090,"AMAPORÃ","PR","06/2020",1493
"394",410090,"AMAPORÃ","PR","03/2021",1455
"395",410090,"AMAPORÃ","PR","07/2019",1608
"396",410090,"AMAPORÃ","PR","06/2021",1455
"397",410090,"AMAPORÃ","PR","03/2019",1661
"398",410090,"AMAPORÃ","PR","11/2020",1474
"399",410090,"AMAPORÃ","PR","02/2019",1654
"400",410090,"AMAPORÃ","PR","01/2020",1537
"401",410090,"AMAPORÃ","PR","05/2021",1462
"402",410090,"AMAPORÃ","PR","07/2018",1532
"403",410090,"AMAPORÃ","PR","12/2019",1539
"404",410090,"AMAPORÃ","PR","06/2018",1563
"405",410090,"AMAPORÃ","PR","05/2018",1457
"406",410090,"AMAPORÃ","PR","03/2020",1506
"407",410090,"AMAPORÃ","PR","01/2021",1460
"408",410090,"AMAPORÃ","PR","10/2020",1482
"409",410090,"AMAPORÃ","PR","06/2019",1626
"410",410090,"AMAPORÃ","PR","09/2020",1487
"411",410090,"AMAPORÃ","PR","04/2020",1506
"412",410090,"AMAPORÃ","PR","08/2019",1569
"413",410090,"AMAPORÃ","PR","04/2021",1454
"414",410090,"AMAPORÃ","PR","08/2018",1489
"415",410090,"AMAPORÃ","PR","07/2020",1498
"416",410090,"AMAPORÃ","PR","04/2019",1645
"417",410090,"AMAPORÃ","PR","11/2019",1536
"418",410090,"AMAPORÃ","PR","11/2018",1613
"419",410090,"AMAPORÃ","PR","04/2018",1606
"420",410090,"AMAPORÃ","PR","01/2018",1604
"421",410090,"AMAPORÃ","PR","03/2018",1538
"422",410090,"AMAPORÃ","PR","12/2018",1555
"423",410090,"AMAPORÃ","PR","01/2019",1618
"424",410090,"AMAPORÃ","PR","05/2020",1501
"425",410090,"AMAPORÃ","PR","07/2021",1451
"426",410090,"AMAPORÃ","PR","10/2019",1540
"427",410090,"AMAPORÃ","PR","12/2020",1477
"428",410090,"AMAPORÃ","PR","09/2019",1573
"429",410090,"AMAPORÃ","PR","02/2018",1594
"430",410090,"AMAPORÃ","PR","08/2020",1486
"431",410100,"AMPÉRE","PR","07/2018",1476
"432",410100,"AMPÉRE","PR","12/2019",1096
"433",410100,"AMPÉRE","PR","11/2018",1332
"434",410100,"AMPÉRE","PR","02/2020",1102
"435",410100,"AMPÉRE","PR","05/2021",1138
"436",410100,"AMPÉRE","PR","06/2020",1112
"437",410100,"AMPÉRE","PR","02/2019",1326
"438",410100,"AMPÉRE","PR","09/2019",1085
"439",410100,"AMPÉRE","PR","04/2018",1507
"440",410100,"AMPÉRE","PR","12/2020",1090
"441",410100,"AMPÉRE","PR","09/2018",1442
"442",410100,"AMPÉRE","PR","01/2020",1097
"443",410100,"AMPÉRE","PR","11/2020",1095
"444",410100,"AMPÉRE","PR","05/2019",1207
"445",410100,"AMPÉRE","PR","03/2018",1504
"446",410100,"AMPÉRE","PR","03/2019",1311
"447",410100,"AMPÉRE","PR","10/2019",1045
"448",410100,"AMPÉRE","PR","12/2018",1277
"449",410100,"AMPÉRE","PR","06/2021",1141
"450",410100,"AMPÉRE","PR","02/2018",1624
"451",410100,"AMPÉRE","PR","04/2021",1150
"452",410100,"AMPÉRE","PR","01/2019",1285
"453",410100,"AMPÉRE","PR","08/2019",1106
"454",410100,"AMPÉRE","PR","05/2020",1114
"455",410100,"AMPÉRE","PR","04/2020",1118
"456",410100,"AMPÉRE","PR","02/2021",1157
"457",410100,"AMPÉRE","PR","08/2018",1410
"458",410100,"AMPÉRE","PR","01/2021",1122
"459",410100,"AMPÉRE","PR","03/2021",1161
"460",410100,"AMPÉRE","PR","06/2019",1171
"461",410100,"AMPÉRE","PR","10/2018",1396
"462",410100,"AMPÉRE","PR","09/2020",1111
"463",410100,"AMPÉRE","PR","10/2020",1108
"464",410100,"AMPÉRE","PR","07/2021",1143
"465",410100,"AMPÉRE","PR","07/2020",1109
"466",410100,"AMPÉRE","PR","03/2020",1119
"467",410100,"AMPÉRE","PR","07/2019",1163
"468",410100,"AMPÉRE","PR","04/2019",1284
"469",410100,"AMPÉRE","PR","01/2018",1618
"470",410100,"AMPÉRE","PR","05/2018",1435
