"","Código","Unidade Territorial","UF","Referência","Total de pessoas inscritas no Cadastro Único"
"22854",411540,"MARMELEIRO","PR","03/2015",7835
"22855",411540,"MARMELEIRO","PR","05/2016",7996
"22856",411540,"MARMELEIRO","PR","07/2016",8047
"22857",411540,"MARMELEIRO","PR","11/2015",8207
"22858",411540,"MARMELEIRO","PR","09/2018",7088
"22859",411540,"MARMELEIRO","PR","05/2014",8596
"22860",411540,"MARMELEIRO","PR","06/2020",6567
"22861",411540,"MARMELEIRO","PR","08/2014",8458
"22862",411540,"MARMELEIRO","PR","06/2021",6464
"22863",411540,"MARMELEIRO","PR","07/2020",6563
"22864",411540,"MARMELEIRO","PR","11/2013",8255
"22865",411540,"MARMELEIRO","PR","07/2018",7631
"22866",411540,"MARMELEIRO","PR","04/2016",7947
"22867",411540,"MARMELEIRO","PR","08/2020",6643
"22868",411540,"MARMELEIRO","PR","02/2021",6361
"22869",411540,"MARMELEIRO","PR","09/2020",6652
"22870",411540,"MARMELEIRO","PR","11/2019",6882
"22871",411540,"MARMELEIRO","PR","03/2016",7863
"22872",411540,"MARMELEIRO","PR","03/2019",7109
"22873",411540,"MARMELEIRO","PR","04/2017",8042
"22874",411540,"MARMELEIRO","PR","06/2016",8009
"22875",411540,"MARMELEIRO","PR","07/2019",7190
"22876",411540,"MARMELEIRO","PR","08/2016",8063
"22877",411540,"MARMELEIRO","PR","11/2016",8173
"22878",411540,"MARMELEIRO","PR","04/2019",6986
"22879",411540,"MARMELEIRO","PR","11/2020",6302
"22880",411540,"MARMELEIRO","PR","05/2013",7394
"22881",411540,"MARMELEIRO","PR","02/2016",7804
"22882",411540,"MARMELEIRO","PR","05/2017",8093
"22883",411540,"MARMELEIRO","PR","12/2013",8260
"22884",411540,"MARMELEIRO","PR","08/2013",7880
"22885",411540,"MARMELEIRO","PR","06/2014",8625
"22886",411540,"MARMELEIRO","PR","12/2018",6833
"22887",411540,"MARMELEIRO","PR","01/2019",6887
"22888",411540,"MARMELEIRO","PR","10/2016",8156
"22889",411540,"MARMELEIRO","PR","08/2012",7007
"22890",411540,"MARMELEIRO","PR","09/2016",8102
"22891",411540,"MARMELEIRO","PR","11/2014",7549
"22892",411540,"MARMELEIRO","PR","09/2017",7351
"22893",411540,"MARMELEIRO","PR","11/2017",7517
"22894",411540,"MARMELEIRO","PR","04/2021",6442
"22895",411540,"MARMELEIRO","PR","04/2020",6586
"22896",411540,"MARMELEIRO","PR","02/2020",6520
"22897",411545,"MARQUINHO","PR","02/2021",2596
"22898",411545,"MARQUINHO","PR","09/2020",2631
"22899",411545,"MARQUINHO","PR","06/2013",3474
"22900",411545,"MARQUINHO","PR","08/2020",2623
"22901",411545,"MARQUINHO","PR","04/2016",3155
"22902",411545,"MARQUINHO","PR","11/2013",3624
"22903",411545,"MARQUINHO","PR","06/2021",2659
"22904",411545,"MARQUINHO","PR","08/2014",3714
"22905",411545,"MARQUINHO","PR","04/2019",2737
"22906",411545,"MARQUINHO","PR","06/2020",2621
"22907",411545,"MARQUINHO","PR","05/2014",3678
"22908",411545,"MARQUINHO","PR","09/2018",2768
"22909",411545,"MARQUINHO","PR","11/2015",3196
"22910",411545,"MARQUINHO","PR","07/2016",3206
"22911",411545,"MARQUINHO","PR","08/2019",2787
"22912",411545,"MARQUINHO","PR","12/2017",3058
"22913",411545,"MARQUINHO","PR","08/2013",3562
"22914",411545,"MARQUINHO","PR","05/2016",3185
"22915",411545,"MARQUINHO","PR","11/2020",2561
"22916",411545,"MARQUINHO","PR","04/2021",2632
"22917",411545,"MARQUINHO","PR","02/2016",3090
"22918",411545,"MARQUINHO","PR","01/2021",2569
"22919",411545,"MARQUINHO","PR","05/2017",3207
"22920",411545,"MARQUINHO","PR","01/2020",2654
"22921",411545,"MARQUINHO","PR","04/2014",3665
"22922",411545,"MARQUINHO","PR","08/2017",3221
"22923",411545,"MARQUINHO","PR","06/2018",2954
"22924",411545,"MARQUINHO","PR","01/2016",3082
"22925",411545,"MARQUINHO","PR","02/2017",3157
"22926",411545,"MARQUINHO","PR","03/2015",3267
"22927",411545,"MARQUINHO","PR","02/2013",3495
"22928",411545,"MARQUINHO","PR","12/2012",3497
"22929",411545,"MARQUINHO","PR","07/2021",2652
"22930",411545,"MARQUINHO","PR","10/2018",2775
"22931",411545,"MARQUINHO","PR","03/2013",3466
"22932",411545,"MARQUINHO","PR","12/2013",3630
"22933",411545,"MARQUINHO","PR","10/2017",3030
"22934",411545,"MARQUINHO","PR","10/2015",3175
"22935",411545,"MARQUINHO","PR","12/2015",3216
"22936",411545,"MARQUINHO","PR","06/2014",3684
"22937",411545,"MARQUINHO","PR","09/2013",3614
"22938",411545,"MARQUINHO","PR","06/2017",3202
"22939",411545,"MARQUINHO","PR","04/2018",2919
"22940",411545,"MARQUINHO","PR","02/2018",3073
"22941",411545,"MARQUINHO","PR","01/2018",3057
"22942",411545,"MARQUINHO","PR","01/2013",3499
"22943",411545,"MARQUINHO","PR","08/2018",2761
"22944",411545,"MARQUINHO","PR","07/2014",3690
"22945",411545,"MARQUINHO","PR","01/2014",3626
"22946",411545,"MARQUINHO","PR","09/2014",3690
"22947",411545,"MARQUINHO","PR","12/2018",2736
"22948",411545,"MARQUINHO","PR","03/2018",2903
"22949",411545,"MARQUINHO","PR","07/2013",3507
"22950",411545,"MARQUINHO","PR","03/2020",2621
"22951",411545,"MARQUINHO","PR","04/2015",3269
"22952",411545,"MARQUINHO","PR","12/2019",2648
"22953",411545,"MARQUINHO","PR","02/2015",3265
"22954",411545,"MARQUINHO","PR","09/2015",3142
"22955",411545,"MARQUINHO","PR","06/2015",3305
"22956",411545,"MARQUINHO","PR","06/2019",2759
"22957",411545,"MARQUINHO","PR","12/2020",2563
"22958",411545,"MARQUINHO","PR","03/2017",3163
"22959",411545,"MARQUINHO","PR","01/2019",2744
"22960",411545,"MARQUINHO","PR","03/2014",3649
"22961",411545,"MARQUINHO","PR","10/2016",3214
"22962",411545,"MARQUINHO","PR","10/2013",3599
"22963",411545,"MARQUINHO","PR","04/2020",2615
"22964",411545,"MARQUINHO","PR","11/2018",2797
"22965",411545,"MARQUINHO","PR","05/2018",2936
"22966",411545,"MARQUINHO","PR","08/2015",3114
"22967",411545,"MARQUINHO","PR","01/2017",3146
"22968",411545,"MARQUINHO","PR","10/2020",2635
"22969",411545,"MARQUINHO","PR","03/2021",2605
"22970",411545,"MARQUINHO","PR","01/2015",3247
"22971",411545,"MARQUINHO","PR","02/2014",3650
"22972",411545,"MARQUINHO","PR","05/2021",2659
"22973",411545,"MARQUINHO","PR","07/2017",3214
"22974",411545,"MARQUINHO","PR","12/2014",3668
"22975",411545,"MARQUINHO","PR","12/2016",3147
"22976",411545,"MARQUINHO","PR","02/2019",2758
"22977",411545,"MARQUINHO","PR","09/2019",2620
"22978",411545,"MARQUINHO","PR","08/2012",3494
"22979",411545,"MARQUINHO","PR","11/2014",3664
"22980",411545,"MARQUINHO","PR","09/2016",3199
"22981",411545,"MARQUINHO","PR","10/2019",2644
"22982",411545,"MARQUINHO","PR","05/2020",2623
"22983",411545,"MARQUINHO","PR","05/2013",3473
"22984",411545,"MARQUINHO","PR","07/2020",2619
"22985",411545,"MARQUINHO","PR","10/2012",3509
"22986",411545,"MARQUINHO","PR","09/2017",3008
"22987",411545,"MARQUINHO","PR","02/2020",2577
"22988",411545,"MARQUINHO","PR","07/2015",3113
"22989",411545,"MARQUINHO","PR","11/2012",3517
"22990",411545,"MARQUINHO","PR","05/2019",2739
"22991",411545,"MARQUINHO","PR","09/2012",3507
"22992",411545,"MARQUINHO","PR","05/2015",3285
"22993",411545,"MARQUINHO","PR","10/2014",3675
"22994",411545,"MARQUINHO","PR","11/2017",3037
"22995",411545,"MARQUINHO","PR","07/2019",2772
"22996",411545,"MARQUINHO","PR","04/2013",3479
"22997",411545,"MARQUINHO","PR","08/2016",3204
"22998",411545,"MARQUINHO","PR","06/2016",3218
"22999",411545,"MARQUINHO","PR","07/2018",2950
"23000",411545,"MARQUINHO","PR","04/2017",3212
"23001",411545,"MARQUINHO","PR","03/2019",2758
"23002",411545,"MARQUINHO","PR","11/2016",3233
"23003",411545,"MARQUINHO","PR","03/2016",3113
"23004",411545,"MARQUINHO","PR","11/2019",2643
"23005",411550,"MARUMBI","PR","09/2015",2131
"23006",411550,"MARUMBI","PR","02/2021",1795
"23007",411550,"MARUMBI","PR","10/2017",1801
"23008",411550,"MARUMBI","PR","09/2016",2152
"23009",411550,"MARUMBI","PR","03/2016",2102
"23010",411550,"MARUMBI","PR","08/2020",1787
"23011",411550,"MARUMBI","PR","09/2020",1797
"23012",411550,"MARUMBI","PR","07/2013",1940
"23013",411550,"MARUMBI","PR","04/2016",2098
"23014",411550,"MARUMBI","PR","10/2012",2029
"23015",411550,"MARUMBI","PR","04/2013",1872
"23016",411550,"MARUMBI","PR","06/2019",1836
"23017",411550,"MARUMBI","PR","06/2021",1825
"23018",411550,"MARUMBI","PR","03/2017",2013
"23019",411550,"MARUMBI","PR","02/2020",1729
"23020",411550,"MARUMBI","PR","11/2017",1812
"23021",411550,"MARUMBI","PR","04/2019",1799
"23022",411550,"MARUMBI","PR","08/2014",2145
"23023",411550,"MARUMBI","PR","06/2020",1766
"23024",411550,"MARUMBI","PR","07/2018",1823
"23025",411550,"MARUMBI","PR","05/2014",2120
"23026",411550,"MARUMBI","PR","10/2013",2013
"23027",411550,"MARUMBI","PR","07/2020",1775
"23028",411550,"MARUMBI","PR","11/2015",2152
"23029",411550,"MARUMBI","PR","03/2014",2106
"23030",411550,"MARUMBI","PR","09/2014",2136
"23031",411550,"MARUMBI","PR","08/2019",1826
"23032",411550,"MARUMBI","PR","07/2016",2132
"23033",411550,"MARUMBI","PR","10/2016",2149
"23034",411550,"MARUMBI","PR","05/2020",1757
"23035",411550,"MARUMBI","PR","12/2020",1779
"23036",411550,"MARUMBI","PR","09/2017",1775
"23037",411550,"MARUMBI","PR","03/2019",1791
"23038",411550,"MARUMBI","PR","11/2020",1757
"23039",411550,"MARUMBI","PR","02/2016",2083
"23040",411550,"MARUMBI","PR","05/2016",2108
"23041",411550,"MARUMBI","PR","04/2020",1754
"23042",411550,"MARUMBI","PR","09/2013",1978
"23043",411550,"MARUMBI","PR","04/2021",1834
"23044",411550,"MARUMBI","PR","01/2021",1782
"23045",411550,"MARUMBI","PR","02/2019",1776
"23046",411550,"MARUMBI","PR","08/2017",2058
"23047",411550,"MARUMBI","PR","05/2017",2032
"23048",411550,"MARUMBI","PR","07/2019",1850
"23049",411550,"MARUMBI","PR","05/2018",1793
"23050",411550,"MARUMBI","PR","08/2015",2112
"23051",411550,"MARUMBI","PR","02/2017",1970
"23052",411550,"MARUMBI","PR","07/2015",2104
"23053",411550,"MARUMBI","PR","06/2018",1791
"23054",411550,"MARUMBI","PR","01/2020",1753
"23055",411550,"MARUMBI","PR","01/2017",1943
"23056",411550,"MARUMBI","PR","10/2020",1807
"23057",411550,"MARUMBI","PR","06/2016",2114
"23058",411550,"MARUMBI","PR","12/2017",1830
"23059",411550,"MARUMBI","PR","09/2012",2040
"23060",411550,"MARUMBI","PR","03/2021",1810
"23061",411550,"MARUMBI","PR","08/2016",2153
"23062",411550,"MARUMBI","PR","07/2021",1846
"23063",411550,"MARUMBI","PR","09/2018",1724
"23064",411550,"MARUMBI","PR","02/2013",1863
"23065",411550,"MARUMBI","PR","12/2012",1858
"23066",411550,"MARUMBI","PR","01/2015",2135
"23067",411550,"MARUMBI","PR","10/2018",1763
"23068",411550,"MARUMBI","PR","03/2015",2188
"23069",411550,"MARUMBI","PR","04/2014",2115
"23070",411550,"MARUMBI","PR","11/2012",2055
"23071",411550,"MARUMBI","PR","02/2018",1851
"23072",411550,"MARUMBI","PR","12/2013",2043
"23073",411550,"MARUMBI","PR","11/2018",1782
"23074",411550,"MARUMBI","PR","01/2016",2086
"23075",411550,"MARUMBI","PR","10/2015",2128
"23076",411550,"MARUMBI","PR","02/2014",2090
"23077",411550,"MARUMBI","PR","06/2015",2213
"23078",411550,"MARUMBI","PR","06/2014",2118
"23079",411550,"MARUMBI","PR","05/2019",1818
"23080",411550,"MARUMBI","PR","12/2015",2163
"23081",411550,"MARUMBI","PR","02/2015",2151
"23082",411550,"MARUMBI","PR","07/2017",2060
"23083",411550,"MARUMBI","PR","06/2017",2046
"23084",411550,"MARUMBI","PR","08/2013",1972
"23085",411550,"MARUMBI","PR","04/2018",1770
"23086",411550,"MARUMBI","PR","06/2013",1916
"23087",411550,"MARUMBI","PR","05/2021",1827
"23088",411550,"MARUMBI","PR","01/2018",1825
"23089",411550,"MARUMBI","PR","12/2016",1943
"23090",411550,"MARUMBI","PR","11/2013",2030
"23091",411550,"MARUMBI","PR","03/2013",1856
"23092",411550,"MARUMBI","PR","11/2019",1725
"23093",411550,"MARUMBI","PR","01/2013",1863
"23094",411550,"MARUMBI","PR","08/2018",1701
"23095",411550,"MARUMBI","PR","12/2014",2205
"23096",411550,"MARUMBI","PR","07/2014",2139
"23097",411550,"MARUMBI","PR","11/2016",2153
"23098",411550,"MARUMBI","PR","05/2015",2199
"23099",411550,"MARUMBI","PR","10/2019",1726
"23100",411550,"MARUMBI","PR","04/2017",2033
"23101",411550,"MARUMBI","PR","12/2018",1764
"23102",411550,"MARUMBI","PR","11/2014",2145
"23103",411550,"MARUMBI","PR","01/2014",2043
"23104",411550,"MARUMBI","PR","03/2018",1760
"23105",411550,"MARUMBI","PR","10/2014",2149
"23106",411550,"MARUMBI","PR","08/2012",2023
"23107",411550,"MARUMBI","PR","05/2013",1891
"23108",411550,"MARUMBI","PR","03/2020",1755
"23109",411550,"MARUMBI","PR","12/2019",1753
"23110",411550,"MARUMBI","PR","09/2019",1716
"23111",411550,"MARUMBI","PR","04/2015",2193
"23112",411550,"MARUMBI","PR","01/2019",1758
"23113",411560,"MATELÂNDIA","PR","08/2013",7769
"23114",411560,"MATELÂNDIA","PR","08/2017",6684
"23115",411560,"MATELÂNDIA","PR","11/2014",8324
"23116",411560,"MATELÂNDIA","PR","05/2015",7364
"23117",411560,"MATELÂNDIA","PR","02/2015",7191
"23118",411560,"MATELÂNDIA","PR","05/2019",5169
"23119",411560,"MATELÂNDIA","PR","07/2013",7717
"23120",411560,"MATELÂNDIA","PR","07/2015",7098
"23121",411560,"MATELÂNDIA","PR","05/2020",5168
"23122",411560,"MATELÂNDIA","PR","10/2019",5025
"23123",411560,"MATELÂNDIA","PR","12/2014",8326
"23124",411560,"MATELÂNDIA","PR","07/2017",6621
"23125",411560,"MATELÂNDIA","PR","02/2014",7997
"23126",411560,"MATELÂNDIA","PR","01/2015",7190
"23127",411560,"MATELÂNDIA","PR","03/2021",5206
"23128",411560,"MATELÂNDIA","PR","08/2015",7188
"23129",411560,"MATELÂNDIA","PR","05/2018",5616
"23130",411560,"MATELÂNDIA","PR","04/2020",5135
"23131",411560,"MATELÂNDIA","PR","03/2014",8085
"23132",411560,"MATELÂNDIA","PR","10/2013",7865
"23133",411560,"MATELÂNDIA","PR","06/2019",5225
"23134",411560,"MATELÂNDIA","PR","09/2015",7221
"23135",411560,"MATELÂNDIA","PR","04/2015",7352
"23136",411560,"MATELÂNDIA","PR","03/2020",5107
"23137",411560,"MATELÂNDIA","PR","01/2014",7927
"23138",411560,"MATELÂNDIA","PR","07/2014",8231
"23139",411560,"MATELÂNDIA","PR","01/2018",5657
"23140",411560,"MATELÂNDIA","PR","06/2017",6548
"23141",411560,"MATELÂNDIA","PR","10/2015",7255
"23142",411560,"MATELÂNDIA","PR","02/2018",5718
"23143",411560,"MATELÂNDIA","PR","07/2021",5395
"23144",411560,"MATELÂNDIA","PR","02/2013",7588
"23145",411560,"MATELÂNDIA","PR","06/2018",5647
"23146",411560,"MATELÂNDIA","PR","04/2014",8126
"23147",411560,"MATELÂNDIA","PR","07/2016",6933
"23148",411560,"MATELÂNDIA","PR","11/2015",7273
"23149",411560,"MATELÂNDIA","PR","02/2017",6367
"23150",411560,"MATELÂNDIA","PR","06/2020",5215
"23151",411560,"MATELÂNDIA","PR","04/2016",6893
"23152",411560,"MATELÂNDIA","PR","11/2013",7887
"23153",411560,"MATELÂNDIA","PR","08/2019",5333
"23154",411560,"MATELÂNDIA","PR","02/2021",5157
"23155",411560,"MATELÂNDIA","PR","11/2019",5095
"23156",411560,"MATELÂNDIA","PR","11/2016",7019
"23157",411560,"MATELÂNDIA","PR","06/2015",7408
"23158",411560,"MATELÂNDIA","PR","03/2019",5079
"23159",411560,"MATELÂNDIA","PR","01/2016",6725
"23160",411560,"MATELÂNDIA","PR","08/2016",6933
"23161",411560,"MATELÂNDIA","PR","04/2019",5084
"23162",411560,"MATELÂNDIA","PR","05/2017",6512
"23163",411560,"MATELÂNDIA","PR","12/2013",7903
"23164",411560,"MATELÂNDIA","PR","06/2014",8190
"23165",411560,"MATELÂNDIA","PR","12/2018",4917
"23166",411560,"MATELÂNDIA","PR","10/2016",6962
"23167",411560,"MATELÂNDIA","PR","08/2012",7282
"23168",411560,"MATELÂNDIA","PR","07/2020",5264
"23169",411560,"MATELÂNDIA","PR","06/2013",7666
"23170",411560,"MATELÂNDIA","PR","04/2021",5270
"23171",411560,"MATELÂNDIA","PR","12/2020",5185
"23172",411560,"MATELÂNDIA","PR","12/2015",7252
"23173",411560,"MATELÂNDIA","PR","11/2017",5633
"23174",411560,"MATELÂNDIA","PR","01/2020",5180
"23175",411560,"MATELÂNDIA","PR","04/2013",7615
"23176",411560,"MATELÂNDIA","PR","09/2019",4933
"23177",411560,"MATELÂNDIA","PR","09/2014",8180
"23178",411560,"MATELÂNDIA","PR","02/2020",5020
"23179",411560,"MATELÂNDIA","PR","09/2017",5552
"23180",411560,"MATELÂNDIA","PR","09/2016",6947
"23181",411560,"MATELÂNDIA","PR","01/2019",4926
"23182",411560,"MATELÂNDIA","PR","03/2013",7581
"23183",411560,"MATELÂNDIA","PR","07/2018",5700
"23184",411560,"MATELÂNDIA","PR","02/2016",6771
"23185",411560,"MATELÂNDIA","PR","11/2020",5159
"23186",411560,"MATELÂNDIA","PR","06/2016",6919
"23187",411560,"MATELÂNDIA","PR","07/2019",5273
"23188",411560,"MATELÂNDIA","PR","04/2017",6482
"23189",411560,"MATELÂNDIA","PR","03/2016",6830
"23190",411560,"MATELÂNDIA","PR","05/2013",7609
"23191",411560,"MATELÂNDIA","PR","08/2020",5264
"23192",411560,"MATELÂNDIA","PR","06/2021",5350
"23193",411560,"MATELÂNDIA","PR","08/2014",8270
"23194",411560,"MATELÂNDIA","PR","05/2014",8170
"23195",411560,"MATELÂNDIA","PR","05/2016",6891
"23196",411560,"MATELÂNDIA","PR","01/2021",5169
"23197",411560,"MATELÂNDIA","PR","12/2017",5673
"23198",411560,"MATELÂNDIA","PR","12/2012",7503
"23199",411560,"MATELÂNDIA","PR","10/2018",5130
"23200",411560,"MATELÂNDIA","PR","04/2018",5568
"23201",411560,"MATELÂNDIA","PR","03/2015",7269
"23202",411560,"MATELÂNDIA","PR","01/2013",7539
"23203",411560,"MATELÂNDIA","PR","03/2018",5507
"23204",411560,"MATELÂNDIA","PR","08/2018",4975
"23205",411560,"MATELÂNDIA","PR","12/2019",5160
"23206",411560,"MATELÂNDIA","PR","03/2017",6432
"23207",411560,"MATELÂNDIA","PR","01/2017",6359
"23208",411560,"MATELÂNDIA","PR","10/2020",5320
"23209",411560,"MATELÂNDIA","PR","11/2018",5215
"23210",411560,"MATELÂNDIA","PR","05/2021",5291
"23211",411560,"MATELÂNDIA","PR","09/2012",7402
"23212",411560,"MATELÂNDIA","PR","12/2016",6352
"23213",411560,"MATELÂNDIA","PR","10/2012",7440
"23214",411560,"MATELÂNDIA","PR","11/2012",7482
"23215",411560,"MATELÂNDIA","PR","02/2019",5008
"23216",411560,"MATELÂNDIA","PR","10/2014",8322
"23217",411560,"MATELÂNDIA","PR","10/2017",5586
"23218",411560,"MATELÂNDIA","PR","09/2020",5295
"23219",411560,"MATELÂNDIA","PR","09/2018",5037
"23220",411560,"MATELÂNDIA","PR","09/2013",7827
"23221",411570,"MATINHOS","PR","08/2013",14890
"23222",411570,"MATINHOS","PR","10/2013",16188
"23223",411570,"MATINHOS","PR","01/2019",15998
"23224",411570,"MATINHOS","PR","03/2019",16377
"23225",411570,"MATINHOS","PR","09/2016",18525
"23226",411570,"MATINHOS","PR","11/2012",13699
"23227",411570,"MATINHOS","PR","03/2017",18376
"23228",411570,"MATINHOS","PR","02/2019",16158
"23229",411570,"MATINHOS","PR","03/2016",17134
"23230",411570,"MATINHOS","PR","09/2018",16569
"23231",411570,"MATINHOS","PR","09/2014",17993
"23232",411570,"MATINHOS","PR","02/2013",13763
"23233",411570,"MATINHOS","PR","05/2013",13984
"23234",411570,"MATINHOS","PR","11/2019",16428
"23235",411570,"MATINHOS","PR","06/2019",16563
"23236",411570,"MATINHOS","PR","08/2012",13468
"23237",411570,"MATINHOS","PR","04/2015",17702
"23238",411570,"MATINHOS","PR","02/2021",16592
"23239",411570,"MATINHOS","PR","10/2016",18647
"23240",411570,"MATINHOS","PR","07/2013",14272
"23241",411570,"MATINHOS","PR","12/2019",16535
"23242",411570,"MATINHOS","PR","02/2015",17367
"23243",411570,"MATINHOS","PR","04/2021",16673
"23244",411570,"MATINHOS","PR","01/2014",16673
"23245",411570,"MATINHOS","PR","07/2014",17576
"23246",411570,"MATINHOS","PR","04/2013",13971
"23247",411570,"MATINHOS","PR","12/2017",18098
"23248",411570,"MATINHOS","PR","08/2019",16986
"23249",411570,"MATINHOS","PR","08/2018",16385
"23250",411570,"MATINHOS","PR","08/2020",17394
"23251",411570,"MATINHOS","PR","03/2020",15930
"23252",411570,"MATINHOS","PR","03/2018",17153
"23253",411570,"MATINHOS","PR","05/2019",16391
"23254",411570,"MATINHOS","PR","01/2018",18060
"23255",411570,"MATINHOS","PR","11/2013",16536
"23256",411570,"MATINHOS","PR","04/2016",17491
"23257",411570,"MATINHOS","PR","01/2013",13747
"23258",411570,"MATINHOS","PR","07/2015",17366
"23259",411570,"MATINHOS","PR","02/2017",18188
"23260",411570,"MATINHOS","PR","06/2015",17901
"23261",411570,"MATINHOS","PR","03/2015",17594
"23262",411570,"MATINHOS","PR","06/2018",17961
"23263",411570,"MATINHOS","PR","06/2021",16905
"23264",411570,"MATINHOS","PR","11/2015",17863
"23265",411570,"MATINHOS","PR","04/2018",17402
"23266",411570,"MATINHOS","PR","06/2020",17056
"23267",411570,"MATINHOS","PR","06/2017",18784
"23268",411570,"MATINHOS","PR","08/2014",17838
"23269",411570,"MATINHOS","PR","12/2018",15938
"23270",411570,"MATINHOS","PR","10/2015",17762
"23271",411570,"MATINHOS","PR","05/2020",16749
"23272",411570,"MATINHOS","PR","06/2014",17453
"23273",411570,"MATINHOS","PR","12/2013",16671
"23274",411570,"MATINHOS","PR","09/2020",17498
"23275",411570,"MATINHOS","PR","04/2014",17101
"23276",411570,"MATINHOS","PR","12/2020",16548
"23277",411570,"MATINHOS","PR","10/2019",16236
"23278",411570,"MATINHOS","PR","10/2012",13641
"23279",411570,"MATINHOS","PR","07/2018",18028
"23280",411570,"MATINHOS","PR","09/2015",17673
"23281",411570,"MATINHOS","PR","05/2017",18651
"23282",411570,"MATINHOS","PR","02/2016",16953
"23283",411570,"MATINHOS","PR","01/2021",16551
"23284",411570,"MATINHOS","PR","07/2020",17239
"23285",411570,"MATINHOS","PR","09/2012",13588
"23286",411570,"MATINHOS","PR","12/2014",18346
"23287",411570,"MATINHOS","PR","12/2016",18084
"23288",411570,"MATINHOS","PR","09/2017",17516
"23289",411570,"MATINHOS","PR","11/2020",16516
"23290",411570,"MATINHOS","PR","11/2014",18254
"23291",411570,"MATINHOS","PR","05/2021",16830
"23292",411570,"MATINHOS","PR","02/2018",18108
"23293",411570,"MATINHOS","PR","07/2017",18971
"23294",411570,"MATINHOS","PR","07/2016",18169
"23295",411570,"MATINHOS","PR","02/2014",16726
"23296",411570,"MATINHOS","PR","07/2021",16991
"23297",411570,"MATINHOS","PR","04/2019",16227
"23298",411570,"MATINHOS","PR","11/2018",16995
"23299",411570,"MATINHOS","PR","10/2017",17738
"23300",411570,"MATINHOS","PR","02/2020",15500
"23301",411570,"MATINHOS","PR","01/2015",17199
"23302",411570,"MATINHOS","PR","03/2021",16574
"23303",411570,"MATINHOS","PR","10/2018",16760
"23304",411570,"MATINHOS","PR","11/2016",18681
"23305",411570,"MATINHOS","PR","09/2013",15424
"23306",411570,"MATINHOS","PR","03/2013",13864
"23307",411570,"MATINHOS","PR","10/2020",17596
"23308",411570,"MATINHOS","PR","12/2015",18021
"23309",411570,"MATINHOS","PR","10/2014",18178
"23310",411570,"MATINHOS","PR","06/2016",17943
"23311",411570,"MATINHOS","PR","08/2017",19152
"23312",411570,"MATINHOS","PR","12/2012",13761
"23313",411570,"MATINHOS","PR","05/2015",17854
"23314",411570,"MATINHOS","PR","08/2016",18368
"23315",411570,"MATINHOS","PR","01/2017",18087
"23316",411570,"MATINHOS","PR","08/2015",17526
"23317",411570,"MATINHOS","PR","11/2017",17920
"23318",411570,"MATINHOS","PR","05/2014",17211
"23319",411570,"MATINHOS","PR","07/2019",16696
"23320",411570,"MATINHOS","PR","06/2013",14067
"23321",411570,"MATINHOS","PR","09/2019",15932
"23322",411570,"MATINHOS","PR","05/2018",17782
"23323",411570,"MATINHOS","PR","01/2016",16853
"23324",411570,"MATINHOS","PR","04/2020",16202
"23325",411570,"MATINHOS","PR","03/2014",16954
"23326",411570,"MATINHOS","PR","05/2016",17682
"23327",411570,"MATINHOS","PR","01/2020",16585
"23328",411570,"MATINHOS","PR","04/2017",18552
"23329",411573,"MATO RICO","PR","12/2020",2006
"23330",411573,"MATO RICO","PR","08/2016",2520
"23331",411573,"MATO RICO","PR","10/2013",3078
"23332",411573,"MATO RICO","PR","01/2019",2119
"23333",411573,"MATO RICO","PR","09/2016",2525
"23334",411573,"MATO RICO","PR","03/2019",2150
"23335",411573,"MATO RICO","PR","01/2017",2368
"23336",411573,"MATO RICO","PR","10/2019",2050
"23337",411573,"MATO RICO","PR","04/2014",3091
"23338",411573,"MATO RICO","PR","07/2016",2514
"23339",411573,"MATO RICO","PR","03/2017",2351
"23340",411573,"MATO RICO","PR","05/2014",3085
"23341",411573,"MATO RICO","PR","03/2016",2463
"23342",411573,"MATO RICO","PR","10/2018",2124
"23343",411573,"MATO RICO","PR","09/2015",2585
"23344",411573,"MATO RICO","PR","11/2016",2541
"23345",411573,"MATO RICO","PR","03/2021",2056
"23346",411573,"MATO RICO","PR","04/2021",2072
"23347",411573,"MATO RICO","PR","05/2013",3044
"23348",411573,"MATO RICO","PR","05/2016",2499
"23349",411573,"MATO RICO","PR","08/2012",3077
"23350",411573,"MATO RICO","PR","06/2019",2113
"23351",411573,"MATO RICO","PR","10/2012",3066
"23352",411573,"MATO RICO","PR","05/2017",2388
"23353",411573,"MATO RICO","PR","11/2019",2056
"23354",411573,"MATO RICO","PR","08/2013",3074
"23355",411573,"MATO RICO","PR","07/2021",2098
"23356",411573,"MATO RICO","PR","01/2020",2078
"23357",411573,"MATO RICO","PR","09/2018",2114
"23358",411573,"MATO RICO","PR","04/2015",2706
"23359",411573,"MATO RICO","PR","01/2021",2001
"23360",411573,"MATO RICO","PR","02/2015",2731
"23361",411573,"MATO RICO","PR","01/2015",2735
"23362",411573,"MATO RICO","PR","02/2021",1994
"23363",411573,"MATO RICO","PR","02/2016",2461
"23364",411573,"MATO RICO","PR","10/2014",3102
"23365",411573,"MATO RICO","PR","03/2020",2019
"23366",411573,"MATO RICO","PR","05/2018",2201
"23367",411573,"MATO RICO","PR","12/2019",2065
"23368",411573,"MATO RICO","PR","08/2015",2590
"23369",411573,"MATO RICO","PR","10/2016",2534
