"","Código","Unidade Territorial","UF","Referência","Total de pessoas inscritas no Cadastro Único"
"1",410010,"ABATIÁ","PR","10/2014",5353
"2",410010,"ABATIÁ","PR","01/2019",3383
"3",410010,"ABATIÁ","PR","08/2018",3401
"4",410010,"ABATIÁ","PR","10/2012",5203
"5",410010,"ABATIÁ","PR","11/2016",4304
"6",410010,"ABATIÁ","PR","05/2016",4219
"7",410010,"ABATIÁ","PR","12/2019",3434
"8",410010,"ABATIÁ","PR","08/2015",4455
"9",410010,"ABATIÁ","PR","08/2017",4143
"10",410010,"ABATIÁ","PR","07/2014",5322
"11",410010,"ABATIÁ","PR","10/2017",3647
"12",410010,"ABATIÁ","PR","06/2021",3598
"13",410010,"ABATIÁ","PR","05/2019",3473
"14",410010,"ABATIÁ","PR","04/2016",4206
"15",410010,"ABATIÁ","PR","01/2014",5289
"16",410010,"ABATIÁ","PR","05/2013",5201
"17",410010,"ABATIÁ","PR","01/2017",4055
"18",410010,"ABATIÁ","PR","08/2012",5157
"19",410010,"ABATIÁ","PR","10/2013",5281
"20",410010,"ABATIÁ","PR","11/2015",4495
"21",410010,"ABATIÁ","PR","04/2013",5210
"22",410010,"ABATIÁ","PR","12/2013",5288
"23",410010,"ABATIÁ","PR","11/2018",3470
"24",410010,"ABATIÁ","PR","04/2019",3443
"25",410010,"ABATIÁ","PR","06/2018",3664
"26",410010,"ABATIÁ","PR","09/2012",5188
"27",410010,"ABATIÁ","PR","06/2013",5184
"28",410010,"ABATIÁ","PR","12/2015",4532
"29",410010,"ABATIÁ","PR","06/2020",3393
"30",410010,"ABATIÁ","PR","06/2016",4238
"31",410010,"ABATIÁ","PR","09/2014",5334
"32",410010,"ABATIÁ","PR","03/2021",3544
"33",410010,"ABATIÁ","PR","08/2014",5330
"34",410010,"ABATIÁ","PR","07/2021",3611
"35",410010,"ABATIÁ","PR","03/2013",5206
"36",410010,"ABATIÁ","PR","03/2019",3441
"37",410010,"ABATIÁ","PR","02/2018",3850
"38",410010,"ABATIÁ","PR","05/2015",4826
"39",410010,"ABATIÁ","PR","12/2016",4056
"40",410010,"ABATIÁ","PR","10/2020",3484
"41",410010,"ABATIÁ","PR","02/2021",3524
"42",410010,"ABATIÁ","PR","11/2020",3423
"43",410010,"ABATIÁ","PR","05/2017",4100
"44",410010,"ABATIÁ","PR","09/2018",3420
"45",410010,"ABATIÁ","PR","11/2013",5275
"46",410010,"ABATIÁ","PR","02/2017",4068
"47",410010,"ABATIÁ","PR","09/2019",3318
"48",410010,"ABATIÁ","PR","12/2012",5208
"49",410010,"ABATIÁ","PR","07/2018",3677
"50",410010,"ABATIÁ","PR","07/2019",3532
"51",410010,"ABATIÁ","PR","03/2015",4761
"52",410010,"ABATIÁ","PR","10/2015",4486
"53",410010,"ABATIÁ","PR","09/2013",5250
"54",410010,"ABATIÁ","PR","03/2018",3596
"55",410010,"ABATIÁ","PR","10/2016",4295
"56",410010,"ABATIÁ","PR","10/2018",3457
"57",410010,"ABATIÁ","PR","04/2020",3391
"58",410010,"ABATIÁ","PR","06/2015",4840
"59",410010,"ABATIÁ","PR","02/2019",3410
"60",410010,"ABATIÁ","PR","07/2015",4454
"61",410010,"ABATIÁ","PR","12/2017",3805
"62",410010,"ABATIÁ","PR","11/2019",3397
"63",410010,"ABATIÁ","PR","11/2017",3707
"64",410010,"ABATIÁ","PR","09/2015",4492
"65",410010,"ABATIÁ","PR","04/2014",5291
"66",410010,"ABATIÁ","PR","12/2020",3454
"67",410010,"ABATIÁ","PR","09/2017",3606
"68",410010,"ABATIÁ","PR","08/2020",3438
"69",410010,"ABATIÁ","PR","07/2016",4215
"70",410010,"ABATIÁ","PR","12/2014",5403
"71",410010,"ABATIÁ","PR","02/2014",5291
"72",410010,"ABATIÁ","PR","04/2015",4807
"73",410010,"ABATIÁ","PR","04/2018",3607
"74",410010,"ABATIÁ","PR","01/2021",3476
"75",410010,"ABATIÁ","PR","02/2020",3314
"76",410010,"ABATIÁ","PR","06/2017",4109
"77",410010,"ABATIÁ","PR","06/2019",3502
"78",410010,"ABATIÁ","PR","02/2015",4731
"79",410010,"ABATIÁ","PR","08/2019",3550
"80",410010,"ABATIÁ","PR","05/2020",3393
"81",410010,"ABATIÁ","PR","03/2020",3349
"82",410010,"ABATIÁ","PR","05/2018",3626
"83",410010,"ABATIÁ","PR","05/2014",5319
"84",410010,"ABATIÁ","PR","12/2018",3367
"85",410010,"ABATIÁ","PR","09/2016",4271
"86",410010,"ABATIÁ","PR","01/2015",4726
"87",410010,"ABATIÁ","PR","07/2020",3419
"88",410010,"ABATIÁ","PR","11/2014",5382
"89",410010,"ABATIÁ","PR","01/2018",3820
"90",410010,"ABATIÁ","PR","08/2016",4227
"91",410010,"ABATIÁ","PR","07/2013",5212
"92",410010,"ABATIÁ","PR","01/2013",5207
"93",410010,"ABATIÁ","PR","10/2019",3366
"94",410010,"ABATIÁ","PR","09/2020",3458
"95",410010,"ABATIÁ","PR","01/2020",3440
"96",410010,"ABATIÁ","PR","03/2014",5282
"97",410010,"ABATIÁ","PR","03/2017",4091
"98",410010,"ABATIÁ","PR","08/2013",5216
"99",410010,"ABATIÁ","PR","04/2021",3553
"100",410010,"ABATIÁ","PR","03/2016",4168
"101",410010,"ABATIÁ","PR","11/2012",5219
"102",410010,"ABATIÁ","PR","05/2021",3576
"103",410010,"ABATIÁ","PR","02/2013",5218
"104",410010,"ABATIÁ","PR","04/2017",4097
"105",410010,"ABATIÁ","PR","07/2017",4111
"106",410010,"ABATIÁ","PR","06/2014",5309
"107",410010,"ABATIÁ","PR","01/2016",4110
"108",410010,"ABATIÁ","PR","02/2016",4151
"109",410020,"ADRIANÓPOLIS","PR","12/2017",3483
"110",410020,"ADRIANÓPOLIS","PR","02/2020",2951
"111",410020,"ADRIANÓPOLIS","PR","10/2017",3451
"112",410020,"ADRIANÓPOLIS","PR","11/2012",4115
"113",410020,"ADRIANÓPOLIS","PR","12/2015",3902
"114",410020,"ADRIANÓPOLIS","PR","07/2020",3098
"115",410020,"ADRIANÓPOLIS","PR","08/2016",3698
"116",410020,"ADRIANÓPOLIS","PR","02/2014",4301
"117",410020,"ADRIANÓPOLIS","PR","10/2013",4290
"118",410020,"ADRIANÓPOLIS","PR","05/2018",3339
"119",410020,"ADRIANÓPOLIS","PR","10/2012",4104
"120",410020,"ADRIANÓPOLIS","PR","12/2019",3096
"121",410020,"ADRIANÓPOLIS","PR","05/2021",3098
"122",410020,"ADRIANÓPOLIS","PR","03/2021",3084
"123",410020,"ADRIANÓPOLIS","PR","05/2017",3718
"124",410020,"ADRIANÓPOLIS","PR","01/2021",3062
"125",410020,"ADRIANÓPOLIS","PR","07/2021",3130
"126",410020,"ADRIANÓPOLIS","PR","02/2019",3050
"127",410020,"ADRIANÓPOLIS","PR","11/2017",3461
"128",410020,"ADRIANÓPOLIS","PR","07/2015",3767
"129",410020,"ADRIANÓPOLIS","PR","08/2019",3128
"130",410020,"ADRIANÓPOLIS","PR","08/2020",3101
"131",410020,"ADRIANÓPOLIS","PR","07/2016",3685
"132",410020,"ADRIANÓPOLIS","PR","06/2017",3737
"133",410020,"ADRIANÓPOLIS","PR","05/2014",4352
"134",410020,"ADRIANÓPOLIS","PR","05/2020",3042
"135",410020,"ADRIANÓPOLIS","PR","06/2019",3088
"136",410020,"ADRIANÓPOLIS","PR","01/2018",3493
"137",410020,"ADRIANÓPOLIS","PR","09/2020",3118
"138",410020,"ADRIANÓPOLIS","PR","01/2013",4121
"139",410020,"ADRIANÓPOLIS","PR","03/2017",3692
"140",410020,"ADRIANÓPOLIS","PR","08/2013",4227
"141",410020,"ADRIANÓPOLIS","PR","07/2017",3760
"142",410020,"ADRIANÓPOLIS","PR","06/2014",4376
"143",410020,"ADRIANÓPOLIS","PR","05/2016",3665
"144",410020,"ADRIANÓPOLIS","PR","07/2014",4362
"145",410020,"ADRIANÓPOLIS","PR","06/2013",4168
"146",410020,"ADRIANÓPOLIS","PR","08/2015",3800
"147",410020,"ADRIANÓPOLIS","PR","08/2017",3771
"148",410020,"ADRIANÓPOLIS","PR","04/2021",3082
"149",410020,"ADRIANÓPOLIS","PR","08/2012",4105
"150",410020,"ADRIANÓPOLIS","PR","02/2013",4128
"151",410020,"ADRIANÓPOLIS","PR","06/2020",3106
"152",410020,"ADRIANÓPOLIS","PR","03/2019",3088
"153",410020,"ADRIANÓPOLIS","PR","05/2013",4149
"154",410020,"ADRIANÓPOLIS","PR","08/2014",4369
"155",410020,"ADRIANÓPOLIS","PR","09/2018",3086
"156",410020,"ADRIANÓPOLIS","PR","11/2013",4277
"157",410020,"ADRIANÓPOLIS","PR","12/2012",4120
"158",410020,"ADRIANÓPOLIS","PR","11/2020",3043
"159",410020,"ADRIANÓPOLIS","PR","10/2020",3153
"160",410020,"ADRIANÓPOLIS","PR","04/2017",3713
"161",410020,"ADRIANÓPOLIS","PR","02/2021",3076
"162",410020,"ADRIANÓPOLIS","PR","05/2015",3862
"163",410020,"ADRIANÓPOLIS","PR","11/2015",3900
"164",410020,"ADRIANÓPOLIS","PR","06/2018",3354
"165",410020,"ADRIANÓPOLIS","PR","09/2014",4394
"166",410020,"ADRIANÓPOLIS","PR","11/2016",3717
"167",410020,"ADRIANÓPOLIS","PR","04/2019",3056
"168",410020,"ADRIANÓPOLIS","PR","06/2015",3904
"169",410020,"ADRIANÓPOLIS","PR","12/2013",4289
"170",410020,"ADRIANÓPOLIS","PR","04/2013",4118
"171",410020,"ADRIANÓPOLIS","PR","06/2016",3669
"172",410020,"ADRIANÓPOLIS","PR","01/2014",4303
"173",410020,"ADRIANÓPOLIS","PR","04/2016",3654
"174",410020,"ADRIANÓPOLIS","PR","01/2016",3633
"175",410020,"ADRIANÓPOLIS","PR","01/2019",3043
"176",410020,"ADRIANÓPOLIS","PR","10/2014",4440
"177",410020,"ADRIANÓPOLIS","PR","11/2019",3038
"178",410020,"ADRIANÓPOLIS","PR","01/2020",3091
"179",410020,"ADRIANÓPOLIS","PR","09/2019",2940
"180",410020,"ADRIANÓPOLIS","PR","11/2014",4429
"181",410020,"ADRIANÓPOLIS","PR","03/2014",4327
"182",410020,"ADRIANÓPOLIS","PR","08/2018",3056
"183",410020,"ADRIANÓPOLIS","PR","01/2015",3799
"184",410020,"ADRIANÓPOLIS","PR","03/2013",4114
"185",410020,"ADRIANÓPOLIS","PR","12/2018",3043
"186",410020,"ADRIANÓPOLIS","PR","04/2018",3334
"187",410020,"ADRIANÓPOLIS","PR","04/2015",3846
"188",410020,"ADRIANÓPOLIS","PR","12/2020",3065
"189",410020,"ADRIANÓPOLIS","PR","10/2016",3712
"190",410020,"ADRIANÓPOLIS","PR","09/2015",3816
"191",410020,"ADRIANÓPOLIS","PR","03/2018",3319
"192",410020,"ADRIANÓPOLIS","PR","09/2012",4099
"193",410020,"ADRIANÓPOLIS","PR","03/2015",3820
"194",410020,"ADRIANÓPOLIS","PR","07/2019",3114
"195",410020,"ADRIANÓPOLIS","PR","07/2018",3346
"196",410020,"ADRIANÓPOLIS","PR","01/2017",3682
"197",410020,"ADRIANÓPOLIS","PR","05/2019",3081
"198",410020,"ADRIANÓPOLIS","PR","06/2021",3101
"199",410020,"ADRIANÓPOLIS","PR","09/2013",4258
"200",410020,"ADRIANÓPOLIS","PR","07/2013",4209
"201",410020,"ADRIANÓPOLIS","PR","04/2020",2974
"202",410020,"ADRIANÓPOLIS","PR","09/2016",3706
"203",410020,"ADRIANÓPOLIS","PR","10/2019",2999
"204",410020,"ADRIANÓPOLIS","PR","02/2018",3512
"205",410020,"ADRIANÓPOLIS","PR","03/2020",2959
"206",410020,"ADRIANÓPOLIS","PR","10/2015",3854
"207",410020,"ADRIANÓPOLIS","PR","04/2014",4334
"208",410020,"ADRIANÓPOLIS","PR","10/2018",3105
"209",410020,"ADRIANÓPOLIS","PR","11/2018",3143
"210",410020,"ADRIANÓPOLIS","PR","03/2016",3612
"211",410020,"ADRIANÓPOLIS","PR","09/2017",3445
"212",410020,"ADRIANÓPOLIS","PR","12/2014",4431
"213",410020,"ADRIANÓPOLIS","PR","02/2016",3643
"214",410020,"ADRIANÓPOLIS","PR","02/2015",3794
"215",410020,"ADRIANÓPOLIS","PR","12/2016",3664
"216",410020,"ADRIANÓPOLIS","PR","02/2017",3674
"217",410030,"AGUDOS DO SUL","PR","07/2017",3843
"218",410030,"AGUDOS DO SUL","PR","03/2019",4077
"219",410030,"AGUDOS DO SUL","PR","06/2019",4189
"220",410030,"AGUDOS DO SUL","PR","09/2016",3715
"221",410030,"AGUDOS DO SUL","PR","11/2014",3739
"222",410030,"AGUDOS DO SUL","PR","07/2018",4188
"223",410030,"AGUDOS DO SUL","PR","10/2016",3721
"224",410030,"AGUDOS DO SUL","PR","02/2016",3766
"225",410030,"AGUDOS DO SUL","PR","09/2019",4122
"226",410030,"AGUDOS DO SUL","PR","03/2014",3798
"227",410030,"AGUDOS DO SUL","PR","04/2020",4149
"228",410030,"AGUDOS DO SUL","PR","10/2019",4171
"229",410030,"AGUDOS DO SUL","PR","01/2013",4030
"230",410030,"AGUDOS DO SUL","PR","12/2014",3759
"231",410030,"AGUDOS DO SUL","PR","11/2018",4112
"232",410030,"AGUDOS DO SUL","PR","01/2015",3748
"233",410030,"AGUDOS DO SUL","PR","01/2021",4146
"234",410030,"AGUDOS DO SUL","PR","02/2020",4104
"235",410030,"AGUDOS DO SUL","PR","01/2018",4005
"236",410030,"AGUDOS DO SUL","PR","09/2012",4015
"237",410030,"AGUDOS DO SUL","PR","04/2017",3659
"238",410030,"AGUDOS DO SUL","PR","06/2017",3770
"239",410030,"AGUDOS DO SUL","PR","12/2020",4128
"240",410030,"AGUDOS DO SUL","PR","06/2015",3827
"241",410030,"AGUDOS DO SUL","PR","04/2018",4092
"242",410030,"AGUDOS DO SUL","PR","09/2020",4204
"243",410030,"AGUDOS DO SUL","PR","07/2016",3762
"244",410030,"AGUDOS DO SUL","PR","05/2014",3837
"245",410030,"AGUDOS DO SUL","PR","12/2018",4053
"246",410030,"AGUDOS DO SUL","PR","10/2015",3847
"247",410030,"AGUDOS DO SUL","PR","08/2018",3975
"248",410030,"AGUDOS DO SUL","PR","02/2014",3769
"249",410030,"AGUDOS DO SUL","PR","12/2015",3779
"250",410030,"AGUDOS DO SUL","PR","04/2015",3821
"251",410030,"AGUDOS DO SUL","PR","08/2020",4177
"252",410030,"AGUDOS DO SUL","PR","04/2014",3826
"253",410030,"AGUDOS DO SUL","PR","09/2015",3827
"254",410030,"AGUDOS DO SUL","PR","02/2017",3697
"255",410030,"AGUDOS DO SUL","PR","07/2015",3809
"256",410030,"AGUDOS DO SUL","PR","07/2021",4272
"257",410030,"AGUDOS DO SUL","PR","11/2017",3939
"258",410030,"AGUDOS DO SUL","PR","03/2020",4135
"259",410030,"AGUDOS DO SUL","PR","03/2018",4066
"260",410030,"AGUDOS DO SUL","PR","09/2014",3709
"261",410030,"AGUDOS DO SUL","PR","07/2020",4128
"262",410030,"AGUDOS DO SUL","PR","02/2015",3750
"263",410030,"AGUDOS DO SUL","PR","02/2019",4064
"264",410030,"AGUDOS DO SUL","PR","06/2016",3754
"265",410030,"AGUDOS DO SUL","PR","07/2019",4201
"266",410030,"AGUDOS DO SUL","PR","12/2012",3995
"267",410030,"AGUDOS DO SUL","PR","11/2013",3843
"268",410030,"AGUDOS DO SUL","PR","05/2017",3716
"269",410030,"AGUDOS DO SUL","PR","03/2021",4198
"270",410030,"AGUDOS DO SUL","PR","10/2020",4266
"271",410030,"AGUDOS DO SUL","PR","09/2018",4007
"272",410030,"AGUDOS DO SUL","PR","02/2018",4051
"273",410030,"AGUDOS DO SUL","PR","03/2013",4121
"274",410030,"AGUDOS DO SUL","PR","02/2021",4189
"275",410030,"AGUDOS DO SUL","PR","10/2018",4058
"276",410030,"AGUDOS DO SUL","PR","11/2020",4118
"277",410030,"AGUDOS DO SUL","PR","05/2016",3760
"278",410030,"AGUDOS DO SUL","PR","11/2012",4023
"279",410030,"AGUDOS DO SUL","PR","05/2015",3809
"280",410030,"AGUDOS DO SUL","PR","05/2019",4132
"281",410030,"AGUDOS DO SUL","PR","03/2015",3791
"282",410030,"AGUDOS DO SUL","PR","12/2016",3686
"283",410030,"AGUDOS DO SUL","PR","08/2014",3738
"284",410030,"AGUDOS DO SUL","PR","12/2013",3780
"285",410030,"AGUDOS DO SUL","PR","05/2021",4236
"286",410030,"AGUDOS DO SUL","PR","06/2018",4145
"287",410030,"AGUDOS DO SUL","PR","05/2013",4114
"288",410030,"AGUDOS DO SUL","PR","06/2020",4133
"289",410030,"AGUDOS DO SUL","PR","08/2019",4299
"290",410030,"AGUDOS DO SUL","PR","12/2019",4214
"291",410030,"AGUDOS DO SUL","PR","11/2016",3695
"292",410030,"AGUDOS DO SUL","PR","04/2013",4178
"293",410030,"AGUDOS DO SUL","PR","11/2015",3828
"294",410030,"AGUDOS DO SUL","PR","01/2017",3690
"295",410030,"AGUDOS DO SUL","PR","04/2019",4094
"296",410030,"AGUDOS DO SUL","PR","06/2021",4217
"297",410030,"AGUDOS DO SUL","PR","07/2013",4092
"298",410030,"AGUDOS DO SUL","PR","02/2013",4095
"299",410030,"AGUDOS DO SUL","PR","10/2012",4004
"300",410030,"AGUDOS DO SUL","PR","05/2020",4142
"301",410030,"AGUDOS DO SUL","PR","09/2017",3768
"302",410030,"AGUDOS DO SUL","PR","05/2018",4085
"303",410030,"AGUDOS DO SUL","PR","08/2012",4070
"304",410030,"AGUDOS DO SUL","PR","01/2014",3778
"305",410030,"AGUDOS DO SUL","PR","09/2013",3905
"306",410030,"AGUDOS DO SUL","PR","08/2015",3833
"307",410030,"AGUDOS DO SUL","PR","04/2016",3767
"308",410030,"AGUDOS DO SUL","PR","12/2017",4005
"309",410030,"AGUDOS DO SUL","PR","08/2017",3903
"310",410030,"AGUDOS DO SUL","PR","04/2021",4220
"311",410030,"AGUDOS DO SUL","PR","06/2013",4053
"312",410030,"AGUDOS DO SUL","PR","01/2016",3760
"313",410030,"AGUDOS DO SUL","PR","08/2013",4016
"314",410030,"AGUDOS DO SUL","PR","10/2014",3713
"315",410030,"AGUDOS DO SUL","PR","03/2016",3760
"316",410030,"AGUDOS DO SUL","PR","03/2017",3680
"317",410030,"AGUDOS DO SUL","PR","08/2016",3763
"318",410030,"AGUDOS DO SUL","PR","10/2017",3870
"319",410030,"AGUDOS DO SUL","PR","01/2019",4054
"320",410030,"AGUDOS DO SUL","PR","06/2014",3841
"321",410030,"AGUDOS DO SUL","PR","10/2013",3874
"322",410030,"AGUDOS DO SUL","PR","11/2019",4209
"323",410030,"AGUDOS DO SUL","PR","01/2020",4249
"324",410030,"AGUDOS DO SUL","PR","07/2014",3783
"325",410040,"ALMIRANTE TAMANDARÉ","PR","05/2020",32986
"326",410040,"ALMIRANTE TAMANDARÉ","PR","10/2020",34555
"327",410040,"ALMIRANTE TAMANDARÉ","PR","03/2017",30662
"328",410040,"ALMIRANTE TAMANDARÉ","PR","11/2018",31538
"329",410040,"ALMIRANTE TAMANDARÉ","PR","06/2019",32763
"330",410040,"ALMIRANTE TAMANDARÉ","PR","03/2015",33547
"331",410040,"ALMIRANTE TAMANDARÉ","PR","06/2015",34347
"332",410040,"ALMIRANTE TAMANDARÉ","PR","08/2015",31948
"333",410040,"ALMIRANTE TAMANDARÉ","PR","11/2020",33039
"334",410040,"ALMIRANTE TAMANDARÉ","PR","04/2013",40837
"335",410040,"ALMIRANTE TAMANDARÉ","PR","11/2019",32636
"336",410040,"ALMIRANTE TAMANDARÉ","PR","08/2018",29217
"337",410040,"ALMIRANTE TAMANDARÉ","PR","10/2015",32326
"338",410040,"ALMIRANTE TAMANDARÉ","PR","07/2013",41680
"339",410040,"ALMIRANTE TAMANDARÉ","PR","02/2017",30495
"340",410040,"ALMIRANTE TAMANDARÉ","PR","02/2019",31459
"341",410040,"ALMIRANTE TAMANDARÉ","PR","07/2016",31205
"342",410040,"ALMIRANTE TAMANDARÉ","PR","01/2018",31650
"343",410040,"ALMIRANTE TAMANDARÉ","PR","04/2020",32500
"344",410040,"ALMIRANTE TAMANDARÉ","PR","01/2013",40785
"345",410040,"ALMIRANTE TAMANDARÉ","PR","07/2017",31819
"346",410040,"ALMIRANTE TAMANDARÉ","PR","06/2014",44624
"347",410040,"ALMIRANTE TAMANDARÉ","PR","07/2014",44775
"348",410040,"ALMIRANTE TAMANDARÉ","PR","06/2013",41214
"349",410040,"ALMIRANTE TAMANDARÉ","PR","10/2017",28899
"350",410040,"ALMIRANTE TAMANDARÉ","PR","08/2017",32160
"351",410040,"ALMIRANTE TAMANDARÉ","PR","08/2012",40485
"352",410040,"ALMIRANTE TAMANDARÉ","PR","06/2020",33576
"353",410040,"ALMIRANTE TAMANDARÉ","PR","09/2018",29948
"354",410040,"ALMIRANTE TAMANDARÉ","PR","08/2014",45060
"355",410040,"ALMIRANTE TAMANDARÉ","PR","05/2016",30245
"356",410040,"ALMIRANTE TAMANDARÉ","PR","11/2013",43700
"357",410040,"ALMIRANTE TAMANDARÉ","PR","12/2012",40800
"358",410040,"ALMIRANTE TAMANDARÉ","PR","07/2020",33857
"359",410040,"ALMIRANTE TAMANDARÉ","PR","02/2021",33989
"360",410040,"ALMIRANTE TAMANDARÉ","PR","05/2015",33985
"361",410040,"ALMIRANTE TAMANDARÉ","PR","06/2018",31178
"362",410040,"ALMIRANTE TAMANDARÉ","PR","11/2016",32769
"363",410040,"ALMIRANTE TAMANDARÉ","PR","04/2019",31750
"364",410040,"ALMIRANTE TAMANDARÉ","PR","09/2012",40625
"365",410040,"ALMIRANTE TAMANDARÉ","PR","04/2016",30156
"366",410040,"ALMIRANTE TAMANDARÉ","PR","01/2014",43857
"367",410040,"ALMIRANTE TAMANDARÉ","PR","01/2021",33524
"368",410040,"ALMIRANTE TAMANDARÉ","PR","10/2014",45409
"369",410040,"ALMIRANTE TAMANDARÉ","PR","01/2019",30996
"370",410040,"ALMIRANTE TAMANDARÉ","PR","01/2020",33380
"371",410040,"ALMIRANTE TAMANDARÉ","PR","12/2016",30204
"372",410040,"ALMIRANTE TAMANDARÉ","PR","10/2016",32584
"373",410040,"ALMIRANTE TAMANDARÉ","PR","03/2014",44255
"374",410040,"ALMIRANTE TAMANDARÉ","PR","01/2015",33169
"375",410040,"ALMIRANTE TAMANDARÉ","PR","04/2018",30373
"376",410040,"ALMIRANTE TAMANDARÉ","PR","12/2018",30382
"377",410040,"ALMIRANTE TAMANDARÉ","PR","09/2015",32178
"378",410040,"ALMIRANTE TAMANDARÉ","PR","03/2018",29838
"379",410040,"ALMIRANTE TAMANDARÉ","PR","07/2019",33175
"380",410040,"ALMIRANTE TAMANDARÉ","PR","05/2019",32266
"381",410040,"ALMIRANTE TAMANDARÉ","PR","06/2021",35658
"382",410040,"ALMIRANTE TAMANDARÉ","PR","09/2013",42986
"383",410040,"ALMIRANTE TAMANDARÉ","PR","09/2016",32119
"384",410040,"ALMIRANTE TAMANDARÉ","PR","04/2015",33734
"385",410040,"ALMIRANTE TAMANDARÉ","PR","02/2015",33359
"386",410040,"ALMIRANTE TAMANDARÉ","PR","03/2019",31988
"387",410040,"ALMIRANTE TAMANDARÉ","PR","09/2017",28197
"388",410040,"ALMIRANTE TAMANDARÉ","PR","03/2016",29918
"389",410040,"ALMIRANTE TAMANDARÉ","PR","09/2014",45127
"390",410040,"ALMIRANTE TAMANDARÉ","PR","12/2017",31336
"391",410040,"ALMIRANTE TAMANDARÉ","PR","02/2020",31710
"392",410040,"ALMIRANTE TAMANDARÉ","PR","02/2016",29856
"393",410040,"ALMIRANTE TAMANDARÉ","PR","11/2012",40856
"394",410040,"ALMIRANTE TAMANDARÉ","PR","08/2016",31787
"395",410040,"ALMIRANTE TAMANDARÉ","PR","02/2014",43954
"396",410040,"ALMIRANTE TAMANDARÉ","PR","10/2012",40856
"397",410040,"ALMIRANTE TAMANDARÉ","PR","12/2019",33150
"398",410040,"ALMIRANTE TAMANDARÉ","PR","03/2021",34345
"399",410040,"ALMIRANTE TAMANDARÉ","PR","05/2017",31363
"400",410040,"ALMIRANTE TAMANDARÉ","PR","07/2021",36095
"401",410040,"ALMIRANTE TAMANDARÉ","PR","06/2017",31494
"402",410040,"ALMIRANTE TAMANDARÉ","PR","08/2020",34085
"403",410040,"ALMIRANTE TAMANDARÉ","PR","07/2015",31624
"404",410040,"ALMIRANTE TAMANDARÉ","PR","02/2018",32182
"405",410040,"ALMIRANTE TAMANDARÉ","PR","05/2018",30887
"406",410040,"ALMIRANTE TAMANDARÉ","PR","06/2016",30603
"407",410040,"ALMIRANTE TAMANDARÉ","PR","01/2017",30271
"408",410040,"ALMIRANTE TAMANDARÉ","PR","05/2014",44506
"409",410040,"ALMIRANTE TAMANDARÉ","PR","11/2017",29780
"410",410040,"ALMIRANTE TAMANDARÉ","PR","04/2014",44434
"411",410040,"ALMIRANTE TAMANDARÉ","PR","12/2015",32893
"412",410040,"ALMIRANTE TAMANDARÉ","PR","10/2013",43330
"413",410040,"ALMIRANTE TAMANDARÉ","PR","10/2018",30911
"414",410040,"ALMIRANTE TAMANDARÉ","PR","03/2020",32174
"415",410040,"ALMIRANTE TAMANDARÉ","PR","10/2019",32103
"416",410040,"ALMIRANTE TAMANDARÉ","PR","09/2020",34266
"417",410040,"ALMIRANTE TAMANDARÉ","PR","12/2020",33287
"418",410040,"ALMIRANTE TAMANDARÉ","PR","11/2014",45610
"419",410040,"ALMIRANTE TAMANDARÉ","PR","01/2016",29693
"420",410040,"ALMIRANTE TAMANDARÉ","PR","12/2013",43817
"421",410040,"ALMIRANTE TAMANDARÉ","PR","05/2013",40985
"422",410040,"ALMIRANTE TAMANDARÉ","PR","02/2013",40741
"423",410040,"ALMIRANTE TAMANDARÉ","PR","08/2013",42224
"424",410040,"ALMIRANTE TAMANDARÉ","PR","12/2014",45836
"425",410040,"ALMIRANTE TAMANDARÉ","PR","08/2019",33672
"426",410040,"ALMIRANTE TAMANDARÉ","PR","04/2021",34728
"427",410040,"ALMIRANTE TAMANDARÉ","PR","04/2017",30950
"428",410040,"ALMIRANTE TAMANDARÉ","PR","07/2018",31499
"429",410040,"ALMIRANTE TAMANDARÉ","PR","09/2019",31451
"430",410040,"ALMIRANTE TAMANDARÉ","PR","11/2015",32557
"431",410040,"ALMIRANTE TAMANDARÉ","PR","05/2021",35243
"432",410040,"ALMIRANTE TAMANDARÉ","PR","03/2013",40559
"433",410045,"ALTAMIRA DO PARANÁ","PR","12/2017",2762
"434",410045,"ALTAMIRA DO PARANÁ","PR","10/2013",3156
"435",410045,"ALTAMIRA DO PARANÁ","PR","12/2016",2803
"436",410045,"ALTAMIRA DO PARANÁ","PR","06/2016",2859
"437",410045,"ALTAMIRA DO PARANÁ","PR","09/2014",2780
"438",410045,"ALTAMIRA DO PARANÁ","PR","05/2018",2732
"439",410045,"ALTAMIRA DO PARANÁ","PR","09/2012",3208
"440",410045,"ALTAMIRA DO PARANÁ","PR","03/2016",2783
"441",410045,"ALTAMIRA DO PARANÁ","PR","07/2013",3148
"442",410045,"ALTAMIRA DO PARANÁ","PR","09/2017",2745
"443",410045,"ALTAMIRA DO PARANÁ","PR","03/2020",2235
"444",410045,"ALTAMIRA DO PARANÁ","PR","08/2018",2548
"445",410045,"ALTAMIRA DO PARANÁ","PR","05/2013",3186
"446",410045,"ALTAMIRA DO PARANÁ","PR","06/2013",3177
"447",410045,"ALTAMIRA DO PARANÁ","PR","02/2015",2831
"448",410045,"ALTAMIRA DO PARANÁ","PR","10/2018",2568
"449",410045,"ALTAMIRA DO PARANÁ","PR","10/2019",2275
"450",410045,"ALTAMIRA DO PARANÁ","PR","04/2015",2881
"451",410045,"ALTAMIRA DO PARANÁ","PR","09/2019",2276
