"city_code";"group_code";"variable_code";"standard_code";"type_code";"year";"result";"population"
4100103;1;1;2;5;"2020";2464;7408
4100202;1;1;2;5;"2020";2309;5857
4100301;1;1;2;5;"2020";3497;9470
4100400;1;1;2;5;"2020";35550;120041
4100459;1;1;2;5;"2020";1437;1682
4100509;1;1;2;5;"2020";5805;22176
4100608;1;1;2;5;"2020";4670;14859
4100707;1;1;2;5;"2020";3217;9778
4100806;1;1;2;5;"2020";2781;11503
4100905;1;1;2;5;"2020";1796;6332
4101002;1;1;2;5;"2020";4764;19311
4101051;1;1;2;5;"2020";747;2788
4101101;1;1;2;5;"2020";6125;19926
4101150;1;1;2;5;"2020";1065;2930
4101200;1;1;2;5;"2020";6885;18949
4101309;1;1;2;5;"2020";2787;7427
4101408;1;1;2;5;"2020";37134;136234
4101507;1;1;2;5;"2020";30193;124810
4101606;1;1;2;5;"2020";7461;28300
4101655;1;1;2;5;"2020";1264;3009
4101705;1;1;2;5;"2020";4515;14000
4101804;1;1;2;5;"2020";43430;146214
4101853;1;1;2;5;"2020";767;2066
4101903;1;1;2;5;"2020";4873;14954
4102000;1;1;2;5;"2020";9545;33340
4102109;1;1;2;5;"2020";7456;26209
4102208;1;1;2;5;"2020";1226;3881
4102307;1;1;2;5;"2020";3900;13092
4102406;1;1;2;5;"2020";10574;31211
4102505;1;1;2;5;"2020";3792;11426
4102604;1;1;2;5;"2020";3131;10312
4102703;1;1;2;5;"2020";782;2781
4102752;1;1;2;5;"2020";991;3457
4102802;1;1;2;5;"2020";4756;15399
4102901;1;1;2;5;"2020";5536;16400
4103008;1;1;2;5;"2020";1411;4047
4103024;1;1;2;5;"2020";752;2470
4103040;1;1;2;5;"2020";2249;6365
4103057;1;1;2;5;"2020";2608;7540
4103107;1;1;2;5;"2020";4438;13129
4103156;1;1;2;5;"2020";1142;3506
4103206;1;1;2;5;"2020";1986;7068
4103222;1;1;2;5;"2020";794;3254
4103305;1;1;2;5;"2020";2534;6439
4103354;1;1;2;5;"2020";1642;5382
4103370;1;1;2;5;"2020";1204;2585
4103404;1;1;2;5;"2020";846;2954
4103453;1;1;2;5;"2020";4073;18456
4103479;1;1;2;5;"2020";1354;4009
4103503;1;1;2;5;"2020";2633;8606
4103602;1;1;2;5;"2020";6841;25466
4103701;1;1;2;5;"2020";28740;107341
4103800;1;1;2;5;"2020";2616;7917
4103909;1;1;2;5;"2020";4746;14043
4103958;1;1;2;5;"2020";1616;3859
4104006;1;1;2;5;"2020";14738;43685
4104055;1;1;2;5;"2020";1267;3763
4104105;1;1;2;5;"2020";2675;8045
4104204;1;1;2;5;"2020";33616;133865
4104253;1;1;2;5;"2020";9057;29740
4104303;1;1;2;5;"2020";27742;95488
4104402;1;1;2;5;"2020";5233;14809
4104428;1;1;2;5;"2020";5052;16053
4104451;1;1;2;5;"2020";4145;13329
4104501;1;1;2;5;"2020";4753;19148
4104600;1;1;2;5;"2020";4391;15834
4104659;1;1;2;5;"2020";5988;23825
4104709;1;1;2;5;"2020";5261;14356
4104808;1;1;2;5;"2020";87847;332333
4104907;1;1;2;5;"2020";21491;71809
4105003;1;1;2;5;"2020";2884;10167
4105102;1;1;2;5;"2020";3332;10764
4105201;1;1;2;5;"2020";7002;17833
4105300;1;1;2;5;"2020";2624;11819
4105409;1;1;2;5;"2020";5692;19167
4105508;1;1;2;5;"2020";21231;83816
4105607;1;1;2;5;"2020";3180;12797
4105706;1;1;2;5;"2020";5258;16450
4105805;1;1;2;5;"2020";75265;246540
4105904;1;1;2;5;"2020";6332;24145
4106001;1;1;2;5;"2020";3053;8857
4106100;1;1;2;5;"2020";1203;3876
4106209;1;1;2;5;"2020";5868;18837
4106308;1;1;2;5;"2020";5128;17117
4106407;1;1;2;5;"2020";12540;47842
4106456;1;1;2;5;"2020";1932;7518
4106506;1;1;2;5;"2020";5747;20580
4106555;1;1;2;5;"2020";1382;3127
4106571;1;1;2;5;"2020";1179;4240
4106605;1;1;2;5;"2020";6626;20947
4106704;1;1;2;5;"2020";1528;4449
4106803;1;1;2;5;"2020";6359;18741
4106852;1;1;2;5;"2020";982;2921
4106902;1;1;2;5;"2020";480140;1948626
4107009;1;1;2;5;"2020";4791;15196
4107108;1;1;2;5;"2020";1617;5030
4107124;1;1;2;5;"2020";1199;3424
4107157;1;1;2;5;"2020";1470;5266
4107207;1;1;2;5;"2020";11280;41038
4107256;1;1;2;5;"2020";2406;8869
4107306;1;1;2;5;"2020";1900;5983
4107405;1;1;2;5;"2020";1812;5933
4107504;1;1;2;5;"2020";3775;13981
4107520;1;1;2;5;"2020";548;1665
4107538;1;1;2;5;"2020";890;4596
4107546;1;1;2;5;"2020";1639;4048
4107553;1;1;2;5;"2020";975;3041
4107603;1;1;2;5;"2020";6099;17316
4107652;1;1;2;5;"2020";39801;102004
4107702;1;1;2;5;"2020";1463;4748
4107736;1;1;2;5;"2020";2159;5602
4107751;1;1;2;5;"2020";2791;7696
4107801;1;1;2;5;"2020";1554;4906
4107850;1;1;2;5;"2020";1443;4603
4107900;1;1;2;5;"2020";2551;6851
4108007;1;1;2;5;"2020";3833;10453
4108106;1;1;2;5;"2020";861;2699
4108205;1;1;2;5;"2020";2133;6460
4108304;1;1;2;5;"2020";98540;258248
4108320;1;1;2;5;"2020";2063;5993
4108403;1;1;2;5;"2020";22479;92216
4108452;1;1;2;5;"2020";2004;4556
4108502;1;1;2;5;"2020";4203;13685
4108551;1;1;2;5;"2020";1100;2898
4108601;1;1;2;5;"2020";9288;28808
4108650;1;1;2;5;"2020";2558;7053
4108700;1;1;2;5;"2020";2321;5497
4108809;1;1;2;5;"2020";10789;33310
4108908;1;1;2;5;"2020";1978;6609
4108957;1;1;2;5;"2020";3070;8811
4109005;1;1;2;5;"2020";1427;3784
4109104;1;1;2;5;"2020";581;2241
4109203;1;1;2;5;"2020";1377;5530
4109302;1;1;2;5;"2020";3857;12217
4109401;1;1;2;5;"2020";54759;182644
4109500;1;1;2;5;"2020";3497;7594
4109609;1;1;2;5;"2020";15317;37527
4109658;1;1;2;5;"2020";1677;5119
4109708;1;1;2;5;"2020";9492;31644
4109757;1;1;2;5;"2020";2002;6370
4109807;1;1;2;5;"2020";14958;55131
4109906;1;1;2;5;"2020";2986;7786
4110003;1;1;2;5;"2020";1488;4440
4110052;1;1;2;5;"2020";662;2253
4110078;1;1;2;5;"2020";3904;13282
4110102;1;1;2;5;"2020";9610;32940
4110201;1;1;2;5;"2020";3959;11121
4110300;1;1;2;5;"2020";988;3116
4110409;1;1;2;5;"2020";1320;4465
4110508;1;1;2;5;"2020";4678;15251
4110607;1;1;2;5;"2020";4554;13782
4110656;1;1;2;5;"2020";649;2251
4110706;1;1;2;5;"2020";17356;61088
4110805;1;1;2;5;"2020";3686;10098
4110904;1;1;2;5;"2020";1431;4446
4110953;1;1;2;5;"2020";3011;11385
4111001;1;1;2;5;"2020";1941;6549
4111100;1;1;2;5;"2020";1738;6109
4111209;1;1;2;5;"2020";3105;12094
4111258;1;1;2;5;"2020";10267;29070
4111308;1;1;2;5;"2020";1090;2781
4111407;1;1;2;5;"2020";4847;13965
4111506;1;1;2;5;"2020";9797;31935
4111555;1;1;2;5;"2020";1943;8240
4111605;1;1;2;5;"2020";959;3279
4111704;1;1;2;5;"2020";1965;5303
4111803;1;1;2;5;"2020";11523;39322
4111902;1;1;2;5;"2020";3493;13742
4112009;1;1;2;5;"2020";10395;35027
4112108;1;1;2;5;"2020";5962;21230
4112207;1;1;2;5;"2020";2025;5095
4112306;1;1;2;5;"2020";1629;4930
4112405;1;1;2;5;"2020";2593;9500
4112504;1;1;2;5;"2020";4110;11196
4112603;1;1;2;5;"2020";476;1320
4112702;1;1;2;5;"2020";4000;12638
4112751;1;1;2;5;"2020";2471;8330
4112801;1;1;2;5;"2020";3204;12009
4112900;1;1;2;5;"2020";1139;3269
4112959;1;1;2;5;"2020";2376;7292
4113007;1;1;2;5;"2020";1782;7041
4113106;1;1;2;5;"2020";1414;4047
4113205;1;1;2;5;"2020";13041;48410
4113254;1;1;2;5;"2020";2352;5784
4113304;1;1;2;5;"2020";10202;32139
4113403;1;1;2;5;"2020";1251;3925
4113429;1;1;2;5;"2020";1314;3231
4113452;1;1;2;5;"2020";1781;4592
4113502;1;1;2;5;"2020";6457;23242
4113601;1;1;2;5;"2020";1331;4819
4113700;1;1;2;5;"2020";146823;575377
4113734;1;1;2;5;"2020";2229;7240
4113759;1;1;2;5;"2020";1701;4744
4113809;1;1;2;5;"2020";1453;4945
4113908;1;1;2;5;"2020";3726;13663
4114005;1;1;2;5;"2020";4406;13014
4114104;1;1;2;5;"2020";7702;23100
4114203;1;1;2;5;"2020";9088;34515
4114302;1;1;2;5;"2020";8821;27315
4114351;1;1;2;5;"2020";866;2506
4114401;1;1;2;5;"2020";5076;16642
4114500;1;1;2;5;"2020";4402;13510
4114609;1;1;2;5;"2020";11680;53495
4114708;1;1;2;5;"2020";1814;5634
4114807;1;1;2;5;"2020";11742;35804
4114906;1;1;2;5;"2020";2922;8814
4115002;1;1;2;5;"2020";2284;7084
4115101;1;1;2;5;"2020";3690;10336
4115200;1;1;2;5;"2020";102997;430157
4115309;1;1;2;5;"2020";1723;6632
4115358;1;1;2;5;"2020";1319;5582
4115408;1;1;2;5;"2020";4276;14387
4115457;1;1;2;5;"2020";1727;4340
4115507;1;1;2;5;"2020";1259;4677
4115606;1;1;2;5;"2020";4169;18107
4115705;1;1;2;5;"2020";15133;35219
4115739;1;1;2;5;"2020";1304;3206
4115754;1;1;2;5;"2020";3245;10800
4115804;1;1;2;5;"2020";12309;46574
4115853;1;1;2;5;"2020";1304;5577
4115903;1;1;2;5;"2020";661;2196
4116000;1;1;2;5;"2020";511;1796
4116059;1;1;2;5;"2020";2900;10704
4116109;1;1;2;5;"2020";3938;12042
4116208;1;1;2;5;"2020";6465;16446
4116307;1;1;2;5;"2020";1360;4009
4116406;1;1;2;5;"2020";1022;4008
4116505;1;1;2;5;"2020";387;1551
4116604;1;1;2;5;"2020";1129;3434
4116703;1;1;2;5;"2020";3231;10299
4116802;1;1;2;5;"2020";2322;5061
4116901;1;1;2;5;"2020";8253;27984
4116950;1;1;2;5;"2020";1433;5030
4117008;1;1;2;5;"2020";2645;8136
4117057;1;1;2;5;"2020";3585;11507
4117107;1;1;2;5;"2020";3610;13200
4117206;1;1;2;5;"2020";1836;5826
4117214;1;1;2;5;"2020";1530;4277
4117222;1;1;2;5;"2020";1864;8266
4117255;1;1;2;5;"2020";3027;10544
4117271;1;1;2;5;"2020";2360;5448
4117297;1;1;2;5;"2020";1016;2840
4117305;1;1;2;5;"2020";8254;21960
4117404;1;1;2;5;"2020";904;3425
4117453;1;1;2;5;"2020";1626;6016
4117503;1;1;2;5;"2020";12340;41773
4117602;1;1;2;5;"2020";13018;51755
4117701;1;1;2;5;"2020";9576;33994
4117800;1;1;2;5;"2020";5574;12960
4117909;1;1;2;5;"2020";7970;32121
4118006;1;1;2;5;"2020";3067;14023
4118105;1;1;2;5;"2020";3194;11580
4118204;1;1;2;5;"2020";47539;156174
4118303;1;1;2;5;"2020";880;3241
4118402;1;1;2;5;"2020";26314;88922
4118451;1;1;2;5;"2020";1390;5684
4118501;1;1;2;5;"2020";20909;83843
4118600;1;1;2;5;"2020";1812;5908
4118709;1;1;2;5;"2020";2312;7387
4118808;1;1;2;5;"2020";4282;14007
4118857;1;1;2;5;"2020";2070;6160
4118907;1;1;2;5;"2020";3637;11321
4119004;1;1;2;5;"2020";1825;6288
4119103;1;1;2;5;"2020";3427;12882
4119152;1;1;2;5;"2020";37099;133490
4119202;1;1;2;5;"2020";2448;6324
4119251;1;1;2;5;"2020";799;2737
4119301;1;1;2;5;"2020";11154;32559
4119400;1;1;2;5;"2020";7685;25617
4119509;1;1;2;5;"2020";33474;114970
4119608;1;1;2;5;"2020";11325;29994
4119657;1;1;2;5;"2020";846;3262
4119707;1;1;2;5;"2020";1415;4272
4119806;1;1;2;5;"2020";3593;13431
4119905;1;1;2;5;"2020";100540;355336
4119954;1;1;2;5;"2020";11342;27915
4120002;1;1;2;5;"2020";3421;12748
4120101;1;1;2;5;"2020";1388;4874
4120150;1;1;2;5;"2020";1154;3184
4120200;1;1;2;5;"2020";1153;2556
4120309;1;1;2;5;"2020";1174;4061
4120333;1;1;2;5;"2020";1123;3780
4120358;1;1;2;5;"2020";1547;5095
4120408;1;1;2;5;"2020";1305;5351
4120507;1;1;2;5;"2020";3130;11130
4120606;1;1;2;5;"2020";16859;52513
4120655;1;1;2;5;"2020";1321;4465
4120705;1;1;2;5;"2020";2552;7477
4120804;1;1;2;5;"2020";6324;23911
4120853;1;1;2;5;"2020";757;4029
4120903;1;1;2;5;"2020";9940;34409
4121000;1;1;2;5;"2020";3952;12232
4121109;1;1;2;5;"2020";1567;4508
4121208;1;1;2;5;"2020";6466;19221
4121257;1;1;2;5;"2020";1204;4476
4121307;1;1;2;5;"2020";1281;3784
4121356;1;1;2;5;"2020";833;2628
4121406;1;1;2;5;"2020";4989;16950
4121505;1;1;2;5;"2020";5190;14946
4121604;1;1;2;5;"2020";1836;6787
4121703;1;1;2;5;"2020";8882;26825
4121752;1;1;2;5;"2020";2418;8069
4121802;1;1;2;5;"2020";3462;10645
4121901;1;1;2;5;"2020";4730;12948
4122008;1;1;2;5;"2020";4597;15336
4122107;1;1;2;5;"2020";973;3182
4122156;1;1;2;5;"2020";6100;13255
4122172;1;1;2;5;"2020";1507;4109
4122206;1;1;2;5;"2020";11641;32517
4122305;1;1;2;5;"2020";7614;34411
4122404;1;1;2;5;"2020";16924;67383
4122503;1;1;2;5;"2020";3738;9645
4122602;1;1;2;5;"2020";2371;9622
4122651;1;1;2;5;"2020";1923;4689
4122701;1;1;2;5;"2020";2124;6891
4122800;1;1;2;5;"2020";1076;3483
4122909;1;1;2;5;"2020";1627;4898
4123006;1;1;2;5;"2020";3636;14872
4123105;1;1;2;5;"2020";1200;3266
4123204;1;1;2;5;"2020";1184;3293
4123303;1;1;2;5;"2020";2990;7751
4123402;1;1;2;5;"2020";3402;12186
4123501;1;1;2;5;"2020";6946;26767
4123600;1;1;2;5;"2020";519;1594
4123709;1;1;2;5;"2020";2615;8523
4123808;1;1;2;5;"2020";3103;14794
4123824;1;1;2;5;"2020";1140;3793
4123857;1;1;2;5;"2020";3921;9410
4123907;1;1;2;5;"2020";3511;11622
4123956;1;1;2;5;"2020";1104;4017
4124004;1;1;2;5;"2020";1752;4954
4124020;1;1;2;5;"2020";3654;10096
4124053;1;1;2;5;"2020";7509;23699
4124103;1;1;2;5;"2020";13096;46251
4124202;1;1;2;5;"2020";801;2626
4124301;1;1;2;5;"2020";684;2068
4124400;1;1;2;5;"2020";6035;20261
4124509;1;1;2;5;"2020";1540;5416
4124608;1;1;2;5;"2020";2044;6920
4124707;1;1;2;5;"2020";4021;11128
4124806;1;1;2;5;"2020";2744;10181
4124905;1;1;2;5;"2020";1894;5837
4125001;1;1;2;5;"2020";3437;10056
4125100;1;1;2;5;"2020";5395;15241
4125209;1;1;2;5;"2020";2434;9028
4125308;1;1;2;5;"2020";1392;5543
4125357;1;1;2;5;"2020";2039;5586
4125407;1;1;2;5;"2020";1923;6160
4125456;1;1;2;5;"2020";1188;3627
4125506;1;1;2;5;"2020";90006;329058
4125555;1;1;2;5;"2020";450;2163
4125605;1;1;2;5;"2020";13582;46705
4125704;1;1;2;5;"2020";8065;27576
4125753;1;1;2;5;"2020";1839;5820
4125803;1;1;2;5;"2020";2628;11046
4125902;1;1;2;5;"2020";765;2289
4126009;1;1;2;5;"2020";2892;8859
4126108;1;1;2;5;"2020";1543;5750
4126207;1;1;2;5;"2020";2343;6722
4126256;1;1;2;5;"2020";31712;97803
4126272;1;1;2;5;"2020";1823;5539
4126306;1;1;2;5;"2020";5342;19385
4126355;1;1;2;5;"2020";1052;4477
4126405;1;1;2;5;"2020";1747;5216
4126504;1;1;2;5;"2020";4619;16413
4126603;1;1;2;5;"2020";6085;21249
4126652;1;1;2;5;"2020";878;2930
4126678;1;1;2;5;"2020";3228;15040
4126702;1;1;2;5;"2020";1520;5158
4126801;1;1;2;5;"2020";4496;16345
4126900;1;1;2;5;"2020";2015;5495
4127007;1;1;2;5;"2020";3472;12567
4127106;1;1;2;5;"2020";17945;79792
4127205;1;1;2;5;"2020";4499;17200
4127304;1;1;2;5;"2020";4859;16924
4127403;1;1;2;5;"2020";5401;17522
4127502;1;1;2;5;"2020";6596;20607
4127601;1;1;2;5;"2020";5942;17084
4127700;1;1;2;5;"2020";34344;142645
4127809;1;1;2;5;"2020";2505;7807
4127858;1;1;2;5;"2020";3559;12038
4127882;1;1;2;5;"2020";2285;9022
4127908;1;1;2;5;"2020";2648;8533
4127957;1;1;2;5;"2020";2290;8109
4127965;1;1;2;5;"2020";4840;13095
4128005;1;1;2;5;"2020";6832;20909
4128104;1;1;2;5;"2020";31676;112500
4128203;1;1;2;5;"2020";16400;57913
4128302;1;1;2;5;"2020";680;2614
4128401;1;1;2;5;"2020";3443;11273
4128500;1;1;2;5;"2020";6262;19386
4128534;1;1;2;5;"2020";2984;12088
4128559;1;1;2;5;"2020";2514;8454
4128609;1;1;2;5;"2020";2028;7174
4128625;1;1;2;5;"2020";1154;2685
4128633;1;1;2;5;"2020";2094;5552
4128658;1;1;2;5;"2020";1322;4022
4128708;1;1;2;5;"2020";1861;6859
4128807;1;1;2;5;"2020";1945;5630
4100103;1;1;2;5;"2021";1;7360
4100202;1;1;2;5;"2021";1;5797
4100301;1;1;2;5;"2021";1;9567
4100400;1;1;2;5;"2021";12;121420
4100459;1;1;2;5;"2021";1;1429
4100509;1;1;2;5;"2021";7;22293
4100608;1;1;2;5;"2021";3;14945
4100707;1;1;2;5;"2021";3;9722
4100806;1;1;2;5;"2021";0;11598
4100905;1;1;2;5;"2021";4;6405
4101002;1;1;2;5;"2021";1;19466
4101051;1;1;2;5;"2021";0;2774
4101101;1;1;2;5;"2021";1;19823
4101150;1;1;2;5;"2021";0;2931
4101200;1;1;2;5;"2021";2;18919
4101309;1;1;2;5;"2021";0;7421
4101408;1;1;2;5;"2021";20;137438
4101507;1;1;2;5;"2021";19;126545
4101606;1;1;2;5;"2021";1;28480
4101655;1;1;2;5;"2021";0;2951
4101705;1;1;2;5;"2021";0;14029
4101804;1;1;2;5;"2021";19;148522
4101853;1;1;2;5;"2021";0;2026
4101903;1;1;2;5;"2021";7;14792
4102000;1;1;2;5;"2021";2;33306
4102109;1;1;2;5;"2021";8;26304
4102208;1;1;2;5;"2021";1;3871
4102307;1;1;2;5;"2021";2;13238
4102406;1;1;2;5;"2021";4;31061
4102505;1;1;2;5;"2021";0;11287
4102604;1;1;2;5;"2021";1;10347
4102703;1;1;2;5;"2021";1;2781
4102752;1;1;2;5;"2021";0;3404
4102802;1;1;2;5;"2021";3;15400
4102901;1;1;2;5;"2021";2;16411
4103008;1;1;2;5;"2021";0;3991
4103024;1;1;2;5;"2021";0;2437
4103040;1;1;2;5;"2021";0;6343
4103057;1;1;2;5;"2021";1;7524
4103107;1;1;2;5;"2021";0;13308
4103156;1;1;2;5;"2021";1;3472
4103206;1;1;2;5;"2021";1;7103
4103222;1;1;2;5;"2021";0;3244
4103305;1;1;2;5;"2021";1;6290
4103354;1;1;2;5;"2021";0;5338
4103370;1;1;2;5;"2021";0;2521
4103404;1;1;2;5;"2021";0;2973
4103453;1;1;2;5;"2021";3;18783
4103479;1;1;2;5;"2021";1;3975
4103503;1;1;2;5;"2021";3;8641
4103602;1;1;2;5;"2021";0;25569
4103701;1;1;2;5;"2021";12;108126
4103800;1;1;2;5;"2021";3;7967
4103909;1;1;2;5;"2021";1;13888
4103958;1;1;2;5;"2021";0;3831
4104006;1;1;2;5;"2021";4;44072
4104055;1;1;2;5;"2021";2;3694
4104105;1;1;2;5;"2021";0;8118
4104204;1;1;2;5;"2021";15;135678
4104253;1;1;2;5;"2021";4;30151
4104303;1;1;2;5;"2021";12;96102
4104402;1;1;2;5;"2021";0;14606
4104428;1;1;2;5;"2021";0;16126
4104451;1;1;2;5;"2021";2;13340
4104501;1;1;2;5;"2021";2;19172
4104600;1;1;2;5;"2021";0;15887
4104659;1;1;2;5;"2021";1;24225
4104709;1;1;2;5;"2021";2;14391
4104808;1;1;2;5;"2021";90;336073
4104907;1;1;2;5;"2021";1;72125
4105003;1;1;2;5;"2021";0;10144
4105102;1;1;2;5;"2021";1;10704
4105201;1;1;2;5;"2021";1;17884
4105300;1;1;2;5;"2021";2;11872
4105409;1;1;2;5;"2021";1;19083
4105508;1;1;2;5;"2021";17;84980
4105607;1;1;2;5;"2021";1;12939
4105706;1;1;2;5;"2021";1;16344
4105805;1;1;2;5;"2021";44;249277
4105904;1;1;2;5;"2021";3;24271
4106001;1;1;2;5;"2021";1;8896
4106100;1;1;2;5;"2021";0;3891
4106209;1;1;2;5;"2021";4;19082
4106308;1;1;2;5;"2021";2;17162
4106407;1;1;2;5;"2021";6;47840
4106456;1;1;2;5;"2021";0;7538
4106506;1;1;2;5;"2021";1;20430
4106555;1;1;2;5;"2021";0;3038
4106571;1;1;2;5;"2021";1;4229
4106605;1;1;2;5;"2021";8;20962
4106704;1;1;2;5;"2021";1;4430
4106803;1;1;2;5;"2021";1;18772
4106852;1;1;2;5;"2021";0;2892
4106902;1;1;2;5;"2021";559;1963726
4107009;1;1;2;5;"2021";0;15289
4107108;1;1;2;5;"2021";1;4975
4107124;1;1;2;5;"2021";0;3409
4107157;1;1;2;5;"2021";0;5279
4107207;1;1;2;5;"2021";0;41424
4107256;1;1;2;5;"2021";3;8988
4107306;1;1;2;5;"2021";1;5987
4107405;1;1;2;5;"2021";0;5906
4107504;1;1;2;5;"2021";0;13962
4107520;1;1;2;5;"2021";0;1633
4107538;1;1;2;5;"2021";1;4651
4107546;1;1;2;5;"2021";0;3980
4107553;1;1;2;5;"2021";1;2995
4107603;1;1;2;5;"2021";3;17379
4107652;1;1;2;5;"2021";23;103750
4107702;1;1;2;5;"2021";1;4734
4107736;1;1;2;5;"2021";1;5561
4107751;1;1;2;5;"2021";2;7625
4107801;1;1;2;5;"2021";1;4883
4107850;1;1;2;5;"2021";0;4583
4107900;1;1;2;5;"2021";0;6926
4108007;1;1;2;5;"2021";1;10360
4108106;1;1;2;5;"2021";0;2709
4108205;1;1;2;5;"2021";0;6345
4108304;1;1;2;5;"2021";95;257971
4108320;1;1;2;5;"2021";0;5942
4108403;1;1;2;5;"2021";8;93308
4108452;1;1;2;5;"2021";0;4466
4108502;1;1;2;5;"2021";1;13661
4108551;1;1;2;5;"2021";0;2850
4108601;1;1;2;5;"2021";5;28734
4108650;1;1;2;5;"2021";1;6997
4108700;1;1;2;5;"2021";0;5379
4108809;1;1;2;5;"2021";4;33497
4108908;1;1;2;5;"2021";1;6635
4108957;1;1;2;5;"2021";0;8881
4109005;1;1;2;5;"2021";1;3767
4109104;1;1;2;5;"2021";1;2239
4109203;1;1;2;5;"2021";1;5557
4109302;1;1;2;5;"2021";1;11969
4109401;1;1;2;5;"2021";16;183755
4109500;1;1;2;5;"2021";0;7554
4109609;1;1;2;5;"2021";6;37974
4109658;1;1;2;5;"2021";1;5030
4109708;1;1;2;5;"2021";1;31854
4109757;1;1;2;5;"2021";2;6387
4109807;1;1;2;5;"2021";8;55688
4109906;1;1;2;5;"2021";3;7671
4110003;1;1;2;5;"2021";0;4475
4110052;1;1;2;5;"2021";0;2251
4110078;1;1;2;5;"2021";1;13449
4110102;1;1;2;5;"2021";4;33306
4110201;1;1;2;5;"2021";0;11117
4110300;1;1;2;5;"2021";0;3122
4110409;1;1;2;5;"2021";0;4472
4110508;1;1;2;5;"2021";0;15327
4110607;1;1;2;5;"2021";7;13642
4110656;1;1;2;5;"2021";0;2216
4110706;1;1;2;5;"2021";4;61439
4110805;1;1;2;5;"2021";0;10029
4110904;1;1;2;5;"2021";0;4426
4110953;1;1;2;5;"2021";0;11588
4111001;1;1;2;5;"2021";2;6516
4111100;1;1;2;5;"2021";3;6110
4111209;1;1;2;5;"2021";1;12220
4111258;1;1;2;5;"2021";1;29493
4111308;1;1;2;5;"2021";1;2700
4111407;1;1;2;5;"2021";2;14049
4111506;1;1;2;5;"2021";2;31886
4111555;1;1;2;5;"2021";4;8294
4111605;1;1;2;5;"2021";0;3299
4111704;1;1;2;5;"2021";0;5332
4111803;1;1;2;5;"2021";11;39268
4111902;1;1;2;5;"2021";0;13861
4112009;1;1;2;5;"2021";0;35192
4112108;1;1;2;5;"2021";2;21281
4112207;1;1;2;5;"2021";0;4948
4112306;1;1;2;5;"2021";0;4929
4112405;1;1;2;5;"2021";5;9573
4112504;1;1;2;5;"2021";1;11067
4112603;1;1;2;5;"2021";0;1309
4112702;1;1;2;5;"2021";4;12687
4112751;1;1;2;5;"2021";2;8251
4112801;1;1;2;5;"2021";0;12108
4112900;1;1;2;5;"2021";1;3248
4112959;1;1;2;5;"2021";1;7244
4113007;1;1;2;5;"2021";2;7069
4113106;1;1;2;5;"2021";0;3996
4113205;1;1;2;5;"2021";4;48651
4113254;1;1;2;5;"2021";0;5719
4113304;1;1;2;5;"2021";6;32167
4113403;1;1;2;5;"2021";1;3896
4113429;1;1;2;5;"2021";0;3155
4113452;1;1;2;5;"2021";1;4488
4113502;1;1;2;5;"2021";7;23393
4113601;1;1;2;5;"2021";1;4850
4113700;1;1;2;5;"2021";201;580870
4113734;1;1;2;5;"2021";0;7217
4113759;1;1;2;5;"2021";0;4695
4113809;1;1;2;5;"2021";0;4969
4113908;1;1;2;5;"2021";0;13697
4114005;1;1;2;5;"2021";0;12900
4114104;1;1;2;5;"2021";7;23373
4114203;1;1;2;5;"2021";1;34628
4114302;1;1;2;5;"2021";4;27750
4114351;1;1;2;5;"2021";0;2442
4114401;1;1;2;5;"2021";1;16572
4114500;1;1;2;5;"2021";1;13517
4114609;1;1;2;5;"2021";9;54031
4114708;1;1;2;5;"2021";2;5593
4114807;1;1;2;5;"2021";4;36103
4114906;1;1;2;5;"2021";0;8793
4115002;1;1;2;5;"2021";2;7093
4115101;1;1;2;5;"2021";4;10327
4115200;1;1;2;5;"2021";132;436472
4115309;1;1;2;5;"2021";0;6655
4115358;1;1;2;5;"2021";0;5562
4115408;1;1;2;5;"2021";1;14407
4115457;1;1;2;5;"2021";1;4283
4115507;1;1;2;5;"2021";0;4676
4115606;1;1;2;5;"2021";1;18266
4115705;1;1;2;5;"2021";6;35705
4115739;1;1;2;5;"2021";1;3142
4115754;1;1;2;5;"2021";0;10994
4115804;1;1;2;5;"2021";6;46940
4115853;1;1;2;5;"2021";0;5617
4115903;1;1;2;5;"2021";0;2180
4116000;1;1;2;5;"2021";0;1786
4116059;1;1;2;5;"2021";1;10706
4116109;1;1;2;5;"2021";0;11966
4116208;1;1;2;5;"2021";2;16485
4116307;1;1;2;5;"2021";0;4034
4116406;1;1;2;5;"2021";0;4009
4116505;1;1;2;5;"2021";0;1560
4116604;1;1;2;5;"2021";0;3424
4116703;1;1;2;5;"2021";1;10131
4116802;1;1;2;5;"2021";0;4827
4116901;1;1;2;5;"2021";7;28062
4116950;1;1;2;5;"2021";0;5014
4117008;1;1;2;5;"2021";0;8120
4117057;1;1;2;5;"2021";1;11462
4117107;1;1;2;5;"2021";4;13188
4117206;1;1;2;5;"2021";1;5846
4117214;1;1;2;5;"2021";1;4304
4117222;1;1;2;5;"2021";1;8311
4117255;1;1;2;5;"2021";0;10540
4117271;1;1;2;5;"2021";0;5252
4117297;1;1;2;5;"2021";0;2836
4117305;1;1;2;5;"2021";2;21783
4117404;1;1;2;5;"2021";1;3423
4117453;1;1;2;5;"2021";2;6036
4117503;1;1;2;5;"2021";12;42251
4117602;1;1;2;5;"2021";3;52503
4117701;1;1;2;5;"2021";1;34109
