"city_code";"group_code";"variable_code";"type_code";"standard_code";"year";"result";"population"
4104428;1;6;1;6;"2011";17152;15045
4104428;1;7;1;6;"2011";42501;15045
4104428;1;8;1;6;"2011";14984;15045
4104451;1;1;1;6;"2011";130956;12963
4104451;1;2;1;6;"2011";123852;12963
4104451;1;3;1;6;"2011";44293;12963
4104451;1;4;1;6;"2011";6838;12963
4104451;1;5;1;6;"2011";40629;12963
4104451;1;6;1;6;"2011";10102;12963
4104451;1;7;1;6;"2011";32092;12963
4104451;1;8;1;6;"2011";7104;12963
4104501;1;1;1;6;"2011";306221;18549
4104501;1;2;1;6;"2011";280789;18549
4104501;1;3;1;6;"2011";71909;18549
4104501;1;4;1;6;"2011";56974;18549
4104501;1;5;1;6;"2011";105234;18549
4104501;1;6;1;6;"2011";16509;18549
4104501;1;7;1;6;"2011";46672;18549
4104501;1;8;1;6;"2011";25432;18549
4104600;1;1;1;6;"2011";768710;15016
4104600;1;2;1;6;"2011";753251;15016
4104600;1;3;1;6;"2011";62168;15016
4104600;1;4;1;6;"2011";581027;15016
4104600;1;5;1;6;"2011";71747;15016
4104600;1;6;1;6;"2011";51193;15016
4104600;1;7;1;6;"2011";38308;15016
4104600;1;8;1;6;"2011";15460;15016
4104659;1;1;1;6;"2011";802660;19494
4104659;1;2;1;6;"2011";720960;19494
4104659;1;3;1;6;"2011";126098;19494
4104659;1;4;1;6;"2011";257066;19494
4104659;1;5;1;6;"2011";278080;19494
4104659;1;6;1;6;"2011";41175;19494
4104659;1;7;1;6;"2011";59716;19494
4104659;1;8;1;6;"2011";81699;19494
4104709;1;1;1;6;"2011";206401;13737
4104709;1;2;1;6;"2011";187812;13737
4104709;1;3;1;6;"2011";61803;13737
4104709;1;4;1;6;"2011";21618;13737
4104709;1;5;1;6;"2011";70238;13737
4104709;1;6;1;6;"2011";15025;13737
4104709;1;7;1;6;"2011";34153;13737
4104709;1;8;1;6;"2011";18589;13737
4104808;1;1;1;6;"2011";6307457;289340
4104808;1;2;1;6;"2011";5578293;289340
4104808;1;3;1;6;"2011";318102;289340
4104808;1;4;1;6;"2011";1101721;289340
4104808;1;5;1;6;"2011";3455614;289340
4104808;1;6;1;6;"2011";21799;289340
4104808;1;7;1;6;"2011";702856;289340
4104808;1;8;1;6;"2011";729164;289340
4104907;1;1;1;6;"2011";1328537;67353
4104907;1;2;1;6;"2011";1224621;67353
4104907;1;3;1;6;"2011";323076;67353
4104907;1;4;1;6;"2011";244532;67353
4104907;1;5;1;6;"2011";480164;67353
4104907;1;6;1;6;"2011";19725;67353
4104907;1;7;1;6;"2011";176849;67353
4104907;1;8;1;6;"2011";103916;67353
4105003;1;1;1;6;"2011";164596;10186
4105003;1;2;1;6;"2011";157368;10186
4105003;1;3;1;6;"2011";85032;10186
4105003;1;4;1;6;"2011";6863;10186
4105003;1;5;1;6;"2011";40013;10186
4105003;1;6;1;6;"2011";16159;10186
4105003;1;7;1;6;"2011";25460;10186
4105003;1;8;1;6;"2011";7228;10186
4105102;1;1;1;6;"2011";114033;11142
4105102;1;2;1;6;"2011";109320;11142
4105102;1;3;1;6;"2011";36840;11142
4105102;1;4;1;6;"2011";8080;11142
4105102;1;5;1;6;"2011";37730;11142
4105102;1;6;1;6;"2011";10235;11142
4105102;1;7;1;6;"2011";26670;11142
4105102;1;8;1;6;"2011";4713;11142
4105201;1;1;1;6;"2011";154011;16983
4105201;1;2;1;6;"2011";150177;16983
4105201;1;3;1;6;"2011";73502;16983
4105201;1;4;1;6;"2011";10100;16983
4105201;1;5;1;6;"2011";25801;16983
4105201;1;6;1;6;"2011";9069;16983
4105201;1;7;1;6;"2011";40775;16983
4105201;1;8;1;6;"2011";3833;16983
4105300;1;1;1;6;"2011";302466;11078
4105300;1;2;1;6;"2011";275989;11078
4105300;1;3;1;6;"2011";70342;11078
4105300;1;4;1;6;"2011";74820;11078
4105300;1;5;1;6;"2011";99574;11078
4105300;1;6;1;6;"2011";27303;11078
4105300;1;7;1;6;"2011";31253;11078
4105300;1;8;1;6;"2011";26477;11078
4105409;1;1;1;6;"2011";321954;19613
4105409;1;2;1;6;"2011";300189;19613
4105409;1;3;1;6;"2011";86298;19613
4105409;1;4;1;6;"2011";51200;19613
4105409;1;5;1;6;"2011";110878;19613
4105409;1;6;1;6;"2011";16415;19613
4105409;1;7;1;6;"2011";51813;19613
4105409;1;8;1;6;"2011";21765;19613
4105508;1;1;1;6;"2011";1428960;70922
4105508;1;2;1;6;"2011";1305335;70922
4105508;1;3;1;6;"2011";96069;70922
4105508;1;4;1;6;"2011";497642;70922
4105508;1;5;1;6;"2011";539807;70922
4105508;1;6;1;6;"2011";20148;70922
4105508;1;7;1;6;"2011";171816;70922
4105508;1;8;1;6;"2011";123626;70922
4105607;1;1;1;6;"2011";193351;11180
4105607;1;2;1;6;"2011";179795;11180
4105607;1;3;1;6;"2011";24254;11180
4105607;1;4;1;6;"2011";69409;11180
4105607;1;5;1;6;"2011";56807;11180
4105607;1;6;1;6;"2011";17294;11180
4105607;1;7;1;6;"2011";29326;11180
4105607;1;8;1;6;"2011";13556;11180
4105706;1;1;1;6;"2011";227692;17156
4105706;1;2;1;6;"2011";210492;17156
4105706;1;3;1;6;"2011";58296;17156
4105706;1;4;1;6;"2011";14072;17156
4105706;1;5;1;6;"2011";95820;17156
4105706;1;6;1;6;"2011";13272;17156
4105706;1;7;1;6;"2011";42304;17156
4105706;1;8;1;6;"2011";17200;17156
4105805;1;1;1;6;"2011";2762519;215242
4105805;1;2;1;6;"2011";2443806;215242
4105805;1;3;1;6;"2011";60845;215242
4105805;1;4;1;6;"2011";750829;215242
4105805;1;5;1;6;"2011";1144449;215242
4105805;1;6;1;6;"2011";12834;215242
4105805;1;7;1;6;"2011";487683;215242
4105805;1;8;1;6;"2011";318713;215242
4105904;1;1;1;6;"2011";392448;22452
4105904;1;2;1;6;"2011";349503;22452
4105904;1;3;1;6;"2011";45177;22452
4105904;1;4;1;6;"2011";106608;22452
4105904;1;5;1;6;"2011";140967;22452
4105904;1;6;1;6;"2011";17479;22452
4105904;1;7;1;6;"2011";56752;22452
4105904;1;8;1;6;"2011";42944;22452
4106001;1;1;1;6;"2011";109872;8312
4106001;1;2;1;6;"2011";105683;8312
4106001;1;3;1;6;"2011";48651;8312
4106001;1;4;1;6;"2011";8767;8312
4106001;1;5;1;6;"2011";26374;8312
4106001;1;6;1;6;"2011";13218;8312
4106001;1;7;1;6;"2011";21891;8312
4106001;1;8;1;6;"2011";4188;8312
4106100;1;1;1;6;"2011";47007;3650
4106100;1;2;1;6;"2011";45923;3650
4106100;1;3;1;6;"2011";24066;3650
4106100;1;4;1;6;"2011";2564;3650
4106100;1;5;1;6;"2011";8611;3650
4106100;1;6;1;6;"2011";12879;3650
4106100;1;7;1;6;"2011";10682;3650
4106100;1;8;1;6;"2011";1084;3650
4106209;1;1;1;6;"2011";188713;16095
4106209;1;2;1;6;"2011";168897;16095
4106209;1;3;1;6;"2011";25862;16095
4106209;1;4;1;6;"2011";28568;16095
4106209;1;5;1;6;"2011";75592;16095
4106209;1;6;1;6;"2011";11725;16095
4106209;1;7;1;6;"2011";38875;16095
4106209;1;8;1;6;"2011";19816;16095
4106308;1;1;1;6;"2011";346657;16352
4106308;1;2;1;6;"2011";323762;16352
4106308;1;3;1;6;"2011";112824;16352
4106308;1;4;1;6;"2011";25931;16352
4106308;1;5;1;6;"2011";143382;16352
4106308;1;6;1;6;"2011";21200;16352
4106308;1;7;1;6;"2011";41625;16352
4106308;1;8;1;6;"2011";22895;16352
4106407;1;1;1;6;"2011";883106;46934
4106407;1;2;1;6;"2011";803868;46934
4106407;1;3;1;6;"2011";80731;46934
4106407;1;4;1;6;"2011";149773;46934
4106407;1;5;1;6;"2011";455364;46934
4106407;1;6;1;6;"2011";18816;46934
4106407;1;7;1;6;"2011";118000;46934
4106407;1;8;1;6;"2011";79237;46934
4106456;1;1;1;6;"2011";98168;7256
4106456;1;2;1;6;"2011";92596;7256
4106456;1;3;1;6;"2011";43304;7256
4106456;1;4;1;6;"2011";14199;7256
4106456;1;5;1;6;"2011";15691;7256
4106456;1;6;1;6;"2011";13529;7256
4106456;1;7;1;6;"2011";19403;7256
4106456;1;8;1;6;"2011";5572;7256
4106506;1;1;1;6;"2011";337933;21630
4106506;1;2;1;6;"2011";309248;21630
4106506;1;3;1;6;"2011";77753;21630
4106506;1;4;1;6;"2011";47457;21630
4106506;1;5;1;6;"2011";131113;21630
4106506;1;6;1;6;"2011";15623;21630
4106506;1;7;1;6;"2011";52925;21630
4106506;1;8;1;6;"2011";28685;21630
4106555;1;1;1;6;"2011";46247;3930
4106555;1;2;1;6;"2011";44731;3930
4106555;1;3;1;6;"2011";20528;3930
4106555;1;4;1;6;"2011";2369;3930
4106555;1;5;1;6;"2011";10777;3930
4106555;1;6;1;6;"2011";11768;3930
4106555;1;7;1;6;"2011";11058;3930
4106555;1;8;1;6;"2011";1516;3930
4106803;1;1;1;6;"2011";200745;18069
4106803;1;2;1;6;"2011";193967;18069
4106803;1;3;1;6;"2011";90163;18069
4106803;1;4;1;6;"2011";14841;18069
4106803;1;5;1;6;"2011";38092;18069
4106803;1;6;1;6;"2011";11110;18069
4106803;1;7;1;6;"2011";50870;18069
4106803;1;8;1;6;"2011";6778;18069
4106571;1;1;1;6;"2011";72764;4270
4106571;1;2;1;6;"2011";69466;4270
4106571;1;3;1;6;"2011";35780;4270
4106571;1;4;1;6;"2011";7750;4270
4106571;1;5;1;6;"2011";12714;4270
4106571;1;6;1;6;"2011";17041;4270
4106571;1;7;1;6;"2011";13223;4270
4106571;1;8;1;6;"2011";3299;4270
4106605;1;1;1;6;"2011";327369;20431
4106605;1;2;1;6;"2011";297882;20431
4106605;1;3;1;6;"2011";43939;20431
4106605;1;4;1;6;"2011";61489;20431
4106605;1;5;1;6;"2011";141561;20431
4106605;1;6;1;6;"2011";16023;20431
4106605;1;7;1;6;"2011";50892;20431
4106605;1;8;1;6;"2011";29487;20431
4106704;1;1;1;6;"2011";108368;4548
4106704;1;2;1;6;"2011";105618;4548
4106704;1;3;1;6;"2011";75117;4548
4106704;1;4;1;6;"2011";4514;4548
4106704;1;5;1;6;"2011";13207;4548
4106704;1;6;1;6;"2011";23828;4548
4106704;1;7;1;6;"2011";12780;4548
4106704;1;8;1;6;"2011";2751;4548
4106852;1;1;1;6;"2011";66004;3140
4106852;1;2;1;6;"2011";63108;3140
4106852;1;3;1;6;"2011";34818;3140
4106852;1;4;1;6;"2011";3121;3140
4106852;1;5;1;6;"2011";16256;3140
4106852;1;6;1;6;"2011";21020;3140
4106852;1;7;1;6;"2011";8913;3140
4106852;1;8;1;6;"2011";2896;3140
4106902;1;1;1;6;"2011";65924883;1764541
4106902;1;2;1;6;"2011";52479463;1764541
4106902;1;3;1;6;"2011";8034;1764541
4106902;1;4;1;6;"2011";12627725;1764541
4106902;1;5;1;6;"2011";34922654;1764541
4106902;1;6;1;6;"2011";37361;1764541
4106902;1;7;1;6;"2011";4921051;1764541
4106902;1;8;1;6;"2011";13445420;1764541
4107009;1;1;1;6;"2011";140809;14002
4107009;1;2;1;6;"2011";133034;14002
4107009;1;3;1;6;"2011";48153;14002
4107009;1;4;1;6;"2011";8677;14002
4107009;1;5;1;6;"2011";43953;14002
4107009;1;6;1;6;"2011";10056;14002
4107009;1;7;1;6;"2011";32251;14002
4107009;1;8;1;6;"2011";7775;14002
4107108;1;1;1;6;"2011";178938;5472
4107108;1;2;1;6;"2011";177496;5472
4107108;1;3;1;6;"2011";11099;5472
4107108;1;4;1;6;"2011";138211;5472
4107108;1;5;1;6;"2011";11546;5472
4107108;1;6;1;6;"2011";32701;5472
4107108;1;7;1;6;"2011";16639;5472
4107108;1;8;1;6;"2011";1442;5472
4107124;1;1;1;6;"2011";36768;3499
4107124;1;2;1;6;"2011";35935;3499
4107124;1;3;1;6;"2011";20286;3499
4107124;1;4;1;6;"2011";1150;3499
4107124;1;5;1;6;"2011";4273;3499
4107124;1;6;1;6;"2011";10508;3499
4107124;1;7;1;6;"2011";10226;3499
4107124;1;8;1;6;"2011";834;3499
4107157;1;1;1;6;"2011";56693;5039
4107157;1;2;1;6;"2011";54217;5039
4107157;1;3;1;6;"2011";22851;5039
4107157;1;4;1;6;"2011";2642;5039
4107157;1;5;1;6;"2011";14656;5039
4107157;1;6;1;6;"2011";11251;5039
4107157;1;7;1;6;"2011";14069;5039
4107157;1;8;1;6;"2011";2476;5039
4107207;1;1;1;6;"2011";793739;36501
4107207;1;2;1;6;"2011";727484;36501
4107207;1;3;1;6;"2011";148694;36501
4107207;1;4;1;6;"2011";192415;36501
4107207;1;5;1;6;"2011";297998;36501
4107207;1;6;1;6;"2011";21746;36501
4107207;1;7;1;6;"2011";88376;36501
4107207;1;8;1;6;"2011";66255;36501
4107256;1;1;1;6;"2011";319672;7544
4107256;1;2;1;6;"2011";211566;7544
4107256;1;3;1;6;"2011";17074;7544
4107256;1;4;1;6;"2011";53857;7544
4107256;1;5;1;6;"2011";120254;7544
4107256;1;6;1;6;"2011";42374;7544
4107256;1;7;1;6;"2011";20380;7544
4107256;1;8;1;6;"2011";108106;7544
4107306;1;1;1;6;"2011";84388;5832
4107306;1;2;1;6;"2011";78628;5832
4107306;1;3;1;6;"2011";22445;5832
4107306;1;4;1;6;"2011";7163;5832
4107306;1;5;1;6;"2011";33853;5832
4107306;1;6;1;6;"2011";14470;5832
4107306;1;7;1;6;"2011";15167;5832
4107306;1;8;1;6;"2011";5760;5832
4128633;1;1;1;6;"2011";52270;5706
4128633;1;2;1;6;"2011";51220;5706
4128633;1;3;1;6;"2011";29726;5706
4128633;1;4;1;6;"2011";1276;5706
4128633;1;5;1;6;"2011";5371;5706
4128633;1;6;1;6;"2011";9161;5706
4128633;1;7;1;6;"2011";14847;5706
4128633;1;8;1;6;"2011";1050;5706
4107405;1;1;1;6;"2011";113678;6082
4107405;1;2;1;6;"2011";107157;6082
4107405;1;3;1;6;"2011";52375;6082
4107405;1;4;1;6;"2011";17970;6082
4107405;1;5;1;6;"2011";19208;6082
4107405;1;6;1;6;"2011";18691;6082
4107405;1;7;1;6;"2011";17604;6082
4107405;1;8;1;6;"2011";6521;6082
4107504;1;1;1;6;"2011";269787;13893
4107504;1;2;1;6;"2011";250705;13893
4107504;1;3;1;6;"2011";74190;13893
4107504;1;4;1;6;"2011";40104;13893
4107504;1;5;1;6;"2011";100784;13893
4107504;1;6;1;6;"2011";19419;13893
4107504;1;7;1;6;"2011";35626;13893
4107504;1;8;1;6;"2011";19082;13893
4107538;1;1;1;6;"2011";95967;3972
4107538;1;2;1;6;"2011";88655;3972
4107538;1;3;1;6;"2011";21468;3972
4107538;1;4;1;6;"2011";20652;3972
4107538;1;5;1;6;"2011";32707;3972
4107538;1;6;1;6;"2011";24161;3972
4107538;1;7;1;6;"2011";13827;3972
4107538;1;8;1;6;"2011";7312;3972
4107520;1;1;1;6;"2011";22672;1945
4107520;1;2;1;6;"2011";21891;1945
4107520;1;3;1;6;"2011";8836;1945
4107520;1;4;1;6;"2011";1849;1945
4107520;1;5;1;6;"2011";3998;1945
4107520;1;6;1;6;"2011";11657;1945
4107520;1;7;1;6;"2011";7207;1945
4107520;1;8;1;6;"2011";781;1945
4107546;1;1;1;6;"2011";58534;4623
4107546;1;2;1;6;"2011";55688;4623
4107546;1;3;1;6;"2011";24585;4623
4107546;1;4;1;6;"2011";3443;4623
4107546;1;5;1;6;"2011";13911;4623
4107546;1;6;1;6;"2011";12661;4623
4107546;1;7;1;6;"2011";13749;4623
4107546;1;8;1;6;"2011";2847;4623
4107553;1;1;1;6;"2011";84040;3435
4107553;1;2;1;6;"2011";79615;3435
4107553;1;3;1;6;"2011";39883;3435
4107553;1;4;1;6;"2011";4165;3435
4107553;1;5;1;6;"2011";24278;3435
4107553;1;6;1;6;"2011";24466;3435
4107553;1;7;1;6;"2011";11289;3435
4107553;1;8;1;6;"2011";4425;3435
4107603;1;1;1;6;"2011";247965;16369
4107603;1;2;1;6;"2011";230515;16369
4107603;1;3;1;6;"2011";65528;16369
4107603;1;4;1;6;"2011";25779;16369
4107603;1;5;1;6;"2011";98727;16369
4107603;1;6;1;6;"2011";15148;16369
4107603;1;7;1;6;"2011";40481;16369
4107603;1;8;1;6;"2011";17449;16369
4107652;1;1;1;6;"2011";848805;83118
4107652;1;2;1;6;"2011";748628;83118
4107652;1;3;1;6;"2011";11670;83118
4107652;1;4;1;6;"2011";257866;83118
4107652;1;5;1;6;"2011";292114;83118
4107652;1;6;1;6;"2011";10212;83118
4107652;1;7;1;6;"2011";186978;83118
4107652;1;8;1;6;"2011";100177;83118
4107702;1;1;1;6;"2011";81115;4792
4107702;1;2;1;6;"2011";76429;4792
4107702;1;3;1;6;"2011";33461;4792
4107702;1;4;1;6;"2011";4100;4792
4107702;1;5;1;6;"2011";26437;4792
4107702;1;6;1;6;"2011";16927;4792
4107702;1;7;1;6;"2011";12430;4792
4107702;1;8;1;6;"2011";4686;4792
4107736;1;1;1;6;"2011";83016;5899
4107736;1;2;1;6;"2011";79982;5899
4107736;1;3;1;6;"2011";39312;5899
4107736;1;4;1;6;"2011";7368;5899
4107736;1;5;1;6;"2011";16545;5899
4107736;1;6;1;6;"2011";14073;5899
4107736;1;7;1;6;"2011";16758;5899
4107736;1;8;1;6;"2011";3033;5899
4107751;1;1;1;6;"2011";84912;8236
4107751;1;2;1;6;"2011";81244;8236
4107751;1;3;1;6;"2011";17120;8236
4107751;1;4;1;6;"2011";21847;8236
4107751;1;5;1;6;"2011";22280;8236
4107751;1;6;1;6;"2011";10310;8236
4107751;1;7;1;6;"2011";19997;8236
4107751;1;8;1;6;"2011";3667;8236
4107850;1;1;1;6;"2011";72559;4711
4107850;1;2;1;6;"2011";69615;4711
4107850;1;3;1;6;"2011";38013;4711
4107850;1;4;1;6;"2011";3079;4711
4107850;1;5;1;6;"2011";15246;4711
4107850;1;6;1;6;"2011";15402;4711
4107850;1;7;1;6;"2011";13277;4711
4107850;1;8;1;6;"2011";2943;4711
4107801;1;1;1;6;"2011";119948;5032
4107801;1;2;1;6;"2011";114598;5032
4107801;1;3;1;6;"2011";50011;5032
4107801;1;4;1;6;"2011";20663;5032
4107801;1;5;1;6;"2011";30645;5032
4107801;1;6;1;6;"2011";23837;5032
4107801;1;7;1;6;"2011";13279;5032
4107801;1;8;1;6;"2011";5349;5032
4107900;1;1;1;6;"2011";96703;5994
4107900;1;2;1;6;"2011";89820;5994
4107900;1;3;1;6;"2011";28238;5994
4107900;1;4;1;6;"2011";7815;5994
4107900;1;5;1;6;"2011";37297;5994
4107900;1;6;1;6;"2011";16133;5994
4107900;1;7;1;6;"2011";16470;5994
4107900;1;8;1;6;"2011";6884;5994
4108007;1;1;1;6;"2011";125826;11148
4108007;1;2;1;6;"2011";117512;11148
4108007;1;3;1;6;"2011";23511;11148
4108007;1;4;1;6;"2011";27429;11148
4108007;1;5;1;6;"2011";39114;11148
4108007;1;6;1;6;"2011";11287;11148
4108007;1;7;1;6;"2011";27458;11148
4108007;1;8;1;6;"2011";8314;11148
4108106;1;1;1;6;"2011";30883;2552
4108106;1;2;1;6;"2011";29354;2552
4108106;1;3;1;6;"2011";8216;2552
4108106;1;4;1;6;"2011";2617;2552
4108106;1;5;1;6;"2011";9547;2552
4108106;1;6;1;6;"2011";12101;2552
4108106;1;7;1;6;"2011";8974;2552
4108106;1;8;1;6;"2011";1528;2552
4108205;1;1;1;6;"2011";121189;7448
4108205;1;2;1;6;"2011";113603;7448
4108205;1;3;1;6;"2011";47203;7448
4108205;1;4;1;6;"2011";5976;7448
4108205;1;5;1;6;"2011";42338;7448
4108205;1;6;1;6;"2011";16271;7448
4108205;1;7;1;6;"2011";18086;7448
4108205;1;8;1;6;"2011";7587;7448
4108304;1;1;1;6;"2011";6693604;255900
4108304;1;2;1;6;"2011";6301792;255900
4108304;1;3;1;6;"2011";30669;255900
4108304;1;4;1;6;"2011";3294771;255900
4108304;1;5;1;6;"2011";2305716;255900
4108304;1;6;1;6;"2011";26157;255900
4108304;1;7;1;6;"2011";670636;255900
4108304;1;8;1;6;"2011";391812;255900
4108452;1;1;1;6;"2011";61665;5347
4108452;1;2;1;6;"2011";59349;5347
4108452;1;3;1;6;"2011";20579;5347
4108452;1;4;1;6;"2011";8391;5347
4108452;1;5;1;6;"2011";14618;5347
4108452;1;6;1;6;"2011";11533;5347
4108452;1;7;1;6;"2011";15760;5347
4108452;1;8;1;6;"2011";2316;5347
4108320;1;1;1;6;"2011";84272;6377
4108320;1;2;1;6;"2011";80220;6377
4108320;1;3;1;6;"2011";35330;6377
4108320;1;4;1;6;"2011";4492;6377
4108320;1;5;1;6;"2011";24113;6377
4108320;1;6;1;6;"2011";13215;6377
4108320;1;7;1;6;"2011";16286;6377
4108320;1;8;1;6;"2011";4053;6377
4108403;1;1;1;6;"2011";1484305;79850
4108403;1;2;1;6;"2011";1338211;79850
4108403;1;3;1;6;"2011";114271;79850
4108403;1;4;1;6;"2011";337594;79850
4108403;1;5;1;6;"2011";695101;79850
4108403;1;6;1;6;"2011";18589;79850
4108403;1;7;1;6;"2011";191244;79850
4108403;1;8;1;6;"2011";146095;79850
4108502;1;1;1;6;"2011";215308;13652
4108502;1;2;1;6;"2011";205682;13652
4108502;1;3;1;6;"2011";106096;13652
4108502;1;4;1;6;"2011";15551;13652
4108502;1;5;1;6;"2011";48490;13652
4108502;1;6;1;6;"2011";15771;13652
4108502;1;7;1;6;"2011";35545;13652
4108502;1;8;1;6;"2011";9626;13652
4108551;1;1;1;6;"2011";30416;3299
4108551;1;2;1;6;"2011";29624;3299
4108551;1;3;1;6;"2011";12585;3299
4108551;1;4;1;6;"2011";1447;3299
4108551;1;5;1;6;"2011";5922;3299
4108551;1;6;1;6;"2011";9220;3299
4108551;1;7;1;6;"2011";9670;3299
4108551;1;8;1;6;"2011";792;3299
4108601;1;1;1;6;"2011";447404;28962
4108601;1;2;1;6;"2011";406925;28962
4108601;1;3;1;6;"2011";64429;28962
4108601;1;4;1;6;"2011";59087;28962
4108601;1;5;1;6;"2011";214757;28962
4108601;1;6;1;6;"2011";15448;28962
4108601;1;7;1;6;"2011";68652;28962
4108601;1;8;1;6;"2011";40479;28962
4108650;1;1;1;6;"2011";84024;7459
4108650;1;2;1;6;"2011";81023;7459
4108650;1;3;1;6;"2011";43799;7459
4108650;1;4;1;6;"2011";4373;7459
4108650;1;5;1;6;"2011";14918;7459
4108650;1;6;1;6;"2011";11265;7459
4108650;1;7;1;6;"2011";17933;7459
4108650;1;8;1;6;"2011";3001;7459
4108700;1;1;1;6;"2011";80135;6530
4108700;1;2;1;6;"2011";78100;6530
4108700;1;3;1;6;"2011";36321;6530
4108700;1;4;1;6;"2011";5235;6530
4108700;1;5;1;6;"2011";19693;6530
4108700;1;6;1;6;"2011";12272;6530
4108700;1;7;1;6;"2011";16852;6530
4108700;1;8;1;6;"2011";2035;6530
4108809;1;1;1;6;"2011";492009;30861
4108809;1;2;1;6;"2011";450008;30861
4108809;1;3;1;6;"2011";77163;30861
4108809;1;4;1;6;"2011";62200;30861
4108809;1;5;1;6;"2011";232881;30861
4108809;1;6;1;6;"2011";15943;30861
4108809;1;7;1;6;"2011";77764;30861
4108809;1;8;1;6;"2011";42002;30861
4108908;1;1;1;6;"2011";114328;6220
4108908;1;2;1;6;"2011";110633;6220
4108908;1;3;1;6;"2011";64626;6220
4108908;1;4;1;6;"2011";7646;6220
4108908;1;5;1;6;"2011";21526;6220
4108908;1;6;1;6;"2011";18381;6220
4108908;1;7;1;6;"2011";16836;6220
4108908;1;8;1;6;"2011";3695;6220
4108957;1;1;1;6;"2011";128959;7959
4108957;1;2;1;6;"2011";125002;7959
4108957;1;3;1;6;"2011";76600;7959
4108957;1;4;1;6;"2011";7324;7959
4108957;1;5;1;6;"2011";20534;7959
4108957;1;6;1;6;"2011";16203;7959
4108957;1;7;1;6;"2011";20544;7959
4108957;1;8;1;6;"2011";3956;7959
4109005;1;1;1;6;"2011";55889;3878
4109005;1;2;1;6;"2011";53147;3878
4109005;1;3;1;6;"2011";24637;3878
4109005;1;4;1;6;"2011";4537;3878
4109005;1;5;1;6;"2011";12831;3878
4109005;1;6;1;6;"2011";14412;3878
4109005;1;7;1;6;"2011";11142;3878
4109005;1;8;1;6;"2011";2741;3878
4109104;1;1;1;6;"2011";35196;2225
4109104;1;2;1;6;"2011";34177;2225
4109104;1;3;1;6;"2011";18647;2225
4109104;1;4;1;6;"2011";1764;2225
4109104;1;5;1;6;"2011";5731;2225
4109104;1;6;1;6;"2011";15818;2225
4109104;1;7;1;6;"2011";8035;2225
4109104;1;8;1;6;"2011";1020;2225
4109203;1;1;1;6;"2011";59947;5159
4109203;1;2;1;6;"2011";55931;5159
4109203;1;3;1;6;"2011";22540;5159
4109203;1;4;1;6;"2011";4730;5159
4109203;1;5;1;6;"2011";14294;5159
4109203;1;6;1;6;"2011";11620;5159
4109203;1;7;1;6;"2011";14367;5159
4109203;1;8;1;6;"2011";4015;5159
4109302;1;1;1;6;"2011";208887;14381
4109302;1;2;1;6;"2011";195443;14381
4109302;1;3;1;6;"2011";74341;14381
4109302;1;4;1;6;"2011";18036;14381
4109302;1;5;1;6;"2011";65834;14381
4109302;1;6;1;6;"2011";14525;14381
4109302;1;7;1;6;"2011";37232;14381
4109302;1;8;1;6;"2011";13444;14381
4109401;1;1;1;6;"2011";2913277;168349
4109401;1;2;1;6;"2011";2605997;168349
4109401;1;3;1;6;"2011";197676;168349
4109401;1;4;1;6;"2011";572447;168349
4109401;1;5;1;6;"2011";1462320;168349
4109401;1;6;1;6;"2011";17305;168349
4109401;1;7;1;6;"2011";373555;168349
4109401;1;8;1;6;"2011";307280;168349
4109500;1;1;1;6;"2011";53427;7839
4109500;1;2;1;6;"2011";52076;7839
4109500;1;3;1;6;"2011";17236;7839
4109500;1;4;1;6;"2011";3012;7839
4109500;1;5;1;6;"2011";10122;7839
4109500;1;6;1;6;"2011";6816;7839
4109500;1;7;1;6;"2011";21707;7839
4109500;1;8;1;6;"2011";1351;7839
4109609;1;1;1;6;"2011";369807;32467
4109609;1;2;1;6;"2011";342024;32467
4109609;1;3;1;6;"2011";19652;32467
4109609;1;4;1;6;"2011";47671;32467
4109609;1;5;1;6;"2011";187104;32467
4109609;1;6;1;6;"2011";11390;32467
4109609;1;7;1;6;"2011";87597;32467
4109609;1;8;1;6;"2011";27783;32467
4109658;1;1;1;6;"2011";108554;5883
4109658;1;2;1;6;"2011";100337;5883
4109658;1;3;1;6;"2011";46071;5883
4109658;1;4;1;6;"2011";15024;5883
4109658;1;5;1;6;"2011";23659;5883
4109658;1;6;1;6;"2011";18452;5883
4109658;1;7;1;6;"2011";15582;5883
4109658;1;8;1;6;"2011";8217;5883
4109708;1;1;1;6;"2011";414148;28928
4109708;1;2;1;6;"2011";385127;28928
4109708;1;3;1;6;"2011";103445;28928
4109708;1;4;1;6;"2011";35817;28928
4109708;1;5;1;6;"2011";184116;28928
4109708;1;6;1;6;"2011";14317;28928
4109708;1;7;1;6;"2011";61749;28928
4109708;1;8;1;6;"2011";29021;28928
4109757;1;1;1;6;"2011";74811;6081
4109757;1;2;1;6;"2011";70649;6081
4109757;1;3;1;6;"2011";26622;6081
4109757;1;4;1;6;"2011";7722;6081
4109757;1;5;1;6;"2011";20384;6081
4109757;1;6;1;6;"2011";12302;6081
4109757;1;7;1;6;"2011";15922;6081
4109757;1;8;1;6;"2011";4162;6081
4109807;1;1;1;6;"2011";1265943;48662
4109807;1;2;1;6;"2011";1085962;48662
4109807;1;3;1;6;"2011";47968;48662
4109807;1;4;1;6;"2011";189866;48662
4109807;1;5;1;6;"2011";724261;48662
4109807;1;6;1;6;"2011";26015;48662
