"variable_code";"variable";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"1";1;"area";1230;94;;;12;41;60;359;1203
"2";1;"cattle";0;0;;;0;0;0;0;0
"3";1;"gpv";2467690;265281;;;57600;262728;428166;1769575;8140906
"4";1;"production";1894;223;;;27;111;164;628;2971
"5";1;"slaughter";0;0;;;0;0;0;0;0
"6";5;"area";20187;19965;18326;19589;18451;19798;20128;20065;18316
"7";5;"cattle";0;0;0;0;0;0;0;0;0
"8";5;"gpv";93905726;123708652;115884721;121227905;109213960;136869721;114293450;128513614;199364765
"9";5;"production";151750;150805;140782;149239;104232;154193;129317;129747;145064
"10";5;"slaughter";0;0;0;0;0;0;0;0;0
"11";12;"area";2607;2105;2233;2179;1942;2106;1759;;2377
"12";12;"cattle";0;0;0;0;0;0;0;;0
"13";12;"gpv";11701363;9645580;11468003;8716722;11641660;11806220;8934025;;19034582
"14";12;"production";6142;5004;5425;5343;5437;7057;4950;;6816
"15";12;"slaughter";0;0;0;0;0;0;0;;0
"16";13;"area";;;;;;;;2134;
"17";13;"cattle";;;;;;;;0;
"18";13;"gpv";;;;;;;;10350148;
"19";13;"production";;;;;;;;4698;
"20";13;"slaughter";;;;;;;;0;
"21";14;"area";14626;12765;9946;7762;6567;5383;3374;3072;2561
"22";14;"cattle";0;0;0;0;0;0;0;0;0
"23";14;"gpv";17835486;20736911;14089121;12119261;12799963;9892790;5252148;4518323;5554050
"24";14;"production";26302;25050;17311;14323;12368;10813;6746;5924;5376
"25";14;"slaughter";0;0;0;0;0;0;0;0;0
"26";15;"area";347;331;303;241;242;269;277;291;299
"27";15;"cattle";0;0;0;0;0;0;0;0;0
"28";15;"gpv";3842556;4072919;3159527;4604922;9105808;11497398;11063103;21036246;14615158
"29";15;"production";4392;3955;3717;3133;3219;3605;3995;4552;3681
"30";15;"slaughter";0;0;0;0;0;0;0;0;0
"31";22;"area";1;3;1;5;10;1;9;5;3
"32";22;"cattle";0;0;0;0;0;0;0;0;0
"33";22;"gpv";15100;72500;42500;780000;1352000;36360;597000;340000;310000
"34";22;"production";2;13;10;120;169;6;100;43;16
"35";22;"slaughter";0;0;0;0;0;0;0;0;0
"36";40;"area";67071;65149;33508;43467;45560;43107;38029;36738;34374
"37";40;"cattle";0;0;0;0;0;0;0;0;0
"38";40;"gpv";502399223;433809174;217196718;494433236;475827460;517674864;422362641;390325717;481615637
"39";40;"production";92030;94728;33790;77865;65908;75795;66421;56415;58178
"40";40;"slaughter";0;0;0;0;0;0;0;0;0
"41";41;"area";647238;629966;677362;587111;655377;609059;596522;579622;552515
"42";41;"cattle";0;0;0;0;0;0;0;0;0
"43";41;"gpv";2350347475;2421182329;2473309093;2489622330;3047565285;2707401713;2500250470;2482786482;2748023133
"44";41;"production";43882517;47261034;47426830;44592916;45418268;40103717;37716859;37279077;36679436
"45";41;"slaughter";0;0;0;0;0;0;0;0;0
"46";43;"area";52402;46337;49751;48438;41245;50349;55051;63756;62953
"47";43;"cattle";0;0;0;0;0;0;0;0;0
"48";43;"gpv";96839030;101103623;98471707;67274862;129683063;111734727;155138604;253408770;349233333
"49";43;"production";167883;191547;185334;103956;203640;165698;195718;260086;274303
"50";43;"slaughter";0;0;0;0;0;0;0;0;0
"51";44;"area";1116;947;1162;1230;905;2265;2022;3130;2759
"52";44;"cattle";0;0;0;0;0;0;0;0;0
"53";44;"gpv";1005655;1157831;1369333;1198500;883080;3491698;2914680;5906886;6444313
"54";44;"production";2067;1991;2523;1998;2007;4046;4372;7305;6593
"55";44;"slaughter";0;0;0;0;0;0;0;0;0
"56";49;"area";2619;2605;2697;2799;1883;1993;1854;1966;2153
"57";49;"cattle";0;0;0;0;0;0;0;0;0
"58";49;"gpv";6836703;13116252;9509531;8944441;9874776;7210962;9923903;8206964;23017171
"59";49;"production";1361893;1312938;1458517;1614520;1156297;1099232;987453;1016972;970779
"60";49;"slaughter";0;0;0;0;0;0;0;0;0
"61";50;"area";12042;10589;5255;8238;5942;4685;695;792;996
"62";50;"cattle";0;0;0;0;0;0;0;0;0
"63";50;"gpv";18818551;8931431;7166980;13835520;10911957;6897557;1138293;1246350;3554968
"64";50;"production";16143;8283;7357;11331;9405;6429;973;1031;1648
"65";50;"slaughter";0;0;0;0;0;0;0;0;0
"66";51;"area";3;15;15;9;5;3;4;5;5
"67";51;"cattle";0;0;0;0;0;0;0;0;0
"68";51;"gpv";19679;190236;204531;32975;60141;38526;25781;48999;77103
"69";51;"production";3387;32856;32830;16910;7760;6125;3513;6290;10562
"70";51;"slaughter";0;0;0;0;0;0;0;0;0
"71";54;"area";89;92;80;80;84;85;;;
"72";54;"cattle";0;0;0;0;0;0;;;
"73";54;"gpv";125235;234800;1669629;2284800;1006560;950235;;;
"74";54;"production";22770;23480;189086;190400;233000;214500;;;
"75";54;"slaughter";0;0;0;0;0;0;;;
"76";55;"area";500;320;210;700;650;600;275;412;500
"77";55;"cattle";0;0;0;0;0;0;0;0;0
"78";55;"gpv";5500000;3520000;2200000;9400000;12360000;13600000;12260000;8515500;10625000
"79";55;"production";5e+05;320000;2e+05;940000;824000;8e+05;613000;350000;425000
"80";55;"slaughter";0;0;0;0;0;0;0;0;0
"81";56;"area";3;1;;;;;;;
"82";56;"cattle";0;0;;;;;;;
"83";56;"gpv";1308;8;;;;;;;
"84";56;"production";2615;15;;;;;;;
"85";56;"slaughter";0;0;;;;;;;
"86";57;"area";2;3;1;;;;;;
"87";57;"cattle";0;0;0;;;;;;
"88";57;"gpv";14253;12207;5787;;;;;;
"89";57;"production";2348;1878;900;;;;;;
"90";57;"slaughter";0;0;0;;;;;;
"91";58;"area";11;23;20;17;17;14;25;20;24
"92";58;"cattle";0;0;0;0;0;0;0;0;0
"93";58;"gpv";186725;211598;218300;124150;617975;388500;646000;534668;592547
"94";58;"production";138315;136515;118000;65000;130100;105000;170000;138515;150012
"95";58;"slaughter";0;0;0;0;0;0;0;0;0
"96";59;"area";1;3;1;;;;;;
"97";59;"cattle";0;0;0;;;;;;
"98";59;"gpv";6020;12250;3330;;;;;;
"99";59;"production";860;1750;90;;;;;;
"100";59;"slaughter";0;0;0;;;;;;
"101";60;"area";100;61;111;111;176;182;122;250;113
"102";60;"cattle";0;0;0;0;0;0;0;0;0
"103";60;"gpv";1884828;1941880;7456901;6811290;6644726;4587774;5714676;8977035;5659054
"104";60;"production";889070;903200;1465010;1401500;2207550;1394460;1332092;3276290;1047973
"105";60;"slaughter";0;0;0;0;0;0;0;0;0
"106";62;"area";;;;0;0;;;;
"107";62;"cattle";;;;0;0;;;;
"108";62;"gpv";;;;8400;8125;;;;
"109";62;"production";;;;300;325;;;;
"110";62;"slaughter";;;;0;0;;;;
"111";65;"area";41;36;36;45;46;46;50;52;55
"112";65;"cattle";0;0;0;0;0;0;0;0;0
"113";65;"gpv";300165;300426;190703;675000;515280;554313;400500;415278;457407
"114";65;"production";200110;150213;75080;225000;226000;226250;150000;151010;154009
"115";65;"slaughter";0;0;0;0;0;0;0;0;0
"116";67;"area";2;2;1;;;;;;
"117";67;"cattle";0;0;0;;;;;;
"118";67;"gpv";5195;3639;586;;;;;;
"119";67;"production";661;355;44;;;;;;
"120";67;"slaughter";0;0;0;;;;;;
"121";70;"area";243;266;283;301;303;300;293;323;330
"122";70;"cattle";0;0;0;0;0;0;0;0;0
"123";70;"gpv";6095337;7868000;10757274;10156793;13196420;20928487;20765151;18029637;19019476
"124";70;"production";3310;3515;3955;4344;3886;4063;4176;4578;4686
"125";70;"slaughter";0;0;0;0;0;0;0;0;0
"126";72;"area";0;0;0;0;0;0;0;0;0
"127";72;"cattle";0;0;0;0;0;0;0;0;0
"128";72;"gpv";157292;143634;243663;633501;1862916;2310909;243894;265851;554292
"129";72;"production";28290;25880;40883;101360;192450;246892;29035;32700;26220
"130";72;"slaughter";0;0;0;0;0;0;0;0;0
"131";73;"area";1;2;1;;;;;;
"132";73;"cattle";0;0;0;;;;;;
"133";73;"gpv";5793;3922;2739;;;;;;
"134";73;"production";3940;3700;1640;;;;;;
"135";73;"slaughter";0;0;0;;;;;;
"136";80;"area";0;29006;33079;37185;42808;43843;46562;52151;60452
"137";80;"cattle";0;0;0;0;0;0;0;0;0
"138";80;"gpv";178537101;419231444;498792692;447180182;440769326;435399524;591823374;656682688;753184079
"139";80;"production";337367;401694;413511;431897;464660;474392;532892;547890;638872
"140";80;"slaughter";0;0;0;0;0;0;0;0;0
"141";85;"area";2;3;2;;;;;;
"142";85;"cattle";0;0;0;;;;;;
"143";85;"gpv";3687;2955;5905;;;;;;
"144";85;"production";570;415;780;;;;;;
"145";85;"slaughter";0;0;0;;;;;;
"146";86;"area";;;;;0;0;;;
"147";86;"cattle";;;;;0;0;;;
"148";86;"gpv";;;;;5400;4320;;;
"149";86;"production";;;;;300;180;;;
"150";86;"slaughter";;;;;0;0;;;
"151";89;"area";2;2;1;;;;;;
"152";89;"cattle";0;0;0;;;;;;
"153";89;"gpv";7395;11302;11898;;;;;;
"154";89;"production";845;866;805;;;;;;
"155";89;"slaughter";0;0;0;;;;;;
"156";91;"area";69407;70919;76104;76115;71979;74582;76032;74313;72623
"157";91;"cattle";0;0;0;0;0;0;0;0;0
"158";91;"gpv";936537886;1066401041;1222961629;1203149275;1345259070;1591245968;1689044342;1467452168;1531943260
"159";91;"production";156508;157339;173089;179551;141556;194956;187044;170755;178446
"160";91;"slaughter";0;0;0;0;0;0;0;0;0
"161";92;"area";246700;211144;237712;191019;179905;192364;186307;247447;150076
"162";92;"cattle";0;0;0;0;0;0;0;0;0
"163";92;"gpv";604738390;813658029;691809143;702691216;872859675;762475251;536484773;785650001;906199604
"164";92;"production";350208;328142;402072;324806;294383;361171;329716;363261;314864
"165";92;"slaughter";0;0;0;0;0;0;0;0;0
"166";93;"area";218481;250168;264873;210123;201134;241782;209822;159230;226209
"167";93;"cattle";0;0;0;0;0;0;0;0;0
"168";93;"gpv";727512672;902604363;527405071;698795415;1253541312;804059297;445517417;854835042;1187568484
"169";93;"production";346056;339525;394971;387150;299328;353782;280764;257531;283178
"170";93;"slaughter";0;0;0;0;0;0;0;0;0
"171";94;"area";5928;5956;5042;5290;2962;4345;2234;2735;1193
"172";94;"cattle";0;0;0;0;0;0;0;0;0
"173";94;"gpv";11549503;11765532;5657285;10436354;13187906;7753060;3957571;7272909;3957226
"174";94;"production";5700;4947;5410;5446;2168;4824;2686;3152;1202
"175";94;"slaughter";0;0;0;0;0;0;0;0;0
"176";96;"area";0;0;0;1;1;1;2;1;1
"177";96;"cattle";0;0;0;0;0;0;0;0;0
"178";96;"gpv";82500;174000;440000;269325;179100;376625;321640;193800;160825
"179";96;"production";17;29;55;57;61;58;45;26;18
"180";96;"slaughter";0;0;0;0;0;0;0;0;0
"181";110;"area";;;;;;45;;3;32
"182";110;"cattle";;;;;;0;;0;0
"183";110;"gpv";;;;;;49170;;5400;80000
"184";110;"production";;;;;;45;;6;40
"185";110;"slaughter";;;;;;0;;0;0
"186";111;"area";25;;8;62;30;;;;
"187";111;"cattle";0;;0;0;0;;;;
"188";111;"gpv";26600;;3200;19437;24588;;;;
"189";111;"production";19;;3;28;27;;;;
"190";111;"slaughter";0;;0;0;0;;;;
"191";112;"area";17;;;;;;;;
"192";112;"cattle";0;;;;;;;;
"193";112;"gpv";14700;;;;;;;;
"194";112;"production";21;;;;;;;;
"195";112;"slaughter";0;;;;;;;;
"196";120;"area";;;646;;17;140;35;10;
"197";120;"cattle";;;0;;0;0;0;0;
"198";120;"gpv";;;2148564;;38834;3012570;140000;46130;
"199";120;"production";;;540;;11;179;25;7;
"200";120;"slaughter";;;0;;0;0;0;0;
"201";121;"area";;;;;;258;49;20;60
"202";121;"cattle";;;;;;0;0;0;0
"203";121;"gpv";;;;;;1045440;110250;81600;360000
"204";121;"production";;;;;;352;49;24;72
"205";121;"slaughter";;;;;;0;0;0;0
"206";195;"area";167;52;3;4;9;7;3;5;6
"207";195;"cattle";0;0;0;0;0;0;0;0;0
"208";195;"gpv";482325;157470;13110;35250;15066500;146615;208740;280000;190656
"209";195;"production";1638;543;35;47;15067;36;42;56;60
"210";195;"slaughter";0;0;0;0;0;0;0;0;0
"211";197;"area";652;661;598;549;619;411;424;370;297
"212";197;"cattle";0;0;0;0;0;0;0;0;0
"213";197;"gpv";1284762;1783953;1675261;1493108;1819680;1084223;1008687;897179;837865
"214";197;"production";1637;1716;1581;1480;1842;1261;1305;1279;994
"215";197;"slaughter";0;0;0;0;0;0;0;0;0
"216";198;"area";2037208;2137559;1893918;1923317;2171838;2401193;2074779;2275457;2352394
"217";198;"cattle";0;0;0;0;0;0;0;0;0
"218";198;"gpv";4026659829;3411070884;3368090976;4776685152;5370521436;4819251173;4504703054;7211252120;9417947409
"219";198;"production";9925952;10243461;10384768;11570596;10082273;13143295;9109616;13649149;12141694
"220";198;"slaughter";0;0;0;0;0;0;0;0;0
"221";199;"area";961038;874510;663919;541001;418875;515027;336175;363628;367376
"222";199;"cattle";0;0;0;0;0;0;0;0;0
"223";199;"gpv";2421264769;2415682983;1899116684;1642837540;1987285371;1783078106;1516303169;1547349718;2483633774
"224";199;"production";6645806;7104959;5449409;4684859;3369256;4966793;2969249;3208083;3655100
"225";199;"slaughter";0;0;0;0;0;0;0;0;0
"226";201;"area";149631;148180;146043;124051;120620;116175;129907;122614;129478
"227";201;"cattle";0;0;0;0;0;0;0;0;0
"228";201;"gpv";954521834;1492001125;1025496155;637571659;1215878504;1527188310;1356970424;928677396;1181320958
"229";201;"production";3757815;3719499;3768688;3629789;3341250;2786642;2959916;2761630;3062889
"230";201;"slaughter";0;0;0;0;0;0;0;0;0
"231";202;"area";793;562;35;;;;;;
"232";202;"cattle";0;0;0;;;;;;
"233";202;"gpv";530238;884811;42000;;;;;;
"234";202;"production";397;687;42;;;;;;
"235";202;"slaughter";0;0;0;;;;;;
"236";203;"area";12148;12071;13046;13846;19014;18124;19078;19588;19477
"237";203;"cattle";0;0;0;0;0;0;0;0;0
"238";203;"gpv";188895434;187494953;224285478;238207611;395077822;317985523;341833092;350451934;420036814
"239";203;"production";242238;229103;257806;273811;383582;365507;392921;402827;392566
"240";203;"slaughter";0;0;0;0;0;0;0;0;0
"241";205;"area";151;151;151;76;75;;;;
"242";205;"cattle";0;0;0;0;0;;;;
"243";205;"gpv";804150;792750;887880;446880;445400;;;;
"244";205;"production";536;529;529;266;262;;;;
"245";205;"slaughter";0;0;0;0;0;;;;
"246";302;"area";4391197;4675484;4902195;5098910;5283226;5280364;5431938;5462929;5495225
"247";302;"cattle";0;0;0;0;0;0;0;0;0
"248";302;"gpv";9050059334;16522595897;14840587910;16999824897;18935230064;20335410912;22291021190;19966836506;29077830543
"249";302;"production";10821168;15813683;14705744;17071022;16571051;19884632;19186137;16449462;20767365
"250";302;"slaughter";0;0;0;0;0;0;0;0;0
"251";303;"area";63221;80083;110094;140842;166156;3935;1150;857;39533
"252";303;"cattle";0;0;0;0;0;0;0;0;0
"253";303;"gpv";104718200;127586470;204918699;320589277;431945745;11193968;3264743;2853714;138125400
"254";303;"production";104725;130529;213574;317315;345283;10115;2810;2351;89712
"255";303;"slaughter";0;0;0;0;0;0;0;0;0
"256";310;"area";512;66;1282;1793;3271;1263;301;470;606
"257";310;"cattle";0;0;0;0;0;0;0;0;0
"258";310;"gpv";192253;94826;1318244;1981769;2154460;1115486;287876;446409;482874
"259";310;"production";353;150;1877;2640;2799;1754;402;579;639
"260";310;"slaughter";0;0;0;0;0;0;0;0;0
"261";330;"area";781861;863527;1393452;1341085;1098855;955017;1103729;1017223;1121246
"262";330;"cattle";0;0;0;0;0;0;0;0;0
"263";330;"gpv";1253612460;1356907193;1927495303;1965895396;1970497101;1252707877;2078971472;1766444877;3589454012
"264";330;"production";2107518;1840312;3804255;3156405;3475312;2219154;2782469;2258393;3167623
"265";330;"slaughter";0;0;0;0;0;0;0;0;0
"266";335;"area";0;0;0;0;0;0;0;0;
"267";335;"cattle";0;0;0;0;0;0;0;0;
"268";335;"gpv";2337548;20779895;5736127;31572490;3083623;6478650;17442770;10067934;
"269";335;"production";12288;66143;27958;124218;11478;25046;43534;25435;
"270";335;"slaughter";0;0;0;0;0;0;0;0;
"271";340;"area";18969;13376;10835;7947;8488;8975;7269;4965;7250
"272";340;"cattle";0;0;0;0;0;0;0;0;0
"273";340;"gpv";16003245;13883256;10088794;6167483;7898645;9571275;11469435;9276937;21924971
"274";340;"production";44189;32302;28719;18036;26522;21420;19431;14296;21466
"275";340;"slaughter";0;0;0;0;0;0;0;0;0
"276";401;"area";10;;;;;;;;
"277";401;"cattle";0;;;;;;;;
"278";401;"gpv";12960;;;;;;;;
"279";401;"production";20;;;;;;;;
"280";401;"slaughter";0;;;;;;;;
"281";402;"area";150;;;;;;;;
"282";402;"cattle";0;;;;;;;;
"283";402;"gpv";257439;;;;;;;;
"284";402;"production";1116;;;;;;;;
"285";402;"slaughter";0;;;;;;;;
"286";519;"area";0;0;0;0;0;0;;;
"287";519;"cattle";0;0;0;0;0;0;;;
"288";519;"gpv";1806720;359268;358930;325440;15064;196506;;;
"289";519;"production";22584;13818;13805;10170;538;7278;;;
"290";519;"slaughter";0;0;0;0;0;0;;;
"291";520;"area";609876;620167;648870;463165;472783;529409;545248;553426;500850
"292";520;"cattle";0;0;0;0;0;0;0;0;0
"293";520;"gpv";339571895;414666040;261151945;300631713;298224336;285929261;277918588;305990170;291192288
"294";520;"production";3927957;5402111;3110433;3351524;3457273;3051213;3121278;3447776;3422168
"295";520;"slaughter";0;0;0;0;0;0;0;0;0
"296";555;"area";183;171;170;181;199;200;202;191;195
"297";555;"cattle";0;0;0;0;0;0;0;0;0
"298";555;"gpv";3903000;8483132;10966410;5987800;7896973;15467570;10382240;8545420;13503717
"299";555;"production";3253;2757;2813;2994;2787;2623;3054;2896;2940
"300";555;"slaughter";0;0;0;0;0;0;0;0;0
"301";560;"area";68;67;64;68;56;113;75;77;52
"302";560;"cattle";0;0;0;0;0;0;0;0;0
"303";560;"gpv";1746352;2256160;2202200;3157765;2450448;14395370;7763639;8753996;6801744
"304";560;"production";478;478;455;657;428;2379;1297;1419;842
"305";560;"slaughter";0;0;0;0;0;0;0;0;0
"306";570;"area";40;40;42;41;41;49;49;50;47
"307";570;"cattle";0;0;0;0;0;0;0;0;0
"308";570;"gpv";599160;523620;691255;736769;1106820;1334928;1203388;978002;1435341
"309";570;"production";636;610;613;659;644;795;814;823;745
"310";570;"slaughter";0;0;0;0;0;0;0;0;0
"311";602;"area";0;0;0;0;0;0;0;0;0
"312";602;"cattle";0;0;0;0;0;0;0;0;0
"313";602;"gpv";112721347;86538004;118866365;85487893;53963210;46444811;45699423;31054636;25335650
"314";602;"production";619280;440913;428070;394081;218971;187990;181160;122833;87609
"315";602;"slaughter";0;0;0;0;0;0;0;0;0
"316";700;"area";0;976;1349;2187;993;854;894;901;1413
"317";700;"cattle";0;0;0;0;0;0;0;0;0
"318";700;"gpv";5645773;4348173;3321876;3418876;3979672;3258925;3096595;3656406;2015537
"319";700;"production";1513612;1260340;1344889;1275700;1322150;1398680;1352225;1462563;746495
"320";700;"slaughter";0;0;0;0;0;0;0;0;0
"321";750;"area";0;1;1;0;5;0;0;0;0
"322";750;"cattle";0;0;0;0;0;0;0;0;0
"323";750;"gpv";16771894;16898471;20098000;17089456;19689273;28529701;46975567;40558272;36187155
"324";750;"production";3820477;4193169;5024500;5178623;6095750;7837830;11953070;12674460;12062385
"325";750;"slaughter";0;0;0;0;0;0;0;0;0
"326";1501;"area";477;496;458;436;465;523;529;590;620
"327";1501;"cattle";0;0;0;0;0;0;0;0;0
"328";1501;"gpv";12740456;8403207;12315222;13650150;17319244;19157544;22418560;21318822;28222882
"329";1501;"production";10547;12543;13103;12879;13638;15205;17515;15792;18693
"330";1501;"slaughter";0;0;0;0;0;0;0;0;0
"331";1502;"area";963;1070;1058;1119;1121;1121;1168;1290;1468
"332";1502;"cattle";0;0;0;0;0;0;0;0;0
"333";1502;"gpv";16333641;24735883;25284623;37298126;40535098;36399460;43351325;49621454;64904679
"334";1502;"production";19274;20187;22278;23964;23658;21547;23322;26424;27400
"335";1502;"slaughter";0;0;0;0;0;0;0;0;0
"336";1504;"area";872;800;754;647;652;569;585;533;484
"337";1504;"cattle";0;0;0;0;0;0;0;0;0
"338";1504;"gpv";22046769;25699526;26277446;26604772;21590184;21530248;22816879;24258820;27651219
"339";1504;"production";13859;12594;11142;10290;10010;9049;8347;7742;7193
"340";1504;"slaughter";0;0;0;0;0;0;0;0;0
"341";1508;"area";78;77;79;72;84;96;65;64;69
"342";1508;"cattle";0;0;0;0;0;0;0;0;0
"343";1508;"gpv";1697344;1655190;1962000;2478804;3587609;5843750;5132308;3970707;4198194
"344";1508;"production";368;347;327;252;386;468;455;439;514
"345";1508;"slaughter";0;0;0;0;0;0;0;0;0
"346";1515;"area";963;953;588;533;375;372;351;272;357
"347";1515;"cattle";0;0;0;0;0;0;0;0;0
"348";1515;"gpv";14548482;9253200;8477980;7020720;6007480;7191170;4991360;6887100;16243290
"349";1515;"production";18162;14020;8651;8358;5948;6043;5672;4174;4750
"350";1515;"slaughter";0;0;0;0;0;0;0;0;0
"351";1516;"area";946;887;808;785;766;803;808;811;750
"352";1516;"cattle";0;0;0;0;0;0;0;0;0
"353";1516;"gpv";15453145;9316771;12512134;14818900;18393440;22082900;14583770;21967200;34133805
"354";1516;"production";15127;12764;11805;12887;12429;15775;14160;13731;12596
"355";1516;"slaughter";0;0;0;0;0;0;0;0;0
"356";1520;"area";11154;10574;9873;9065;8613;8874;8494;8512;8576
"357";1520;"cattle";0;0;0;0;0;0;0;0;0
"358";1520;"gpv";110153014;127894168;130566557;115204983;193578325;153911392;120044814;164914222;175386307
"359";1520;"production";266302;244031;230168;222129;177005;209532;195337;194748;170958
"360";1520;"slaughter";0;0;0;0;0;0;0;0;0
"361";1540;"area";1;1;1;;;;;;
"362";1540;"cattle";0;0;0;;;;;;
"363";1540;"gpv";16;12480;15680;;;;;;
"364";1540;"production";16;16;16;;;;;;
"365";1540;"slaughter";0;0;0;;;;;;
"366";1555;"area";297;299;385;268;244;246;241;271;261
"367";1555;"cattle";0;0;0;0;0;0;0;0;0
"368";1555;"gpv";2657823;2475760;2964136;2665971;1309804;1696019;1826158;2259220;2580110
"369";1555;"production";3126850;2403650;2850131;2692900;1073610;1237970;1268165;1313500;1449500
"370";1555;"slaughter";0;0;0;0;0;0;0;0;0
"371";1556;"area";1333;1135;982;897;872;772;679;650;605
"372";1556;"cattle";0;0;0;0;0;0;0;0;0
"373";1556;"gpv";23137245;6893882;21407610;17528585;30571925;23687436;23015380;15259038;22884266
"374";1556;"production";19526;16109;13559;12414;11841;10924;9232;8598;8188
"375";1556;"slaughter";0;0;0;0;0;0;0;0;0
"376";1557;"area";11;13;12;12;10;13;14;9;9
"377";1557;"cattle";0;0;0;0;0;0;0;0;0
"378";1557;"gpv";297458;346968;280630;373100;320760;376600;291720;560465;526358
"379";1557;"production";124;146;133;131;108;140;143;100;92
"380";1557;"slaughter";0;0;0;0;0;0;0;0;0
"381";1561;"area";28153;27931;26663;24704;24442;22573;21976;21174;20401
"382";1561;"cattle";0;0;0;0;0;0;0;0;0
"383";1561;"gpv";251593996;256148085;263263528;315338463;164554098;472328170;479622180;401775360;404403755
"384";1561;"production";977938;994249;959451;921934;756884;847424;793341;687501;558076
"385";1561;"slaughter";0;0;0;0;0;0;0;0;0
"386";1562;"area";929;960;1023;1047;1118;1113;1055;1279;1310
"387";1562;"cattle";0;0;0;0;0;0;0;0;0
"388";1562;"gpv";13372967;18858736;28252292;50637384;63640390;40681760;30316572;31931016;27337440
"389";1562;"production";17597;18135;21087;30144;29741;25430;20081;20086;21032
"390";1562;"slaughter";0;0;0;0;0;0;0;0;0
"391";1563;"area";7066;7039;6646;5933;5508;5248;5405;5840;6128
"392";1563;"cattle";0;0;0;0;0;0;0;0;0
"393";1563;"gpv";55632591;50507310;42272496;53972046;94608116;78806118;70500199;93970436;166148565
"394";1563;"production";137547;109801;100651;94688;88420;88546;91560;95889;100696
"395";1563;"slaughter";0;0;0;0;0;0;0;0;0
"396";1650;"area";290;302;295;295;344;344;320;354;363
"397";1650;"cattle";0;0;0;0;0;0;0;0;0
"398";1650;"gpv";5155975;5599044;5594512;6256764;8471372;8688768;7065209;14566806;9382240
"399";1650;"production";4922;5187;4996;5795;6230;6585;5939;6531;6702
"400";1650;"slaughter";0;0;0;0;0;0;0;0;0
"401";1690;"area";161;161;153;152;142;141;137;134;124
"402";1690;"cattle";0;0;0;0;0;0;0;0;0
"403";1690;"gpv";4729364;4370040;5147532;6591290;6343425;8108674;6570168;8338911;8679924
"404";1690;"production";1256;1197;1168;1077;1051;1086;1083;1008;914
"405";1690;"slaughter";0;0;0;0;0;0;0;0;0
"406";1691;"area";3;3;3;3;;2;2;2;2
"407";1691;"cattle";0;0;0;0;;0;0;0;0
"408";1691;"gpv";194625;219900;228000;250800;;145440;68400;108000;81000
"409";1691;"production";30;30;30;30;;9;9;9;9
"410";1691;"slaughter";0;0;0;0;;0;0;0;0
"411";1695;"area";49;51;32;29;24;24;24;23;24
"412";1695;"cattle";0;0;0;0;0;0;0;0;0
"413";1695;"gpv";769061;1584960;1762250;1058826;1501500;1462600;1234020;2019753;2600511
"414";1695;"production";607;624;371;325;276;258;237;223;247
"415";1695;"slaughter";0;0;0;0;0;0;0;0;0
"416";1720;"area";450;516;647;715;730;948;1200;1304;1377
"417";1720;"cattle";0;0;0;0;0;0;0;0;0
"418";1720;"gpv";18414043;23349000;39708030;38095850;43689456;45767038;58113440;70014582;114199790
"419";1720;"production";9589;11675;15948;17720;17980;23963;32648;35363;37817
"420";1720;"slaughter";0;0;0;0;0;0;0;0;0
"421";1724;"area";1;;;;;;;;
"422";1724;"cattle";0;;;;;;;;
"423";1724;"gpv";18600;;;;;;;;
"424";1724;"production";3100;;;;;;;;
"425";1724;"slaughter";0;;;;;;;;
"426";1778;"area";328;314;329;228;232;195;188;169;177
"427";1778;"cattle";0;0;0;0;0;0;0;0;0
"428";1778;"gpv";11950218;13286898;20033503;14283294;17071488;10770520;14304583;12071854;11743709
"429";1778;"production";2985;2421;3060;2100;2103;1601;1694;1261;1295
"430";1778;"slaughter";0;0;0;0;0;0;0;0;0
"431";1780;"area";153;152;147;127;121;107;115;123;102
"432";1780;"cattle";0;0;0;0;0;0;0;0;0
"433";1780;"gpv";3206559;3909222;6545310;3132892;2542890;2801955;4196439;5725525;4660875
"434";1780;"production";2363;2414;2297;1911;1817;1438;1571;1451;1244
"435";1780;"slaughter";0;0;0;0;0;0;0;0;0
"436";1782;"area";26;28;29;26;29;32;32;32;33
"437";1782;"cattle";0;0;0;0;0;0;0;0;0
"438";1782;"gpv";584969;423460;815750;1220940;1767435;2454620;2505321;443112;773698
"439";1782;"production";1324;1366;1255;1197;1254;1246;1210;1198;1248
"440";1782;"slaughter";0;0;0;0;0;0;0;0;0
"441";1800;"area";558;537;516;421;415;433;428;439;403
"442";1800;"cattle";0;0;0;0;0;0;0;0;0
"443";1800;"gpv";12162150;10357194;13558022;14058315;10581881;11491285;9595042;9265859;11096073
"444";1800;"production";9503;9310;8696;7724;7259;7172;6658;7338;7103
"445";1800;"slaughter";0;0;0;0;0;0;0;0;0
"446";1801;"area";1837;1776;1741;1502;1392;1125;1094;1065;1050
"447";1801;"cattle";0;0;0;0;0;0;0;0;0
"448";1801;"gpv";57972183;61967518;104520516;76874278;100099856;77564459;79278624;69221378;60242771
"449";1801;"production";51651;48611;52055;42806;36345;35186;31291;28449;30364
"450";1801;"slaughter";0;0;0;0;0;0;0;0;0
"451";1802;"area";89;97;88;89;89;95;95;97;93
"452";1802;"cattle";0;0;0;0;0;0;0;0;0
