"variable_code";"variable";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"1734";7017;"production";0;0;0;0;0;0;0;0;0
"1735";7017;"slaughter";699126;689236;742550;766059;671348;754622;736333;772238;806713
"1736";7018;"area";0;0;0;0;0;0;0;0;0
"1737";7018;"cattle";0;0;0;0;0;0;0;0;0
"1738";7018;"gpv";408814473;458027721;586833089;809514779;951536431;931531368;873060972;1088750100;1406922698
"1739";7018;"production";0;0;0;0;0;0;0;0;0
"1740";7018;"slaughter";484607;494609;513599;559034;601629;621315;628866;696595;669622
"1741";7019;"area";3;0;0;0;0;0;0;0;0
"1742";7019;"cattle";0;0;0;0;0;0;0;0;0
"1743";7019;"gpv";57670028;68827277;76014547;116160265;102300410;78640221;104005191;136010960;82592406
"1744";7019;"production";0;0;0;0;0;0;0;0;0
"1745";7019;"slaughter";26859;25751;27703;35699;29688;24777;32937;37356;15362
"1746";7020;"area";0;0;0;0;0;0;0;0;0
"1747";7020;"cattle";25160;26164;25023;24059;30104;30377;31682;29355;32735
"1748";7020;"gpv";7116022;7399405;9743783;10416591;10507685;14348419;14113272;17846802;29205655
"1749";7020;"production";0;0;0;0;0;0;0;0;0
"1750";7020;"slaughter";5123;4682;5216;4443;4519;6710;6784;7677;8733
"1751";7024;"area";0;0;0;0;0;0;0;0;0
"1752";7024;"cattle";0;0;0;0;0;0;0;0;0
"1753";7024;"gpv";364058716;486844336;521931314;576176297;541029960;544872241;527269522;568063738;885693343
"1754";7024;"production";0;0;0;0;0;0;0;0;0
"1755";7024;"slaughter";263033;304272;290640;252114;237399;274173;278106;272069;313653
"1756";7025;"area";0;0;0;0;0;0;0;0;0
"1757";7025;"cattle";0;0;0;0;0;0;0;0;0
"1758";7025;"gpv";846445877;1026976445;1286476811;1353036518;1228311351;1280471158;1519211766;1595246232;2141174356
"1759";7025;"production";0;0;0;0;0;0;0;0;0
"1760";7025;"slaughter";773624;860542;889744;754549;661084;742831;849923;833394;823898
"1761";7040;"area";0;0;0;0;0;0;0;0;0
"1762";7040;"cattle";182448;164203;155145;149906;138144;132637;114229;88528;79129
"1763";7040;"gpv";14475076;13798761;15478613;17185118;18496380;19996652;17624901;13520771;16624761
"1764";7040;"production";0;0;0;0;0;0;0;0;0
"1765";7040;"slaughter";106493;95071;90269;85428;80598;78570;64310;45169;41863
"1766";7043;"area";0;0;0;0;0;0;0;0;0
"1767";7043;"cattle";0;0;0;0;0;0;0;0;0
"1768";7043;"gpv";719433;670925;737158;601194;582166;1019781;1477897;842509;575058
"1769";7043;"production";0;0;0;0;0;0;0;0;0
"1770";7043;"slaughter";1792;1251;1371;1232;1176;1253;1258;1287;874
"1771";7044;"area";0;0;0;0;0;0;0;0;0
"1772";7044;"cattle";0;0;0;0;0;0;0;0;0
"1773";7044;"gpv";450763;318298;352315;290209;255494;297606;478781;332966;291881
"1774";7044;"production";0;0;0;0;0;0;0;0;0
"1775";7044;"slaughter";679;399;408;338;296;260;320;283;255
"1776";7045;"area";0;0;0;0;0;0;0;0;0
"1777";7045;"cattle";0;0;0;0;0;0;0;0;0
"1778";7045;"gpv";1655546;1031363;1509030;1649190;2692320;1593540;1156475;4186;69905
"1779";7045;"production";956963;466680;608480;816430;830963;504285;292778;1610;18063
"1780";7045;"slaughter";0;0;0;0;0;0;0;0;0
"1781";7047;"area";0;0;0;0;0;0;0;0;0
"1782";7047;"cattle";0;0;0;0;0;0;0;0;0
"1783";7047;"gpv";1282066;1303975;1771171;1975279;4382557;6927106;2447791;6449853;7800456
"1784";7047;"production";1665020;1402120;1789060;1955720;2624285;4527520;1699855;4161196;4062736
"1785";7047;"slaughter";0;0;0;0;0;0;0;0;0
"1786";7052;"area";0;0;0;0;0;0;0;0;0
"1787";7052;"cattle";0;0;0;253;1238;307;15;0;0
"1788";7052;"gpv";39358986;37748796;42898336;45559779;50066555;72826013;66536975;58112598;28374699
"1789";7052;"production";0;0;0;0;0;0;0;0;0
"1790";7052;"slaughter";32097;28598;27050;29094;32465;45749;39711;33089;16613
"1791";7053;"area";0;0;0;;;;;;
"1792";7053;"cattle";0;0;0;;;;;;
"1793";7053;"gpv";134000;74000;106606;;;;;;
"1794";7053;"production";0;0;0;;;;;;
"1795";7053;"slaughter";134;74;109;;;;;;
"1796";7054;"area";0;0;0;0;0;0;0;0;0
"1797";7054;"cattle";0;0;0;0;0;290;0;0;0
"1798";7054;"gpv";49384592;66665737;79281519;98936503;99614873;126397386;100030778;105336242;33447589
"1799";7054;"production";0;0;0;0;0;0;0;0;0
"1800";7054;"slaughter";11537;14061;16088;17306;16726;19757;15664;17850;6686
"1801";7070;"area";0;0;0;0;0;0;0;0;0
"1802";7070;"cattle";0;0;0;0;5;0;0;0;0
"1803";7070;"gpv";5045164;3745776;4042659;5547515;5025688;6019410;7447836;5251500;5008830
"1804";7070;"production";0;0;0;0;0;0;0;0;0
"1805";7070;"slaughter";4120;2595;2177;2986;2583;2729;2935;2002;1797
"1806";7078;"area";0;0;0;0;0;0;0;0;0
"1807";7078;"cattle";0;0;0;0;0;0;0;0;0
"1808";7078;"gpv";3339204;2170573;2148554;2802069;4517768;5134718;5785080;5855000;30702480
"1809";7078;"production";407220;221940;216370;281050;454047;449625;497000;5e+05;3823472
"1810";7078;"slaughter";0;0;0;0;0;0;0;0;0
"1811";7080;"area";0;0;0;0;0;0;0;0;0
"1812";7080;"cattle";687749;631870;628466;636287;617695;598252;558322;536920;548207
"1813";7080;"gpv";43913810;44221760;57858827;66569909;73990906;75090090;80525134;71324251;80015879
"1814";7080;"production";0;0;0;0;0;0;0;0;0
"1815";7080;"slaughter";292335;278212;283842;275450;277440;254751;248341;239196;244755
"1816";7081;"area";0;0;0;0;0;0;0;0;0
"1817";7081;"cattle";150;0;0;0;9;0;0;0;0
"1818";7081;"gpv";7555176;6683554;6489993;7858410;9573613;11859916;13148867;15422531;14871753
"1819";7081;"production";0;0;0;0;0;0;0;0;0
"1820";7081;"slaughter";68532;49557;43881;42097;49148;49704;52822;54838;47793
"1821";7083;"area";0;0;0;0;0;0;0;0;0
"1822";7083;"cattle";0;0;0;0;0;0;0;0;0
"1823";7083;"gpv";1292095;1218197;1231236;1263816;806961;659003;683087;475068;177004
"1824";7083;"production";552177;509704;466377;431333;330722;263600;249303;177926;124650
"1825";7083;"slaughter";0;0;0;0;0;0;0;0;0
"1826";7085;"area";0;0;0;;;;;;
"1827";7085;"cattle";300;180;74;;;;;;
"1828";7085;"gpv";48360;42000;220550;;;;;;
"1829";7085;"production";0;0;0;;;;;;
"1830";7085;"slaughter";90;70;401;;;;;;
"1831";7086;"area";0;0;0;0;0;;;;
"1832";7086;"cattle";0;0;0;0;0;;;;
"1833";7086;"gpv";33809;113713;279523;47500;467869;;;;
"1834";7086;"production";0;0;0;0;0;;;;
"1835";7086;"slaughter";66;199;598;50;484;;;;
"1836";7087;"area";0;0;0;;0;;;;
"1837";7087;"cattle";0;0;0;;0;;;;
"1838";7087;"gpv";1354860;1787934;271215;;1314739;;;;
"1839";7087;"production";0;0;0;;0;;;;
"1840";7087;"slaughter";3250;3054;500;;1517;;;;
"1841";7088;"area";0;0;0;0;0;0;0;0;0
"1842";7088;"cattle";0;0;0;0;0;0;0;0;0
"1843";7088;"gpv";77277555;158355389;183970765;218530777;152824226;199348665;229523240;313798815;481309061
"1844";7088;"production";0;0;0;0;0;0;0;0;0
"1845";7088;"slaughter";103315;231169;270144;341433;244378;296165;327792;375151;391531
"1846";7089;"area";0;0;0;0;0;0;0;0;0
"1847";7089;"cattle";0;0;0;0;0;0;0;0;0
"1848";7089;"gpv";9536955;16233265;42043134;36887814;53100944;69615481;65200199;84056351;85479878
"1849";7089;"production";0;0;0;0;0;0;0;0;0
"1850";7089;"slaughter";4188;7076;18853;15691;19149;22914;20138;26195;29216
"1851";7091;"area";0;0;0;0;0;0;0;0;0
"1852";7091;"cattle";0;0;0;0;0;0;0;0;0
"1853";7091;"gpv";540025764;690758038;881682708;893399932;933553524;930398890;980260908;1435369466;2108425393
"1854";7091;"production";0;0;0;0;0;0;0;0;0
"1855";7091;"slaughter";5715768;6608860;7282421;7287112;7405041;8206023;8613892;9724725;10054005
"1856";7096;"area";0;0;0;0;0;0;0;0;0
"1857";7096;"cattle";4201820;5450596;6319079;7190601;5616860;5752805;5605606;6024820;6265776
"1858";7096;"gpv";1917520981;2434089605;2994178594;3178028235;3472801884;3782154014;3570704238;4374370335;6116193856
"1859";7096;"production";0;0;0;0;0;0;0;0;0
"1860";7096;"slaughter";7285343;7739193;7908468;8778197;9006790;9204138;9359765;9281962;9958941
"1861";7097;"area";0;0;0;;;;;;
"1862";7097;"cattle";934028;794635;737039;;;;;;
"1863";7097;"gpv";145752648;165936778;187330885;;;;;;
"1864";7097;"production";0;0;0;;;;;;
"1865";7097;"slaughter";903081;867715;805300;;;;;;
"1866";7098;"area";0;0;0;0;0;0;0;0;0
"1867";7098;"cattle";18324391;18478703;19777296;17313593;18166128;18378058;16149189;11783938;15746565
"1868";7098;"gpv";45331927;67971095;70470788;61754301;77123822;76630586;47727922;56163404;60967775
"1869";7098;"production";0;0;0;0;0;0;0;0;0
"1870";7098;"slaughter";14385074;14926306;15600053;13125114;14019734;13762871;11736854;11144883;11548164
"1871";7099;"area";0;0;0;0;0;0;0;0;0
"1872";7099;"cattle";0;0;0;0;0;0;0;0;0
"1873";7099;"gpv";2517409;3546539;3899863;3578907;4245608;4240509;9512200;4030973;14873023
"1874";7099;"production";0;0;0;0;0;0;0;0;0
"1875";7099;"slaughter";1997944;1948648;2119491;1478887;1449013;1413503;3804880;1259679;4548325
"1876";7101;"area";0;0;0;0;0;0;0;0;0
"1877";7101;"cattle";84743;0;0;0;0;0;0;0;0
"1878";7101;"gpv";1160021168;1391977073;1612519393;1586292181;1536223526;1690316031;1850934461;2246241256;2744950160
"1879";7101;"production";0;0;0;0;0;0;0;0;0
"1880";7101;"slaughter";1546694890;1637620084;1628807468;1762546866;1745708554;1857490140;1869630768;1887597605;2111393788
"1881";7105;"area";0;0;0;0;0;0;0;0;0
"1882";7105;"cattle";0;0;0;0;0;0;0;0;0
"1883";7105;"gpv";283332202;350946684;318236452;349394543;437267105;466056040;480663086;582473662;737624874
"1884";7105;"production";185184442;180900351;172019696;178262519;183725673;187925823;208983948;232989461;239488596
"1885";7105;"slaughter";0;0;0;0;0;0;0;0;0
"1886";7106;"area";0;0;0;0;0;0;0;0;0
"1887";7106;"cattle";0;0;0;0;0;0;0;0;0
"1888";7106;"gpv";9251068;8589811;10860018;12495526;6766158;9514798;6071476;6406962;11782383
"1889";7106;"production";10055506;9873334;15295789;17850747;10739923;12686389;8673529;9562619;10711255
"1890";7106;"slaughter";0;0;0;0;0;0;0;0;0
"1891";7109;"area";0;0;0;0;0;0;0;0;0
"1892";7109;"cattle";0;0;0;0;0;0;0;0;0
"1893";7109;"gpv";751699961;1094696889;1103622466;1053246733;1362050683;1423949584;1390171715;1668364999;2295796070
"1894";7109;"production";165938181;193751661;180625608;193256280;207946669;200556279;198880073;209330620;229579607
"1895";7109;"slaughter";0;0;0;0;0;0;0;0;0
"1896";7117;"area";0;0;0;0;0;0;0;0;0
"1897";7117;"cattle";4060265;5436628;5558368;345224;0;0;0;0;0
"1898";7117;"gpv";98732496;140420379;126199428;169447687;241405021;328532148;319064503;425151177;481370977
"1899";7117;"production";0;0;0;0;0;0;0;0;0
"1900";7117;"slaughter";7180545;10549991;10152810;11606006;15376116;16710689;17473412;18022517;19034044
"1901";7118;"area";0;0;0;0;0;0;0;0;0
"1902";7118;"cattle";0;0;0;0;0;0;0;0;0
"1903";7118;"gpv";6143320;6644795;7513778;16985851;7781841;13922885;2595863;13037457;15127677
"1904";7118;"production";0;0;0;0;0;0;0;0;0
"1905";7118;"slaughter";2457328;2657918;3266860;6635098;3383409;3977967;940530;4345819;7003554
"1906";7119;"area";0;0;0;0;0;0;0;0;0
"1907";7119;"cattle";1196000;1192377;1192675;1302627;1325919;1432421;1419328;1478750;1750110
"1908";7119;"gpv";40765004;54949021;64692807;59754706;62084095;81852125;97357301;114177737;145636996
"1909";7119;"production";0;0;0;0;0;0;0;0;0
"1910";7119;"slaughter";3158410;3326828;3252500;3500637;3581302;3614925;3599730;3960800;4538382
"1911";7120;"area";0;0;0;0;0;0;0;0;0
"1912";7120;"cattle";44639;35607;24900;27512;28289;29031;28467;26962;21050
"1913";7120;"gpv";1276095;765973;391758;533660;614728;892369;527222;754385;539927
"1914";7120;"production";0;0;0;0;0;0;0;0;0
"1915";7120;"slaughter";99255;59898;28161;43550;35782;35433;36608;40165;34840
"1916";7128;"area";0;0;;;;;;;
"1917";7128;"cattle";3000;3000;;;;;;;
"1918";7128;"gpv";5000;5000;;;;;;;
"1919";7128;"production";0;0;;;;;;;
"1920";7128;"slaughter";2000;2000;;;;;;;
"1921";7130;"area";0;0;0;0;0;0;0;0;0
"1922";7130;"cattle";2478823;2450385;2378632;2051536;2264118;2203511;1175764;1449;1540
"1923";7130;"gpv";209566135;236549099;237152351;233599601;271948171;277702040;149734256;49561;51268
"1924";7130;"production";0;0;0;0;0;0;0;0;0
"1925";7130;"slaughter";9892322;9763738;9515569;8359668;9032189;8780572;4570201;1379;1400
"1926";7131;"area";0;0;0;0;0;0;0;0;
"1927";7131;"cattle";0;0;0;0;0;0;0;0;
"1928";7131;"gpv";3164595;21675990;18641849;6005367;6088345;5967976;1127659;0;
"1929";7131;"production";0;0;0;0;0;0;0;0;
"1930";7131;"slaughter";1521440;10321900;8435226;9844865;8823689;8175309;1375194;94980;
"1931";7135;"area";0;0;0;0;0;0;0;0;0
"1932";7135;"cattle";0;0;0;0;0;0;0;0;0
"1933";7135;"gpv";7862424;5419379;4897573;14154737;10563552;4992490;3287790;0;0
"1934";7135;"production";0;0;0;0;0;0;0;0;0
"1935";7135;"slaughter";1131284;832470;730981;1993625;762161;499249;304425;274357;248285
"1936";7136;"area";0;0;0;0;0;0;0;0;0
"1937";7136;"cattle";78838;130375;178560;121055;559740;117296;76299;85210;80595
"1938";7136;"gpv";4661990;8922287;15677516;7413094;16209172;6763835;7425645;5569984;6701557
"1939";7136;"production";0;0;0;0;0;0;0;0;0
"1940";7136;"slaughter";65455;115990;160759;98950;210262;96157;93969;77207;92319
"1941";7137;"area";0;0;0;0;0;0;0;;
"1942";7137;"cattle";0;0;0;0;0;0;0;;
"1943";7137;"gpv";43271059;27032227;27156333;21706716;27998532;26800682;17372341;;
"1944";7137;"production";0;0;0;0;0;0;0;;
"1945";7137;"slaughter";16836988;10239480;9875030;8099521;9621488;8701520;5445875;;
"1946";7140;"area";0;0;0;0;;;;;
"1947";7140;"cattle";30470;22205;1500;1750;;;;;
"1948";7140;"gpv";115776;148920;26160;24863;;;;;
"1949";7140;"production";0;0;0;0;;;;;
"1950";7140;"slaughter";68610;69425;20000;15500;;;;;
"1951";7145;"area";0;0;0;0;0;0;0;0;0
"1952";7145;"cattle";614193;578510;708832;776018;602322;732109;512599;498935;561774
"1953";7145;"gpv";113540;74715;161650;241491;121095;138126;160767;113229;171293
"1954";7145;"production";0;0;0;0;0;0;0;0;0
"1955";7145;"slaughter";141800;106205;192984;151416;122819;134457;99760;82339;70625
"1956";7146;"area";0;0;0;0;0;0;0;0;0
"1957";7146;"cattle";0;0;0;0;0;0;0;0;0
"1958";7146;"gpv";520000;739575;660834;924911;622479;733494;720578;959732;1376711
"1959";7146;"production";0;0;0;0;0;0;0;0;0
"1960";7146;"slaughter";260000;259500;281206;268090;188630;261962;218357;274209;352100
"1961";7148;"area";0;0;0;0;0;0;0;0;0
"1962";7148;"cattle";0;0;0;0;0;0;0;0;0
"1963";7148;"gpv";67800;155000;182000;338800;4900586;7680;5334;3500;12000
"1964";7148;"production";60000;62000;65000;121000;1531433;2400;1667;1000;2000
"1965";7148;"slaughter";0;0;0;0;0;0;0;0;0
"1966";7150;"area";0;0;;;;;;;
"1967";7150;"cattle";2800;2800;;;;;;;
"1968";7150;"gpv";3750;3750;;;;;;;
"1969";7150;"production";0;0;;;;;;;
"1970";7150;"slaughter";1500;1500;;;;;;;
"1971";7170;"area";;0;;;;;;;
"1972";7170;"cattle";;1000;;;;;;;
"1973";7170;"gpv";;20000;;;;;;;
"1974";7170;"production";;0;;;;;;;
"1975";7170;"slaughter";;2000;;;;;;;
"1976";7177;"area";0;0;0;0;0;0;0;0;0
"1977";7177;"cattle";244625993;267238427;280026868;317746219;315206375;318283848;302401213;317468295;333907437
"1978";7177;"gpv";7264820885;9151665121;9931675263;11882324286;14594449007;12656432322;14040405014;16767899745;21271097164
"1979";7177;"production";0;0;0;0;0;0;0;0;0
"1980";7177;"slaughter";1554303938;1700006394;1733519505;1948094815;2010391828;1901426055;1865423480;1897997996;2024222007
"1981";7178;"area";0;0;0;0;0;0;0;0;0
"1982";7178;"cattle";8633977;7621582;8392555;8192427;8370412;9107429;9612220;11160405;11122616
"1983";7178;"gpv";9251332;11532837;12411790;11762258;12252000;15061401;8821252;12297403;18442988
"1984";7178;"production";0;0;0;0;0;0;0;0;0
"1985";7178;"slaughter";5343751;4872998;5025724;5241280;5641903;5786992;5329942;6793427;7389693
"1986";7181;"area";0;0;0;0;0;0;0;0;0
"1987";7181;"cattle";9803214;9321186;9152810;8429325;8226099;8826879;8940835;8632522;7340963
"1988";7181;"gpv";156874200;159231607;154862837;178065720;207907928;234269226;259307277;287903988;267177527
"1989";7181;"production";0;0;0;0;0;0;0;0;0
"1990";7181;"slaughter";12303723;11120511;10860422;9907980;10147211;10250290;9808555;9760473;9106991
"1991";7195;"area";0;0;0;0;0;0;0;0;0
"1992";7195;"cattle";0;0;0;0;0;0;0;0;0
"1993";7195;"gpv";11494483;11832689;8255459;13687227;8875171;13356839;1538707;5289088;6000903
"1994";7195;"production";630180;646595;447208;735082;474101;684615;77322;261836;295611
"1995";7195;"slaughter";0;0;0;0;0;0;0;0;0
"1996";7197;"area";;;;;0;;;;
"1997";7197;"cattle";;;;;30;;;;
"1998";7197;"gpv";;;;;0;;;;
"1999";7197;"production";;;;;0;;;;
"2000";7197;"slaughter";;;;;0;;;;
"2001";7200;"area";0;0;0;0;0;0;0;0;0
"2002";7200;"cattle";0;0;0;0;0;0;0;0;0
"2003";7200;"gpv";35943158;36308894;52284693;56942373;81334065;112310956;93706060;97296065;96350015
"2004";7200;"production";6631579;6414999;6870523;6285030;6694160;7278739;7390068;8259428;8979497
"2005";7200;"slaughter";0;0;0;0;0;0;0;0;0
"2006";7201;"area";0;0;0;0;;;;;
"2007";7201;"cattle";0;0;0;0;;;;;
"2008";7201;"gpv";85600;82045;16100;113750;;;;;
"2009";7201;"production";214;95;35;325;;;;;
"2010";7201;"slaughter";0;0;0;0;;;;;
"2011";7202;"area";0;0;0;0;0;0;0;0;0
"2012";7202;"cattle";0;0;0;0;0;0;0;0;0
"2013";7202;"gpv";99022;108170;149218;179784;107000;86507;91032;72650;93290
"2014";7202;"production";2798;2825;2549;3922;1472;1450;1550;1630;1780
"2015";7202;"slaughter";0;0;0;0;0;0;0;0;0
"2016";7210;"area";6060;4526;4099;3713;3800;3939;3984;3909;4748
"2017";7210;"cattle";0;0;0;0;0;0;0;0;0
"2018";7210;"gpv";26650932;28504936;32773767;38367257;39379844;42538567;46579828;47008130;43626519
"2019";7210;"production";2626;2332;2281;2407;2408;2474;2481;2417;2217
"2020";7210;"slaughter";0;0;0;0;0;0;0;0;0
"2021";7220;"area";0;0;0;0;0;0;0;0;0
"2022";7220;"cattle";0;0;0;0;0;0;0;0;0
"2023";7220;"gpv";44916994;59570761;114293877;137659186;86748559;68672354;88277655;142503280;173027532
"2024";7220;"production";0;0;0;0;0;0;0;0;0
"2025";7220;"slaughter";4925109;5091518;8472489;10121999;5299240;4402074;4723256;6709194;7065232
"2026";7221;"area";0;0;0;0;0;0;0;0;0
"2027";7221;"cattle";0;0;0;0;0;0;0;0;0
"2028";7221;"gpv";13776773;18629022;31461229;40676031;25656527;17927394;26535676;38256465;48644113
"2029";7221;"production";0;0;0;0;0;0;0;0;0
"2030";7221;"slaughter";741484;824293;1177882;1560262;956976;589523;723240;887827;992737
"2031";7250;"area";0;0;;;;;;;
"2032";7250;"cattle";170;160;;;;;;;
"2033";7250;"gpv";49910;69481;;;;;;;
"2034";7250;"production";0;0;;;;;;;
"2035";7250;"slaughter";70;85;;;;;;;
"2036";7251;"area";0;0;0;0;;;;;
"2037";7251;"cattle";0;0;0;0;;;;;
"2038";7251;"gpv";23043580;2044518;18956769;28244568;;;;;
"2039";7251;"production";0;0;0;0;;;;;
"2040";7251;"slaughter";29137;17347;24174;29477;;;;;
"2041";7255;"area";0;0;;;;;;;
"2042";7255;"cattle";300;300;;;;;;;
"2043";7255;"gpv";160000;174167;;;;;;;
"2044";7255;"production";0;0;;;;;;;
"2045";7255;"slaughter";100;100;;;;;;;
"2046";7295;"area";0;0;0;0;;;;;
"2047";7295;"cattle";400;660;627;290;;;;;
"2048";7295;"gpv";105000;413205;1296802;631680;;;;;
"2049";7295;"production";0;0;0;0;;;;;
"2050";7295;"slaughter";260;590;1945;590;;;;;
"2051";7304;"area";0;0;0;0;0;0;0;0;0
"2052";7304;"cattle";28319;20460;17462;12146;13647;11240;8245;10358;10941
"2053";7304;"gpv";1253509;793993;597278;478775;412428;433640;291298;389630;436018
"2054";7304;"production";0;0;0;0;0;0;0;0;0
"2055";7304;"slaughter";89213;58774;37236;27525;22870;21505;14832;17831;17800
"2056";7308;"area";;;;;0;0;0;0;0
"2057";7308;"cattle";;;;;0;0;0;0;0
"2058";7308;"gpv";;;;;1200000;131250;45650;173750;181500
"2059";7308;"production";;;;;0;0;0;0;0
"2060";7308;"slaughter";;;;;240000;35000;8300;15500;13300
"2061";7310;"area";0;0;0;0;0;0;0;0;0
"2062";7310;"cattle";0;0;0;0;0;0;0;0;0
"2063";7310;"gpv";153916674;181395060;198181297;230130169;237460102;262937014;255999864;262501197;277134230
"2064";7310;"production";2252549;2467960;2586210;2928610;2904000;2931620;2781700;2906990;3061580
"2065";7310;"slaughter";0;0;0;0;0;0;0;0;0
"2066";7312;"area";0;0;0;0;0;0;0;0;0
"2067";7312;"cattle";0;0;0;0;0;0;0;0;0
"2068";7312;"gpv";38923504;34377070;43039706;39215824;42157903;49473406;47364392;38717531;46599341
"2069";7312;"production";450921;377770;409980;370730;392130;399430;373890;333140;389920
"2070";7312;"slaughter";0;0;0;0;0;0;0;0;0
"2071";7314;"area";0;0;0;0;0;0;0;0;0
"2072";7314;"cattle";0;0;0;0;0;0;0;0;0
"2073";7314;"gpv";699089;958432;1261644;670749;1222480;856120;523705;340496;875700
"2074";7314;"production";2118450;2995100;3077180;972100;1652000;1259000;748150;654800;973000
"2075";7314;"slaughter";0;0;0;0;0;0;0;0;0
"2076";7316;"area";0;0;0;0;0;0;0;0;0
"2077";7316;"cattle";0;0;0;0;0;0;0;0;0
"2078";7316;"gpv";343556344;347435251;334547158;331533002;321643089;387856503;294634922;340554484;551006333
"2079";7316;"production";5938744;6938990;7622400;7545130;6256430;6323060;6341690;6972860;7164300
"2080";7316;"slaughter";0;0;0;0;0;0;0;0;0
"2081";7318;"area";0;0;0;0;0;0;0;0;0
"2082";7318;"cattle";0;0;0;0;0;0;0;0;0
"2083";7318;"gpv";1413003;1340526;2382612;2695165;2452399;3167492;3427166;4454500;4703325
"2084";7318;"production";102169;93156;106748;99969;97783;105724;114315;143185;152211
"2085";7318;"slaughter";0;0;0;0;0;0;0;0;0
"2086";7320;"area";0;0;0;0;0;0;0;0;0
"2087";7320;"cattle";0;0;0;0;0;0;0;0;0
"2088";7320;"gpv";2535151;2820780;2690078;2953366;3220947;2919098;3301133;2323817;6228404
"2089";7320;"production";61250;53637;59753;60669;60419;48130;51995;39082;43862
"2090";7320;"slaughter";0;0;0;0;0;0;0;0;0
"2091";7330;"area";0;0;0;0;0;0;0;0;0
"2092";7330;"cattle";0;0;0;0;0;0;0;0;0
"2093";7330;"gpv";52852565;56654056;79273047;86732472;96036835;80647735;67099405;98324639;114853586
"2094";7330;"production";0;0;0;0;0;0;0;0;0
"2095";7330;"slaughter";522438;462999;540049;599720;692468;567166;520624;604637;467744
"2096";7340;"area";0;0;;;;;;;
"2097";7340;"cattle";280;270;;;;;;;
"2098";7340;"gpv";61845;70875;;;;;;;
"2099";7340;"production";0;0;;;;;;;
"2100";7340;"slaughter";95;90;;;;;;;
"2101";7350;"area";0;0;0;0;0;0;0;0;0
"2102";7350;"cattle";0;0;0;0;0;0;0;0;0
"2103";7350;"gpv";3507093;4008816;3574480;3468396;6952486;8924200;8485417;6934495;5548338
"2104";7350;"production";0;0;0;0;0;0;0;0;0
"2105";7350;"slaughter";8291;7960;6946;6194;12700;13488;11282;11385;7085
"2106";7352;"area";0;0;0;0;0;0;0;0;0
"2107";7352;"cattle";0;0;0;0;0;0;0;0;0
"2108";7352;"gpv";2731890;1949510;2359813;2693998;4572225;4463631;4721890;2966705;1855461
"2109";7352;"production";0;0;0;0;0;0;0;0;0
"2110";7352;"slaughter";3937;2191;2040;2120;2933;3043;2963;2286;1471
"2111";7455;"area";0;0;0;0;0;0;0;0;0
"2112";7455;"cattle";210669;192571;204436;256840;295893;215708;174599;159127;162964
"2113";7455;"gpv";1573831;918210;1365591;940678;299361;352403;305197;113735;219340
"2114";7455;"production";0;0;0;0;0;0;0;0;0
"2115";7455;"slaughter";7027;5653;6889;4923;2303;2254;1776;605;1097
"2116";7470;"area";0;0;0;0;0;0;0;0;0
"2117";7470;"cattle";0;0;0;0;0;0;0;0;0
"2118";7470;"gpv";2414750;2571000;2537600;2629250;2928250;3845418;4275855;5774000;3832164
"2119";7470;"production";0;0;0;0;0;0;0;288700;310800
"2120";7470;"slaughter";185750;214250;195200;202250;225250;245400;256500;0;0
"2121";7475;"area";0;0;0;0;0;0;0;0;0
"2122";7475;"cattle";0;0;0;0;0;0;0;0;0
"2123";7475;"gpv";1250138;1231750;676875;715800;931000;1027500;1411323;1599800;1919350
"2124";7475;"production";0;0;0;0;0;0;0;79990;83450
"2125";7475;"slaughter";98050;94750;54150;59650;66500;68500;71750;0;0
"2126";7485;"area";0;0;0;0;0;0;0;0;0
"2127";7485;"cattle";0;0;0;0;0;0;0;0;0
"2128";7485;"gpv";59875000;53190000;58215232;67266210;76723400;68250000;67695720;101946797;72247382
"2129";7485;"production";0;0;0;0;0;0;0;5620000;5055800
"2130";7485;"slaughter";6250000;5910000;5635550;5937000;5980000;5250000;5477000;0;0
"2131";7486;"area";;;0;0;0;0;0;0;0
"2132";7486;"cattle";;;0;0;0;0;0;0;0
"2133";7486;"gpv";;;4338750;8110000;195706;756000;379750;789250;1025100
"2134";7486;"production";;;0;0;0;0;0;22550;20400
"2135";7486;"slaughter";;;173550;324400;4900;8400;10850;0;0
"2136";7491;"area";0;0;0;0;0;0;0;0;0
"2137";7491;"cattle";0;0;0;0;0;0;0;0;0
"2138";7491;"gpv";1364675;1405050;1753414;1722011;1817520;2074765;2052750;2206388;2131800
"2139";7491;"production";0;0;0;0;0;0;0;173050;167200
"2140";7491;"slaughter";160550;165300;169740;166700;151460;158500;161000;0;0
"2141";7492;"area";0;0;0;0;0;0;0;0;0
"2142";7492;"cattle";0;0;0;0;0;0;0;0;0
"2143";7492;"gpv";1325000;73760;90000;71500;104000;111500;113103;129481;670236
"2144";7492;"production";0;0;0;0;0;0;0;12135;47400
"2145";7492;"slaughter";132500;8000;9000;7150;10400;11150;10600;0;0
"2146";7493;"area";0;0;0;0;0;0;0;0;0
"2147";7493;"cattle";0;0;0;0;0;0;0;0;0
"2148";7493;"gpv";1050600;871150;1500000;1625000;1312200;1800000;1800000;2583000;2725200
"2149";7493;"production";0;0;0;0;0;0;0;1e+05;180000
