city_code;city;code_region;region;variable_code;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4100707;Alto Piquiri;8104;Umuarama;1;ALGODAO;A;TON;75;114;;321936;;
4101101;Andirá;6407;Cornélio Procópio;1;ALGODAO;A;TON;7,3;16,4;;46313,6;;
4101903;Assaí;6407;Cornélio Procópio;1;ALGODAO;A;TON;24,2;54,45;;153766,8;;
4102505;Barbosa Ferraz;4303;Campo Mourão;1;ALGODAO;A;TON;10;25;;70600;;
4104303;Campo Mourão;4303;Campo Mourão;1;ALGODAO;A;TON;3;5,58;;15757,92;;
4107553;Farol;4303;Campo Mourão;1;ALGODAO;A;TON;10;27,8;;78507,2;;
4109807;Ibiporã;3700;Londrina;1;ALGODAO;A;TON;9;26,47;;74751,28;;
4110904;Itaguajé;5200;Maringá;1;ALGODAO;A;TON;70;140;;395360;;
4112603;Jardim Olinda;8402;Paranavaí;1;ALGODAO;A;TON;51;28,56;;80653,44;;
4118857;Perobal;8104;Umuarama;1;ALGODAO;A;TON;43;74,82;;211291,68;;
4119657;Pitangueiras;3700;Londrina;1;ALGODAO;A;TON;10;23,85;;67352,4;;
4120002;Porecatu;3700;Londrina;1;ALGODAO;A;TON;10;37,53;;105984,72;;
4123600;Santa Inês;5200;Maringá;1;ALGODAO;A;TON;15;22,5;;63540;;
4124509;Santo Inácio;5200;Maringá;1;ALGODAO;A;TON;16;15,87;;44816,88;;
4126504;Sertanópolis;3700;Londrina;1;ALGODAO;A;TON;6;13,79;;38942,96;;
4100459;Altamira do Paraná;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4100608;Alto Paraná;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;247;382,85;;845945,4;;
4100707;Alto Piquiri;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;87;174;;384470,42;;
4100806;Alvorada do Sul;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4101002;Ampére;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;7;13,3;;29387,68;;
4101051;Anahy;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;4;7,8;;17234,88;;
4101309;Antônio Olinto;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4101408;Apucarana;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;4;9,2;;20328,32;;
4101507;Arapongas;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,8;;3977,28;;
4101655;Arapuã;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;0,5;1;;2209,6;;
4101705;Araruna;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;4;8,8;;19444,48;;
4101853;Ariranha do Ivaí;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;0,5;1;;2209,6;;
4102208;Atalaia;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,5;;3314,4;;
4102505;Barbosa Ferraz;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;8;16;;35353,6;;
4102604;Barracão;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4102703;Barra do Jacaré;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,8;;3977,28;;
4102752;Bela Vista da Caroba;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4102901;Bituruna;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;3;3;;6628,8;;
4103008;Boa Esperança;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;3,5;;7733,6;;
4103024;Boa Esperança do Iguaçu;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,1;;4640,16;;
4103040;Boa Ventura de São Roque;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4103057;Boa Vista da Aparecida;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;4;8;;17676,8;;
4103156;Bom Jesus do Sul;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4103206;Bom Sucesso;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4103305;Borrazópolis;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4103354;Braganey;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4103453;Cafelândia;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,95;;4308,72;;
4103503;Califórnia;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;6;9;;19886,4;;
4103701;Cambé;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;30;60;;132576,01;;
4103800;Cambira;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;4;10;;22096;;
4103909;Campina da Lagoa;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4104055;Campo Bonito;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,75;;21543,6;;
4104303;Campo Mourão;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4104402;Cândido de Abreu;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4104428;Candói;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4104451;Cantagalo;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,4;;3093,44;;
4104501;Capanema;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;18;37,8;;83522,88;;
4104600;Capitão Leônidas Marques;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4104709;Carlópolis;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,8;;10606,08;;
4104808;Cascavel;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;10;20,5;;45296,8;;
4105003;Catanduvas;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4105102;Centenário do Sul;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;10;30;;66288;;
4105300;Céu Azul;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,9;;8617,44;;
4105409;Chopinzinho;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;3;3;;6628,8;;
4105508;Cianorte;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;20;42;;92803,2;;
4105706;Clevelândia;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4106100;Conselheiro Mairinck;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,14;;4728,54;;
4106308;Corbélia;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,1;;9059,36;;
4106456;Coronel Domingos Soares;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4106506;Coronel Vivida;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;3;3;;6628,8;;
4106555;Corumbataí do Sul;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,5;;3314,4;;
4106571;Cruzeiro do Iguaçu;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,2;;9280,32;;
4106803;Cruz Machado;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;5;5;;11048;;
4107009;Curiúva;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,95;;4308,72;;
4107124;Diamante do Sul;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;1;0,84;;1856,06;;
4107157;Diamante D'Oeste;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;4;7,8;;17234,88;;
4107207;Dois Vizinhos;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4107306;Doutor Camargo;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4107405;Enéas Marques;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4107504;Engenheiro Beltrão;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4107520;Esperança Nova;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4107538;Entre Rios do Oeste;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4107546;Espigão Alto do Iguaçu;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;1;0,98;;2165,41;;
4107553;Farol;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4107702;Fênix;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4107751;Figueira;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,9;;8617,44;;
4107801;Floraí;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4107850;Flor da Serra do Sul;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4108205;Formosa do Oeste;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4108304;Foz do Iguaçu;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,9;;8617,44;;
4108403;Francisco Beltrão;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;18;36;;79545,6;;
4108502;General Carneiro;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4108551;Godoy Moreira;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4108601;Goioerê;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4108650;Goioxim;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4108700;Grandes Rios;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4108809;Guaíra;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4109005;Guapirama;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,9;;4198,24;;
4109104;Guaporema;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4109302;Guaraniaçu;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;2;1,82;;4021,47;;
4109401;Guarapuava;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;4;6;;13257,6;;
4109658;Honório Serpa;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4109708;Ibaiti;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,9;;4198,24;;
4109757;Ibema;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4109906;Icaraíma;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;72;108;;238636,81;;
4110052;Iguatu;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;3;5,85;;12926,16;;
4110409;Indianópolis;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4110805;Iretama;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;3;4,5;;9943,2;;
4111209;Itapejara d'Oeste;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4111506;Ivaiporã;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4111555;Ivaté;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4111704;Jaboti;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,2;;4861,12;;
4111803;Jacarezinho;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,2;;9280,32;;
4111902;Jaguapitã;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4112108;Jandaia do Sul;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,4;;5303,04;;
4112306;Japira;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,98;;4375,01;;
4112405;Japurá;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,8;;3977,28;;
4112504;Jardim Alegre;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4112751;Jesuítas;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;10;25;;55240;;
4112801;Joaquim Távora;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4112900;Jundiaí do Sul;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,3;;13920,48;;
4112959;Juranda;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4113007;Jussara;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4113304;Laranjeiras do Sul;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;6;6,72;;14848,51;;
4113429;Lidianópolis;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4113452;Lindoeste;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;10,5;;23200,8;;
4113700;Londrina;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;20;36;;79545,6;;
4113734;Luiziana;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4113759;Lunardelli;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4113908;Mallet;706;Irati;13;AMENDOIM SAFRA DA SECA;A;TON;2;10;;22096;;
4114005;Mamborê;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4114104;Mandaguaçu;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4114203;Mandaguari;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;7;14;;30934,4;;
4114351;Manfrinópolis;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4114401;Mangueirinha;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4114500;Manoel Ribas;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4114609;Marechal Cândido Rondon;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4114807;Marialva;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,5;;3314,4;;
4114906;Marilândia do Sul;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4115002;Marilena;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4115200;Maringá;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;3;4,5;;9943,2;;
4115309;Mariópolis;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;3;4,5;;9943,2;;
4115408;Marmeleiro;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;6;12,6;;27840,96;;
4115457;Marquinho;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;1;0,7;;1546,72;;
4115507;Marumbi;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4115606;Matelândia;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,2;;9280,32;;
4115739;Mato Rico;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4115754;Mauá da Serra;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,9;;4198,24;;
4115804;Medianeira;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4115853;Mercedes;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4116059;Missal;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,15;;13589,04;;
4116703;Nova Aurora;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,9;;8617,44;;
4116802;Nova Cantu;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4116950;Nova Esperança do Sudoeste;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;3;5,7;;12594,72;;
4117057;Nova Laranjeiras;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;3;2,73;;6032,21;;
4117222;Nova Santa Rosa;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4117255;Nova Prata do Iguaçu;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,3;;13920,48;;
4117271;Nova Tebas;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4117453;Ouro Verde do Oeste;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;3;7,5;;16572;;
4117503;Paiçandu;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;3;4,5;;9943,2;;
4117602;Palmas;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4117909;Palotina;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;10;20;;44192;;
4118006;Paraíso do Norte;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;3;8;;17676,8;;
4118402;Paranavaí;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;363;937,63;;2071787,34;;
4118451;Pato Bragado;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;2;5,2;;11489,92;;
4118501;Pato Branco;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4118600;Paula Freitas;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4118709;Paulo Frontin;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;1;1;;2209,6;;
4118808;Peabiru;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4118857;Perobal;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;60;186;;410985,62;;
4118907;Pérola;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4119004;Pérola d'Oeste;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;6;11,4;;25189,44;;
4119202;Pinhalão;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,8;;3977,28;;
4119251;Pinhal de São Bento;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;4;7,6;;16792,96;;
4119301;Pinhão;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;5;7;;15467,2;;
4119608;Pitanga;9608;Pitanga;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4119806;Planalto;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10,5;;23200,8;;
4120002;Porecatu;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;6;12;;26515,2;;
4120150;Porto Barreiro;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;1;0,84;;1856,06;;
4120309;Porto Vitória;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4120358;Pranchita;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4120606;Prudentópolis;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;8;10,4;;22979,84;;
4120705;Quatiguá;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,15;;4750,64;;
4120853;Quatro Pontes;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,4;;9722,24;;
4120903;Quedas do Iguaçu;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;3;2,31;;5104,18;;
4121257;Ramilândia;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,6;;7954,56;;
4121406;Realeza;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4121604;Renascença;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4121752;Reserva do Iguaçu;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,5;;3314,4;;
4121802;Ribeirão Claro;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,2;;9280,32;;
4122107;Rio Bom;1408;Apucarana;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,6;;5744,96;;
4122156;Rio Bonito do Iguaçu;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;6;6,72;;14848,51;;
4122503;Roncador;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,5;;3314,4;;
4122800;Salgado Filho;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4122909;Salto do Itararé;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,8;;8396,48;;
4123006;Salto do Lontra;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4123808;Santa Izabel do Oeste;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,3;;13920,48;;
4123824;Santa Lúcia;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,8;;8396,48;;
4124004;Santana do Itararé;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,9;;15246,24;;
4124020;Santa Tereza do Oeste;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;3;5,85;;12926,16;;
4124053;Santa Terezinha de Itaipu;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,95;;4308,72;;
4124103;Santo Antônio da Platina;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,3;;13920,48;;
4124400;Santo Antônio do Sudoeste;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4124806;São João;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4124905;São João do Caiuá;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;339;980,73;;2167021,1;;
4125001;São João do Ivaí;1506;Ivaiporã;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4125209;São Jorge d'Oeste;7207;Dois Vizinhos;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4125357;São Jorge do Patrocínio;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;5;7,5;;16572;;
4125407;São José da Boa Vista;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,1;;4640,16;;
4125456;São José das Palmeiras;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;3;6;;13257,6;;
4125555;São Manoel do Paraná;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4125605;São Mateus do Sul;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4125704;São Miguel do Iguaçu;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;3;6,3;;13920,48;;
4125753;São Pedro do Iguaçu;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;10;20;;44192;;
4126108;São Tomé;5508;Cianorte;13;AMENDOIM SAFRA DA SECA;A;TON;2;3,3;;7291,68;;
4126256;Sarandi;5200;Maringá;13;AMENDOIM SAFRA DA SECA;A;TON;2;4;;8838,4;;
4126272;Saudade do Iguaçu;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4126355;Serranópolis do Iguaçu;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;1;1,9;;4198,24;;
4126603;Siqueira Campos;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,4;;5303,04;;
4126652;Sulina;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;3;3;;6628,8;;
4126678;Tamarana;3700;Londrina;13;AMENDOIM SAFRA DA SECA;A;TON;10;18;;39772,8;;
4127007;Teixeira Soares;706;Irati;13;AMENDOIM SAFRA DA SECA;A;TON;0,6;1,5;;3314,4;;
4127205;Terra Boa;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;10;20,5;;45296,8;;
4127304;Terra Rica;8402;Paranavaí;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4127809;Tomazina;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;2;4,4;;9722,24;;
4127858;Três Barras do Paraná;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;10,75;;23753,2;;
4127957;Tupãssi;7700;Toledo;13;AMENDOIM SAFRA DA SECA;A;TON;50;150;;331440,01;;
4127965;Turvo;9401;Guarapuava;13;AMENDOIM SAFRA DA SECA;A;TON;2;3;;6628,8;;
4128005;Ubiratã;4303;Campo Mourão;13;AMENDOIM SAFRA DA SECA;A;TON;1;2;;4419,2;;
4128203;União da Vitória;8203;União da Vitória;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4128500;Wenceslau Braz;1803;Jacarezinho;13;AMENDOIM SAFRA DA SECA;A;TON;1;2,4;;5303,04;;
4128559;Vera Cruz do Oeste;4808;Cascavel;13;AMENDOIM SAFRA DA SECA;A;TON;5;10;;22096;;
4128609;Verê;8403;Francisco Beltrão;13;AMENDOIM SAFRA DA SECA;A;TON;5;9,5;;20991,2;;
4128625;Alto Paraíso;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;198;396;;875001,64;;
4128658;Virmond;3304;Laranjeiras do Sul;13;AMENDOIM SAFRA DA SECA;A;TON;1;0,84;;1856,06;;
4128708;Vitorino;8501;Pato Branco;13;AMENDOIM SAFRA DA SECA;A;TON;2;2;;4419,2;;
4128807;Xambrê;8104;Umuarama;13;AMENDOIM SAFRA DA SECA;A;TON;36;72;;159091,21;;
4100103;Abatiá;6407;Cornélio Procópio;14;ARROZ SEQUEIRO;A;TON;2;4,08;;3117,81;;
4100202;Adrianópolis;6902;Curitiba;14;ARROZ SEQUEIRO;A;TON;7;12,6;;9628,54;;
