city_code;city;region_code;region;variable_code;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4100103;Abatiá;6407;Cornélio Procópio;14;ARROZ SEQUEIRO;A;TON;2;4,44;;4.064,82;;4,44
4100103;Abatiá;6407;Cornélio Procópio;3523;AVEIA BRANCA;A;TON;128;273,92;;62.681,11;;273,92
4100103;Abatiá;6407;Cornélio Procópio;1520;BANANA;C;TON;120;3480;;2.556.234,00;;3480
4100103;Abatiá;6407;Cornélio Procópio;7016;BEZERRAS;D;CAB;;;1330;1.216.564,30;0;
4100103;Abatiá;6407;Cornélio Procópio;7015;BEZERROS;D;CAB;;;2202;2.365.014,06;0;
4100103;Abatiá;6407;Cornélio Procópio;7010;BOVINOS (BOI GORDO);D;KG;;17643;735;1.822.065,00;17643;
4100103;Abatiá;6407;Cornélio Procópio;40;CAFE;A;TON;450;667,8;;4.561.074,00;;667,8
4100103;Abatiá;6407;Cornélio Procópio;7310;CAMA DE AVIARIO;D;TON;;2520;;226.018,80;;2520
4100103;Abatiá;6407;Cornélio Procópio;41;CANA-DE-ACUCAR;A;TON;500;45700;;3.085.207,00;;45700
4100103;Abatiá;6407;Cornélio Procópio;7040;CAPRINOS (PARA CORTE);D;KG;;106;18;5.832,00;106;
4100103;Abatiá;6407;Cornélio Procópio;7455;EQUINOS (PARA CORTE);D;KG;;705;0;                      -  ;705;
4100103;Abatiá;6407;Cornélio Procópio;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;70;111.430,20;0;
4100103;Abatiá;6407;Cornélio Procópio;7312;ESTERCO DE POEDEIRA;D;TON;;1370;;169.688,20;;1370
4100103;Abatiá;6407;Cornélio Procópio;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;1090;;66.860,60;;1090
4100103;Abatiá;6407;Cornélio Procópio;93;FEIJAO SAFRA DA SECA;A;TON;12;9,36;;21.273,69;;9,36
4100103;Abatiá;6407;Cornélio Procópio;92;FEIJAO SAFRA DAS AGUAS;A;TON;28;26,88;;56.748,25;;26,88
4100103;Abatiá;6407;Cornélio Procópio;94;FEIJAO SAFRA DE INVERNO;A;TON;64;46,08;;74.134,89;;46,08
4100103;Abatiá;6407;Cornélio Procópio;3515;FENO DE ALFAFA;D;TON;372;4092;;2.917.391,40;;4092
4100103;Abatiá;6407;Cornélio Procópio;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;276739;1660435;8.161.868,24;276739;
4100103;Abatiá;6407;Cornélio Procópio;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;28000;14000;374.220,00;28000;
4100103;Abatiá;6407;Cornélio Procópio;7098;GALINHA REPRODUTORA DESCARTE (PESO VIVO);D;KG;;95000;84500;531.505,00;95000;
4100103;Abatiá;6407;Cornélio Procópio;7017;GARROTES;D;CAB;;;1093;1.745.236,82;0;
4100103;Abatiá;6407;Cornélio Procópio;7014;LEITE;D;MLT;;840;;1.016.400,00;;840
4100103;Abatiá;6407;Cornélio Procópio;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;900;;24.867,00;;900
4100103;Abatiá;6407;Cornélio Procópio;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;175;;;                      -  ;;0
4100103;Abatiá;6407;Cornélio Procópio;5230;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;E;M3;;810;;70.996,50;;810
4100103;Abatiá;6407;Cornélio Procópio;5220;MADEIRAS - LENHA;E;M3;;2250;;64.147,50;;2250
4100103;Abatiá;6407;Cornélio Procópio;203;MANDIOCA CONSUMO (HUMANO);A;TON;4;82;;71.340,00;;82
4100103;Abatiá;6407;Cornélio Procópio;1803;MARACUJA;C;TON;4;92;;218.040,00;;92
4100103;Abatiá;6407;Cornélio Procópio;7200;MEL;D;KG;;3000;;46.290,00;;3000
4100103;Abatiá;6407;Cornélio Procópio;199;MILHO SAFRA NORMAL;A;TON;190;1710;;613.890,00;;1710
4100103;Abatiá;6407;Cornélio Procópio;198;MILHO SAFRINHA;A;TON;4050;19440;;7.128.064,80;;19440
4100103;Abatiá;6407;Cornélio Procópio;4124;MUDA DE CAFE;A;UNI;;50000;;26.500,00;;50000
4100103;Abatiá;6407;Cornélio Procópio;7018;NOVILHAS;D;CAB;;;1564;2.344.889,56;0;
4100103;Abatiá;6407;Cornélio Procópio;7080;OVINOS (PARA CORTE);D;KG;;485;242;65.993,40;485;
4100103;Abatiá;6407;Cornélio Procópio;7109;OVOS DE GALINHA (FECUNDADO);D;DZ;;1299838;;9.228.849,80;;1299838
4100103;Abatiá;6407;Cornélio Procópio;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;6700;;16.616,00;;6700
4100103;Abatiá;6407;Cornélio Procópio;7518;PACU;D;KG;;;3000;19.530,00;;0
4100103;Abatiá;6407;Cornélio Procópio;3500;PASTAGENS E FORRAGENS;D;HA;14300;;;                      -  ;0;
4100103;Abatiá;6407;Cornélio Procópio;302;SOJA SAFRA NORMAL;A;TON;10570;36783,6;;37.617.484,21;;36783,6
4100103;Abatiá;6407;Cornélio Procópio;7096;SUINOS-RACA  (PARA ABATE);D;KG;;1050;1782;622.702,08;1050;
4100103;Abatiá;6407;Cornélio Procópio;7519;TILAPIA;D;KG;;;8000;38.080,00;;0
4100103;Abatiá;6407;Cornélio Procópio;2457;TOMATE RISCO;B;TON;6;211,2;;320.472,77;;211,2
4100103;Abatiá;6407;Cornélio Procópio;2456;TOMATE SAFRAO;B;TON;4;176,8;;385.116,37;;176,8
4100103;Abatiá;6407;Cornélio Procópio;330;TRIGO;A;TON;5320;11491,2;;6.486.782,40;;11491,2
4100103;Abatiá;6407;Cornélio Procópio;7025;VACA (PARA CORTE);D;KG;;;1095;1.718.624,40;0;
4100103;Abatiá;6407;Cornélio Procópio;7024;VACA (PARA CRIA);D;CAB;;;55;109.303,15;0;
4100202;Adrianópolis;6902;Curitiba;1502;ABACATE;C;TON;6;90;;152.055,00;;90
4100202;Adrianópolis;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;15;315;;223.650,00;;315
4100202;Adrianópolis;6902;Curitiba;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;4;80;;44.800,00;;80
4100202;Adrianópolis;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;40;880;;1.038.400,00;;880
4100202;Adrianópolis;6902;Curitiba;2001;ALFACE;B;TON;15;285;;315.717,30;;285
4100202;Adrianópolis;6902;Curitiba;14;ARROZ SEQUEIRO;A;TON;10;18;;16.479,00;;18
4100202;Adrianópolis;6902;Curitiba;1520;BANANA;C;TON;50;1500;;1.101.825,00;;1500
4100202;Adrianópolis;6902;Curitiba;2044;BATATA DOCE;B;TON;12;245;;296.450,00;;245
4100202;Adrianópolis;6902;Curitiba;2042;BERINJELA;B;TON;3;90;;58.500,00;;90
4100202;Adrianópolis;6902;Curitiba;2043;BETERRABA;B;TON;2;56;;42.146,16;;56
4100202;Adrianópolis;6902;Curitiba;7016;BEZERRAS;D;CAB;;;10;9.147,10;0;
4100202;Adrianópolis;6902;Curitiba;7015;BEZERROS;D;CAB;;;68;73.034,04;0;
4100202;Adrianópolis;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;15258;710;1.707.550,00;15258;
4100202;Adrianópolis;6902;Curitiba;2041;BROCOLOS;B;TON;2;92;;135.240,00;;92
4100202;Adrianópolis;6902;Curitiba;7020;BUBALINOS (PARA CORTE);D;KG;;2780;600;1.330.020,00;2780;
4100202;Adrianópolis;6902;Curitiba;41;CANA-DE-ACUCAR;A;TON;430;18060;;1.219.230,60;;18060
4100202;Adrianópolis;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;160;65;16.110,90;160;
4100202;Adrianópolis;6902;Curitiba;1556;CAQUI;C;TON;2;17;;36.873,00;;17
4100202;Adrianópolis;6902;Curitiba;2089;CARA;B;TON;5;135;;248.400,00;;135
4100202;Adrianópolis;6902;Curitiba;2091;CEBOLINHA (cheiro verde);B;TON;1;25;;114.250,00;;25
4100202;Adrianópolis;6902;Curitiba;2086;CHUCHU;B;TON;20;1000;;838.640,00;;1000
4100202;Adrianópolis;6902;Curitiba;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;4;6.367,44;0;
4100202;Adrianópolis;6902;Curitiba;1650;ESCAROLA/CHICORIA;B;TON;2;50;;66.000,00;;50
4100202;Adrianópolis;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;2370;;145.375,80;;2370
4100202;Adrianópolis;6902;Curitiba;93;FEIJAO SAFRA DA SECA;A;TON;300;480;;1.090.958,40;;480
4100202;Adrianópolis;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;350;770;;1.625.600,90;;770
4100202;Adrianópolis;6902;Curitiba;2141;FEIJAO-VAGEM;B;TON;12;276;;507.840,00;;276
4100202;Adrianópolis;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;22000;33000;882.090,00;22000;
4100202;Adrianópolis;6902;Curitiba;7017;GARROTES;D;CAB;;;860;1.373.196,40;0;
4100202;Adrianópolis;6902;Curitiba;1780;JABUTICABA;C;TON;5;50;;97.500,00;;50
4100202;Adrianópolis;6902;Curitiba;1561;LARANJA;C;TON;11;143;;79.703,91;;143
4100202;Adrianópolis;6902;Curitiba;7014;LEITE;D;MLT;;10617;;12.846.570,00;;10617
4100202;Adrianópolis;6902;Curitiba;7045;LEITE DE CABRA;D;LIT;;7200;;22.752,00;;7200
4100202;Adrianópolis;6902;Curitiba;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;100000;;11.513.000,00;;100000
4100202;Adrianópolis;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;121000;;3.343.230,00;;121000
4100202;Adrianópolis;6902;Curitiba;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;94000;;4.796.820,00;;94000
4100202;Adrianópolis;6902;Curitiba;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;3;62600;;5.866.246,00;;62600
4100202;Adrianópolis;6902;Curitiba;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;21000;357000;;31.037.580,00;;357000
4100202;Adrianópolis;6902;Curitiba;5220;MADEIRAS - LENHA;E;M3;;41700;;1.188.867,00;;41700
4100202;Adrianópolis;6902;Curitiba;203;MANDIOCA CONSUMO (HUMANO);A;TON;100;1800;;1.566.000,00;;1800
4100202;Adrianópolis;6902;Curitiba;1803;MARACUJA;C;TON;20;340;;805.800,00;;340
4100202;Adrianópolis;6902;Curitiba;7200;MEL;D;KG;;15000;;231.450,00;;15000
4100202;Adrianópolis;6902;Curitiba;1807;MELANCIA;C;TON;4;120;;84.000,00;;120
4100202;Adrianópolis;6902;Curitiba;199;MILHO SAFRA NORMAL;A;TON;1500;11700;;4.200.300,00;;11700
4100202;Adrianópolis;6902;Curitiba;3853;MILHO VERDE (espiga);B;UNI;7;280000;;98.000,00;;280000
4100202;Adrianópolis;6902;Curitiba;2300;MORANGA;B;TON;12;252;;146.160,00;;252
4100202;Adrianópolis;6902;Curitiba;7018;NOVILHAS;D;CAB;;;879;1.317.875,91;0;
4100202;Adrianópolis;6902;Curitiba;7080;OVINOS (PARA CORTE);D;KG;;200;130;31.512,00;200;
4100202;Adrianópolis;6902;Curitiba;7081;OVINOS < 6 MESES;D;KG;;;70;14.469,00;0;
4100202;Adrianópolis;6902;Curitiba;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;110000;;272.800,00;;110000
4100202;Adrianópolis;6902;Curitiba;750;PALMITO;E;KG;;40000;;145.600,00;;40000
4100202;Adrianópolis;6902;Curitiba;3500;PASTAGENS E FORRAGENS;D;HA;16000;;;                      -  ;0;
4100202;Adrianópolis;6902;Curitiba;2353;PEPINO;B;TON;16;416;;481.336,96;;416
4100202;Adrianópolis;6902;Curitiba;2350;PIMENTAO;B;TON;11;319;;439.237,48;;319
4100202;Adrianópolis;6902;Curitiba;7320;PROPOLIS;D;KG;;150;;9.097,50;;150
4100202;Adrianópolis;6902;Curitiba;2390;REPOLHO;B;TON;5;175;;60.688,25;;175
4100202;Adrianópolis;6902;Curitiba;5310;RESINA;E;KG;;45000;;113.850,00;;45000
4100202;Adrianópolis;6902;Curitiba;70;RUCULA;B;TON;1;19;;97.896,55;;19
4100202;Adrianópolis;6902;Curitiba;2420;SALSA (SALSINHA);B;TON;1;40;;179.200,00;;40
4100202;Adrianópolis;6902;Curitiba;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;600;89.496,00;0;
4100202;Adrianópolis;6902;Curitiba;7096;SUINOS-RACA  (PARA ABATE);D;KG;;600;500;212.800,00;600;
4100202;Adrianópolis;6902;Curitiba;1563;TANGERINA PONKAN;C;TON;8;165;;146.850,00;;165
4100202;Adrianópolis;6902;Curitiba;2456;TOMATE SAFRAO;B;TON;15;720;;1.568.347,20;;720
4100202;Adrianópolis;6902;Curitiba;7019;TOUROS;D;CAB;;;1;3.173,92;0;
4100202;Adrianópolis;6902;Curitiba;7025;VACA (PARA CORTE);D;KG;;;557;1.092.778,30;0;
4100202;Adrianópolis;6902;Curitiba;7024;VACA (PARA CRIA);D;CAB;;;13;25.835,29;0;
4100301;Agudos do Sul;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;35;1050;;745.500,00;;1050
4100301;Agudos do Sul;6902;Curitiba;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;6;90;;50.400,00;;90
4100301;Agudos do Sul;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;5;60;;70.800,00;;60
4100301;Agudos do Sul;6902;Curitiba;14;ARROZ SEQUEIRO;A;TON;20;40;;36.620,00;;40
4100301;Agudos do Sul;6902;Curitiba;7516;BAGRE;D;KG;;;2000;11.640,00;;0
4100301;Agudos do Sul;6902;Curitiba;2060;BATATA DA SECA;B;TON;10;180;;137.124,00;;180
4100301;Agudos do Sul;6902;Curitiba;2061;BATATA DAS AGUAS;B;TON;10;200;;90.680,00;;200
4100301;Agudos do Sul;6902;Curitiba;2044;BATATA DOCE;B;TON;10;300;;363.000,00;;300
4100301;Agudos do Sul;6902;Curitiba;2045;BATATA SALSA;B;TON;750;9000;;17.584.200,00;;9000
4100301;Agudos do Sul;6902;Curitiba;2043;BETERRABA;B;TON;5;60;;45.156,60;;60
4100301;Agudos do Sul;6902;Curitiba;7016;BEZERRAS;D;CAB;;;35;32.014,85;0;
4100301;Agudos do Sul;6902;Curitiba;7015;BEZERROS;D;CAB;;;62;66.589,86;0;
4100301;Agudos do Sul;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;1560;90;216.450,00;1560;
4100301;Agudos do Sul;6902;Curitiba;2041;BROCOLOS;B;TON;10;200;;294.000,00;;200
4100301;Agudos do Sul;6902;Curitiba;7310;CAMA DE AVIARIO;D;TON;;140;;12.556,60;;140
4100301;Agudos do Sul;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;500;250;101.250,00;500;
4100301;Agudos do Sul;6902;Curitiba;1556;CAQUI;C;TON;1;15;;32.535,00;;15
4100301;Agudos do Sul;6902;Curitiba;7517;CARPA;D;KG;;;15000;89.100,00;;0
4100301;Agudos do Sul;6902;Curitiba;7514;CAT-FISH;D;KG;;;1000;6.750,00;;0
4100301;Agudos do Sul;6902;Curitiba;2090;CEBOLA;B;TON;48;1200;;949.200,00;;1200
4100301;Agudos do Sul;6902;Curitiba;2091;CEBOLINHA (cheiro verde);B;TON;3;36;;164.520,00;;36
4100301;Agudos do Sul;6902;Curitiba;2088;CENOURA;B;TON;6;120;;109.356,00;;120
4100301;Agudos do Sul;6902;Curitiba;2095;COGUMELO CHAMPIGNON;B;KG;;10000;;141.000,00;;10000
4100301;Agudos do Sul;6902;Curitiba;2081;COUVE-FLOR;B;TON;12;260;;1.105.000,00;;260
4100301;Agudos do Sul;6902;Curitiba;80;ERVA-MATE (em folha);E;TON;10;250;;229.452,50;;250
4100301;Agudos do Sul;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;1290;;79.128,60;;1290
4100301;Agudos do Sul;6902;Curitiba;93;FEIJAO SAFRA DA SECA;A;TON;130;202,8;;460.929,92;;202,8
4100301;Agudos do Sul;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;390;918,45;;1.939.004,09;;918,45
4100301;Agudos do Sul;6902;Curitiba;2141;FEIJAO-VAGEM;B;TON;2;40;;73.600,00;;40
4100301;Agudos do Sul;6902;Curitiba;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;15684;154106;1.123.201,58;15684;
4100301;Agudos do Sul;6902;Curitiba;91;FUMO;A;TON;1660;4233;;34.550.888,91;;4233
4100301;Agudos do Sul;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;26000;60000;1.496.880,00;26000;
4100301;Agudos do Sul;6902;Curitiba;7017;GARROTES;D;CAB;;;65;103.788,10;0;
4100301;Agudos do Sul;6902;Curitiba;2220;INHAME;B;TON;10;200;;298.000,00;;200
4100301;Agudos do Sul;6902;Curitiba;555;KIWI;C;TON;1;15;;88.453,50;;15
4100301;Agudos do Sul;6902;Curitiba;7083;LA;D;KG;;1000;;2.500,00;;1000
4100301;Agudos do Sul;6902;Curitiba;7014;LEITE;D;MLT;;717;;867.570,00;;717
4100301;Agudos do Sul;6902;Curitiba;1801;MACA;C;TON;14;448;;987.571,20;;448
4100301;Agudos do Sul;6902;Curitiba;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;50000;;5.756.500,00;;50000
4100301;Agudos do Sul;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;80000;;2.210.400,00;;80000
4100301;Agudos do Sul;6902;Curitiba;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;30000;;1.530.900,00;;30000
4100301;Agudos do Sul;6902;Curitiba;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;750;4200;;393.582,00;;4200
4100301;Agudos do Sul;6902;Curitiba;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;5500;43000;;3.738.420,00;;43000
4100301;Agudos do Sul;6902;Curitiba;5220;MADEIRAS - LENHA;E;M3;;100000;;2.851.000,00;;100000
4100301;Agudos do Sul;6902;Curitiba;203;MANDIOCA CONSUMO (HUMANO);A;TON;40;1200;;1.044.000,00;;1200
4100301;Agudos do Sul;6902;Curitiba;7200;MEL;D;KG;;12000;;185.160,00;;12000
4100301;Agudos do Sul;6902;Curitiba;199;MILHO SAFRA NORMAL;A;TON;3965;32909,5;;11.814.510,50;;32909,5
4100301;Agudos do Sul;6902;Curitiba;3853;MILHO VERDE (espiga);B;UNI;120;4800000;;1.680.000,00;;4800000
4100301;Agudos do Sul;6902;Curitiba;2300;MORANGA;B;TON;4;80;;46.400,00;;80
4100301;Agudos do Sul;6902;Curitiba;1805;MORANGO (moranguinho);C;TON;3;85;;574.532,00;;85
4100301;Agudos do Sul;6902;Curitiba;7018;NOVILHAS;D;CAB;;;55;82.460,95;0;
4100301;Agudos do Sul;6902;Curitiba;7080;OVINOS (PARA CORTE);D;KG;;1000;300;113.625,00;1000;
4100301;Agudos do Sul;6902;Curitiba;7081;OVINOS < 6 MESES;D;KG;;;230;63.388,00;0;
4100301;Agudos do Sul;6902;Curitiba;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;270000;;669.600,00;;270000
4100301;Agudos do Sul;6902;Curitiba;3500;PASTAGENS E FORRAGENS;D;HA;1200;;;                      -  ;0;
4100301;Agudos do Sul;6902;Curitiba;2353;PEPINO;B;TON;2;30;;34.711,80;;30
4100301;Agudos do Sul;6902;Curitiba;1860;PESSEGO;C;TON;1;12;;32.040,00;;12
4100301;Agudos do Sul;6902;Curitiba;2350;PIMENTAO;B;TON;4;60;;82.615,20;;60
4100301;Agudos do Sul;6902;Curitiba;1862;PINHAO;E;KG;;25000;;62.500,00;;25000
4100301;Agudos do Sul;6902;Curitiba;4500;PLANTAS PERENES (ORNAMENTAIS);F;UNI;;500000;;6.590.000,00;;500000
4100301;Agudos do Sul;6902;Curitiba;2390;REPOLHO;B;TON;70;2450;;849.635,50;;2450
4100301;Agudos do Sul;6902;Curitiba;70;RUCULA;B;TON;1;10;;51.524,50;;10
4100301;Agudos do Sul;6902;Curitiba;2420;SALSA (SALSINHA);B;TON;2;20;;89.600,00;;20
4100301;Agudos do Sul;6902;Curitiba;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;7;220;;29.455,80;;220
4100301;Agudos do Sul;6902;Curitiba;302;SOJA SAFRA NORMAL;A;TON;790;3081;;3.150.846,27;;3081
4100301;Agudos do Sul;6902;Curitiba;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;650;96.954,00;0;
4100301;Agudos do Sul;6902;Curitiba;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;220;24.943,60;0;
4100301;Agudos do Sul;6902;Curitiba;7096;SUINOS-RACA  (PARA ABATE);D;KG;;1385;2000;896.000,00;1385;
4100301;Agudos do Sul;6902;Curitiba;7519;TILAPIA;D;KG;;;18000;85.680,00;;0
4100301;Agudos do Sul;6902;Curitiba;2456;TOMATE SAFRAO;B;TON;3;105;;228.717,30;;105
4100301;Agudos do Sul;6902;Curitiba;7019;TOUROS;D;CAB;;;5;15.869,60;0;
4100301;Agudos do Sul;6902;Curitiba;330;TRIGO;A;TON;70;224;;126.448,00;;224
4100301;Agudos do Sul;6902;Curitiba;1921;UVA DE MESA;C;TON;1;10;;43.700,00;;10
4100301;Agudos do Sul;6902;Curitiba;1922;UVA VINIFERA;C;TON;3;30;;73.125,00;;30
4100301;Agudos do Sul;6902;Curitiba;7025;VACA (PARA CORTE);D;KG;;;92;180.494,80;0;
4100301;Agudos do Sul;6902;Curitiba;7024;VACA (PARA CRIA);D;CAB;;;35;69.556,55;0;
4100400;Almirante Tamandaré;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;15;330;;234.300,00;;330
4100400;Almirante Tamandaré;6902;Curitiba;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;5;105;;58.800,00;;105
4100400;Almirante Tamandaré;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;20;400;;472.000,00;;400
4100400;Almirante Tamandaré;6902;Curitiba;2006;AGRIAO AQUATICO;B;TON;3;46;;84.640,00;;46
4100400;Almirante Tamandaré;6902;Curitiba;2001;ALFACE;B;TON;55;1210;;1.340.413,80;;1210
4100400;Almirante Tamandaré;6902;Curitiba;2009;ALMEIRAO;B;TON;6;150;;384.000,00;;150
4100400;Almirante Tamandaré;6902;Curitiba;1504;AMEIXA;C;TON;7;91;;216.570,90;;91
4100400;Almirante Tamandaré;6902;Curitiba;1508;AMORA (fruto);C;TON;3;18;;225.000,00;;18
4100400;Almirante Tamandaré;6902;Curitiba;2061;BATATA DAS AGUAS;B;TON;2;40;;18.136,00;;40
4100400;Almirante Tamandaré;6902;Curitiba;2044;BATATA DOCE;B;TON;6;132;;159.720,00;;132
4100400;Almirante Tamandaré;6902;Curitiba;2045;BATATA SALSA;B;TON;6;108;;211.010,40;;108
4100400;Almirante Tamandaré;6902;Curitiba;3012;BEGONIA DO SOL;F;UNI;;5000;;2.900,00;;5000
4100400;Almirante Tamandaré;6902;Curitiba;5360;BEIJO AMERICANO;F;CX;;5500;;43.615,00;;5500
4100400;Almirante Tamandaré;6902;Curitiba;2042;BERINJELA;B;TON;15;315;;204.750,00;;315
4100400;Almirante Tamandaré;6902;Curitiba;2043;BETERRABA;B;TON;35;805;;605.851,05;;805
4100400;Almirante Tamandaré;6902;Curitiba;7016;BEZERRAS;D;CAB;;;3;2.744,13;0;
4100400;Almirante Tamandaré;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;659;79;186.341,25;659;
4100400;Almirante Tamandaré;6902;Curitiba;2041;BROCOLOS;B;TON;20;520;;764.400,00;;520
4100400;Almirante Tamandaré;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;50;20;5.184,00;50;
4100400;Almirante Tamandaré;6902;Curitiba;1556;CAQUI;C;TON;2;22;;47.718,00;;22
4100400;Almirante Tamandaré;6902;Curitiba;2090;CEBOLA;B;TON;95;2375;;1.878.625,00;;2375
4100400;Almirante Tamandaré;6902;Curitiba;2091;CEBOLINHA (cheiro verde);B;TON;8;176;;804.320,00;;176
4100400;Almirante Tamandaré;6902;Curitiba;2088;CENOURA;B;TON;70;1890;;1.722.357,00;;1890
4100400;Almirante Tamandaré;6902;Curitiba;2086;CHUCHU;B;TON;35;1950;;1.635.348,00;;1950
4100400;Almirante Tamandaré;6902;Curitiba;5385;CINERARIA;F;CX;;150;;1.146,00;;150
4100400;Almirante Tamandaré;6902;Curitiba;2080;COUVE;B;TON;25;775;;1.449.250,00;;775
4100400;Almirante Tamandaré;6902;Curitiba;2092;COUVE CHINESA;B;TON;12;288;;239.040,00;;288
4100400;Almirante Tamandaré;6902;Curitiba;2081;COUVE-FLOR;B;TON;55;1540;;6.545.000,00;;1540
4100400;Almirante Tamandaré;6902;Curitiba;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;30;47.755,80;0;
4100400;Almirante Tamandaré;6902;Curitiba;80;ERVA-MATE (em folha);E;TON;3;12;;11.013,72;;12
4100400;Almirante Tamandaré;6902;Curitiba;2110;ERVILHA;B;TON;3;21;;145.950,00;;21
4100400;Almirante Tamandaré;6902;Curitiba;1650;ESCAROLA/CHICORIA;B;TON;12;250;;330.000,00;;250
4100400;Almirante Tamandaré;6902;Curitiba;2111;ESPINAFRE;B;TON;10;220;;624.800,00;;220
4100400;Almirante Tamandaré;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;2020;;123.906,80;;2020
4100400;Almirante Tamandaré;6902;Curitiba;93;FEIJAO SAFRA DA SECA;A;TON;20;30;;68.184,90;;30
4100400;Almirante Tamandaré;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;570;1339,5;;2.827.912,22;;1339,5
4100400;Almirante Tamandaré;6902;Curitiba;2141;FEIJAO-VAGEM;B;TON;40;1040;;1.913.600,00;;1040
4100400;Almirante Tamandaré;6902;Curitiba;1690;FIGO;C;TON;3;20;;149.800,00;;20
4100400;Almirante Tamandaré;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;25000;37500;1.002.375,00;25000;
4100400;Almirante Tamandaré;6902;Curitiba;7017;GARROTES;D;CAB;;;99;158.077,26;0;
4100400;Almirante Tamandaré;6902;Curitiba;2220;INHAME;B;TON;6;144;;214.560,00;;144
4100400;Almirante Tamandaré;6902;Curitiba;2250;JILO;B;TON;3;54;;143.640,00;;54
4100400;Almirante Tamandaré;6902;Curitiba;7083;LA;D;KG;;470;;1.175,00;;470
4100400;Almirante Tamandaré;6902;Curitiba;7014;LEITE;D;MLT;;337;;407.770,00;;337
4100400;Almirante Tamandaré;6902;Curitiba;7045;LEITE DE CABRA;D;LIT;;2200;;6.952,00;;2200
4100400;Almirante Tamandaré;6902;Curitiba;1801;MACA;C;TON;1;28;;61.723,20;;28
4100400;Almirante Tamandaré;6902;Curitiba;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;1130;;130.096,90;;1130
4100400;Almirante Tamandaré;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;1350;;37.300,50;;1350
4100400;Almirante Tamandaré;6902;Curitiba;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;1050;;53.581,50;;1050
