city_code;city;region_code;region;variable_code;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4104451;Cantagalo;9401;Guarapuava;7043;CAPRINOS - FEMEAS P/ REPRODUCAO;D;CAB;;;20;16.277,40;0;
4104451;Cantagalo;9401;Guarapuava;7040;CAPRINOS (PARA CORTE);D;KG;;600;100;25.920,00;600;
4104451;Cantagalo;9401;Guarapuava;7517;CARPA;D;KG;;;6000;35.640,00;;0
4104451;Cantagalo;9401;Guarapuava;2090;CEBOLA;B;TON;2;26;;20.566,00;;26
4104451;Cantagalo;9401;Guarapuava;2091;CEBOLINHA (cheiro verde);B;TON;0,3;4;;18.280,00;;4
4104451;Cantagalo;9401;Guarapuava;2088;CENOURA;B;TON;1;13;;11.846,90;;13
4104451;Cantagalo;9401;Guarapuava;7318;CERA DE ABELHA;D;KG;;150;;4.494,00;;150
4104451;Cantagalo;9401;Guarapuava;43;CEVADA;A;TON;120;302;;203.647,66;;302
4104451;Cantagalo;9401;Guarapuava;3536;CEVADA FORRAGEIRA (GRAO);A;TON;;100;;42.000,00;;100
4104451;Cantagalo;9401;Guarapuava;2086;CHUCHU;B;TON;1;18;;15.095,52;;18
4104451;Cantagalo;9401;Guarapuava;2080;COUVE;B;TON;1;15;;28.050,00;;15
4104451;Cantagalo;9401;Guarapuava;2081;COUVE-FLOR;B;TON;1;14;;59.500,00;;14
4104451;Cantagalo;9401;Guarapuava;7455;EQUINOS (PARA CORTE);D;KG;;1000;50;7.225,00;1000;
4104451;Cantagalo;9401;Guarapuava;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;110;175.104,60;0;
4104451;Cantagalo;9401;Guarapuava;7054;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);D;CAB;;;30;191.928,00;0;
4104451;Cantagalo;9401;Guarapuava;80;ERVA-MATE (em folha);E;TON;245;1200;;1.101.372,00;;1200
4104451;Cantagalo;9401;Guarapuava;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;9580;;587.637,20;;9580
4104451;Cantagalo;9401;Guarapuava;93;FEIJAO SAFRA DA SECA;A;TON;950;1615;;3.670.620,45;;1615
4104451;Cantagalo;9401;Guarapuava;92;FEIJAO SAFRA DAS AGUAS;A;TON;290;580;;1.224.478,60;;580
4104451;Cantagalo;9401;Guarapuava;3517;FENO OUTROS;D;TON;55;300;;136.854,00;;300
4104451;Cantagalo;9401;Guarapuava;91;FUMO;A;TON;450;1080;;8.815.251,60;;1080
4104451;Cantagalo;9401;Guarapuava;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;54000;91000;2.270.268,00;54000;
4104451;Cantagalo;9401;Guarapuava;7017;GARROTES;D;CAB;;;2760;4.407.002,40;0;
4104451;Cantagalo;9401;Guarapuava;3001;GRAMADO;F;M2;;200000;;794.000,00;;200000
4104451;Cantagalo;9401;Guarapuava;7083;LA;D;KG;;2000;;5.000,00;;2000
4104451;Cantagalo;9401;Guarapuava;1561;LARANJA;C;TON;16;270;;150.489,90;;270
4104451;Cantagalo;9401;Guarapuava;7014;LEITE;D;MLT;;15700;;18.997.000,00;;15700
4104451;Cantagalo;9401;Guarapuava;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;18000;;2.072.340,00;;18000
4104451;Cantagalo;9401;Guarapuava;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;20000;;1.020.600,00;;20000
4104451;Cantagalo;9401;Guarapuava;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;420;800;;74.968,00;;800
4104451;Cantagalo;9401;Guarapuava;602;MADEIRAS - EM TORA P/SERRARIA - PINHEIRO DO PARANA;E;M3;;100;;24.706,00;;100
4104451;Cantagalo;9401;Guarapuava;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;3000;27000;;2.347.380,00;;27000
4104451;Cantagalo;9401;Guarapuava;5220;MADEIRAS - LENHA;E;M3;;60000;;1.710.600,00;;60000
4104451;Cantagalo;9401;Guarapuava;5240;MADEIRAS - NO DE PINHO;E;M3;;50;;7.617,50;;50
4104451;Cantagalo;9401;Guarapuava;203;MANDIOCA CONSUMO (HUMANO);A;TON;45;810;;704.700,00;;810
4104451;Cantagalo;9401;Guarapuava;201;MANDIOCA INDUSTRIA;A;TON;55;990;;542.559,60;;990
4104451;Cantagalo;9401;Guarapuava;7200;MEL;D;KG;;16500;;254.595,00;;16500
4104451;Cantagalo;9401;Guarapuava;1807;MELANCIA;C;TON;5;110;;77.000,00;;110
4104451;Cantagalo;9401;Guarapuava;199;MILHO SAFRA NORMAL;A;TON;3600;33120;;11.890.080,00;;33120
4104451;Cantagalo;9401;Guarapuava;198;MILHO SAFRINHA;A;TON;270;1458;;534.604,86;;1458
4104451;Cantagalo;9401;Guarapuava;3853;MILHO VERDE (espiga);B;UNI;2;120000;;42.000,00;;120000
4104451;Cantagalo;9401;Guarapuava;7070;MUARES;D;CAB;;;15;33.085,80;0;
4104451;Cantagalo;9401;Guarapuava;7018;NOVILHAS;D;CAB;;;1080;1.619.233,20;0;
4104451;Cantagalo;9401;Guarapuava;7350;OVINOS - FEMEAS P/ REPRODUCAO;D;CAB;;;50;33.082,00;0;
4104451;Cantagalo;9401;Guarapuava;7080;OVINOS (PARA CORTE);D;KG;;1800;280;101.808,00;1800;
4104451;Cantagalo;9401;Guarapuava;7081;OVINOS < 6 MESES;D;KG;;;300;74.412,00;0;
4104451;Cantagalo;9401;Guarapuava;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;64500;;159.960,00;;64500
4104451;Cantagalo;9401;Guarapuava;7518;PACU;D;KG;;;300;1.953,00;;0
4104451;Cantagalo;9401;Guarapuava;3500;PASTAGENS E FORRAGENS;D;HA;19500;;;                      -  ;0;
4104451;Cantagalo;9401;Guarapuava;2353;PEPINO;B;TON;1;16;;18.512,96;;16
4104451;Cantagalo;9401;Guarapuava;7520;PESCADO DE AGUA DOCE (DE CAPTURA);D;KG;;;9000;64.710,00;;0
4104451;Cantagalo;9401;Guarapuava;1860;PESSEGO;C;TON;4;22;;58.740,00;;22
4104451;Cantagalo;9401;Guarapuava;1862;PINHAO;E;KG;;28000;;70.000,00;;28000
4104451;Cantagalo;9401;Guarapuava;2390;REPOLHO;B;TON;4;120;;41.614,80;;120
4104451;Cantagalo;9401;Guarapuava;5310;RESINA;E;KG;;50000;;126.500,00;;50000
4104451;Cantagalo;9401;Guarapuava;2420;SALSA (SALSINHA);B;TON;0,3;4;;17.920,00;;4
4104451;Cantagalo;9401;Guarapuava;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;940;39480;;5.285.977,20;;39480
4104451;Cantagalo;9401;Guarapuava;302;SOJA SAFRA NORMAL;A;TON;18000;66420;;67.925.741,40;;66420
4104451;Cantagalo;9401;Guarapuava;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;150;18.306,00;0;
4104451;Cantagalo;9401;Guarapuava;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;14500;1.644.010,00;0;
4104451;Cantagalo;9401;Guarapuava;7096;SUINOS-RACA  (PARA ABATE);D;KG;;5900;2200;739.200,00;5900;
4104451;Cantagalo;9401;Guarapuava;1563;TANGERINA PONKAN;C;TON;3;48;;42.720,00;;48
4104451;Cantagalo;9401;Guarapuava;7519;TILAPIA;D;KG;;;5000;23.800,00;;0
4104451;Cantagalo;9401;Guarapuava;2457;TOMATE RISCO;B;TON;1;40;;60.695,60;;40
4104451;Cantagalo;9401;Guarapuava;2456;TOMATE SAFRAO;B;TON;1;42;;91.486,92;;42
4104451;Cantagalo;9401;Guarapuava;5255;TORA P/ PROCESSO;E;M3;;2000;;101.500,00;;2000
4104451;Cantagalo;9401;Guarapuava;7006;TOURO PC (COM REGISTRO);D;CAB;;;20;102.877,20;0;
4104451;Cantagalo;9401;Guarapuava;7019;TOUROS;D;CAB;;;40;126.956,80;0;
4104451;Cantagalo;9401;Guarapuava;330;TRIGO;A;TON;750;1250;;705.625,00;;1250
4104451;Cantagalo;9401;Guarapuava;335;TRIGUILHO;A;TON;;100;;25.867,00;;100
4104451;Cantagalo;9401;Guarapuava;340;TRITICALE;A;TON;40;100;;44.683,00;;100
4104451;Cantagalo;9401;Guarapuava;1921;UVA DE MESA;C;TON;1;8;;34.960,00;;8
4104451;Cantagalo;9401;Guarapuava;1922;UVA VINIFERA;C;TON;4;30;;73.125,00;;30
4104451;Cantagalo;9401;Guarapuava;7025;VACA (PARA CORTE);D;KG;;;2140;3.997.669,80;0;
4104451;Cantagalo;9401;Guarapuava;7024;VACA (PARA CRIA);D;CAB;;;2270;4.511.239,10;0;
4104501;Capanema;8403;Francisco Beltrão;1502;ABACATE;C;TON;1;25;;42.237,50;;25
4104501;Capanema;8403;Francisco Beltrão;1501;ABACAXI;C;TON;4;60;;75.600,00;;60
4104501;Capanema;8403;Francisco Beltrão;2002;ABOBORA (seca/madura);B;TON;12;300;;213.000,00;;300
4104501;Capanema;8403;Francisco Beltrão;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;3;80;;44.800,00;;80
4104501;Capanema;8403;Francisco Beltrão;2016;ABOBRINHA VERDE;B;TON;3;60;;70.800,00;;60
4104501;Capanema;8403;Francisco Beltrão;2001;ALFACE;B;TON;12;240;;265.867,20;;240
4104501;Capanema;8403;Francisco Beltrão;2004;ALHO;B;TON;1;4;;27.123,20;;4
4104501;Capanema;8403;Francisco Beltrão;2009;ALMEIRAO;B;TON;2;40;;102.400,00;;40
4104501;Capanema;8403;Francisco Beltrão;12;AMENDOIM SAFRA DAS AGUAS;A;TON;25;50;;83.700,00;;50
4104501;Capanema;8403;Francisco Beltrão;14;ARROZ SEQUEIRO;A;TON;1;2;;1.831,00;;2
4104501;Capanema;8403;Francisco Beltrão;3521;AVEIA PRETA (GRAO);A;TON;30;30;;18.300,00;;30
4104501;Capanema;8403;Francisco Beltrão;7516;BAGRE;D;KG;;;2000;11.640,00;;0
4104501;Capanema;8403;Francisco Beltrão;1520;BANANA;C;TON;20;600;;440.730,00;;600
4104501;Capanema;8403;Francisco Beltrão;2061;BATATA DAS AGUAS;B;TON;1;15;;6.801,00;;15
4104501;Capanema;8403;Francisco Beltrão;2044;BATATA DOCE;B;TON;40;1080;;1.306.800,00;;1080
4104501;Capanema;8403;Francisco Beltrão;2043;BETERRABA;B;TON;2;50;;37.630,50;;50
4104501;Capanema;8403;Francisco Beltrão;7016;BEZERRAS;D;CAB;;;675;617.429,25;0;
4104501;Capanema;8403;Francisco Beltrão;7015;BEZERROS;D;CAB;;;1071;1.150.286,13;0;
4104501;Capanema;8403;Francisco Beltrão;7010;BOVINOS (BOI GORDO);D;KG;;32987;2390;5.261.585,00;32987;
4104501;Capanema;8403;Francisco Beltrão;7020;BUBALINOS (PARA CORTE);D;KG;;55;17;41.871,00;55;
4104501;Capanema;8403;Francisco Beltrão;7310;CAMA DE AVIARIO;D;TON;;15980;;1.433.246,20;;15980
4104501;Capanema;8403;Francisco Beltrão;41;CANA-DE-ACUCAR;A;TON;80;4800;;324.048,00;;4800
4104501;Capanema;8403;Francisco Beltrão;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;455;55500;;3.206.235,00;;55500
4104501;Capanema;8403;Francisco Beltrão;7040;CAPRINOS (PARA CORTE);D;KG;;1050;760;184.680,00;1050;
4104501;Capanema;8403;Francisco Beltrão;1556;CAQUI;C;TON;1;14;;30.366,00;;14
4104501;Capanema;8403;Francisco Beltrão;7517;CARPA;D;KG;;;40000;237.600,00;;0
4104501;Capanema;8403;Francisco Beltrão;2090;CEBOLA;B;TON;1;11;;8.701,00;;11
4104501;Capanema;8403;Francisco Beltrão;2091;CEBOLINHA (cheiro verde);B;TON;1;11;;50.270,00;;11
4104501;Capanema;8403;Francisco Beltrão;2088;CENOURA;B;TON;2;60;;54.678,00;;60
4104501;Capanema;8403;Francisco Beltrão;7318;CERA DE ABELHA;D;KG;;180;;5.392,80;;180
4104501;Capanema;8403;Francisco Beltrão;2086;CHUCHU;B;TON;3;120;;100.636,80;;120
4104501;Capanema;8403;Francisco Beltrão;7145;CODORNA MATRIZ (DESCARTE);D;KG;;570;480;687,36;570;
4104501;Capanema;8403;Francisco Beltrão;7304;COELHO (PARA CORTE);D;KG;;500;700;13.482,00;500;
4104501;Capanema;8403;Francisco Beltrão;2080;COUVE;B;TON;1;14;;26.180,00;;14
4104501;Capanema;8403;Francisco Beltrão;2081;COUVE-FLOR;B;TON;2;30;;127.500,00;;30
4104501;Capanema;8403;Francisco Beltrão;7455;EQUINOS (PARA CORTE);D;KG;;130;35;5.950,00;130;
4104501;Capanema;8403;Francisco Beltrão;80;ERVA-MATE (em folha);E;TON;14;150;;137.671,50;;150
4104501;Capanema;8403;Francisco Beltrão;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;44470;;2.727.789,80;;44470
4104501;Capanema;8403;Francisco Beltrão;93;FEIJAO SAFRA DA SECA;A;TON;400;720;;1.636.437,60;;720
4104501;Capanema;8403;Francisco Beltrão;92;FEIJAO SAFRA DAS AGUAS;A;TON;150;270;;570.015,90;;270
4104501;Capanema;8403;Francisco Beltrão;3517;FENO OUTROS;D;TON;95;285;;130.011,30;;285
4104501;Capanema;8403;Francisco Beltrão;1690;FIGO;C;TON;4;40;;299.600,00;;40
4104501;Capanema;8403;Francisco Beltrão;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;1730000;12970000;83.979.453,00;1730000;
4104501;Capanema;8403;Francisco Beltrão;91;FUMO;A;TON;97;257,05;;2.098.111,50;;257,05
4104501;Capanema;8403;Francisco Beltrão;7119;GALINHA / FRANGO SEMI-CAIPIRA;D;KG;;21800;36000;942.480,00;21800;
4104501;Capanema;8403;Francisco Beltrão;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;56000;67500;1.804.275,00;56000;
4104501;Capanema;8403;Francisco Beltrão;7017;GARROTES;D;CAB;;;749;1.195.958,26;0;
4104501;Capanema;8403;Francisco Beltrão;1720;GOIABA;C;TON;3;34;;64.940,00;;34
4104501;Capanema;8403;Francisco Beltrão;3001;GRAMADO;F;M2;;40000;;158.800,00;;40000
4104501;Capanema;8403;Francisco Beltrão;7083;LA;D;KG;;30;;75;;30
4104501;Capanema;8403;Francisco Beltrão;1561;LARANJA;C;TON;15;375;;209.013,75;;375
4104501;Capanema;8403;Francisco Beltrão;7014;LEITE;D;MLT;;42000;;50.820.000,00;;42000
4104501;Capanema;8403;Francisco Beltrão;1562;LIMAO;C;TON;4;80;;128.000,00;;80
4104501;Capanema;8403;Francisco Beltrão;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;250;;6.907,50;;250
4104501;Capanema;8403;Francisco Beltrão;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;450;7600;;712.196,00;;7600
4104501;Capanema;8403;Francisco Beltrão;5230;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;E;M3;;420;;36.813,00;;420
4104501;Capanema;8403;Francisco Beltrão;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;10;0;;                      -  ;;0
4104501;Capanema;8403;Francisco Beltrão;5220;MADEIRAS - LENHA;E;M3;;48700;;1.388.437,00;;48700
4104501;Capanema;8403;Francisco Beltrão;203;MANDIOCA CONSUMO (HUMANO);A;TON;165;3877,5;;3.373.425,00;;3877,5
4104501;Capanema;8403;Francisco Beltrão;201;MANDIOCA INDUSTRIA;A;TON;135;3172,5;;1.738.656,90;;3172,5
4104501;Capanema;8403;Francisco Beltrão;1800;MANGA;C;TON;5;100;;160.260,00;;100
4104501;Capanema;8403;Francisco Beltrão;1803;MARACUJA;C;TON;3;36;;85.320,00;;36
4104501;Capanema;8403;Francisco Beltrão;7200;MEL;D;KG;;25000;;385.750,00;;25000
4104501;Capanema;8403;Francisco Beltrão;1807;MELANCIA;C;TON;15;450;;315.000,00;;450
4104501;Capanema;8403;Francisco Beltrão;1806;MELAO;C;TON;20;162;;314.280,00;;162
4104501;Capanema;8403;Francisco Beltrão;199;MILHO SAFRA NORMAL;A;TON;300;2940;;1.055.460,00;;2940
4104501;Capanema;8403;Francisco Beltrão;198;MILHO SAFRINHA;A;TON;11000;42900;;15.730.143,00;;42900
4104501;Capanema;8403;Francisco Beltrão;3853;MILHO VERDE (espiga);B;UNI;6;360000;;126.000,00;;360000
4104501;Capanema;8403;Francisco Beltrão;197;MILHO-PIPOCA;A;TON;9;28;;24.136,00;;28
4104501;Capanema;8403;Francisco Beltrão;2300;MORANGA;B;TON;2;50;;29.000,00;;50
4104501;Capanema;8403;Francisco Beltrão;1805;MORANGO (moranguinho);C;TON;2;20;;135.184,00;;20
4104501;Capanema;8403;Francisco Beltrão;4620;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;E;UNI;;9000;;8.460,00;;9000
4104501;Capanema;8403;Francisco Beltrão;7018;NOVILHAS;D;CAB;;;2730;4.093.061,70;0;
4104501;Capanema;8403;Francisco Beltrão;1833;NOZ PECAN;C;TON;2;16;;150.720,00;;16
4104501;Capanema;8403;Francisco Beltrão;7080;OVINOS (PARA CORTE);D;KG;;1320;1380;418.140,00;1320;
4104501;Capanema;8403;Francisco Beltrão;7106;OVOS DE CODORNA (PARA CONSUMO);D;DZ;;2570;;1.927,50;;2570
4104501;Capanema;8403;Francisco Beltrão;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;255000;;632.400,00;;255000
4104501;Capanema;8403;Francisco Beltrão;7518;PACU;D;KG;;;8200;53.382,00;;0
4104501;Capanema;8403;Francisco Beltrão;3500;PASTAGENS E FORRAGENS;D;HA;9800;;;                      -  ;0;
4104501;Capanema;8403;Francisco Beltrão;2353;PEPINO;B;TON;4;80;;92.564,80;;80
4104501;Capanema;8403;Francisco Beltrão;1861;PERA;C;TON;1;13;;28.600,00;;13
4104501;Capanema;8403;Francisco Beltrão;7520;PESCADO DE AGUA DOCE (DE CAPTURA);D;KG;;;29000;208.510,00;;0
4104501;Capanema;8403;Francisco Beltrão;1860;PESSEGO;C;TON;2;24;;64.080,00;;24
4104501;Capanema;8403;Francisco Beltrão;2350;PIMENTAO;B;TON;1;16;;22.030,72;;16
4104501;Capanema;8403;Francisco Beltrão;2390;REPOLHO;B;TON;6;240;;83.229,60;;240
4104501;Capanema;8403;Francisco Beltrão;70;RUCULA;B;TON;1;11;;56.676,95;;11
4104501;Capanema;8403;Francisco Beltrão;2420;SALSA (SALSINHA);B;TON;1;11;;49.280,00;;11
4104501;Capanema;8403;Francisco Beltrão;4095;SEMENTE DE TRIGO;A;TON;;95;;5.362,75;;95
4104501;Capanema;8403;Francisco Beltrão;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;3000;115500;;15.464.295,00;;115500
4104501;Capanema;8403;Francisco Beltrão;302;SOJA SAFRA NORMAL;A;TON;19200;69120;;70.686.950,40;;69120
4104501;Capanema;8403;Francisco Beltrão;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;4500;762.750,00;0;
4104501;Capanema;8403;Francisco Beltrão;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;90340;10.242.749,20;0;
4104501;Capanema;8403;Francisco Beltrão;7096;SUINOS-RACA  (PARA ABATE);D;KG;;42733;65014;37.864.153,60;42733;
4104501;Capanema;8403;Francisco Beltrão;7511;TAMBACU;D;KG;;;5800;39.324,00;;0
4104501;Capanema;8403;Francisco Beltrão;1563;TANGERINA PONKAN;C;TON;20;400;;356.000,00;;400
4104501;Capanema;8403;Francisco Beltrão;7519;TILAPIA;D;KG;;;80000;380.800,00;;0
4104501;Capanema;8403;Francisco Beltrão;2456;TOMATE SAFRAO;B;TON;2;100;;217.826,00;;100
4104501;Capanema;8403;Francisco Beltrão;7019;TOUROS;D;CAB;;;5;15.869,60;0;
4104501;Capanema;8403;Francisco Beltrão;7507;TRAIRA;D;KG;;;5500;39.545,00;;0
4104501;Capanema;8403;Francisco Beltrão;330;TRIGO;A;TON;3300;5445;;3.073.702,50;;5445
4104501;Capanema;8403;Francisco Beltrão;1922;UVA VINIFERA;C;TON;27;405;;987.187,50;;405
4104501;Capanema;8403;Francisco Beltrão;7025;VACA (PARA CORTE);D;KG;;;2452;4.622.338,76;0;
4104501;Capanema;8403;Francisco Beltrão;7024;VACA (PARA CRIA);D;CAB;;;420;834.678,60;0;
4104501;Capanema;8403;Francisco Beltrão;3854;VASSOURA (SECA C/SEMENTE);A;TON;4;16;;69.920,00;;16
4104600;Capitão Leônidas Marques;4808;Cascavel;1502;ABACATE;C;TON;5;120;;202.740,00;;120
4104600;Capitão Leônidas Marques;4808;Cascavel;2002;ABOBORA (seca/madura);B;TON;2;49;;34.790,00;;49
4104600;Capitão Leônidas Marques;4808;Cascavel;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;1;24;;13.440,00;;24
4104600;Capitão Leônidas Marques;4808;Cascavel;2016;ABOBRINHA VERDE;B;TON;5;73;;86.140,00;;73
4104600;Capitão Leônidas Marques;4808;Cascavel;2006;AGRIAO AQUATICO;B;TON;0,3;10;;18.400,00;;10
4104600;Capitão Leônidas Marques;4808;Cascavel;7501;ALEVINOS;D;MIL;;;1200;185.820,00;;0
4104600;Capitão Leônidas Marques;4808;Cascavel;2001;ALFACE;B;TON;20;420;;465.267,60;;420
4104600;Capitão Leônidas Marques;4808;Cascavel;2004;ALHO;B;TON;0,5;1,88;;12.747,90;;1,88
4104600;Capitão Leônidas Marques;4808;Cascavel;2009;ALMEIRAO;B;TON;2;46;;117.760,00;;46
4104600;Capitão Leônidas Marques;4808;Cascavel;12;AMENDOIM SAFRA DAS AGUAS;A;TON;5;10,75;;17.995,50;;10,75
4104600;Capitão Leônidas Marques;4808;Cascavel;3521;AVEIA PRETA (GRAO);A;TON;200;240;;146.400,00;;240
4104600;Capitão Leônidas Marques;4808;Cascavel;7516;BAGRE;D;KG;;;6000;34.920,00;;0
4104600;Capitão Leônidas Marques;4808;Cascavel;1520;BANANA;C;TON;20;440;;323.202,00;;440
4104600;Capitão Leônidas Marques;4808;Cascavel;2044;BATATA DOCE;B;TON;10;275;;332.750,00;;275
4104600;Capitão Leônidas Marques;4808;Cascavel;2043;BETERRABA;B;TON;5;108;;81.281,88;;108
4104600;Capitão Leônidas Marques;4808;Cascavel;7016;BEZERRAS;D;CAB;;;1145;1.047.342,95;0;
4104600;Capitão Leônidas Marques;4808;Cascavel;7015;BEZERROS;D;CAB;;;1663;1.786.111,89;0;
4104600;Capitão Leônidas Marques;4808;Cascavel;7210;BICHO DA SEDA (CASULO);D;TON;3;1,58;;27.207,60;;1,58
4104600;Capitão Leônidas Marques;4808;Cascavel;7010;BOVINOS (BOI GORDO);D;KG;;32188;1471;3.551.361,75;32188;
4104600;Capitão Leônidas Marques;4808;Cascavel;2041;BROCOLOS;B;TON;4;45;;66.150,00;;45
4104600;Capitão Leônidas Marques;4808;Cascavel;7020;BUBALINOS (PARA CORTE);D;KG;;47;10;24.630,00;47;
4104600;Capitão Leônidas Marques;4808;Cascavel;3857;BUCHA VEGETAL;A;UNI;0,5;5800;;7.482,00;;5800
4104600;Capitão Leônidas Marques;4808;Cascavel;7310;CAMA DE AVIARIO;D;TON;;18260;;1.637.739,40;;18260
4104600;Capitão Leônidas Marques;4808;Cascavel;41;CANA-DE-ACUCAR;A;TON;50;3000;;202.530,00;;3000
4104600;Capitão Leônidas Marques;4808;Cascavel;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;700;22000;;1.270.940,00;;22000
4104600;Capitão Leônidas Marques;4808;Cascavel;7040;CAPRINOS (PARA CORTE);D;KG;;498;570;120.042,00;498;
4104600;Capitão Leônidas Marques;4808;Cascavel;1556;CAQUI;C;TON;1;10;;21.690,00;;10
4104600;Capitão Leônidas Marques;4808;Cascavel;7517;CARPA;D;KG;;;80000;475.200,00;;0
4104600;Capitão Leônidas Marques;4808;Cascavel;2091;CEBOLINHA (cheiro verde);B;TON;1;9;;41.130,00;;9
4104600;Capitão Leônidas Marques;4808;Cascavel;2088;CENOURA;B;TON;8;190;;173.147,00;;190
4104600;Capitão Leônidas Marques;4808;Cascavel;7318;CERA DE ABELHA;D;KG;;230;;6.890,80;;230
4104600;Capitão Leônidas Marques;4808;Cascavel;2086;CHUCHU;B;TON;1;26;;21.804,64;;26
4104600;Capitão Leônidas Marques;4808;Cascavel;7145;CODORNA MATRIZ (DESCARTE);D;KG;;750;750;644,4;750;
4104600;Capitão Leônidas Marques;4808;Cascavel;2080;COUVE;B;TON;1;23;;43.010,00;;23
4104600;Capitão Leônidas Marques;4808;Cascavel;2092;COUVE CHINESA;B;TON;2;42;;34.860,00;;42
4104600;Capitão Leônidas Marques;4808;Cascavel;2081;COUVE-FLOR;B;TON;4;48;;204.000,00;;48
4104600;Capitão Leônidas Marques;4808;Cascavel;7455;EQUINOS (PARA CORTE);D;KG;;930;;                      -  ;930;
4104600;Capitão Leônidas Marques;4808;Cascavel;7054;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);D;CAB;;;40;255.904,00;0;
4104600;Capitão Leônidas Marques;4808;Cascavel;80;ERVA-MATE (em folha);E;TON;15;70,5;;64.705,61;;70,5
4104600;Capitão Leônidas Marques;4808;Cascavel;1650;ESCAROLA/CHICORIA;B;TON;2;34;;44.880,00;;34
4104600;Capitão Leônidas Marques;4808;Cascavel;7312;ESTERCO DE POEDEIRA;D;TON;;70;;8.670,20;;70
4104600;Capitão Leônidas Marques;4808;Cascavel;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;10330;;633.642,20;;10330
4104600;Capitão Leônidas Marques;4808;Cascavel;93;FEIJAO SAFRA DA SECA;A;TON;300;371,7;;844.810,91;;371,7
4104600;Capitão Leônidas Marques;4808;Cascavel;92;FEIJAO SAFRA DAS AGUAS;A;TON;250;341;;719.908,97;;341
4104600;Capitão Leônidas Marques;4808;Cascavel;2141;FEIJAO-VAGEM;B;TON;1,5;19;;34.960,00;;19
4104600;Capitão Leônidas Marques;4808;Cascavel;3517;FENO OUTROS;D;TON;50;225;;102.640,50;;225
4104600;Capitão Leônidas Marques;4808;Cascavel;1690;FIGO;C;TON;1,5;12;;89.880,00;;12
4104600;Capitão Leônidas Marques;4808;Cascavel;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;1995068;11970410;78.724.598,41;1995068;
4104600;Capitão Leônidas Marques;4808;Cascavel;1695;FRUTA DO CONDE;C;TON;1;11;;62.480,00;;11
4104600;Capitão Leônidas Marques;4808;Cascavel;91;FUMO;A;TON;54;87,53;;714.443,49;;87,53
4104600;Capitão Leônidas Marques;4808;Cascavel;7119;GALINHA / FRANGO SEMI-CAIPIRA;D;KG;;5600;16800;376.992,00;5600;
4104600;Capitão Leônidas Marques;4808;Cascavel;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;47000;97000;2.160.675,00;47000;
4104600;Capitão Leônidas Marques;4808;Cascavel;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;5400;3250;7.735,00;5400;
4104600;Capitão Leônidas Marques;4808;Cascavel;7017;GARROTES;D;CAB;;;1507;2.406.287,18;0;
4104600;Capitão Leônidas Marques;4808;Cascavel;1720;GOIABA;C;TON;0,5;9;;17.190,00;;9
4104600;Capitão Leônidas Marques;4808;Cascavel;1780;JABUTICABA;C;TON;3;62;;120.900,00;;62
4104600;Capitão Leônidas Marques;4808;Cascavel;7083;LA;D;KG;;500;;1.250,00;;500
4104600;Capitão Leônidas Marques;4808;Cascavel;1561;LARANJA;C;TON;25;235;;130.981,95;;235
4104600;Capitão Leônidas Marques;4808;Cascavel;7014;LEITE;D;MLT;;25400;;30.734.000,00;;25400
