code;city;region_code;region;code_variable;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4106407;Cornélio Procópio;6407;Cornélio Procópio;1;ALGODAO;A;TON;241;327,8;;427.451,20;;327,8
4106407;Cornélio Procópio;6407;Cornélio Procópio;2004;ALHO;B;TON;5;20,5;;116.899,20;;20,5
4106407;Cornélio Procópio;6407;Cornélio Procópio;12;AMENDOIM SAFRA DAS AGUAS;A;TON;2;4;;7.632,00;;4
4106407;Cornélio Procópio;6407;Cornélio Procópio;5;ARROZ IRRIGADO;A;TON;3;13,8;;8.539,85;;13,8
4106407;Cornélio Procópio;6407;Cornélio Procópio;14;ARROZ SEQUEIRO;A;TON;31;60;;40.699,80;;60
4106407;Cornélio Procópio;6407;Cornélio Procópio;1520;BANANA;C;TON;80;1440;;595.641,60;;1440
4106407;Cornélio Procópio;6407;Cornélio Procópio;7016;BEZERRAS;D;CAB;;;96;55.482,24;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7015;BEZERROS;D;CAB;;;381;258.058,92;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7010;BOVINOS (BOI GORDO);D;KG;;18943;3120;4.956.588,00;18943;
4106407;Cornélio Procópio;6407;Cornélio Procópio;40;CAFE;A;TON;644;760,3;;4.151.238,00;;760,3
4106407;Cornélio Procópio;6407;Cornélio Procópio;7310;CAMA DE AVIARIO;D;TON;;511;;34.916,63;;511
4106407;Cornélio Procópio;6407;Cornélio Procópio;41;CANA-DE-ACUCAR;A;TON;800;68800;;3.684.928,00;;68800
4106407;Cornélio Procópio;6407;Cornélio Procópio;7040;CAPRINOS (PARA CORTE);D;KG;;216;37;6.571,20;216;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7455;EQUINOS (PARA CORTE);D;KG;;348;35;8.064,00;348;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;3232;;186.971,20;;3232
4106407;Cornélio Procópio;6407;Cornélio Procópio;93;FEIJAO SAFRA DA SECA;A;TON;6;2,5;;5.255,83;;2,5
4106407;Cornélio Procópio;6407;Cornélio Procópio;92;FEIJAO SAFRA DAS AGUAS;A;TON;40;16,8;;29.010,74;;16,8
4106407;Cornélio Procópio;6407;Cornélio Procópio;94;FEIJAO SAFRA DE INVERNO;A;TON;40;20,2;;40.938,73;;20,2
4106407;Cornélio Procópio;6407;Cornélio Procópio;3515;FENO DE ALFAFA;D;TON;;2250;;1.664.145,00;;2250
4106407;Cornélio Procópio;6407;Cornélio Procópio;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;56000;429545;1.545.502,91;56000;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;28148;14074;214.909,98;28148;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7017;GARROTES;D;CAB;;;352;317.701,12;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7014;LEITE;D;MLT;;825;;660.000,00;;825
4106407;Cornélio Procópio;6407;Cornélio Procópio;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;1095;;80.449,65;;1095
4106407;Cornélio Procópio;6407;Cornélio Procópio;5230;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;E;M3;;990;;91.971,00;;990
4106407;Cornélio Procópio;6407;Cornélio Procópio;5220;MADEIRAS - LENHA;E;M3;;5540;;189.080,20;;5540
4106407;Cornélio Procópio;6407;Cornélio Procópio;203;MANDIOCA CONSUMO (HUMANO);A;TON;8;120;;93.576,00;;120
4106407;Cornélio Procópio;6407;Cornélio Procópio;201;MANDIOCA INDUSTRIA;A;TON;8;160;;40.641,60;;160
4106407;Cornélio Procópio;6407;Cornélio Procópio;1803;MARACUJA;C;TON;8;184;;361.977,68;;184
4106407;Cornélio Procópio;6407;Cornélio Procópio;7200;MEL;D;KG;;3300;;17.886,00;;3300
4106407;Cornélio Procópio;6407;Cornélio Procópio;199;MILHO SAFRA NORMAL;A;TON;390;1934;;704.614,22;;1934
4106407;Cornélio Procópio;6407;Cornélio Procópio;198;MILHO SAFRINHA;A;TON;4550;22249,5;;9.025.954,67;;22249,5
4106407;Cornélio Procópio;6407;Cornélio Procópio;7018;NOVILHAS;D;CAB;;;243;204.994,80;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7080;OVINOS (PARA CORTE);D;KG;;751;375;55.012,50;751;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7109;OVOS DE GALINHA (FECUNDADO);D;DZ;;679000;;3.075.870,00;;679000
4106407;Cornélio Procópio;6407;Cornélio Procópio;7518;PACU;D;KG;;0;2000;9.860,00;;0
4106407;Cornélio Procópio;6407;Cornélio Procópio;2353;PEPINO;B;TON;0,4;9;;9.936,81;;9
4106407;Cornélio Procópio;6407;Cornélio Procópio;2350;PIMENTAO;B;TON;0,3;6;;6.272,28;;6
4106407;Cornélio Procópio;6407;Cornélio Procópio;302;SOJA SAFRA NORMAL;A;TON;7100;17608;;14.726.098,64;;17608
4106407;Cornélio Procópio;6407;Cornélio Procópio;7097;SUINOS-COMUM (para abate);D;KG;;1163;1860;290.160,00;1163;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7096;SUINOS-RACA  (PARA ABATE);D;KG;;298;653;175.134,60;298;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7519;TILAPIA;D;KG;;0;8000;30.320,00;;0
4106407;Cornélio Procópio;6407;Cornélio Procópio;2457;TOMATE RISCO;B;TON;3;63;;72.258,48;;63
4106407;Cornélio Procópio;6407;Cornélio Procópio;2456;TOMATE SAFRAO;B;TON;6;204;;338.285,04;;204
4106407;Cornélio Procópio;6407;Cornélio Procópio;7019;TOUROS;D;CAB;;;76;163.182,64;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;330;TRIGO;A;TON;1500;3289,5;;1.956.693,29;;3289,5
4106407;Cornélio Procópio;6407;Cornélio Procópio;7025;VACA (PARA CORTE);D;KG;;;427;507.532,20;0;
4106407;Cornélio Procópio;6407;Cornélio Procópio;7024;VACA (PARA CRIA);D;CAB;;;428;592.386,24;0;
4106902;Curitiba;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;18;317;;195.944,04;;317
4106902;Curitiba;6902;Curitiba;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;3;60;;38.637,60;;60
4106902;Curitiba;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;32;546;;435.380,40;;546
4106902;Curitiba;6902;Curitiba;2006;AGRIAO AQUATICO;B;TON;3;54;;79.060,86;;54
4106902;Curitiba;6902;Curitiba;2001;ALFACE;B;TON;1;18;;15.739,92;;18
4106902;Curitiba;6902;Curitiba;14;ARROZ SEQUEIRO;A;TON;10;10,5;;7.122,47;;10,5
4106902;Curitiba;6902;Curitiba;1520;BANANA;C;TON;60;2400;;992.736,00;;2400
4106902;Curitiba;6902;Curitiba;2044;BATATA DOCE;B;TON;15;218;;187.002,58;;218
4106902;Curitiba;6902;Curitiba;2042;BERINJELA;B;TON;5;130;;123.947,20;;130
4106902;Curitiba;6902;Curitiba;2043;BETERRABA;B;TON;1;21;;15.229,62;;21
4106902;Curitiba;6902;Curitiba;7016;BEZERRAS;D;CAB;;;99;57.216,06;0;
4106902;Curitiba;6902;Curitiba;7015;BEZERROS;D;CAB;;;166;112.435,12;0;
4106902;Curitiba;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;18662;1228;1.751.950,76;18662;
4106902;Curitiba;6902;Curitiba;7020;BUBALINOS (PARA CORTE);D;KG;;1664;246;314.525,76;1664;
4106902;Curitiba;6902;Curitiba;41;CANA-DE-ACUCAR;A;TON;470;19740;;1.057.274,40;;19740
4106902;Curitiba;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;230;110;15.628,80;230;
4106902;Curitiba;6902;Curitiba;1556;CAQUI;C;TON;2;19;;22.515,00;;19
4106902;Curitiba;6902;Curitiba;7517;CARPA;D;KG;;;10000;42.700,00;;0
4106902;Curitiba;6902;Curitiba;2086;CHUCHU;B;TON;25;1040;;545.532,00;;1040
4106902;Curitiba;6902;Curitiba;2081;COUVE-FLOR;B;TON;1;24;;82.980,00;;24
4106902;Curitiba;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;8178;;473.097,30;;8178
4106902;Curitiba;6902;Curitiba;93;FEIJAO SAFRA DA SECA;A;TON;300;357;;750.531,81;;357
4106902;Curitiba;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;1200;1548;;2.673.132,84;;1548
4106902;Curitiba;6902;Curitiba;2141;FEIJAO-VAGEM;B;TON;34;575;;716.404,00;;575
4106902;Curitiba;6902;Curitiba;1690;FIGO;C;TON;1;10;;37.732,30;;10
4106902;Curitiba;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;40900;61350;936.814,50;40900;
4106902;Curitiba;6902;Curitiba;7017;GARROTES;D;CAB;;;570;514.459,20;0;
4106902;Curitiba;6902;Curitiba;7083;LA;D;KG;;225;;526,5;;225
4106902;Curitiba;6902;Curitiba;1561;LARANJA;C;TON;10;150;;38.590,50;;150
4106902;Curitiba;6902;Curitiba;7014;LEITE;D;MLT;;8282;;6.625.600,00;;8282
4106902;Curitiba;6902;Curitiba;7047;LEITE DE BUFALA;D;LIT;;138060;;106.306,20;;138060
4106902;Curitiba;6902;Curitiba;7045;LEITE DE CABRA;D;LIT;;12000;;20.760,00;;12000
4106902;Curitiba;6902;Curitiba;1562;LIMAO;C;TON;2;25;;19.000,25;;25
4106902;Curitiba;6902;Curitiba;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;40000;;3.968.400,00;;40000
4106902;Curitiba;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;180000;;13.224.600,00;;180000
4106902;Curitiba;6902;Curitiba;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;120000;;6.444.000,00;;120000
4106902;Curitiba;6902;Curitiba;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;4500;90000;;7.780.500,00;;90000
4106902;Curitiba;6902;Curitiba;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;25000;300000;;23.982.000,00;;300000
4106902;Curitiba;6902;Curitiba;5220;MADEIRAS - LENHA;E;M3;;20000;;682.600,00;;20000
4106902;Curitiba;6902;Curitiba;203;MANDIOCA CONSUMO (HUMANO);A;TON;1040;17160;;13.381.368,00;;17160
4106902;Curitiba;6902;Curitiba;201;MANDIOCA INDUSTRIA;A;TON;260;4290;;1.089.702,90;;4290
4106902;Curitiba;6902;Curitiba;1803;MARACUJA;C;TON;20;314;;617.722,78;;314
4106902;Curitiba;6902;Curitiba;7200;MEL;D;KG;;20000;;108.400,00;;20000
4106902;Curitiba;6902;Curitiba;1807;MELANCIA;C;TON;14;287;;132.731,76;;287
4106902;Curitiba;6902;Curitiba;199;MILHO SAFRA NORMAL;A;TON;2750;12136,4;;4.421.654,61;;12136,4
4106902;Curitiba;6902;Curitiba;3853;MILHO VERDE (espiga);B;UNI;3;110000;;44.000,00;;110000
4106902;Curitiba;6902;Curitiba;2300;MORANGA;B;TON;12;211;;91.993,89;;211
4106902;Curitiba;6902;Curitiba;7018;NOVILHAS;D;CAB;;;237;199.933,20;0;
4106902;Curitiba;6902;Curitiba;7080;OVINOS (PARA CORTE);D;KG;;210;46;6.185,85;210;
4106902;Curitiba;6902;Curitiba;7081;OVINOS < 6 MESES;D;KG;;;32;3.632,51;0;
4106902;Curitiba;6902;Curitiba;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;613500;;938.655,00;;613500
4106902;Curitiba;6902;Curitiba;2353;PEPINO;B;TON;14;331;;365.453,79;;331
4106902;Curitiba;6902;Curitiba;2350;PIMENTAO;B;TON;13;333;;348.111,54;;333
4106902;Curitiba;6902;Curitiba;2390;REPOLHO;B;TON;3;97;;29.307,58;;97
4106902;Curitiba;6902;Curitiba;5310;RESINA;E;KG;;60000;;91.200,00;;60000
4106902;Curitiba;6902;Curitiba;7097;SUINOS-COMUM (para abate);D;KG;;1400;1260;238.896,00;1400;
4106902;Curitiba;6902;Curitiba;1515;TANGERINA MURCOTE;C;TON;5;74;;59.276,96;;74
4106902;Curitiba;6902;Curitiba;1563;TANGERINA PONKAN;C;TON;10;210;;84.938,70;;210
4106902;Curitiba;6902;Curitiba;2456;TOMATE SAFRAO;B;TON;25;1225;;2.031.368,50;;1225
4106902;Curitiba;6902;Curitiba;7019;TOUROS;D;CAB;;;2;4.294,28;0;
4106902;Curitiba;6902;Curitiba;7025;VACA (PARA CORTE);D;KG;;;885;1.081.965,60;0;
4106902;Curitiba;6902;Curitiba;7024;VACA (PARA CRIA);D;CAB;;;583;806.918,64;0;
4106902;Curitiba;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;50;1250;;772.650,00;;1250
4106902;Curitiba;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;3;50;;39.870,00;;50
4106902;Curitiba;6902;Curitiba;2001;ALFACE;B;TON;8;75;;65.583,00;;75
4106902;Curitiba;6902;Curitiba;2005;ALHO PORRO;B;TON;3;45;;174.624,30;;45
4106902;Curitiba;6902;Curitiba;7516;BAGRE;D;KG;;;2000;7.580,00;;0
4106902;Curitiba;6902;Curitiba;2061;BATATA DAS AGUAS;B;TON;15;300;;120.660,00;;300
4106902;Curitiba;6902;Curitiba;2045;BATATA SALSA;B;TON;250;4250;;4.031.975,00;;4250
4106902;Curitiba;6902;Curitiba;2043;BETERRABA;B;TON;8;150;;108.783,00;;150
4106902;Curitiba;6902;Curitiba;7016;BEZERRAS;D;CAB;;;20;11.558,80;0;
4106902;Curitiba;6902;Curitiba;7015;BEZERROS;D;CAB;;;25;16.933,00;0;
4106902;Curitiba;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;1900;100;161.980,00;1900;
4106902;Curitiba;6902;Curitiba;2041;BROCOLOS;B;TON;10;300;;463.824,00;;300
4106902;Curitiba;6902;Curitiba;7310;CAMA DE AVIARIO;D;TON;;507;;34.643,31;;507
4106902;Curitiba;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;650;250;39.960,00;650;
4106902;Curitiba;6902;Curitiba;7517;CARPA;D;KG;;;11000;46.970,00;;0
4106902;Curitiba;6902;Curitiba;2090;CEBOLA;B;TON;54;810;;525.285,00;;810
4106902;Curitiba;6902;Curitiba;2091;CEBOLINHA (cheiro verde);B;TON;2;12;;41.582,64;;12
4106902;Curitiba;6902;Curitiba;2088;CENOURA;B;TON;3;45;;42.456,60;;45
4106902;Curitiba;6902;Curitiba;7318;CERA DE ABELHA;D;KG;;900;;12.447,00;;900
4106902;Curitiba;6902;Curitiba;7304;COELHO (PARA CORTE);D;KG;;200;5000;41.160,00;200;
4106902;Curitiba;6902;Curitiba;2081;COUVE-FLOR;B;TON;12;250;;864.375,00;;250
4106902;Curitiba;6902;Curitiba;80;ERVA-MATE (em folha);E;TON;;170;;89.965,70;;170
4106902;Curitiba;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;2092;;121.022,20;;2092
4106902;Curitiba;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;400;760;;1.312.390,80;;760
4106902;Curitiba;6902;Curitiba;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;55510;277550;1.497.937,35;55510;
4106902;Curitiba;6902;Curitiba;91;FUMO;A;TON;1100;2420;;14.482.369,00;;2420
4106902;Curitiba;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;25000;55000;811.855,00;25000;
4106902;Curitiba;6902;Curitiba;7017;GARROTES;D;CAB;;;15;13.538,40;0;
4106902;Curitiba;6902;Curitiba;60;"GENGIBRE (rizomas ""in natura"")";B;KG;2;35000;;74.200,00;;35000
4106902;Curitiba;6902;Curitiba;2220;INHAME;B;TON;5;100;;99.881,00;;100
4106902;Curitiba;6902;Curitiba;555;KIWI;C;TON;2;28;;33.600,00;;28
4106902;Curitiba;6902;Curitiba;7083;LA;D;KG;;3000;;7.020,00;;3000
4106902;Curitiba;6902;Curitiba;7014;LEITE;D;MLT;;750;;600.000,00;;750
4106902;Curitiba;6902;Curitiba;7045;LEITE DE CABRA;D;LIT;;8000;;13.840,00;;8000
4106902;Curitiba;6902;Curitiba;1801;MACA;C;TON;11;330;;370.392,00;;330
4106902;Curitiba;6902;Curitiba;5265;MADEIRAS - EM TORA P/LAMINADORA - PINUS;E;M3;;35000;;3.472.350,00;;35000
4106902;Curitiba;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;65000;;4.775.550,00;;65000
4106902;Curitiba;6902;Curitiba;5250;MADEIRAS - EM TORA P/PAPEL E CELULOSE;E;M3;;50000;;2.685.000,00;;50000
4106902;Curitiba;6902;Curitiba;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;760;15000;;1.296.750,00;;15000
4106902;Curitiba;6902;Curitiba;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;5500;35000;;2.797.900,00;;35000
4106902;Curitiba;6902;Curitiba;5220;MADEIRAS - LENHA;E;M3;;78000;;2.662.140,00;;78000
4106902;Curitiba;6902;Curitiba;203;MANDIOCA CONSUMO (HUMANO);A;TON;32;960;;748.608,00;;960
4106902;Curitiba;6902;Curitiba;201;MANDIOCA INDUSTRIA;A;TON;8;240;;60.962,40;;240
4106902;Curitiba;6902;Curitiba;7200;MEL;D;KG;;20000;;108.400,00;;20000
4106902;Curitiba;6902;Curitiba;199;MILHO SAFRA NORMAL;A;TON;5400;40500;;14.755.365,00;;40500
4106902;Curitiba;6902;Curitiba;3853;MILHO VERDE (espiga);B;UNI;15;600000;;240.000,00;;600000
4106902;Curitiba;6902;Curitiba;1805;MORANGO (moranguinho);C;TON;2;50;;226.770,00;;50
4106902;Curitiba;6902;Curitiba;4130;MUDAS DE EUCALIPTO;E;UNI;;300000;;66.000,00;;300000
4106902;Curitiba;6902;Curitiba;4133;MUDAS DE PINUS;E;UNI;;250000;;57.500,00;;250000
4106902;Curitiba;6902;Curitiba;7018;NOVILHAS;D;CAB;;;16;13.497,60;0;
4106902;Curitiba;6902;Curitiba;3000;ORNAMENTAIS;F;UNI;;150000;;1.269.000,00;;150000
4106902;Curitiba;6902;Curitiba;7080;OVINOS (PARA CORTE);D;KG;;1200;400;71.720,00;1200;
4106902;Curitiba;6902;Curitiba;7081;OVINOS < 6 MESES;D;KG;;;130;15.953,60;0;
4106902;Curitiba;6902;Curitiba;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;250000;;382.500,00;;250000
4106902;Curitiba;6902;Curitiba;7518;PACU;D;KG;;;500;2.465,00;;0
4106902;Curitiba;6902;Curitiba;1860;PESSEGO;C;TON;2;30;;57.900,00;;30
4106902;Curitiba;6902;Curitiba;2350;PIMENTAO;B;TON;5;70;;73.176,60;;70
4106902;Curitiba;6902;Curitiba;1862;PINHAO;E;KG;;40000;;48.400,00;;40000
4106902;Curitiba;6902;Curitiba;4500;PLANTAS PERENES (ORNAMENTAIS);F;UNI;;435000;;2.549.100,00;;435000
4106902;Curitiba;6902;Curitiba;7320;PROPOLIS;D;KG;;300;;12.417,00;;300
4106902;Curitiba;6902;Curitiba;2390;REPOLHO;B;TON;55;1650;;498.531,00;;1650
4106902;Curitiba;6902;Curitiba;302;SOJA SAFRA NORMAL;A;TON;150;472,5;;395.165,93;;472,5
4106902;Curitiba;6902;Curitiba;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;150;16.995,00;0;
4106902;Curitiba;6902;Curitiba;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;2000;188.960,00;0;
4106902;Curitiba;6902;Curitiba;7097;SUINOS-COMUM (para abate);D;KG;;580;250;45.000,00;580;
4106902;Curitiba;6902;Curitiba;7096;SUINOS-RACA  (PARA ABATE);D;KG;;1500;1500;379.950,00;1500;
4106902;Curitiba;6902;Curitiba;7519;TILAPIA;D;KG;;;20000;75.800,00;;0
4106902;Curitiba;6902;Curitiba;2456;TOMATE SAFRAO;B;TON;2;70;;116.078,20;;70
4106902;Curitiba;6902;Curitiba;7019;TOUROS;D;CAB;;;10;21.471,40;0;
4106902;Curitiba;6902;Curitiba;7507;TRAIRA;D;KG;;;1000;3.650,00;;0
4106902;Curitiba;6902;Curitiba;1922;UVA VINIFERA;C;TON;5;100;;139.000,00;;100
4106902;Curitiba;6902;Curitiba;7025;VACA (PARA CORTE);D;KG;;;120;166.404,00;0;
4106902;Curitiba;6902;Curitiba;7024;VACA (PARA CRIA);D;CAB;;;170;235.293,60;0;
4106902;Curitiba;6902;Curitiba;2002;ABOBORA (seca/madura);B;TON;32;745;;460.499,40;;745
4106902;Curitiba;6902;Curitiba;2012;ABOBORA-TETSUKABUTO (KABOTIA);B;TON;14;302;;194.475,92;;302
4106902;Curitiba;6902;Curitiba;2016;ABOBRINHA VERDE;B;TON;64;1427;;1.137.889,80;;1427
4106902;Curitiba;6902;Curitiba;2006;AGRIAO AQUATICO;B;TON;9;199;;291.353,91;;199
4106902;Curitiba;6902;Curitiba;2001;ALFACE;B;TON;47;1115;;975.000,60;;1115
4106902;Curitiba;6902;Curitiba;2009;ALMEIRAO;B;TON;6;97;;161.561,26;;97
4106902;Curitiba;6902;Curitiba;1504;AMEIXA;C;TON;7;77;;122.514,70;;77
4106902;Curitiba;6902;Curitiba;2060;BATATA DA SECA;B;TON;2;36;;18.302,40;;36
4106902;Curitiba;6902;Curitiba;2061;BATATA DAS AGUAS;B;TON;5;100,5;;40.421,10;;100,5
4106902;Curitiba;6902;Curitiba;2044;BATATA DOCE;B;TON;25;455;;390.303,55;;455
4106902;Curitiba;6902;Curitiba;3012;BEGONIA DO SOL;F;UNI;;4100;;1.845,00;;4100
4106902;Curitiba;6902;Curitiba;5360;BEIJO AMERICANO;F;CX;;7200;;34.992,00;;7200
4106902;Curitiba;6902;Curitiba;2042;BERINJELA;B;TON;18;502;;478.626,88;;502
4106902;Curitiba;6902;Curitiba;2043;BETERRABA;B;TON;49;1202;;871.714,44;;1202
4106902;Curitiba;6902;Curitiba;7016;BEZERRAS;D;CAB;;;6;3.467,64;0;
4106902;Curitiba;6902;Curitiba;7015;BEZERROS;D;CAB;;;10;6.773,20;0;
4106902;Curitiba;6902;Curitiba;7010;BOVINOS (BOI GORDO);D;KG;;1150;72;97.786,08;1150;
4106902;Curitiba;6902;Curitiba;2041;BROCOLOS;B;TON;14;267;;412.803,36;;267
4106902;Curitiba;6902;Curitiba;3030;CALENDULA;F;CX;;40;;284;;40
4106902;Curitiba;6902;Curitiba;7310;CAMA DE AVIARIO;D;TON;;39;;2.664,87;;39
4106902;Curitiba;6902;Curitiba;7040;CAPRINOS (PARA CORTE);D;KG;;50;9;1.398,60;50;
4106902;Curitiba;6902;Curitiba;1556;CAQUI;C;TON;5;59;;69.915,00;;59
4106902;Curitiba;6902;Curitiba;2090;CEBOLA;B;TON;60;1128;;731.508,00;;1128
4106902;Curitiba;6902;Curitiba;2091;CEBOLINHA (cheiro verde);B;TON;3;76;;263.356,72;;76
4106902;Curitiba;6902;Curitiba;5390;CELOSIA PLUMOSA;F;CX;;350;;1.799,00;;350
4106902;Curitiba;6902;Curitiba;2088;CENOURA;B;TON;82;1994;;1.881.299,12;;1994
4106902;Curitiba;6902;Curitiba;2086;CHUCHU;B;TON;35;1610;;844.525,50;;1610
4106902;Curitiba;6902;Curitiba;5385;CINERARIA;F;CX;;400;;2.028,00;;400
4106902;Curitiba;6902;Curitiba;7304;COELHO (PARA CORTE);D;KG;;230;2300;39.445,00;230;
4106902;Curitiba;6902;Curitiba;2080;COUVE;B;TON;22;663;;735.107,88;;663
4106902;Curitiba;6902;Curitiba;2092;COUVE CHINESA;B;TON;11;279;;110.643,03;;279
4106902;Curitiba;6902;Curitiba;2081;COUVE-FLOR;B;TON;83;2294;;7.931.505,00;;2294
4106902;Curitiba;6902;Curitiba;80;ERVA-MATE (em folha);E;TON;;10;;5.292,10;;10
4106902;Curitiba;6902;Curitiba;1650;ESCAROLA/CHICORIA;B;TON;13;193;;202.246,63;;193
4106902;Curitiba;6902;Curitiba;2111;ESPINAFRE;B;TON;8;179;;239.204,86;;179
4106902;Curitiba;6902;Curitiba;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;504;;29.156,40;;504
4106902;Curitiba;6902;Curitiba;93;FEIJAO SAFRA DA SECA;A;TON;20;28,9;;60.757,34;;28,9
4106902;Curitiba;6902;Curitiba;92;FEIJAO SAFRA DAS AGUAS;A;TON;750;1115,3;;1.925.933,50;;1115,3
4106902;Curitiba;6902;Curitiba;2141;FEIJAO-VAGEM;B;TON;34;635;;791.159,20;;635
4106902;Curitiba;6902;Curitiba;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;4262;25572;138.012,08;4262;
4106902;Curitiba;6902;Curitiba;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;41800;62700;989.343,30;41800;
4106902;Curitiba;6902;Curitiba;7017;GARROTES;D;CAB;;;23;20.758,88;0;
4106902;Curitiba;6902;Curitiba;2220;INHAME;B;TON;8;158;;157.811,98;;158
4106902;Curitiba;6902;Curitiba;2250;JILO;B;TON;4;72;;102.234,24;;72
4106902;Curitiba;6902;Curitiba;7083;LA;D;KG;;225;;526,5;;225
4106902;Curitiba;6902;Curitiba;7014;LEITE;D;MLT;;509,64;;407.712,00;;509,64
4106902;Curitiba;6902;Curitiba;7045;LEITE DE CABRA;D;LIT;;5400;;9.342,00;;5400
4106902;Curitiba;6902;Curitiba;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;1500;;110.205,00;;1500
4106902;Curitiba;6902;Curitiba;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;8;150;;12.967,50;;150
4106902;Curitiba;6902;Curitiba;5275;MADEIRAS - EM TORA P/SERRARIA - PINUS;E;M3;400;6500;;519.610,00;;6500
4106902;Curitiba;6902;Curitiba;5220;MADEIRAS - LENHA;E;M3;;40000;;1.365.200,00;;40000
4106902;Curitiba;6902;Curitiba;203;MANDIOCA CONSUMO (HUMANO);A;TON;28;498,95;;389.081,21;;498,95
4106902;Curitiba;6902;Curitiba;201;MANDIOCA INDUSTRIA;A;TON;7;124,74;;31.685,21;;124,74
4106902;Curitiba;6902;Curitiba;7200;MEL;D;KG;;2500;;13.550,00;;2500
4106902;Curitiba;6902;Curitiba;199;MILHO SAFRA NORMAL;A;TON;1600;9124;;3.324.146,92;;9124
4106902;Curitiba;6902;Curitiba;3853;MILHO VERDE (espiga);B;UNI;2;77000;;30.800,00;;77000
4106902;Curitiba;6902;Curitiba;2300;MORANGA;B;TON;10;158;;68.886,42;;158
4106902;Curitiba;6902;Curitiba;1805;MORANGO (moranguinho);C;TON;15;488;;2.213.275,20;;488
4106902;Curitiba;6902;Curitiba;4757;MUDA DE AMOR PERFEITO;F;CX;;300;;1.650,00;;300
4106902;Curitiba;6902;Curitiba;4298;MUDA DE AZALEIA;F;UNI;;230;;1.244,30;;230
4106902;Curitiba;6902;Curitiba;4759;MUDA DE BOCA DE LEAO;F;CX;;1100;;5.830,00;;1100
4106902;Curitiba;6902;Curitiba;4762;MUDA DE TAGETE;F;CX;;40;;218,4;;40
4106902;Curitiba;6902;Curitiba;4422;MUDAS DE OLERICOLAS;B;UNI;;45500000;;1.365.000,00;;45500000
4106902;Curitiba;6902;Curitiba;2320;NABO;B;TON;4;100;;88.967,00;;100
