code;city;region_code;region;code_variable;variable;group_code;standard;area;production;slaughter;gpv;cattle;production2
4104808;Cascavel;4808;Cascavel;14;ARROZ SEQUEIRO;A;TON;0;0;;                        -  ;;0
4104808;Cascavel;4808;Cascavel;3521;AVEIA PRETA (GRAO);A;TON;200;223;;111.176,65;;223
4104808;Cascavel;4808;Cascavel;1520;BANANA;C;TON;15;375;;155.115,00;;375
4104808;Cascavel;4808;Cascavel;2044;BATATA DOCE;B;TON;10;250;;214.452,50;;250
4104808;Cascavel;4808;Cascavel;2042;BERINJELA;B;TON;1;15;;14.301,60;;15
4104808;Cascavel;4808;Cascavel;2043;BETERRABA;B;TON;5;100;;72.522,00;;100
4104808;Cascavel;4808;Cascavel;7016;BEZERRAS;D;CAB;;;551;318.444,94;0;
4104808;Cascavel;4808;Cascavel;7015;BEZERROS;D;CAB;;;784;531.018,88;0;
4104808;Cascavel;4808;Cascavel;7010;BOVINOS (BOI GORDO);D;KG;;31236;2588;3.869.577,60;31236;
4104808;Cascavel;4808;Cascavel;2041;BROCOLOS;B;TON;5;60;;92.764,80;;60
4104808;Cascavel;4808;Cascavel;3857;BUCHA VEGETAL;A;UNI;0,5;5000;;5.000,00;;5000
4104808;Cascavel;4808;Cascavel;3031;CALENDULA (FOLHA SECA);B;KG;;13;;246,61;;13
4104808;Cascavel;4808;Cascavel;7310;CAMA DE AVIARIO;D;TON;;18143;;1.239.711,19;;18143
4104808;Cascavel;4808;Cascavel;49;CAMOMILA (seca/desidratada);B;KG;;8;;40,16;;8
4104808;Cascavel;4808;Cascavel;41;CANA-DE-ACUCAR;A;TON;20;1200;;64.272,00;;1200
4104808;Cascavel;4808;Cascavel;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;;8500;;374.595,00;;8500
4104808;Cascavel;4808;Cascavel;7040;CAPRINOS (PARA CORTE);D;KG;;1300;800;92.352,00;1300;
4104808;Cascavel;4808;Cascavel;1556;CAQUI;C;TON;2;30;;35.550,00;;30
4104808;Cascavel;4808;Cascavel;7517;CARPA;D;KG;;;4500;19.215,00;;0
4104808;Cascavel;4808;Cascavel;51;CARQUEJA (seca/desidratada);B;KG;0,1;17;;98,77;;17
4104808;Cascavel;4808;Cascavel;3215;CAVALINHA (FOLHAS SECAS);B;KG;0,1;14;;70,98;;14
4104808;Cascavel;4808;Cascavel;2091;CEBOLINHA (cheiro verde);B;TON;3;45;;155.934,90;;45
4104808;Cascavel;4808;Cascavel;2088;CENOURA;B;TON;8;205;;193.413,40;;205
4104808;Cascavel;4808;Cascavel;2086;CHUCHU;B;TON;1;30;;15.736,50;;30
4104808;Cascavel;4808;Cascavel;7145;CODORNA MATRIZ (DESCARTE);D;KG;;2000;2000;1.500,00;2000;
4104808;Cascavel;4808;Cascavel;2080;COUVE;B;TON;3;30;;33.262,80;;30
4104808;Cascavel;4808;Cascavel;2092;COUVE CHINESA;B;TON;2;25;;9.914,25;;25
4104808;Cascavel;4808;Cascavel;2081;COUVE-FLOR;B;TON;2,5;65;;224.737,50;;65
4104808;Cascavel;4808;Cascavel;7455;EQUINOS (PARA CORTE);D;KG;;150;;                        -  ;150;
4104808;Cascavel;4808;Cascavel;1650;ESCAROLA/CHICORIA;B;TON;3;40;;41.916,40;;40
4104808;Cascavel;4808;Cascavel;2111;ESPINAFRE;B;TON;0,5;13;;17.372,42;;13
4104808;Cascavel;4808;Cascavel;57;ESPINHEIRA SANTA (desidratada);B;KG;0,2;11;;66,77;;11
4104808;Cascavel;4808;Cascavel;7312;ESTERCO DE POEDEIRA;D;TON;;580;;50.065,60;;580
4104808;Cascavel;4808;Cascavel;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;77557;;4.486.672,45;;77557
4104808;Cascavel;4808;Cascavel;92;FEIJAO SAFRA DAS AGUAS;A;TON;10;12;;20.721,96;;12
4104808;Cascavel;4808;Cascavel;2141;FEIJAO-VAGEM;B;TON;2;30;;37.377,60;;30
4104808;Cascavel;4808;Cascavel;3517;FENO OUTROS;D;TON;;3950;;1.213.163,50;;3950
4104808;Cascavel;4808;Cascavel;1690;FIGO;C;TON;0,5;5;;18.866,15;;5
4104808;Cascavel;4808;Cascavel;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;1988283;14912123;58.635.958,85;1988283;
4104808;Cascavel;4808;Cascavel;1695;FRUTA DO CONDE;C;TON;1;20;;25.339,60;;20
4104808;Cascavel;4808;Cascavel;91;FUMO;A;TON;236;427,7;;2.559.549,27;;427,7
4104808;Cascavel;4808;Cascavel;7119;GALINHA / FRANGO SEMI-CAIPIRA;D;KG;;2700;8000;119.280,00;2700;
4104808;Cascavel;4808;Cascavel;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;20000;35000;445.375,00;20000;
4104808;Cascavel;4808;Cascavel;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;40000;28000;46.816,00;40000;
4104808;Cascavel;4808;Cascavel;7017;GARROTES;D;CAB;;;1507;1.360.157,92;0;
4104808;Cascavel;4808;Cascavel;1720;GOIABA;C;TON;2;30;;57.614,70;;30
4104808;Cascavel;4808;Cascavel;67;GUACO (folhas desidratadas);B;KG;0,1;36;;282,96;;36
4104808;Cascavel;4808;Cascavel;2190;HORTELA/MENTA (verde);B;KG;;126,9;;190,35;;126,9
4104808;Cascavel;4808;Cascavel;1780;JABUTICABA;C;TON;1;20;;27.142,00;;20
4104808;Cascavel;4808;Cascavel;2250;JILO;B;TON;0,3;6;;8.519,52;;6
4104808;Cascavel;4808;Cascavel;7083;LA;D;KG;;2800;;6.552,00;;2800
4104808;Cascavel;4808;Cascavel;1561;LARANJA;C;TON;8;100;;25.727,00;;100
4104808;Cascavel;4808;Cascavel;7014;LEITE;D;MLT;;29164;;23.331.200,00;;29164
4104808;Cascavel;4808;Cascavel;1562;LIMAO;C;TON;3;45;;34.200,45;;45
4104808;Cascavel;4808;Cascavel;1801;MACA;C;TON;1;8;;8.979,20;;8
4104808;Cascavel;4808;Cascavel;3440;MACELA (flor seca);B;KG;0,5;26;;315,12;;26
4104808;Cascavel;4808;Cascavel;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;300;5000;;432.250,00;;5000
4104808;Cascavel;4808;Cascavel;5220;MADEIRAS - LENHA;E;M3;;16200;;552.906,00;;16200
4104808;Cascavel;4808;Cascavel;1802;MAMAO;C;TON;1;18;;19.832,04;;18
4104808;Cascavel;4808;Cascavel;203;MANDIOCA CONSUMO (HUMANO);A;TON;35;770;;600.446,00;;770
4104808;Cascavel;4808;Cascavel;201;MANDIOCA INDUSTRIA;A;TON;100;2200;;558.822,00;;2200
4104808;Cascavel;4808;Cascavel;1800;MANGA;C;TON;5;120;;153.600,00;;120
4104808;Cascavel;4808;Cascavel;1803;MARACUJA;C;TON;1;15;;29.509,05;;15
4104808;Cascavel;4808;Cascavel;7200;MEL;D;KG;;2500;;13.550,00;;2500
4104808;Cascavel;4808;Cascavel;1807;MELANCIA;C;TON;5;150;;69.372,00;;150
4104808;Cascavel;4808;Cascavel;1806;MELAO;C;TON;3;45;;75.388,05;;45
4104808;Cascavel;4808;Cascavel;3220;MELISSA (SECA);B;KG;0,1;45;;357,3;;45
4104808;Cascavel;4808;Cascavel;199;MILHO SAFRA NORMAL;A;TON;600;4165,2;;1.517.507,32;;4165,2
4104808;Cascavel;4808;Cascavel;198;MILHO SAFRINHA;A;TON;11000;43637;;17.702.221,79;;43637
4104808;Cascavel;4808;Cascavel;3853;MILHO VERDE (espiga);B;UNI;13;450000;;180.000,00;;450000
4104808;Cascavel;4808;Cascavel;197;MILHO-PIPOCA;A;TON;2;5;;3.938,55;;5
4104808;Cascavel;4808;Cascavel;2300;MORANGA;B;TON;3;75;;32.699,25;;75
4104808;Cascavel;4808;Cascavel;1805;MORANGO (moranguinho);C;TON;0,5;9;;40.818,60;;9
4104808;Cascavel;4808;Cascavel;4620;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;E;UNI;;45000;;12.150,00;;45000
4104808;Cascavel;4808;Cascavel;4130;MUDAS DE EUCALIPTO;E;UNI;;35000;;7.700,00;;35000
4104808;Cascavel;4808;Cascavel;4422;MUDAS DE OLERICOLAS;B;UNI;;3300000;;99.000,00;;3300000
4104808;Cascavel;4808;Cascavel;2320;NABO;B;TON;0,5;13;;11.565,71;;13
4104808;Cascavel;4808;Cascavel;7018;NOVILHAS;D;CAB;;;565;476.634,00;0;
4104808;Cascavel;4808;Cascavel;1833;NOZ PECAN;C;TON;5;40;;176.274,40;;40
4104808;Cascavel;4808;Cascavel;5501;OUTRAS ESPECIARIAS;B;KG;1;137,7;;963,9;;137,7
4104808;Cascavel;4808;Cascavel;7080;OVINOS (PARA CORTE);D;KG;;2000;1300;190.710,00;2000;
4104808;Cascavel;4808;Cascavel;7106;OVOS DE CODORNA (PARA CONSUMO);D;DZ;;25000;;23.000,00;;25000
4104808;Cascavel;4808;Cascavel;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;970000;;1.484.100,00;;970000
4104808;Cascavel;4808;Cascavel;7518;PACU;D;KG;;;2000;9.860,00;;0
4104808;Cascavel;4808;Cascavel;2353;PEPINO;B;TON;2;50;;55.204,50;;50
4104808;Cascavel;4808;Cascavel;1860;PESSEGO;C;TON;2;10;;19.300,00;;10
4104808;Cascavel;4808;Cascavel;2352;PIMENTA;B;TON;0,5;3,5;;9.315,64;;3,5
4104808;Cascavel;4808;Cascavel;2350;PIMENTAO;B;TON;4;60;;62.722,80;;60
4104808;Cascavel;4808;Cascavel;5453;POEJO ORGANICO (FOLHA SECA);B;KG;0,2;24,2;;121;;24,2
4104808;Cascavel;4808;Cascavel;2370;QUIABO;B;TON;1;25;;46.087,75;;25
4104808;Cascavel;4808;Cascavel;2391;RABANETE;B;TON;1;15;;19.403,10;;15
4104808;Cascavel;4808;Cascavel;2390;REPOLHO;B;TON;8;220;;66.470,80;;220
4104808;Cascavel;4808;Cascavel;70;RUCULA;B;TON;3;50;;92.122,00;;50
4104808;Cascavel;4808;Cascavel;2420;SALSA (SALSINHA);B;TON;2,5;43;;175.068,05;;43
4104808;Cascavel;4808;Cascavel;73;SALVIA (verde);B;KG;0,1;20,3;;29,84;;20,3
4104808;Cascavel;4808;Cascavel;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;50100;;4.425.834,00;;50100
4104808;Cascavel;4808;Cascavel;302;SOJA SAFRA NORMAL;A;TON;12850;20701,4;;17.313.201,86;;20701,4
4104808;Cascavel;4808;Cascavel;303;SOJA SAFRINHA;A;TON;100;150;;150.000,00;;150
4104808;Cascavel;4808;Cascavel;7088;SUINO FEMEA P/ REPRODUCAO;D;CAB;;;9238;6.909.839,24;0;
4104808;Cascavel;4808;Cascavel;7089;SUINO MACHO P/ REPRODUCAO;D;CAB;;;217;494.154,57;0;
4104808;Cascavel;4808;Cascavel;7330;SUINOS - LEITOES P/ CORTE;D;KG;;;2000;206.000,00;0;
4104808;Cascavel;4808;Cascavel;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;48857;4.616.009,36;0;
4104808;Cascavel;4808;Cascavel;7097;SUINOS-COMUM (para abate);D;KG;;2000;4000;768.000,00;2000;
4104808;Cascavel;4808;Cascavel;7096;SUINOS-RACA  (PARA ABATE);D;KG;;81400;158866;42.607.861,20;81400;
4104808;Cascavel;4808;Cascavel;1516;TANGERINA MONTENEGRINA;C;TON;4;55;;56.183,60;;55
4104808;Cascavel;4808;Cascavel;1515;TANGERINA MURCOTE;C;TON;1;22;;17.622,88;;22
4104808;Cascavel;4808;Cascavel;1563;TANGERINA PONKAN;C;TON;5;100;;40.447,00;;100
4104808;Cascavel;4808;Cascavel;7519;TILAPIA;D;KG;;;55000;208.450,00;;0
4104808;Cascavel;4808;Cascavel;2459;TOMATE CEREJA;B;TON;0,5;8;;23.866,40;;8
4104808;Cascavel;4808;Cascavel;2457;TOMATE RISCO;B;TON;1,5;67,5;;77.419,80;;67,5
4104808;Cascavel;4808;Cascavel;2456;TOMATE SAFRAO;B;TON;5;275;;456.021,50;;275
4104808;Cascavel;4808;Cascavel;7019;TOUROS;D;CAB;;;90;193.242,60;0;
4104808;Cascavel;4808;Cascavel;330;TRIGO;A;TON;200;500;;297.415,00;;500
4104808;Cascavel;4808;Cascavel;1922;UVA VINIFERA;C;TON;15;135;;187.650,00;;135
4104808;Cascavel;4808;Cascavel;7025;VACA (PARA CORTE);D;KG;;;2641;2.914.871,70;0;
4104808;Cascavel;4808;Cascavel;7024;VACA (PARA CRIA);D;CAB;;;1044;1.444.979,52;0;
4104808;Cascavel;4808;Cascavel;3854;VASSOURA (SECA C/SEMENTE);A;TON;15;60;;42.868,20;;60
4127700;Toledo;7700;Toledo;1501;ABACAXI;C;TON;6;54;;65.239,02;;54
4127700;Toledo;7700;Toledo;2016;ABOBRINHA VERDE;B;TON;0,5;6;;4.784,40;;6
4127700;Toledo;7700;Toledo;2001;ALFACE;B;TON;1,5;30;;26.233,20;;30
4127700;Toledo;7700;Toledo;12;AMENDOIM SAFRA DAS AGUAS;A;TON;1;2;;3.816,00;;2
4127700;Toledo;7700;Toledo;3521;AVEIA PRETA (GRAO);A;TON;30;36;;17.947,80;;36
4127700;Toledo;7700;Toledo;1520;BANANA;C;TON;2;20;;8.272,80;;20
4127700;Toledo;7700;Toledo;2043;BETERRABA;B;TON;1,2;15;;10.878,30;;15
4127700;Toledo;7700;Toledo;7016;BEZERRAS;D;CAB;;;53;30.630,82;0;
4127700;Toledo;7700;Toledo;7015;BEZERROS;D;CAB;;;33;22.351,56;0;
4127700;Toledo;7700;Toledo;7010;BOVINOS (BOI GORDO);D;KG;;13295;1100;1.644.720,00;13295;
4127700;Toledo;7700;Toledo;7310;CAMA DE AVIARIO;D;TON;;7944;;542.813,52;;7944
4127700;Toledo;7700;Toledo;41;CANA-DE-ACUCAR;A;TON;25;1000;;53.560,00;;1000
4127700;Toledo;7700;Toledo;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;;1600;;70.512,00;;1600
4127700;Toledo;7700;Toledo;7040;CAPRINOS (PARA CORTE);D;KG;;700;220;35.164,80;700;
4127700;Toledo;7700;Toledo;7517;CARPA;D;KG;;;9000;38.430,00;;0
4127700;Toledo;7700;Toledo;2091;CEBOLINHA (cheiro verde);B;TON;0,5;6;;20.791,32;;6
4127700;Toledo;7700;Toledo;2088;CENOURA;B;TON;1,3;14;;13.208,72;;14
4127700;Toledo;7700;Toledo;7318;CERA DE ABELHA;D;KG;;200;;2.766,00;;200
4127700;Toledo;7700;Toledo;2086;CHUCHU;B;TON;0,8;10;;5.245,50;;10
4127700;Toledo;7700;Toledo;2092;COUVE CHINESA;B;TON;0,5;6;;2.379,42;;6
4127700;Toledo;7700;Toledo;2081;COUVE-FLOR;B;TON;1;12;;41.490,00;;12
4127700;Toledo;7700;Toledo;7312;ESTERCO DE POEDEIRA;D;TON;;61;;5.265,52;;61
4127700;Toledo;7700;Toledo;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;11850;;685.522,50;;11850
4127700;Toledo;7700;Toledo;93;FEIJAO SAFRA DA SECA;A;TON;8;12;;25.227,96;;12
4127700;Toledo;7700;Toledo;92;FEIJAO SAFRA DAS AGUAS;A;TON;12;14,4;;24.866,35;;14,4
4127700;Toledo;7700;Toledo;3517;FENO OUTROS;D;TON;;600;;184.278,00;;600
4127700;Toledo;7700;Toledo;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;870554;5223325;27.787.566,67;870554;
4127700;Toledo;7700;Toledo;91;FUMO;A;TON;276,7;608,8;;3.643.333,16;;608,8
4127700;Toledo;7700;Toledo;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;3200;1990;22.790,48;3200;
4127700;Toledo;7700;Toledo;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;4200;2800;4.788,00;4200;
4127700;Toledo;7700;Toledo;7017;GARROTES;D;CAB;;;177;159.753,12;0;
4127700;Toledo;7700;Toledo;1561;LARANJA;C;TON;2;18;;4.630,86;;18
4127700;Toledo;7700;Toledo;7014;LEITE;D;MLT;;19026;;15.220.800,00;;19026
4127700;Toledo;7700;Toledo;1801;MACA;C;TON;0,1;1;;1.122,40;;1
4127700;Toledo;7700;Toledo;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;450;1400;;121.030,00;;1400
4127700;Toledo;7700;Toledo;5220;MADEIRAS - LENHA;E;M3;;40000;;1.365.200,00;;40000
4127700;Toledo;7700;Toledo;1802;MAMAO;C;TON;0,3;1;;1.101,78;;1
4127700;Toledo;7700;Toledo;201;MANDIOCA INDUSTRIA;A;TON;1800;63000;;16.002.630,00;;63000
4127700;Toledo;7700;Toledo;1803;MARACUJA;C;TON;0,5;4,2;;8.262,53;;4,2
4127700;Toledo;7700;Toledo;7200;MEL;D;KG;;6600;;35.772,00;;6600
4127700;Toledo;7700;Toledo;1807;MELANCIA;C;TON;1;30;;13.874,40;;30
4127700;Toledo;7700;Toledo;199;MILHO SAFRA NORMAL;A;TON;400;3000;;1.092.990,00;;3000
4127700;Toledo;7700;Toledo;198;MILHO SAFRINHA;A;TON;6400;34560;;14.019.955,20;;34560
4127700;Toledo;7700;Toledo;3853;MILHO VERDE (espiga);B;UNI;0,5;32000;;12.800,00;;32000
4127700;Toledo;7700;Toledo;197;MILHO-PIPOCA;A;TON;2;8;;6.301,68;;8
4127700;Toledo;7700;Toledo;4620;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;E;UNI;;20000;;5.400,00;;20000
4127700;Toledo;7700;Toledo;7018;NOVILHAS;D;CAB;;;234;197.402,40;0;
4127700;Toledo;7700;Toledo;7080;OVINOS (PARA CORTE);D;KG;;800;260;40.261,00;800;
4127700;Toledo;7700;Toledo;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;36800;;56.304,00;;36800
4127700;Toledo;7700;Toledo;2353;PEPINO;B;TON;3;46;;50.788,14;;46
4127700;Toledo;7700;Toledo;7520;PESCADO DE AGUA DOCE (DE CAPTURA);D;KG;;;22000;111.540,00;;0
4127700;Toledo;7700;Toledo;2391;RABANETE;B;TON;0,5;8;;10.348,32;;8
4127700;Toledo;7700;Toledo;2390;REPOLHO;B;TON;0,5;12;;3.625,68;;12
4127700;Toledo;7700;Toledo;2420;SALSA (SALSINHA);B;TON;0,5;8;;32.570,80;;8
4127700;Toledo;7700;Toledo;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;36000;;3.180.240,00;;36000
4127700;Toledo;7700;Toledo;302;SOJA SAFRA NORMAL;A;TON;6800;10200;;8.530.566,00;;10200
4127700;Toledo;7700;Toledo;303;SOJA SAFRINHA;A;TON;50;50;;50.000,00;;50
4127700;Toledo;7700;Toledo;7091;SUINOS < 2 MESES (leitao p/recria);D;UNI;;;31604;2.985.945,92;0;
4127700;Toledo;7700;Toledo;7096;SUINOS-RACA  (PARA ABATE);D;KG;;9440;20769;5.446.462,56;9440;
4127700;Toledo;7700;Toledo;1563;TANGERINA PONKAN;C;TON;1;9,5;;3.842,47;;9,5
4127700;Toledo;7700;Toledo;7519;TILAPIA;D;KG;;;60000;227.400,00;;0
4127700;Toledo;7700;Toledo;2456;TOMATE SAFRAO;B;TON;1;20;;33.165,20;;20
4127700;Toledo;7700;Toledo;7019;TOUROS;D;CAB;;;22;47.237,08;0;
4127700;Toledo;7700;Toledo;330;TRIGO;A;TON;200;400;;237.932,00;;400
4127700;Toledo;7700;Toledo;1922;UVA VINIFERA;C;TON;4;48;;66.720,00;;48
4127700;Toledo;7700;Toledo;7025;VACA (PARA CORTE);D;KG;;;800;860.320,00;0;
4127700;Toledo;7700;Toledo;7024;VACA (PARA CRIA);D;CAB;;;478;661.590,24;0;
4118402;Paranavaí;8402;Paranavaí;7016;BEZERRAS;D;CAB;;;447;258.339,18;0;
4118402;Paranavaí;8402;Paranavaí;7015;BEZERROS;D;CAB;;;808;547.274,56;0;
4118402;Paranavaí;8402;Paranavaí;7010;BOVINOS (BOI GORDO);D;KG;;13907;2059;3.271.030,35;13907;
4118402;Paranavaí;8402;Paranavaí;40;CAFE;A;TON;2;1,1;;6.006,00;;1,1
4118402;Paranavaí;8402;Paranavaí;7310;CAMA DE AVIARIO;D;TON;;1232;;84.182,56;;1232
4118402;Paranavaí;8402;Paranavaí;41;CANA-DE-ACUCAR;A;TON;8520;612579,5;;32.809.758,02;;612579,5
4118402;Paranavaí;8402;Paranavaí;7040;CAPRINOS (PARA CORTE);D;KG;;10;6;1.065,60;10;
4118402;Paranavaí;8402;Paranavaí;7455;EQUINOS (PARA CORTE);D;KG;;230;;                        -  ;230;
4118402;Paranavaí;8402;Paranavaí;7052;EQUINOS > 1 ANO (PARA TRABALHO);D;UNI;;;138;169.222,50;0;
4118402;Paranavaí;8402;Paranavaí;7312;ESTERCO DE POEDEIRA;D;TON;;1746;;150.714,72;;1746
4118402;Paranavaí;8402;Paranavaí;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;2714;;157.004,90;;2714
4118402;Paranavaí;8402;Paranavaí;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;0;135000;810000;4.017.681,00;135000;
4118402;Paranavaí;8402;Paranavaí;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;;4000;3000;33.594,00;4000;
4118402;Paranavaí;8402;Paranavaí;7117;GALINHA RECRIA;D;CAB;;120400;90300;1.241.625,00;120400;
4118402;Paranavaí;8402;Paranavaí;7017;GARROTES;D;CAB;;;974;879.093,44;0;
4118402;Paranavaí;8402;Paranavaí;7083;LA;D;KG;;450;;1.053,00;;450
4118402;Paranavaí;8402;Paranavaí;1561;LARANJA;C;TON;284;11360;;2.922.587,20;;11360
4118402;Paranavaí;8402;Paranavaí;7014;LEITE;D;MLT;;2190;;1.752.000,00;;2190
4118402;Paranavaí;8402;Paranavaí;5260;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;E;M3;;730;;53.633,10;;730
4118402;Paranavaí;8402;Paranavaí;5220;MADEIRAS - LENHA;E;M3;;5362;;183.005,06;;5362
4118402;Paranavaí;8402;Paranavaí;203;MANDIOCA CONSUMO (HUMANO);A;TON;5;100;;77.980,00;;100
4118402;Paranavaí;8402;Paranavaí;201;MANDIOCA INDUSTRIA;A;TON;800;24200;;6.147.042,00;;24200
4118402;Paranavaí;8402;Paranavaí;7200;MEL;D;KG;;4200;;22.764,00;;4200
4118402;Paranavaí;8402;Paranavaí;199;MILHO SAFRA NORMAL;A;TON;10;35;;12.751,55;;35
4118402;Paranavaí;8402;Paranavaí;198;MILHO SAFRINHA;A;TON;700;3430;;1.391.448,10;;3430
4118402;Paranavaí;8402;Paranavaí;7070;MUARES;D;CAB;;;4;4.898,20;0;
4118402;Paranavaí;8402;Paranavaí;4315;MUDA DE MANDIOCA (MANIVAS);A;M3;0;1200;;35.940,00;;1200
4118402;Paranavaí;8402;Paranavaí;7018;NOVILHAS;D;CAB;;;331;279.231,60;0;
4118402;Paranavaí;8402;Paranavaí;7080;OVINOS (PARA CORTE);D;KG;;750;349;56.887,00;750;
4118402;Paranavaí;8402;Paranavaí;7109;OVOS DE GALINHA (FECUNDADO);D;DZ;;3115450;;14.112.988,50;;3115450
4118402;Paranavaí;8402;Paranavaí;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;3300;;5.049,00;;3300
4118402;Paranavaí;8402;Paranavaí;302;SOJA SAFRA NORMAL;A;TON;900;1710;;1.430.124,30;;1710
4118402;Paranavaí;8402;Paranavaí;7251;SUINO >2 MESES (RECRIA);D;CAB;;;100;79.087,00;0;
4118402;Paranavaí;8402;Paranavaí;7097;SUINOS-COMUM (para abate);D;KG;;530;402;57.888,00;530;
4118402;Paranavaí;8402;Paranavaí;7025;VACA (PARA CORTE);D;KG;;;513;566.198,10;0;
4118402;Paranavaí;8402;Paranavaí;7024;VACA (PARA CRIA);D;CAB;;;436;603.458,88;0;
4113700;Londrina;3700;Londrina;2016;ABOBRINHA VERDE;B;TON;0,5;7;;5.581,80;;7
4113700;Londrina;3700;Londrina;2001;ALFACE;B;TON;1;19;;16.614,36;;19
4113700;Londrina;3700;Londrina;7016;BEZERRAS;D;CAB;;;680;392.999,20;0;
4113700;Londrina;3700;Londrina;7015;BEZERROS;D;CAB;;;349;236.384,68;0;
4113700;Londrina;3700;Londrina;7210;BICHO DA SEDA (CASULO);D;TON;171,2;29,8;;303.662,00;;29,8
4113700;Londrina;3700;Londrina;7010;BOVINOS (BOI GORDO);D;KG;;6494;1598;2.757.684,58;6494;
4113700;Londrina;3700;Londrina;7020;BUBALINOS (PARA CORTE);D;KG;;15;;                        -  ;15;
4113700;Londrina;3700;Londrina;40;CAFE;A;TON;53;71,9;;392.574,00;;71,9
4113700;Londrina;3700;Londrina;7310;CAMA DE AVIARIO;D;TON;;11919;;814.425,27;;11919
4113700;Londrina;3700;Londrina;41;CANA-DE-ACUCAR;A;TON;1148,7;83811,4;;4.488.938,58;;83811,4
4113700;Londrina;3700;Londrina;3505;CAPINEIRAS (forragem verde p/alimentação animal);D;TON;;800;;35.256,00;;800
4113700;Londrina;3700;Londrina;7040;CAPRINOS (PARA CORTE);D;KG;;150;15;1.731,60;150;
4113700;Londrina;3700;Londrina;7312;ESTERCO DE POEDEIRA;D;TON;;261;;22.529,52;;261
4113700;Londrina;3700;Londrina;7316;ESTERCO DE SUINOS/BOVINOS;D;TON;;1642;;94.989,70;;1642
4113700;Londrina;3700;Londrina;7177;FRANGO DE CORTE (AVES DE CORTE);D;KG;;1306200;3066623;16.550.564,33;1306200;
4113700;Londrina;3700;Londrina;7181;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);D;KG;0;1260;2520;25.653,60;1260;
4113700;Londrina;3700;Londrina;7178;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);D;KG;;18000;11700;26.676,00;18000;
4113700;Londrina;3700;Londrina;7017;GARROTES;D;CAB;;;705;636.304,80;0;
4113700;Londrina;3700;Londrina;1561;LARANJA;C;TON;14;171;;43.993,17;;171
4113700;Londrina;3700;Londrina;7014;LEITE;D;MLT;;1200;;960.000,00;;1200
4113700;Londrina;3700;Londrina;1562;LIMAO;C;TON;1;25;;19.000,25;;25
4113700;Londrina;3700;Londrina;520;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;E;M3;88;1600;;138.320,00;;1600
4113700;Londrina;3700;Londrina;5220;MADEIRAS - LENHA;E;M3;;2028;;69.215,64;;2028
4113700;Londrina;3700;Londrina;7200;MEL;D;KG;;1600;;8.672,00;;1600
4113700;Londrina;3700;Londrina;199;MILHO SAFRA NORMAL;A;TON;10;49,2;;17.925,04;;49,2
4113700;Londrina;3700;Londrina;7018;NOVILHAS;D;CAB;;;1547;1.305.049,20;0;
4113700;Londrina;3700;Londrina;7080;OVINOS (PARA CORTE);D;KG;;900;20;2.282,00;900;
4113700;Londrina;3700;Londrina;7105;OVOS DE GALINHA (PARA CONSUMO);D;DZ;;175500;;268.515,00;;175500
4113700;Londrina;3700;Londrina;3518;SILAGEM DE MILHO E/OU SORGO;D;TON;;1600;;141.344,00;;1600
4113700;Londrina;3700;Londrina;302;SOJA SAFRA NORMAL;A;TON;160;393,6;;329.179,49;;393,6
4113700;Londrina;3700;Londrina;7097;SUINOS-COMUM (para abate);D;KG;;120;475;88.920,00;120;
4113700;Londrina;3700;Londrina;7096;SUINOS-RACA  (PARA ABATE);D;KG;;231;814;194.057,60;231;
4113700;Londrina;3700;Londrina;1563;TANGERINA PONKAN;C;TON;1;36;;14.560,92;;36
4113700;Londrina;3700;Londrina;2456;TOMATE SAFRAO;B;TON;0,5;30,5;;50.576,93;;30,5
