city;nr;variable;standard;area;production;slaughter;gpv
JAPURA;Cianorte;SUINOS-COMUM (para abate);KG;;300;150;17.760,00
JAPURA;Cianorte;SUINOS-RACA (para abate);KG;;130;150;47.925,00
JAPURA;Cianorte;TANGERINA MONTENEGRINA;TON;4,2;33;;24.090,00
JAPURA;Cianorte;TILAPIA;KG;;;4000;16.040,00
JAPURA;Cianorte;TOMATE RISCO;TON;0,5;13,5;;24.992,55
JAPURA;Cianorte;TOMATE SAFRAO;TON;0,5;13;;31.318,69
JAPURA;Cianorte;UVA DE MESA;TON;1;8;;20.560,00
JAPURA;Cianorte;VACA (PARA CORTE);KG;;;624;688.521,60
JAPURA;Cianorte;VASSOURA (SECA C/SEMENTE);TON;2;6;;9.840,00
JARDIM ALEGRE;Ivaiporã;ABACATE;TON;5;122;;149.511,00
JARDIM ALEGRE;Ivaiporã;ABOBORA (seca/madura);TON;0,3;4,1;;2.665,00
JARDIM ALEGRE;Ivaiporã;ALFACE;TON;0,2;4,2;;3.873,32
JARDIM ALEGRE;Ivaiporã;ALHO;TON;0,5;1,4;;7.829,92
JARDIM ALEGRE;Ivaiporã;AMENDOIM SAFRA DAS AGUAS;TON;2;3,6;;6.942,24
JARDIM ALEGRE;Ivaiporã;ARROZ SEQUEIRO;TON;15;24;;19.872,00
JARDIM ALEGRE;Ivaiporã;BANANA;TON;0,12;2,2;;1.153,00
JARDIM ALEGRE;Ivaiporã;BATATA DOCE;TON;1;4,5;;4.230,00
JARDIM ALEGRE;Ivaiporã;BEZERRAS;CAB;;;1500;904.260,00
JARDIM ALEGRE;Ivaiporã;BEZERROS;CAB;;;3200;2.345.952,00
JARDIM ALEGRE;Ivaiporã;BICHO DA SEDA (CASULO);TON;70;40,6;;498.974,00
JARDIM ALEGRE;Ivaiporã;BOVINOS (BOI GORDO);KG;;32147;2800;4.655.000,00
JARDIM ALEGRE;Ivaiporã;CAFE;TON;700;674,4;;3.088.752,00
JARDIM ALEGRE;Ivaiporã;CAMA DE AVIARIO;TON;;4760;;349.860,00
JARDIM ALEGRE;Ivaiporã;CANA-DE-ACUCAR;TON;40;2600;;133.198,00
JARDIM ALEGRE;Ivaiporã;CAPINEIRAS (forragem verde p/alimentação animal);TON;;75;;2.766,75
JARDIM ALEGRE;Ivaiporã;CAPRINOS (PARA CORTE);KG;;150;80;12.784,00
JARDIM ALEGRE;Ivaiporã;CARPA;KG;;;4500;19.890,00
JARDIM ALEGRE;Ivaiporã;CENOURA;TON;0,2;2,2;;2.255,48
JARDIM ALEGRE;Ivaiporã;EQUINOS (PARA CORTE);KG;;500;;                      -  
JARDIM ALEGRE;Ivaiporã;ESTERCO DE SUINOS/BOVINOS;TON;;3330;;166.733,10
JARDIM ALEGRE;Ivaiporã;FEIJAO SAFRA DA SECA;TON;300;360;;957.060,00
JARDIM ALEGRE;Ivaiporã;FEIJAO SAFRA DAS AGUAS;TON;100;170;;421.543,90
JARDIM ALEGRE;Ivaiporã;FEIJAO SAFRA DE INVERNO;TON;80;99,2;;236.162,46
JARDIM ALEGRE;Ivaiporã;FENO DE ALFAFA;TON;;55;;33.649,55
JARDIM ALEGRE;Ivaiporã;FRANGO DE CORTE (AVES DE CORTE);KG;;297000;1787000;15.184.139,00
JARDIM ALEGRE;Ivaiporã;GALINHA / FRANGO SEMI-CAIPIRA;KG;;225000;780000;10.842.000,00
JARDIM ALEGRE;Ivaiporã;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;25000;16000;222.800,00
JARDIM ALEGRE;Ivaiporã;GARROTES;CAB;;;550;536.272,00
JARDIM ALEGRE;Ivaiporã;GOIABA;TON;1,7;19;;38.000,00
JARDIM ALEGRE;Ivaiporã;LARANJA;TON;26;860;;221.561,80
JARDIM ALEGRE;Ivaiporã;LEITE;MLT;;10900;;10.028.000,00
JARDIM ALEGRE;Ivaiporã;LIMAO;TON;15;100;;104.000,00
JARDIM ALEGRE;Ivaiporã;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;250;;21.120,00
JARDIM ALEGRE;Ivaiporã;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;380;750;;57.570,00
JARDIM ALEGRE;Ivaiporã;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;M3;;250;;22.020,00
JARDIM ALEGRE;Ivaiporã;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;0;1000;;83.020,00
JARDIM ALEGRE;Ivaiporã;MANDIOCA CONSUMO (HUMANO);TON;45;1035;;847.044,00
JARDIM ALEGRE;Ivaiporã;MANDIOCA INDUSTRIA;TON;20;480;;192.542,40
JARDIM ALEGRE;Ivaiporã;MEL;KG;;1100;;6.226,00
JARDIM ALEGRE;Ivaiporã;MELANCIA;TON;1;12;;6.840,00
JARDIM ALEGRE;Ivaiporã;MILHO SAFRA NORMAL;TON;200;1400;;476.000,00
JARDIM ALEGRE;Ivaiporã;MILHO SAFRINHA;TON;500;2100;;699.300,00
JARDIM ALEGRE;Ivaiporã;MORANGO (moranguinho);TON;0,2;3;;16.220,40
JARDIM ALEGRE;Ivaiporã;NOVILHAS;CAB;;;2100;1.944.684,00
JARDIM ALEGRE;Ivaiporã;ORQUIDEA;UNI;;1000;;25.080,00
JARDIM ALEGRE;Ivaiporã;OVINOS (PARA CORTE);KG;;1100;750;105.697,50
JARDIM ALEGRE;Ivaiporã;OVOS DE GALINHA (PARA CONSUMO);DZ;;40000;;77.600,00
JARDIM ALEGRE;Ivaiporã;PACU;KG;;;5500;29.975,00
JARDIM ALEGRE;Ivaiporã;PEPINO;TON;0,15;2,5;;2.822,25
JARDIM ALEGRE;Ivaiporã;PESCADO DE AGUA DOCE (DE CAPTURA);KG;;;6000;41.220,00
JARDIM ALEGRE;Ivaiporã;REPOLHO;TON;0,12;2,2;;865,85
JARDIM ALEGRE;Ivaiporã;SEMENTE DE SOJA;TON;;27,8;;1.405,57
JARDIM ALEGRE;Ivaiporã;SEMENTE DE TRIGO;TON;;3118;;229.890,14
JARDIM ALEGRE;Ivaiporã;SILAGEM DE MILHO E/OU SORGO;TON;23;1050;;148.344,00
JARDIM ALEGRE;Ivaiporã;SILAGEM OUTRAS (SECA);TON;;120;;10.392,00
JARDIM ALEGRE;Ivaiporã;SOJA SAFRA NORMAL;TON;9300;33480;;34.980.908,40
JARDIM ALEGRE;Ivaiporã;SUINOS < 2 MESES (leitao p/recria);UNI;;;700;73.164,00
JARDIM ALEGRE;Ivaiporã;SUINOS-COMUM (para abate);KG;;2100;1250;259.000,00
JARDIM ALEGRE;Ivaiporã;SUINOS-RACA (para abate);KG;;600;2850;809.400,00
JARDIM ALEGRE;Ivaiporã;TANGERINA PONKAN;TON;0,25;3,3;;1.518,00
JARDIM ALEGRE;Ivaiporã;TILAPIA;KG;;;5000;20.050,00
JARDIM ALEGRE;Ivaiporã;TOMATE RISCO;TON;3;180;;333.234,00
JARDIM ALEGRE;Ivaiporã;TOMATE SAFRAO;TON;3;210;;505.917,30
JARDIM ALEGRE;Ivaiporã;TOURO PC (COM REGISTRO);CAB;;;50;184.293,50
JARDIM ALEGRE;Ivaiporã;TOURO PO (REPROD. P/GADO DE CORTE);CAB;;;20;85.630,80
JARDIM ALEGRE;Ivaiporã;TOURO PO (REPROD. P/GADO DE LEITE);CAB;;;10;41.405,20
JARDIM ALEGRE;Ivaiporã;TOUROS;CAB;;;70;187.096,00
JARDIM ALEGRE;Ivaiporã;TRIGO;TON;7500;11010;;8.118.003,30
JARDIM ALEGRE;Ivaiporã;TRIGUILHO;TON;;165;;51.838,05
JARDIM ALEGRE;Ivaiporã;VACA (PARA CORTE);KG;;;1000;1.103.400,00
JARDIM ALEGRE;Ivaiporã;VACA (PARA CRIA);CAB;;;1100;1.760.033,00
JARDIM OLINDA;Paranavaí;ALEVINOS;MIL;;0;40;5.313,60
JARDIM OLINDA;Paranavaí;BATATA DOCE;TON;1;10;;9.400,00
JARDIM OLINDA;Paranavaí;BEZERRAS;CAB;;;464;279.717,76
JARDIM OLINDA;Paranavaí;BEZERROS;CAB;;;345;252.922,95
JARDIM OLINDA;Paranavaí;BICHO DA SEDA (CASULO);TON;6,8;2,7;;33.183,00
JARDIM OLINDA;Paranavaí;BOVINOS (BOI GORDO);KG;;7585;456;773.262,00
JARDIM OLINDA;Paranavaí;CAFE;TON;5;2,5;;11.450,00
JARDIM OLINDA;Paranavaí;CAMA DE AVIARIO;TON;;1220;;89.670,00
JARDIM OLINDA;Paranavaí;CANA-DE-ACUCAR;TON;2650;200194,3;;10.255.953,99
JARDIM OLINDA;Paranavaí;CAPRINOS (PARA CORTE);KG;;148;90;16.920,00
JARDIM OLINDA;Paranavaí;EQUINOS (PARA CORTE);KG;;315;;                      -  
JARDIM OLINDA;Paranavaí;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;192;253.436,16
JARDIM OLINDA;Paranavaí;ESTERCO DE SUINOS/BOVINOS;TON;;1470;;73.602,90
JARDIM OLINDA;Paranavaí;FRANGO DE CORTE (AVES DE CORTE);KG;;134000;670000;4.122.510,00
JARDIM OLINDA;Paranavaí;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;760;450;5.388,98
JARDIM OLINDA;Paranavaí;GARROTES;CAB;0;;407;396.841,28
JARDIM OLINDA;Paranavaí;LEITE;MLT;;1140;;1.048.800,00
JARDIM OLINDA;Paranavaí;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;500;;;                      -  
JARDIM OLINDA;Paranavaí;MADEIRAS - LENHA;M3;;2000;;69.580,00
JARDIM OLINDA;Paranavaí;MANDIOCA CONSUMO (HUMANO);TON;5;100;;81.840,00
JARDIM OLINDA;Paranavaí;MANDIOCA INDUSTRIA;TON;159;4219,9;;1.692.728,49
JARDIM OLINDA;Paranavaí;MELANCIA;TON;1;20;;11.400,00
JARDIM OLINDA;Paranavaí;MILHO SAFRA NORMAL;TON;10;40;;13.600,00
JARDIM OLINDA;Paranavaí;MILHO SAFRINHA;TON;1377;5615,4;;1.869.928,20
JARDIM OLINDA;Paranavaí;MUARES;CAB;;;12;17.321,52
JARDIM OLINDA;Paranavaí;MUDA DE MANDIOCA (MANIVAS);M3;;888;;31.159,92
JARDIM OLINDA;Paranavaí;NOVILHAS;CAB;;;542;501.913,68
JARDIM OLINDA;Paranavaí;OVINOS (PARA CORTE);KG;;180;90;14.922,00
JARDIM OLINDA;Paranavaí;OVOS DE GALINHA (PARA CONSUMO);DZ;;1900;;3.686,00
JARDIM OLINDA;Paranavaí;PESCADO DE AGUA DOCE (DE CAPTURA);KG;;0;10000;68.700,00
JARDIM OLINDA;Paranavaí;SOJA SAFRA NORMAL;TON;1450;4532,7;;4.735.900,94
JARDIM OLINDA;Paranavaí;SUINOS-COMUM (para abate);KG;;200;140;24.864,00
JARDIM OLINDA;Paranavaí;TILAPIA;KG;;0;1000;4.010,00
JARDIM OLINDA;Paranavaí;VACA (PARA CORTE);KG;;;953;1.139.168,55
JARDIM OLINDA;Paranavaí;VACA (PARA CRIA);CAB;;;305;488.009,15
JATAIZINHO;Cornélio Procópio;ABOBORA (seca/madura);TON;1;15;;9.750,00
JATAIZINHO;Cornélio Procópio;ABOBRINHA VERDE;TON;5;70;;67.200,00
JATAIZINHO;Cornélio Procópio;ALFACE;TON;5;50;;46.111,00
JATAIZINHO;Cornélio Procópio;AMENDOIM SAFRA DAS AGUAS;TON;1;2,2;;4.242,48
JATAIZINHO;Cornélio Procópio;ARROZ SEQUEIRO;TON;20;42,4;;35.107,20
JATAIZINHO;Cornélio Procópio;BERINJELA;TON;2;80;;88.000,00
JATAIZINHO;Cornélio Procópio;BEZERRAS;CAB;;;67;40.390,28
JATAIZINHO;Cornélio Procópio;BEZERROS;CAB;;;205;150.287,55
JATAIZINHO;Cornélio Procópio;BICHO DA SEDA (CASULO);TON;3;0,6;;7.374,00
JATAIZINHO;Cornélio Procópio;BOVINOS (BOI GORDO);KG;;9206;1448;2.599.884,00
JATAIZINHO;Cornélio Procópio;BROCOLOS;TON;2;20;;37.400,00
JATAIZINHO;Cornélio Procópio;CAFE;TON;33;45,54;;208.573,20
JATAIZINHO;Cornélio Procópio;CAMA DE AVIARIO;TON;;3850;;282.975,00
JATAIZINHO;Cornélio Procópio;CANA-DE-ACUCAR;TON;100;8520;;436.479,60
JATAIZINHO;Cornélio Procópio;CAPRINOS (PARA CORTE);KG;;29;5;940
JATAIZINHO;Cornélio Procópio;CEBOLA;TON;9;81;;86.346,00
JATAIZINHO;Cornélio Procópio;CENOURA;TON;1;30;;30.756,60
JATAIZINHO;Cornélio Procópio;COUVE-FLOR;TON;3;30;;109.800,00
JATAIZINHO;Cornélio Procópio;EQUINOS (PARA CORTE);KG;;67;7;1.247,40
JATAIZINHO;Cornélio Procópio;ESTERCO DE SUINOS/BOVINOS;TON;;1840;;92.128,80
JATAIZINHO;Cornélio Procópio;FEIJAO SAFRA DA SECA;TON;3;1,56;;4.147,26
JATAIZINHO;Cornélio Procópio;FEIJAO SAFRA DAS AGUAS;TON;6;4,8;;11.902,42
JATAIZINHO;Cornélio Procópio;FEIJAO SAFRA DE INVERNO;TON;3;1,47;;3.499,58
JATAIZINHO;Cornélio Procópio;FEIJAO-VAGEM;TON;3;40;;67.200,00
JATAIZINHO;Cornélio Procópio;FRANGO DE CORTE (AVES DE CORTE);KG;;422580;2535477;11.886.316,18
JATAIZINHO;Cornélio Procópio;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;950;475;7.937,25
JATAIZINHO;Cornélio Procópio;GARROTES;CAB;;;39;38.026,56
JATAIZINHO;Cornélio Procópio;"GENGIBRE (rizomas ""in natura"")";KG;1;25000;;53.750,00
JATAIZINHO;Cornélio Procópio;INHAME;TON;1;9;;13.050,00
JATAIZINHO;Cornélio Procópio;JILO;TON;1;16;;24.960,00
JATAIZINHO;Cornélio Procópio;LARANJA;TON;140;3726;;959.929,38
JATAIZINHO;Cornélio Procópio;LEITE;MLT;;324;;298.080,00
JATAIZINHO;Cornélio Procópio;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;205;;17.318,40
JATAIZINHO;Cornélio Procópio;MADEIRAS - LENHA;M3;;4100;;142.639,00
JATAIZINHO;Cornélio Procópio;MANDIOCA CONSUMO (HUMANO);TON;4;80;;65.472,00
JATAIZINHO;Cornélio Procópio;MILHO SAFRA NORMAL;TON;150;1192,5;;405.450,00
JATAIZINHO;Cornélio Procópio;MILHO SAFRINHA;TON;3080;9163;;3.051.279,00
JATAIZINHO;Cornélio Procópio;NOVILHAS;CAB;;;45;41.671,80
JATAIZINHO;Cornélio Procópio;OVINOS (PARA CORTE);KG;;392;196;29.247,12
JATAIZINHO;Cornélio Procópio;PACU;KG;;;2000;10.900,00
JATAIZINHO;Cornélio Procópio;PEPINO;TON;5;160;;180.624,00
JATAIZINHO;Cornélio Procópio;PIMENTA;TON;2;24;;96.480,00
JATAIZINHO;Cornélio Procópio;PIMENTAO;TON;3;78;;106.559,70
JATAIZINHO;Cornélio Procópio;QUIABO;TON;8;104;;188.240,00
JATAIZINHO;Cornélio Procópio;REPOLHO;TON;2;24;;9.445,68
JATAIZINHO;Cornélio Procópio;SOJA SAFRA NORMAL;TON;7700;24948;;26.066.418,84
JATAIZINHO;Cornélio Procópio;SUINOS-COMUM (para abate);KG;;433;693;133.333,20
JATAIZINHO;Cornélio Procópio;SUINOS-RACA (para abate);KG;;275;602;192.339,00
JATAIZINHO;Cornélio Procópio;TILAPIA;KG;;;6000;24.060,00
JATAIZINHO;Cornélio Procópio;TOMATE RISCO;TON;9;250,2;;463.195,26
JATAIZINHO;Cornélio Procópio;TOMATE SAFRAO;TON;8;304;;732.375,52
JATAIZINHO;Cornélio Procópio;TOUROS;CAB;;;39;104.239,20
JATAIZINHO;Cornélio Procópio;TRIGO;TON;1344;2688;;1.981.943,04
JATAIZINHO;Cornélio Procópio;VACA (PARA CORTE);KG;;;310;399.063,00
JATAIZINHO;Cornélio Procópio;VACA (PARA CRIA);CAB;;;311;497.609,33
JESUITAS;Toledo;ABOBORA (seca/madura);TON;6,4;96;;62.400,00
JESUITAS;Toledo;ABOBRINHA VERDE;TON;6,4;102;;97.920,00
JESUITAS;Toledo;ALFACE;TON;4,8;72;;66.399,84
JESUITAS;Toledo;AMENDOIM SAFRA DAS AGUAS;TON;50;130;;250.692,00
JESUITAS;Toledo;ARROZ IRRIGADO;TON;15;75;;61.524,75
JESUITAS;Toledo;ARROZ SEQUEIRO;TON;200;400;;331.200,00
JESUITAS;Toledo;AVEIA PRETA (GRAO);TON;100;150;;103.500,00
JESUITAS;Toledo;BANANA;TON;50;1200;;628.908,00
JESUITAS;Toledo;BATATA DOCE;TON;9,6;160;;150.400,00
JESUITAS;Toledo;BERINJELA;TON;1,6;24;;26.400,00
JESUITAS;Toledo;BETERRABA;TON;3,2;57,6;;59.328,00
JESUITAS;Toledo;BEZERRAS;CAB;;;113;68.120,92
JESUITAS;Toledo;BEZERROS;CAB;;;739;541.768,29
JESUITAS;Toledo;BOVINOS (BOI GORDO);KG;;9960;260;423.605,00
JESUITAS;Toledo;CAFE;TON;2500;1513,3;;6.930.914,00
JESUITAS;Toledo;CAMA DE AVIARIO;TON;;16330;;1.200.255,00
JESUITAS;Toledo;CANA-DE-ACUCAR;TON;150;6000;;307.380,00
JESUITAS;Toledo;CAPINEIRAS (forragem verde p/alimentação animal);TON;;6000;;221.340,00
JESUITAS;Toledo;CAPRINOS (PARA CORTE);KG;;100;60;10.716,00
JESUITAS;Toledo;CAQUI;TON;3;9;;3.852,00
JESUITAS;Toledo;CARPA;KG;;0;35000;154.700,00
JESUITAS;Toledo;CENOURA;TON;2,4;48;;49.210,56
JESUITAS;Toledo;CERA DE ABELHA;KG;;300;;4.317,00
JESUITAS;Toledo;COUVE;TON;0,5;10;;14.200,00
JESUITAS;Toledo;COUVE-FLOR;TON;1;18;;65.880,00
JESUITAS;Toledo;CRISANTEMO;MCO;;7400;;73.038,00
JESUITAS;Toledo;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;2;2.639,96
JESUITAS;Toledo;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;2;9.482,36
JESUITAS;Toledo;ESTERCO DE POEDEIRA;TON;;650;;59.150,00
JESUITAS;Toledo;ESTERCO DE SUINOS/BOVINOS;TON;;25350;;1.269.274,50
JESUITAS;Toledo;FEIJAO SAFRA DA SECA;TON;80;144;;382.824,00
JESUITAS;Toledo;FEIJAO SAFRA DAS AGUAS;TON;200;300;;743.901,00
JESUITAS;Toledo;FEIJAO-VAGEM;TON;6,4;56;;94.080,00
JESUITAS;Toledo;FENO OUTROS;TON;;850;;293.683,50
JESUITAS;Toledo;FIGO;TON;1;12;;43.920,00
JESUITAS;Toledo;FRANGO DE CORTE (AVES DE CORTE);KG;;1789910;10739461;70.485.230,44
JESUITAS;Toledo;FUMO;TON;44,3;101,89;;690.619,59
JESUITAS;Toledo;GALINHA POSTURA DESCARTE (AVES POSTURA PESO VIVO);KG;;9800;6370;15.440,88
JESUITAS;Toledo;GALINHA REPRODUTORA DESCARTE (PESO VIVO);KG;;35712;29760;149.901,12
JESUITAS;Toledo;GARROTES;CAB;;;614;598.674,56
JESUITAS;Toledo;GERBERA;DZ;;3950;;27.215,50
JESUITAS;Toledo;LEITE;MLT;;8847;;8.139.240,00
JESUITAS;Toledo;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;1200;;;                      -  
JESUITAS;Toledo;MADEIRAS - LENHA;M3;;50000;;1.739.500,00
JESUITAS;Toledo;MANDIOCA INDUSTRIA;TON;1400;42000;;16.847.460,00
JESUITAS;Toledo;MARACUJA;TON;1;8;;15.920,00
JESUITAS;Toledo;MEL;KG;;6800;;38.488,00
JESUITAS;Toledo;MELANCIA;TON;30;700;;399.000,00
JESUITAS;Toledo;MELAO;TON;3;69;;133.170,00
JESUITAS;Toledo;MILHO SAFRA NORMAL;TON;450;4027,5;;1.369.350,00
JESUITAS;Toledo;MILHO SAFRINHA;TON;9000;54000;;17.982.000,00
JESUITAS;Toledo;MILHO VERDE (espiga);UNI;0,8;40000;;15.200,00
JESUITAS;Toledo;MUDA DE CAFE;UNI;;260000;;104.000,00
JESUITAS;Toledo;MUDAS DE ESSENCIAS FLORESTAIS NATIVAS;UNI;;60000;;16.200,00
JESUITAS;Toledo;NOVILHAS;CAB;;;291;269.477,64
JESUITAS;Toledo;OVINOS (PARA CORTE);KG;;500;300;47.253,00
JESUITAS;Toledo;OVOS DE GALINHA (FECUNDADO);DZ;;448788;;2.535.652,20
JESUITAS;Toledo;OVOS DE GALINHA (PARA CONSUMO);DZ;;160000;0;310.400,00
JESUITAS;Toledo;PEPINO;TON;8;144;;162.561,60
JESUITAS;Toledo;PIMENTA;TON;3,2;12,8;;51.456,00
JESUITAS;Toledo;PIMENTAO;TON;3,2;35;;47.815,25
JESUITAS;Toledo;QUIABO;TON;6,4;48;;86.880,00
JESUITAS;Toledo;RABANETE;TON;1;14;;22.680,00
JESUITAS;Toledo;REPOLHO;TON;3,2;64;;25.188,48
JESUITAS;Toledo;ROSEIRA (ROSAS);DZ;;4820;;44.295,80
JESUITAS;Toledo;RUCULA;TON;0,8;9;;20.160,00
JESUITAS;Toledo;SALSA (SALSINHA);TON;1,6;12;;62.520,00
JESUITAS;Toledo;SILAGEM DE MILHO E/OU SORGO;TON;100;7000;;988.960,00
JESUITAS;Toledo;SOJA SAFRA NORMAL;TON;11500;45425;;47.461.402,75
JESUITAS;Toledo;SUINO >2 MESES (RECRIA);CAB;;;5056;595.900,16
JESUITAS;Toledo;SUINOS - LEITOES P/ CORTE;KG;;;2360;293.867,20
JESUITAS;Toledo;SUINOS < 2 MESES (leitao p/recria);UNI;;;91042;9.515.709,84
JESUITAS;Toledo;SUINOS-RACA (para abate);KG;;26700;12126;3.874.257,00
JESUITAS;Toledo;TILAPIA;KG;;;290000;1.162.900,00
JESUITAS;Toledo;TOMATE SAFRAO;TON;1;20;;48.182,60
JESUITAS;Toledo;TOUROS;CAB;;;36;96.220,80
JESUITAS;Toledo;TRIGO;TON;1500;4500;;3.317.985,00
JESUITAS;Toledo;UVA DE MESA;TON;6;90;;231.300,00
JESUITAS;Toledo;UVA VINIFERA;TON;13;156;;321.438,00
JESUITAS;Toledo;VACA (PARA CORTE);KG;;;460;549.861,00
JESUITAS;Toledo;VACA (PARA CRIA);CAB;;;644;1.030.419,32
JESUITAS;Toledo;VASSOURA (SECA C/SEMENTE);TON;100;800;;1.312.000,00
JOAQUIM TAVORA;Jacarezinho;ABOBORA (seca/madura);TON;7;210;;136.500,00
JOAQUIM TAVORA;Jacarezinho;ABOBORA-TETSUKABUTO (KABOTIA);TON;2;50;;37.500,00
JOAQUIM TAVORA;Jacarezinho;ABOBRINHA VERDE;TON;3;60;;57.600,00
JOAQUIM TAVORA;Jacarezinho;AGRIAO AQUATICO;TON;0,5;10;;19.400,00
JOAQUIM TAVORA;Jacarezinho;ALFACE;TON;18;360;;331.999,20
JOAQUIM TAVORA;Jacarezinho;ALHO;TON;12;72;;402.681,60
JOAQUIM TAVORA;Jacarezinho;ALMEIRAO;TON;1;10;;18.500,00
JOAQUIM TAVORA;Jacarezinho;AMEIXA;TON;0,3;3;;6.123,60
JOAQUIM TAVORA;Jacarezinho;AMENDOIM SAFRA DAS AGUAS;TON;4;8,8;;16.969,92
JOAQUIM TAVORA;Jacarezinho;ARROZ SEQUEIRO;TON;120;420;;347.760,00
JOAQUIM TAVORA;Jacarezinho;BANANA;TON;3;75;;39.306,75
JOAQUIM TAVORA;Jacarezinho;BATATA DOCE;TON;5;100;;94.000,00
JOAQUIM TAVORA;Jacarezinho;BATATA SALSA;TON;0,5;10;;17.376,00
JOAQUIM TAVORA;Jacarezinho;BERINJELA;TON;2;40;;44.000,00
JOAQUIM TAVORA;Jacarezinho;BETERRABA;TON;4;100;;103.000,00
JOAQUIM TAVORA;Jacarezinho;BEZERRAS;CAB;;;1461;880.749,24
JOAQUIM TAVORA;Jacarezinho;BEZERROS;CAB;;;3549;2.601.807,39
JOAQUIM TAVORA;Jacarezinho;BOVINOS (BOI GORDO);KG;;40667;48345;75.551.148,75
JOAQUIM TAVORA;Jacarezinho;BROCOLOS;TON;2;20;;37.400,00
JOAQUIM TAVORA;Jacarezinho;BUBALINOS (PARA CORTE);KG;;50;12;19.790,40
JOAQUIM TAVORA;Jacarezinho;CAFE;TON;455;947,9;;4.341.382,00
JOAQUIM TAVORA;Jacarezinho;CAMA DE AVIARIO;TON;;15330;;1.126.755,00
JOAQUIM TAVORA;Jacarezinho;CANA-DE-ACUCAR;TON;50;2500;;128.075,00
JOAQUIM TAVORA;Jacarezinho;CAPINEIRAS (forragem verde p/alimentação animal);TON;;25000;;922.250,00
JOAQUIM TAVORA;Jacarezinho;CAPRINOS (PARA CORTE);KG;;300;200;28.200,00
JOAQUIM TAVORA;Jacarezinho;CARA;TON;1;20;;18.800,00
JOAQUIM TAVORA;Jacarezinho;CEBOLA;TON;10;150;;159.900,00
JOAQUIM TAVORA;Jacarezinho;CEBOLINHA (cheiro verde);TON;2;60;;259.200,00
JOAQUIM TAVORA;Jacarezinho;CENOURA;TON;1;30;;30.756,60
JOAQUIM TAVORA;Jacarezinho;CERA DE ABELHA;KG;;70;;1.007,30
JOAQUIM TAVORA;Jacarezinho;CHUCHU;TON;1;30;;25.568,10
JOAQUIM TAVORA;Jacarezinho;COUVE;TON;1;15;;21.300,00
JOAQUIM TAVORA;Jacarezinho;COUVE CHINESA;TON;0,5;5;;2.200,00
JOAQUIM TAVORA;Jacarezinho;COUVE-FLOR;TON;4;120;;439.200,00
JOAQUIM TAVORA;Jacarezinho;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;81;106.918,38
JOAQUIM TAVORA;Jacarezinho;ERVILHA;TON;0,1;1;;5.210,00
JOAQUIM TAVORA;Jacarezinho;ESPINAFRE;TON;0,5;5;;9.000,00
JOAQUIM TAVORA;Jacarezinho;ESTERCO DE SUINOS/BOVINOS;TON;;19750;;988.882,50
JOAQUIM TAVORA;Jacarezinho;FEIJAO SAFRA DA SECA;TON;150;180;;478.530,00
JOAQUIM TAVORA;Jacarezinho;FEIJAO SAFRA DAS AGUAS;TON;350;315;;781.096,05
JOAQUIM TAVORA;Jacarezinho;FEIJAO SAFRA DE INVERNO;TON;100;80;;190.453,60
JOAQUIM TAVORA;Jacarezinho;FIGO;TON;1,5;15;;54.900,00
JOAQUIM TAVORA;Jacarezinho;FRANGO DE CORTE (AVES DE CORTE);KG;;1679200;10075200;82.656.940,80
JOAQUIM TAVORA;Jacarezinho;GALINHA / FRANGO SEMI-CAIPIRA;KG;;1000;3000;50.040,00
JOAQUIM TAVORA;Jacarezinho;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;9500;7500;125.325,00
JOAQUIM TAVORA;Jacarezinho;GALINHA RECRIA;CAB;;70000;46000;612.260,00
JOAQUIM TAVORA;Jacarezinho;GARROTES;CAB;;;12490;12.178.249,60
JOAQUIM TAVORA;Jacarezinho;"GENGIBRE (rizomas ""in natura"")";KG;0,5;5000;;10.750,00
JOAQUIM TAVORA;Jacarezinho;GOIABA;TON;2;60;;120.000,00
JOAQUIM TAVORA;Jacarezinho;INHAME;TON;1;20;;29.000,00
JOAQUIM TAVORA;Jacarezinho;JABUTICABA;TON;2;40;;64.800,00
JOAQUIM TAVORA;Jacarezinho;JILO;TON;1;5;;7.800,00
JOAQUIM TAVORA;Jacarezinho;LARANJA;TON;2;60;;15.457,80
JOAQUIM TAVORA;Jacarezinho;LEITE;MLT;;8400;;7.728.000,00
JOAQUIM TAVORA;Jacarezinho;LEITE DE BUFALA;LIT;;20000;;18.600,00
