code;variable;population;year;gender;level;group
4127908;45 a 49;322;2020;man;10;worker
4127908;50 a 54;374;2020;man;11;worker
4127908;55 a 59;322;2020;man;12;worker
4127908;60 a 64;217;2020;man;13;worker
4127908;> 65;532;2020;man;14;older
4127957;0 a 4;253;2020;man;1;younger
4127957;5 a 9;269;2020;man;2;younger
4127957;10 a 14;259;2020;man;3;younger
4127957;15 a 19;290;2020;man;4;worker
4127957;20 a 24;270;2020;man;5;worker
4127957;25 a 29;286;2020;man;6;worker
4127957;30 a 34;304;2020;man;7;worker
4127957;35 a 39;233;2020;man;8;worker
4127957;40 a 44;276;2020;man;9;worker
4127957;45 a 49;295;2020;man;10;worker
4127957;50 a 54;314;2020;man;11;worker
4127957;55 a 59;268;2020;man;12;worker
4127957;60 a 64;226;2020;man;13;worker
4127957;> 65;648;2020;man;14;older
4127965;0 a 4;526;2020;man;1;younger
4127965;5 a 9;497;2020;man;2;younger
4127965;10 a 14;426;2020;man;3;younger
4127965;15 a 19;508;2020;man;4;worker
4127965;20 a 24;550;2020;man;5;worker
4127965;25 a 29;624;2020;man;6;worker
4127965;30 a 34;492;2020;man;7;worker
4127965;35 a 39;453;2020;man;8;worker
4127965;40 a 44;431;2020;man;9;worker
4127965;45 a 49;434;2020;man;10;worker
4127965;50 a 54;418;2020;man;11;worker
4127965;55 a 59;368;2020;man;12;worker
4127965;60 a 64;288;2020;man;13;worker
4127965;> 65;731;2020;man;14;older
4128005;0 a 4;591;2020;man;1;younger
4128005;5 a 9;604;2020;man;2;younger
4128005;10 a 14;572;2020;man;3;younger
4128005;15 a 19;615;2020;man;4;worker
4128005;20 a 24;660;2020;man;5;worker
4128005;25 a 29;836;2020;man;6;worker
4128005;30 a 34;800;2020;man;7;worker
4128005;35 a 39;687;2020;man;8;worker
4128005;40 a 44;710;2020;man;9;worker
4128005;45 a 49;694;2020;man;10;worker
4128005;50 a 54;736;2020;man;11;worker
4128005;55 a 59;690;2020;man;12;worker
4128005;60 a 64;560;2020;man;13;worker
4128005;> 65;1348;2020;man;14;older
4128104;0 a 4;3392;2020;man;1;younger
4128104;5 a 9;3431;2020;man;2;younger
4128104;10 a 14;3505;2020;man;3;younger
4128104;15 a 19;3648;2020;man;4;worker
4128104;20 a 24;3935;2020;man;5;worker
4128104;25 a 29;4249;2020;man;6;worker
4128104;30 a 34;4624;2020;man;7;worker
4128104;35 a 39;4302;2020;man;8;worker
4128104;40 a 44;3981;2020;man;9;worker
4128104;45 a 49;3706;2020;man;10;worker
4128104;50 a 54;3514;2020;man;11;worker
4128104;55 a 59;3099;2020;man;12;worker
4128104;60 a 64;2606;2020;man;13;worker
4128104;> 65;5801;2020;man;14;older
4128203;0 a 4;2124;2020;man;1;younger
4128203;5 a 9;2065;2020;man;2;younger
4128203;10 a 14;2091;2020;man;3;younger
4128203;15 a 19;2246;2020;man;4;worker
4128203;20 a 24;2417;2020;man;5;worker
4128203;25 a 29;2335;2020;man;6;worker
4128203;30 a 34;2091;2020;man;7;worker
4128203;35 a 39;1981;2020;man;8;worker
4128203;40 a 44;1981;2020;man;9;worker
4128203;45 a 49;1829;2020;man;10;worker
4128203;50 a 54;1647;2020;man;11;worker
4128203;55 a 59;1514;2020;man;12;worker
4128203;60 a 64;1263;2020;man;13;worker
4128203;> 65;2414;2020;man;14;older
4128302;0 a 4;87;2020;man;1;younger
4128302;5 a 9;92;2020;man;2;younger
4128302;10 a 14;84;2020;man;3;younger
4128302;15 a 19;73;2020;man;4;worker
4128302;20 a 24;85;2020;man;5;worker
4128302;25 a 29;117;2020;man;6;worker
4128302;30 a 34;95;2020;man;7;worker
4128302;35 a 39;97;2020;man;8;worker
4128302;40 a 44;107;2020;man;9;worker
4128302;45 a 49;74;2020;man;10;worker
4128302;50 a 54;104;2020;man;11;worker
4128302;55 a 59;80;2020;man;12;worker
4128302;60 a 64;39;2020;man;13;worker
4128302;> 65;154;2020;man;14;older
4128401;0 a 4;321;2020;man;1;younger
4128401;5 a 9;326;2020;man;2;younger
4128401;10 a 14;326;2020;man;3;younger
4128401;15 a 19;342;2020;man;4;worker
4128401;20 a 24;343;2020;man;5;worker
4128401;25 a 29;397;2020;man;6;worker
4128401;30 a 34;400;2020;man;7;worker
4128401;35 a 39;348;2020;man;8;worker
4128401;40 a 44;332;2020;man;9;worker
4128401;45 a 49;391;2020;man;10;worker
4128401;50 a 54;423;2020;man;11;worker
4128401;55 a 59;383;2020;man;12;worker
4128401;60 a 64;338;2020;man;13;worker
4128401;> 65;925;2020;man;14;older
4128534;0 a 4;516;2020;man;1;younger
4128534;5 a 9;483;2020;man;2;younger
4128534;10 a 14;440;2020;man;3;younger
4128534;15 a 19;488;2020;man;4;worker
4128534;20 a 24;515;2020;man;5;worker
4128534;25 a 29;529;2020;man;6;worker
4128534;30 a 34;477;2020;man;7;worker
4128534;35 a 39;452;2020;man;8;worker
4128534;40 a 44;458;2020;man;9;worker
4128534;45 a 49;393;2020;man;10;worker
4128534;50 a 54;330;2020;man;11;worker
4128534;55 a 59;289;2020;man;12;worker
4128534;60 a 64;233;2020;man;13;worker
4128534;> 65;430;2020;man;14;older
4128559;0 a 4;289;2020;man;1;younger
4128559;5 a 9;294;2020;man;2;younger
4128559;10 a 14;261;2020;man;3;younger
4128559;15 a 19;223;2020;man;4;worker
4128559;20 a 24;347;2020;man;5;worker
4128559;25 a 29;363;2020;man;6;worker
4128559;30 a 34;319;2020;man;7;worker
4128559;35 a 39;329;2020;man;8;worker
4128559;40 a 44;275;2020;man;9;worker
4128559;45 a 49;298;2020;man;10;worker
4128559;50 a 54;298;2020;man;11;worker
4128559;55 a 59;291;2020;man;12;worker
4128559;60 a 64;261;2020;man;13;worker
4128559;> 65;679;2020;man;14;older
4128609;0 a 4;233;2020;man;1;younger
4128609;5 a 9;241;2020;man;2;younger
4128609;10 a 14;226;2020;man;3;younger
4128609;15 a 19;190;2020;man;4;worker
4128609;20 a 24;245;2020;man;5;worker
4128609;25 a 29;333;2020;man;6;worker
4128609;30 a 34;313;2020;man;7;worker
4128609;35 a 39;299;2020;man;8;worker
4128609;40 a 44;255;2020;man;9;worker
4128609;45 a 49;279;2020;man;10;worker
4128609;50 a 54;309;2020;man;11;worker
4128609;55 a 59;290;2020;man;12;worker
4128609;60 a 64;226;2020;man;13;worker
4128609;> 65;529;2020;man;14;older
4128658;0 a 4;153;2020;man;1;younger
4128658;5 a 9;149;2020;man;2;younger
4128658;10 a 14;136;2020;man;3;younger
4128658;15 a 19;138;2020;man;4;worker
4128658;20 a 24;122;2020;man;5;worker
4128658;25 a 29;140;2020;man;6;worker
4128658;30 a 34;137;2020;man;7;worker
4128658;35 a 39;133;2020;man;8;worker
4128658;40 a 44;141;2020;man;9;worker
4128658;45 a 49;135;2020;man;10;worker
4128658;50 a 54;137;2020;man;11;worker
4128658;55 a 59;142;2020;man;12;worker
4128658;60 a 64;98;2020;man;13;worker
4128658;> 65;209;2020;man;14;older
4128708;0 a 4;241;2020;man;1;younger
4128708;5 a 9;245;2020;man;2;younger
4128708;10 a 14;218;2020;man;3;younger
4128708;15 a 19;240;2020;man;4;worker
4128708;20 a 24;261;2020;man;5;worker
4128708;25 a 29;299;2020;man;6;worker
4128708;30 a 34;232;2020;man;7;worker
4128708;35 a 39;235;2020;man;8;worker
4128708;40 a 44;199;2020;man;9;worker
4128708;45 a 49;213;2020;man;10;worker
4128708;50 a 54;247;2020;man;11;worker
4128708;55 a 59;206;2020;man;12;worker
4128708;60 a 64;155;2020;man;13;worker
4128708;> 65;343;2020;man;14;older
4128500;0 a 4;687;2020;man;1;younger
4128500;5 a 9;671;2020;man;2;younger
4128500;10 a 14;583;2020;man;3;younger
4128500;15 a 19;619;2020;man;4;worker
4128500;20 a 24;741;2020;man;5;worker
4128500;25 a 29;706;2020;man;6;worker
4128500;30 a 34;621;2020;man;7;worker
4128500;35 a 39;708;2020;man;8;worker
4128500;40 a 44;667;2020;man;9;worker
4128500;45 a 49;579;2020;man;10;worker
4128500;50 a 54;622;2020;man;11;worker
4128500;55 a 59;585;2020;man;12;worker
4128500;60 a 64;485;2020;man;13;worker
4128500;> 65;1143;2020;man;14;older
4128807;0 a 4;176;2020;man;1;younger
4128807;5 a 9;177;2020;man;2;younger
4128807;10 a 14;151;2020;man;3;younger
4128807;15 a 19;190;2020;man;4;worker
4128807;20 a 24;199;2020;man;5;worker
4128807;25 a 29;234;2020;man;6;worker
4128807;30 a 34;220;2020;man;7;worker
4128807;35 a 39;197;2020;man;8;worker
4128807;40 a 44;196;2020;man;9;worker
4128807;45 a 49;197;2020;man;10;worker
4128807;50 a 54;215;2020;man;11;worker
4128807;55 a 59;229;2020;man;12;worker
4128807;60 a 64;168;2020;man;13;worker
4128807;> 65;457;2020;man;14;older
4100103;0 a 4;133;2040;man;1;younger
4100103;5 a 9;149;2040;man;2;younger
4100103;10 a 14;154;2040;man;3;younger
4100103;15 a 19;149;2040;man;4;worker
4100103;20 a 24;145;2040;man;5;worker
4100103;25 a 29;145;2040;man;6;worker
4100103;30 a 34;155;2040;man;7;worker
4100103;35 a 39;173;2040;man;8;worker
4100103;40 a 44;231;2040;man;9;worker
4100103;45 a 49;297;2040;man;10;worker
4100103;50 a 54;240;2040;man;11;worker
4100103;55 a 59;249;2040;man;12;worker
4100103;60 a 64;235;2040;man;13;worker
4100103;> 65;784;2040;man;14;older
4100202;0 a 4;197;2040;man;1;younger
4100202;5 a 9;206;2040;man;2;younger
4100202;10 a 14;192;2040;man;3;younger
4100202;15 a 19;159;2040;man;4;worker
4100202;20 a 24;144;2040;man;5;worker
4100202;25 a 29;140;2040;man;6;worker
4100202;30 a 34;139;2040;man;7;worker
4100202;35 a 39;197;2040;man;8;worker
4100202;40 a 44;268;2040;man;9;worker
4100202;45 a 49;320;2040;man;10;worker
4100202;50 a 54;246;2040;man;11;worker
4100202;55 a 59;266;2040;man;12;worker
4100202;60 a 64;237;2040;man;13;worker
4100202;> 65;770;2040;man;14;older
4100301;0 a 4;341;2040;man;1;younger
4100301;5 a 9;354;2040;man;2;younger
4100301;10 a 14;343;2040;man;3;younger
4100301;15 a 19;323;2040;man;4;worker
4100301;20 a 24;323;2040;man;5;worker
4100301;25 a 29;317;2040;man;6;worker
4100301;30 a 34;292;2040;man;7;worker
4100301;35 a 39;342;2040;man;8;worker
4100301;40 a 44;472;2040;man;9;worker
4100301;45 a 49;557;2040;man;10;worker
4100301;50 a 54;411;2040;man;11;worker
4100301;55 a 59;496;2040;man;12;worker
4100301;60 a 64;474;2040;man;13;worker
4100301;> 65;1047;2040;man;14;older
4100400;0 a 4;5200;2040;man;1;younger
4100400;5 a 9;5158;2040;man;2;younger
4100400;10 a 14;5201;2040;man;3;younger
4100400;15 a 19;5235;2040;man;4;worker
4100400;20 a 24;5208;2040;man;5;worker
4100400;25 a 29;4959;2040;man;6;worker
4100400;30 a 34;4660;2040;man;7;worker
4100400;35 a 39;4665;2040;man;8;worker
4100400;40 a 44;5338;2040;man;9;worker
4100400;45 a 49;4638;2040;man;10;worker
4100400;50 a 54;4178;2040;man;11;worker
4100400;55 a 59;3814;2040;man;12;worker
4100400;60 a 64;3448;2040;man;13;worker
4100400;> 65;8795;2040;man;14;older
4100459;0 a 4;57;2040;man;1;younger
4100459;5 a 9;66;2040;man;2;younger
4100459;10 a 14;69;2040;man;3;younger
4100459;15 a 19;63;2040;man;4;worker
4100459;20 a 24;52;2040;man;5;worker
4100459;25 a 29;49;2040;man;6;worker
4100459;30 a 34;46;2040;man;7;worker
4100459;35 a 39;66;2040;man;8;worker
4100459;40 a 44;80;2040;man;9;worker
4100459;45 a 49;96;2040;man;10;worker
4100459;50 a 54;80;2040;man;11;worker
4100459;55 a 59;90;2040;man;12;worker
4100459;60 a 64;108;2040;man;13;worker
4100459;> 65;577;2040;man;14;older
4128625;0 a 4;63;2040;man;1;younger
4128625;5 a 9;67;2040;man;2;younger
4128625;10 a 14;66;2040;man;3;younger
4128625;15 a 19;62;2040;man;4;worker
4128625;20 a 24;60;2040;man;5;worker
4128625;25 a 29;55;2040;man;6;worker
4128625;30 a 34;60;2040;man;7;worker
4128625;35 a 39;81;2040;man;8;worker
4128625;40 a 44;86;2040;man;9;worker
4128625;45 a 49;107;2040;man;10;worker
4128625;50 a 54;125;2040;man;11;worker
4128625;55 a 59;107;2040;man;12;worker
4128625;60 a 64;132;2040;man;13;worker
4128625;> 65;345;2040;man;14;older
4100608;0 a 4;397;2040;man;1;younger
4100608;5 a 9;420;2040;man;2;younger
4100608;10 a 14;435;2040;man;3;younger
4100608;15 a 19;438;2040;man;4;worker
4100608;20 a 24;448;2040;man;5;worker
4100608;25 a 29;433;2040;man;6;worker
4100608;30 a 34;438;2040;man;7;worker
4100608;35 a 39;438;2040;man;8;worker
4100608;40 a 44;509;2040;man;9;worker
4100608;45 a 49;603;2040;man;10;worker
4100608;50 a 54;569;2040;man;11;worker
4100608;55 a 59;542;2040;man;12;worker
4100608;60 a 64;542;2040;man;13;worker
4100608;> 65;1496;2040;man;14;older
4100707;0 a 4;211;2040;man;1;younger
4100707;5 a 9;227;2040;man;2;younger
4100707;10 a 14;244;2040;man;3;younger
4100707;15 a 19;245;2040;man;4;worker
4100707;20 a 24;244;2040;man;5;worker
4100707;25 a 29;241;2040;man;6;worker
4100707;30 a 34;238;2040;man;7;worker
4100707;35 a 39;261;2040;man;8;worker
4100707;40 a 44;316;2040;man;9;worker
4100707;45 a 49;362;2040;man;10;worker
4100707;50 a 54;363;2040;man;11;worker
4100707;55 a 59;358;2040;man;12;worker
4100707;60 a 64;340;2040;man;13;worker
4100707;> 65;1184;2040;man;14;older
4100509;0 a 4;610;2040;man;1;younger
4100509;5 a 9;663;2040;man;2;younger
4100509;10 a 14;701;2040;man;3;younger
4100509;15 a 19;705;2040;man;4;worker
4100509;20 a 24;697;2040;man;5;worker
4100509;25 a 29;683;2040;man;6;worker
4100509;30 a 34;675;2040;man;7;worker
4100509;35 a 39;724;2040;man;8;worker
4100509;40 a 44;791;2040;man;9;worker
4100509;45 a 49;871;2040;man;10;worker
4100509;50 a 54;812;2040;man;11;worker
4100509;55 a 59;736;2040;man;12;worker
4100509;60 a 64;617;2040;man;13;worker
4100509;> 65;1728;2040;man;14;older
4100806;0 a 4;291;2040;man;1;younger
4100806;5 a 9;302;2040;man;2;younger
4100806;10 a 14;322;2040;man;3;younger
4100806;15 a 19;329;2040;man;4;worker
4100806;20 a 24;320;2040;man;5;worker
4100806;25 a 29;311;2040;man;6;worker
4100806;30 a 34;336;2040;man;7;worker
4100806;35 a 39;363;2040;man;8;worker
4100806;40 a 44;396;2040;man;9;worker
4100806;45 a 49;482;2040;man;10;worker
4100806;50 a 54;548;2040;man;11;worker
4100806;55 a 59;515;2040;man;12;worker
4100806;60 a 64;428;2040;man;13;worker
4100806;> 65;1248;2040;man;14;older
4100905;0 a 4;249;2040;man;1;younger
4100905;5 a 9;270;2040;man;2;younger
4100905;10 a 14;285;2040;man;3;younger
4100905;15 a 19;278;2040;man;4;worker
4100905;20 a 24;254;2040;man;5;worker
4100905;25 a 29;237;2040;man;6;worker
4100905;30 a 34;215;2040;man;7;worker
4100905;35 a 39;237;2040;man;8;worker
4100905;40 a 44;270;2040;man;9;worker
4100905;45 a 49;286;2040;man;10;worker
4100905;50 a 54;290;2040;man;11;worker
4100905;55 a 59;198;2040;man;12;worker
4100905;60 a 64;198;2040;man;13;worker
4100905;> 65;546;2040;man;14;older
4101002;0 a 4;554;2040;man;1;younger
4101002;5 a 9;579;2040;man;2;younger
4101002;10 a 14;610;2040;man;3;younger
4101002;15 a 19;630;2040;man;4;worker
4101002;20 a 24;623;2040;man;5;worker
4101002;25 a 29;600;2040;man;6;worker
4101002;30 a 34;581;2040;man;7;worker
4101002;35 a 39;664;2040;man;8;worker
4101002;40 a 44;814;2040;man;9;worker
4101002;45 a 49;767;2040;man;10;worker
4101002;50 a 54;784;2040;man;11;worker
4101002;55 a 59;698;2040;man;12;worker
4101002;60 a 64;624;2040;man;13;worker
4101002;> 65;1932;2040;man;14;older
4101051;0 a 4;64;2040;man;1;younger
4101051;5 a 9;68;2040;man;2;younger
4101051;10 a 14;69;2040;man;3;younger
4101051;15 a 19;70;2040;man;4;worker
4101051;20 a 24;66;2040;man;5;worker
4101051;25 a 29;64;2040;man;6;worker
4101051;30 a 34;56;2040;man;7;worker
4101051;35 a 39;56;2040;man;8;worker
4101051;40 a 44;83;2040;man;9;worker
4101051;45 a 49;104;2040;man;10;worker
4101051;50 a 54;84;2040;man;11;worker
4101051;55 a 59;82;2040;man;12;worker
4101051;60 a 64;83;2040;man;13;worker
4101051;> 65;383;2040;man;14;older
4101101;0 a 4;374;2040;man;1;younger
4101101;5 a 9;401;2040;man;2;younger
4101101;10 a 14;423;2040;man;3;younger
4101101;15 a 19;427;2040;man;4;worker
4101101;20 a 24;425;2040;man;5;worker
4101101;25 a 29;414;2040;man;6;worker
4101101;30 a 34;403;2040;man;7;worker
4101101;35 a 39;448;2040;man;8;worker
4101101;40 a 44;478;2040;man;9;worker
4101101;45 a 49;560;2040;man;10;worker
4101101;50 a 54;571;2040;man;11;worker
4101101;55 a 59;581;2040;man;12;worker
4101101;60 a 64;579;2040;man;13;worker
4101101;> 65;2009;2040;man;14;older
4101150;0 a 4;69;2040;man;1;younger
4101150;5 a 9;75;2040;man;2;younger
4101150;10 a 14;78;2040;man;3;younger
4101150;15 a 19;81;2040;man;4;worker
4101150;20 a 24;85;2040;man;5;worker
4101150;25 a 29;84;2040;man;6;worker
4101150;30 a 34;93;2040;man;7;worker
4101150;35 a 39;93;2040;man;8;worker
4101150;40 a 44;101;2040;man;9;worker
4101150;45 a 49;104;2040;man;10;worker
4101150;50 a 54;128;2040;man;11;worker
4101150;55 a 59;105;2040;man;12;worker
4101150;60 a 64;90;2040;man;13;worker
4101150;> 65;287;2040;man;14;older
4101200;0 a 4;590;2040;man;1;younger
4101200;5 a 9;620;2040;man;2;younger
4101200;10 a 14;588;2040;man;3;younger
4101200;15 a 19;531;2040;man;4;worker
4101200;20 a 24;476;2040;man;5;worker
4101200;25 a 29;443;2040;man;6;worker
4101200;30 a 34;435;2040;man;7;worker
4101200;35 a 39;514;2040;man;8;worker
4101200;40 a 44;698;2040;man;9;worker
4101200;45 a 49;703;2040;man;10;worker
4101200;50 a 54;654;2040;man;11;worker
4101200;55 a 59;679;2040;man;12;worker
4101200;60 a 64;622;2040;man;13;worker
4101200;> 65;1900;2040;man;14;older
4101309;0 a 4;190;2040;man;1;younger
4101309;5 a 9;206;2040;man;2;younger
4101309;10 a 14;204;2040;man;3;younger
4101309;15 a 19;182;2040;man;4;worker
4101309;20 a 24;175;2040;man;5;worker
4101309;25 a 29;171;2040;man;6;worker
4101309;30 a 34;177;2040;man;7;worker
4101309;35 a 39;210;2040;man;8;worker
4101309;40 a 44;274;2040;man;9;worker
4101309;45 a 49;335;2040;man;10;worker
4101309;50 a 54;304;2040;man;11;worker
4101309;55 a 59;273;2040;man;12;worker
4101309;60 a 64;345;2040;man;13;worker
4101309;> 65;871;2040;man;14;older
4101408;0 a 4;3795;2040;man;1;younger
4101408;5 a 9;4036;2040;man;2;younger
4101408;10 a 14;4326;2040;man;3;younger
4101408;15 a 19;4537;2040;man;4;worker
4101408;20 a 24;4544;2040;man;5;worker
4101408;25 a 29;4390;2040;man;6;worker
4101408;30 a 34;4237;2040;man;7;worker
4101408;35 a 39;4487;2040;man;8;worker
4101408;40 a 44;4922;2040;man;9;worker
4101408;45 a 49;5260;2040;man;10;worker
4101408;50 a 54;5119;2040;man;11;worker
4101408;55 a 59;4776;2040;man;12;worker
4101408;60 a 64;4443;2040;man;13;worker
4101408;> 65;12929;2040;man;14;older
4101507;0 a 4;4228;2040;man;1;younger
4101507;5 a 9;4467;2040;man;2;younger
4101507;10 a 14;4828;2040;man;3;younger
4101507;15 a 19;5292;2040;man;4;worker
4101507;20 a 24;5529;2040;man;5;worker
4101507;25 a 29;5350;2040;man;6;worker
4101507;30 a 34;5276;2040;man;7;worker
4101507;35 a 39;5068;2040;man;8;worker
4101507;40 a 44;5753;2040;man;9;worker
4101507;45 a 49;5224;2040;man;10;worker
4101507;50 a 54;5409;2040;man;11;worker
4101507;55 a 59;5104;2040;man;12;worker
4101507;60 a 64;4559;2040;man;13;worker
4101507;> 65;13154;2040;man;14;older
4101606;0 a 4;923;2040;man;1;younger
4101606;5 a 9;936;2040;man;2;younger
4101606;10 a 14;929;2040;man;3;younger
4101606;15 a 19;914;2040;man;4;worker
4101606;20 a 24;933;2040;man;5;worker
4101606;25 a 29;907;2040;man;6;worker
4101606;30 a 34;858;2040;man;7;worker
4101606;35 a 39;925;2040;man;8;worker
4101606;40 a 44;1089;2040;man;9;worker
4101606;45 a 49;1091;2040;man;10;worker
4101606;50 a 54;881;2040;man;11;worker
4101606;55 a 59;880;2040;man;12;worker
4101606;60 a 64;844;2040;man;13;worker
4101606;> 65;2457;2040;man;14;older
4101655;0 a 4;66;2040;man;1;younger
4101655;5 a 9;71;2040;man;2;younger
4101655;10 a 14;69;2040;man;3;younger
4101655;15 a 19;61;2040;man;4;worker
4101655;20 a 24;56;2040;man;5;worker
4101655;25 a 29;56;2040;man;6;worker
4101655;30 a 34;52;2040;man;7;worker
4101655;35 a 39;66;2040;man;8;worker
4101655;40 a 44;102;2040;man;9;worker
4101655;45 a 49;131;2040;man;10;worker
4101655;50 a 54;108;2040;man;11;worker
4101655;55 a 59;92;2040;man;12;worker
4101655;60 a 64;105;2040;man;13;worker
4101655;> 65;607;2040;man;14;older
4101705;0 a 4;297;2040;man;1;younger
4101705;5 a 9;324;2040;man;2;younger
4101705;10 a 14;346;2040;man;3;younger
4101705;15 a 19;353;2040;man;4;worker
4101705;20 a 24;354;2040;man;5;worker
4101705;25 a 29;354;2040;man;6;worker
4101705;30 a 34;360;2040;man;7;worker
4101705;35 a 39;369;2040;man;8;worker
4101705;40 a 44;487;2040;man;9;worker
4101705;45 a 49;483;2040;man;10;worker
4101705;50 a 54;468;2040;man;11;worker
4101705;55 a 59;389;2040;man;12;worker
4101705;60 a 64;426;2040;man;13;worker
4101705;> 65;1474;2040;man;14;older
4101804;0 a 4;6309;2040;man;1;younger
4101804;5 a 9;6432;2040;man;2;younger
4101804;10 a 14;6785;2040;man;3;younger
4101804;15 a 19;7353;2040;man;4;worker
4101804;20 a 24;7775;2040;man;5;worker
4101804;25 a 29;7389;2040;man;6;worker
4101804;30 a 34;6991;2040;man;7;worker
4101804;35 a 39;7199;2040;man;8;worker
4101804;40 a 44;7659;2040;man;9;worker
4101804;45 a 49;6899;2040;man;10;worker
4101804;50 a 54;6123;2040;man;11;worker
4101804;55 a 59;5747;2040;man;12;worker
4101804;60 a 64;5102;2040;man;13;worker
4101804;> 65;12382;2040;man;14;older
4101853;0 a 4;53;2040;man;1;younger
4101853;5 a 9;55;2040;man;2;younger
4101853;10 a 14;52;2040;man;3;younger
4101853;15 a 19;42;2040;man;4;worker
4101853;20 a 24;39;2040;man;5;worker
4101853;25 a 29;36;2040;man;6;worker
4101853;30 a 34;38;2040;man;7;worker
4101853;35 a 39;45;2040;man;8;worker
4101853;40 a 44;45;2040;man;9;worker
4101853;45 a 49;96;2040;man;10;worker
4101853;50 a 54;86;2040;man;11;worker
4101853;55 a 59;100;2040;man;12;worker
4101853;60 a 64;94;2040;man;13;worker
4101853;> 65;370;2040;man;14;older
4101903;0 a 4;314;2040;man;1;younger
4101903;5 a 9;342;2040;man;2;younger
4101903;10 a 14;350;2040;man;3;younger
4101903;15 a 19;332;2040;man;4;worker
4101903;20 a 24;333;2040;man;5;worker
4101903;25 a 29;331;2040;man;6;worker
4101903;30 a 34;338;2040;man;7;worker
4101903;35 a 39;348;2040;man;8;worker
4101903;40 a 44;403;2040;man;9;worker
4101903;45 a 49;481;2040;man;10;worker
4101903;50 a 54;473;2040;man;11;worker
4101903;55 a 59;455;2040;man;12;worker
4101903;60 a 64;429;2040;man;13;worker
4101903;> 65;1430;2040;man;14;older
4102000;0 a 4;674;2040;man;1;younger
4102000;5 a 9;748;2040;man;2;younger
4102000;10 a 14;775;2040;man;3;younger
4102000;15 a 19;780;2040;man;4;worker
4102000;20 a 24;788;2040;man;5;worker
4102000;25 a 29;802;2040;man;6;worker
4102000;30 a 34;830;2040;man;7;worker
4102000;35 a 39;997;2040;man;8;worker
4102000;40 a 44;1163;2040;man;9;worker
4102000;45 a 49;1304;2040;man;10;worker
4102000;50 a 54;1130;2040;man;11;worker
4102000;55 a 59;1115;2040;man;12;worker
4102000;60 a 64;1088;2040;man;13;worker
4102000;> 65;3962;2040;man;14;older
4102109;0 a 4;578;2040;man;1;younger
4102109;5 a 9;635;2040;man;2;younger
4102109;10 a 14;670;2040;man;3;younger
4102109;15 a 19;686;2040;man;4;worker
4102109;20 a 24;692;2040;man;5;worker
4102109;25 a 29;695;2040;man;6;worker
4102109;30 a 34;692;2040;man;7;worker
4102109;35 a 39;683;2040;man;8;worker
4102109;40 a 44;777;2040;man;9;worker
4102109;45 a 49;931;2040;man;10;worker
4102109;50 a 54;906;2040;man;11;worker
4102109;55 a 59;847;2040;man;12;worker
4102109;60 a 64;765;2040;man;13;worker
4102109;> 65;2980;2040;man;14;older
4102208;0 a 4;66;2040;man;1;younger
4102208;5 a 9;70;2040;man;2;younger
4102208;10 a 14;73;2040;man;3;younger
4102208;15 a 19;77;2040;man;4;worker
4102208;20 a 24;73;2040;man;5;worker
4102208;25 a 29;73;2040;man;6;worker
4102208;30 a 34;72;2040;man;7;worker
4102208;35 a 39;104;2040;man;8;worker
4102208;40 a 44;126;2040;man;9;worker
4102208;45 a 49;132;2040;man;10;worker
4102208;50 a 54;138;2040;man;11;worker
4102208;55 a 59;162;2040;man;12;worker
4102208;60 a 64;129;2040;man;13;worker
4102208;> 65;478;2040;man;14;older
4102307;0 a 4;405;2040;man;1;younger
4102307;5 a 9;433;2040;man;2;younger
4102307;10 a 14;442;2040;man;3;younger
4102307;15 a 19;454;2040;man;4;worker
4102307;20 a 24;471;2040;man;5;worker
4102307;25 a 29;470;2040;man;6;worker
4102307;30 a 34;442;2040;man;7;worker
4102307;35 a 39;440;2040;man;8;worker
4102307;40 a 44;531;2040;man;9;worker
4102307;45 a 49;521;2040;man;10;worker
4102307;50 a 54;466;2040;man;11;worker
4102307;55 a 59;475;2040;man;12;worker
4102307;60 a 64;416;2040;man;13;worker
4102307;> 65;922;2040;man;14;older
4102406;0 a 4;634;2040;man;1;younger
4102406;5 a 9;678;2040;man;2;younger
4102406;10 a 14;704;2040;man;3;younger
4102406;15 a 19;683;2040;man;4;worker
4102406;20 a 24;645;2040;man;5;worker
4102406;25 a 29;615;2040;man;6;worker
4102406;30 a 34;594;2040;man;7;worker
4102406;35 a 39;657;2040;man;8;worker
4102406;40 a 44;800;2040;man;9;worker
4102406;45 a 49;870;2040;man;10;worker
4102406;50 a 54;966;2040;man;11;worker
4102406;55 a 59;921;2040;man;12;worker
4102406;60 a 64;849;2040;man;13;worker
4102406;> 65;2691;2040;man;14;older
4102505;0 a 4;183;2040;man;1;younger
4102505;5 a 9;209;2040;man;2;younger
4102505;10 a 14;208;2040;man;3;younger
4102505;15 a 19;191;2040;man;4;worker
4102505;20 a 24;184;2040;man;5;worker
4102505;25 a 29;183;2040;man;6;worker
4102505;30 a 34;182;2040;man;7;worker
4102505;35 a 39;228;2040;man;8;worker
4102505;40 a 44;315;2040;man;9;worker
4102505;45 a 49;415;2040;man;10;worker
4102505;50 a 54;384;2040;man;11;worker
4102505;55 a 59;387;2040;man;12;worker
4102505;60 a 64;331;2040;man;13;worker
4102505;> 65;1337;2040;man;14;older
4102703;0 a 4;42;2040;man;1;younger
4102703;5 a 9;51;2040;man;2;younger
